광역시도,지자체명,년도,월,일,요일,배출량(kg),배출량비율(일),배출회수,배출회수비율(일)
서울특별시,중구,2017,11,19,1,"7,551,200",0.065776056,"4,482",0.07781939
서울특별시,중구,2017,11,20,2,"6,312,000",0.054981787,"3,995",0.06936378
서울특별시,중구,2017,11,21,3,"5,520,100",0.048083802,"3,614",0.062748611
서울특별시,중구,2017,11,22,4,"5,550,400",0.048347736,"3,542",0.061498501
서울특별시,중구,2017,11,23,5,"5,450,850",0.047480588,"3,602",0.06254026
서울특별시,중구,2017,11,24,6,"5,474,850",0.047689644,"3,508",0.060908171
서울특별시,중구,2017,11,25,7,"5,593,850",0.048726215,"3,296",0.057227289
서울특별시,중구,2017,11,26,1,"8,010,400",0.069775999,"4,696",0.081534997
서울특별시,중구,2017,11,27,2,"6,305,450",0.054924732,"4,082",0.070874331
서울특별시,중구,2017,11,28,3,"5,225,350",0.045516331,"3,472",0.060283115
서울특별시,중구,2017,11,29,4,"5,238,250",0.045628698,"3,469",0.060231027
서울특별시,중구,2017,11,30,5,"5,077,100",0.044224973,"3,356",0.058269048
서울특별시,중구,2017,12,01,6,"5,274,750",0.048577175,"3,469",0.063851989
서울특별시,중구,2017,12,02,7,"5,787,900",0.053302968,"3,574",0.065784666
서울특별시,중구,2017,12,03,1,"7,360,950",0.067789782,"4,514",0.083086733
서울특별시,중구,2017,12,04,2,"6,026,650",0.055501707,"3,850",0.070864847
서울특별시,중구,2017,12,05,3,"4,671,250",0.043019314,"3,098",0.057023194
서울특별시,중구,2017,12,06,4,"4,780,150",0.044022216,"3,374",0.062103375
서울특별시,중구,2017,12,07,5,"5,066,750",0.046661624,"3,373",0.062084969
서울특별시,중구,2017,12,08,6,"4,794,750",0.044156673,"3,198",0.05886384
서울특별시,중구,2017,12,09,7,"5,328,250",0.049069877,"3,422",0.062986885
서울특별시,중구,2017,12,10,1,"6,712,500",0.06181796,"4,160",0.076570848
서울특별시,중구,2017,12,11,2,"5,281,850",0.048642561,"3,500",0.064422589
서울특별시,중구,2017,12,12,3,"4,293,500",0.039540471,"2,900",0.053378716
서울특별시,중구,2017,12,13,4,"4,601,450",0.042376499,"3,183",0.058587743
서울특별시,중구,2017,12,14,5,"4,504,450",0.04148319,"3,073",0.056563033
서울특별시,중구,2017,12,15,6,"4,592,100",0.042290392,"3,194",0.058790214
서울특별시,중구,2017,12,16,7,"4,867,900",0.044830339,"3,086",0.056802317
서울특별시,중구,2017,12,17,1,"6,116,200",0.056326407,"3,901",0.071803577
서울특별시,중구,2017,12,18,2,"5,334,350",0.049126054,"3,501",0.064440995
서울특별시,중구,2017,12,19,3,"4,342,050",0.039987586,"3,046",0.056066059
서울특별시,중구,2017,12,20,4,"4,531,630",0.041733501,"3,154",0.058053956
서울특별시,중구,2017,12,21,5,"4,348,650",0.040048368,"3,070",0.056507813
서울특별시,중구,2017,12,22,6,"4,600,900",0.042371434,"3,261",0.060023446
서울특별시,중구,2017,12,23,7,"5,317,650",0.048972257,"3,464",0.063759956
서울특별시,중구,2017,12,24,1,"5,394,550",0.049680458,"3,429",0.06311573
서울특별시,중구,2017,12,25,2,"6,211,800",0.057206824,"3,943",0.072576648
서울특별시,중구,2017,12,26,3,"4,989,750",0.045952502,"3,227",0.059397627
서울특별시,중구,2017,12,27,4,"4,445,900",0.04094398,"3,021",0.055605897
서울특별시,중구,2017,12,28,5,"4,812,150",0.044316916,"3,287",0.060502014
서울특별시,중구,2017,12,29,6,"4,876,600",0.04491046,"3,264",0.060078666
서울특별시,중구,2017,12,30,7,"5,439,350",0.050093039,"3,530",0.064974782
서울특별시,중구,2017,12,31,1,"6,565,350",0.0604628,"4,183",0.076994197
서울특별시,용산구,2017,01,01,1,"191,500",0.001956952,135,0.00308463
서울특별시,용산구,2017,01,02,2,"193,050",0.001972792,143,0.003267423
서울특별시,용산구,2017,01,03,3,"229,400",0.002344255,166,0.003792952
서울특별시,용산구,2017,01,04,4,"191,600",0.001957974,135,0.00308463
서울특별시,용산구,2017,01,05,5,"183,350",0.001873667,142,0.003244574
서울특별시,용산구,2017,01,06,6,"163,300",0.001668774,140,0.003198875
서울특별시,용산구,2017,01,07,7,"173,800",0.001776075,140,0.003198875
서울특별시,용산구,2017,01,08,1,"213,700",0.002183815,163,0.003724405
서울특별시,용산구,2017,01,09,2,"186,050",0.001901258,154,0.003518763
서울특별시,용산구,2017,01,10,3,"167,250",0.00170914,136,0.003107479
서울특별시,용산구,2017,01,11,4,"159,900",0.001634029,127,0.002901837
서울특별시,용산구,2017,01,12,5,"155,200",0.001586,130,0.002970384
서울특별시,용산구,2017,01,13,6,"163,400",0.001669796,124,0.00283329
서울특별시,용산구,2017,01,14,7,"180,800",0.001847608,121,0.002764742
서울특별시,용산구,2017,01,15,1,"192,100",0.001963084,148,0.003381668
서울특별시,용산구,2017,01,16,2,"196,900",0.002012135,148,0.003381668
서울특별시,용산구,2017,01,17,3,"253,100",0.002586447,178,0.004067142
서울특별시,용산구,2017,01,18,4,"135,350",0.001383151,106,0.002422006
서울특별시,용산구,2017,01,19,5,"173,050",0.00176841,118,0.002696195
서울특별시,용산구,2017,01,20,6,"160,750",0.001642716,129,0.002947535
서울특별시,용산구,2017,01,21,7,"157,200",0.001606438,125,0.002856139
서울특별시,용산구,2017,01,22,1,"187,550",0.001916587,136,0.003107479
서울특별시,용산구,2017,01,23,2,"179,800",0.001837389,134,0.003061781
서울특별시,용산구,2017,01,24,3,"208,500",0.002130676,160,0.003655858
서울특별시,용산구,2017,01,25,4,"163,150",0.001667241,123,0.002810441
서울특별시,용산구,2017,01,26,5,"225,550",0.002304911,158,0.003610159
서울특별시,용산구,2017,01,27,6,"278,250",0.002843456,187,0.004272784
서울특별시,용산구,2017,01,28,7,"191,400",0.00195593,124,0.00283329
서울특별시,용산구,2017,01,29,1,"175,950",0.001798046,114,0.002604799
서울특별시,용산구,2017,01,30,2,"197,250",0.002015712,145,0.003313121
서울특별시,용산구,2017,01,31,3,"222,550",0.002274254,162,0.003701556
서울특별시,용산구,2017,02,01,4,"176,350",0.002099237,126,0.003200819
서울특별시,용산구,2017,02,02,5,"185,450",0.002207562,142,0.003607273
서울특별시,용산구,2017,02,03,6,"157,800",0.001878421,123,0.003124609
서울특별시,용산구,2017,02,04,7,"173,350",0.002063525,130,0.003302433
서울특별시,용산구,2017,02,05,1,"231,700",0.002758113,149,0.003785096
서울특별시,용산구,2017,02,06,2,"204,650",0.002436115,154,0.003912113
서울특별시,용산구,2017,02,07,3,"223,450",0.002659906,160,0.004064533
서울특별시,용산구,2017,02,08,4,"172,600",0.002054598,133,0.003378643
서울특별시,용산구,2017,02,09,5,"148,800",0.001771287,108,0.002743559
서울특별시,용산구,2017,02,10,6,"164,150",0.00195401,123,0.003124609
서울특별시,용산구,2017,02,11,7,"214,650",0.002555153,150,0.003810499
서울특별시,용산구,2017,02,12,1,"208,550",0.00248254,159,0.004039129
서울특별시,용산구,2017,02,13,2,"184,550",0.002196848,141,0.003581869
서울특별시,용산구,2017,02,14,3,"199,600",0.002376,170,0.004318566
서울특별시,용산구,2017,02,15,4,"149,850",0.001783786,121,0.003073803
서울특별시,용산구,2017,02,16,5,"156,750",0.001865922,128,0.003251626
서울특별시,용산구,2017,02,17,6,"138,100",0.001643916,116,0.002946786
서울특별시,용산구,2017,02,18,7,"174,300",0.002074834,127,0.003226223
서울특별시,용산구,2017,02,19,1,"181,400",0.002159351,140,0.003556466
서울특별시,용산구,2017,02,20,2,"162,500",0.001934369,137,0.003480256
서울특별시,용산구,2017,02,21,3,"209,050",0.002488491,161,0.004089936
서울특별시,용산구,2017,02,22,4,"126,950",0.001511189,113,0.002870576
서울특별시,용산구,2017,02,23,5,"175,050",0.002083762,129,0.003277029
서울특별시,용산구,2017,02,24,6,"151,400",0.001802237,111,0.002819769
서울특별시,용산구,2017,02,25,7,"163,850",0.001950439,136,0.003454853
서울특별시,용산구,2017,02,26,1,"183,500",0.002184349,135,0.003429449
서울특별시,용산구,2017,02,27,2,"170,200",0.002026028,137,0.003480256
서울특별시,용산구,2017,02,28,3,"203,950",0.002427782,156,0.003962919
서울특별시,용산구,2017,03,01,4,"138,950",0.001543715,124,0.002769583
서울특별시,용산구,2017,03,02,5,"186,500",0.002071988,132,0.002948266
서울특별시,용산구,2017,03,03,6,"148,500",0.001649814,127,0.002836589
서울특별시,용산구,2017,03,04,7,"180,950",0.002010329,131,0.002925931
서울특별시,용산구,2017,03,05,1,"185,200",0.002057546,142,0.003171619
서울특별시,용산구,2017,03,06,2,"173,350",0.001925894,133,0.002970601
서울특별시,용산구,2017,03,07,3,"167,350",0.001859235,146,0.003260961
서울특별시,용산구,2017,03,08,4,"147,900",0.001643148,127,0.002836589
서울특별시,용산구,2017,03,09,5,"151,300",0.001680921,114,0.00254623
서울특별시,용산구,2017,03,10,6,"142,400",0.001582044,129,0.00288126
서울특별시,용산구,2017,03,11,7,"176,850",0.001964778,132,0.002948266
서울특별시,용산구,2017,03,12,1,"185,150",0.00205699,149,0.003327967
서울특별시,용산구,2017,03,13,2,"162,400",0.001804241,135,0.003015272
서울특별시,용산구,2017,03,14,3,"225,650",0.002506939,169,0.003774674
서울특별시,용산구,2017,03,15,4,"114,900",0.001276523,107,0.002389882
서울특별시,용산구,2017,03,16,5,"153,250",0.001702586,131,0.002925931
서울특별시,용산구,2017,03,17,6,"149,200",0.001657591,123,0.002747248
서울특별시,용산구,2017,03,18,7,"169,050",0.001878121,127,0.002836589
서울특별시,용산구,2017,03,19,1,"215,450",0.002393619,148,0.003305632
서울특별시,용산구,2017,03,20,2,"194,400",0.002159756,138,0.003082278
서울특별시,용산구,2017,03,21,3,"181,500",0.002016439,154,0.003439644
서울특별시,용산구,2017,03,22,4,"126,350",0.00140373,120,0.002680242
서울특별시,용산구,2017,03,23,5,"122,000",0.001355403,123,0.002747248
서울특별시,용산구,2017,03,24,6,"144,650",0.001607041,112,0.002501559
서울특별시,용산구,2017,03,25,7,"146,400",0.001626483,126,0.002814254
서울특별시,용산구,2017,03,26,1,"204,000",0.002266411,152,0.003394973
서울특별시,용산구,2017,03,27,2,"188,750",0.002096986,150,0.003350302
서울특별시,용산구,2017,03,28,3,"179,850",0.001998108,161,0.003595991
서울특별시,용산구,2017,03,29,4,"143,550",0.00159482,128,0.002858925
서울특별시,용산구,2017,03,30,5,"130,000",0.001444281,126,0.002814254
서울특별시,용산구,2017,03,31,6,"156,500",0.001738693,133,0.002970601
서울특별시,용산구,2017,05,01,2,"189,550",0.001831119,143,0.002655124
서울특별시,용산구,2017,05,02,3,"226,550",0.002188551,174,0.00323071
서울특별시,용산구,2017,05,03,4,"198,900",0.001921443,168,0.003119306
서울특별시,용산구,2017,05,04,5,"161,250",0.001557731,136,0.002525153
서울특별시,용산구,2017,05,05,6,"190,350",0.001838847,148,0.00274796
서울특별시,용산구,2017,05,06,7,"194,150",0.001875556,145,0.002692258
서울특별시,용산구,2017,05,07,1,"205,700",0.001987133,161,0.002989335
서울특별시,용산구,2017,05,08,2,"173,150",0.001672689,154,0.002859364
서울특별시,용산구,2017,05,09,3,"261,100",0.002522316,198,0.003676325
서울특별시,용산구,2017,05,10,4,"187,850",0.001814696,136,0.002525153
서울특별시,용산구,2017,05,11,5,"136,100",0.001314773,141,0.002617989
서울특별시,용산구,2017,05,12,6,"157,950",0.001525852,135,0.002506585
서울특별시,용산구,2017,05,13,7,"164,800",0.001592025,149,0.002766528
서울특별시,용산구,2017,05,14,1,"208,850",0.002017563,162,0.003007902
서울특별시,용산구,2017,05,15,2,"238,850",0.002307374,160,0.002970768
서울특별시,용산구,2017,05,16,3,"187,650",0.001812764,174,0.00323071
서울특별시,용산구,2017,05,17,4,"174,700",0.001687662,136,0.002525153
서울특별시,용산구,2017,05,18,5,"176,000",0.001700221,149,0.002766528
서울특별시,용산구,2017,05,19,6,"139,150",0.001344237,146,0.002710826
서울특별시,용산구,2017,05,20,7,"186,300",0.001799722,156,0.002896499
서울특별시,용산구,2017,05,21,1,"221,250",0.002137352,182,0.003379248
서울특별시,용산구,2017,05,22,2,"216,500",0.002091465,177,0.003286412
서울특별시,용산구,2017,05,23,3,"183,550",0.001773156,165,0.003063604
서울특별시,용산구,2017,05,24,4,"198,800",0.001920477,155,0.002877931
서울특별시,용산구,2017,05,25,5,"164,400",0.001588161,149,0.002766528
서울특별시,용산구,2017,05,26,6,"130,200",0.001257777,123,0.002283778
서울특별시,용산구,2017,05,27,7,"203,050",0.001961533,150,0.002785095
서울특별시,용산구,2017,05,28,1,"218,500",0.002110786,175,0.003249277
서울특별시,용산구,2017,05,29,2,"220,650",0.002131555,177,0.003286412
서울특별시,용산구,2017,05,30,3,"206,750",0.001997277,185,0.00343495
서울특별시,용산구,2017,05,31,4,"203,400",0.001964914,158,0.002933633
서울특별시,용산구,2017,06,01,5,"144,000",0.001358458,144,0.002497785
서울특별시,용산구,2017,06,02,6,"158,450",0.001494775,142,0.002463093
서울특별시,용산구,2017,06,03,7,"168,550",0.001590056,147,0.002549822
서울특별시,용산구,2017,06,04,1,"286,650",0.00270418,216,0.003746677
서울특별시,용산구,2017,06,05,2,"201,150",0.001897595,156,0.002705933
서울특별시,용산구,2017,06,06,3,"220,100",0.002076365,165,0.002862045
서울특별시,용산구,2017,06,07,4,"171,400",0.001616942,153,0.002653896
서울특별시,용산구,2017,06,08,5,"206,000",0.001943349,167,0.002896736
서울특별시,용산구,2017,06,09,6,"160,850",0.001517416,140,0.002428402
서울특별시,용산구,2017,06,10,7,"205,750",0.001940991,173,0.003000811
서울특별시,용산구,2017,06,11,1,"252,650",0.002383433,191,0.003313034
서울특별시,용산구,2017,06,12,2,"196,350",0.001852313,160,0.002775316
서울특별시,용산구,2017,06,13,3,"238,250",0.002247587,198,0.003434454
서울특별시,용산구,2017,06,14,4,"199,500",0.00188203,142,0.002463093
서울특별시,용산구,2017,06,15,5,"155,300",0.001465059,146,0.002532476
서울특별시,용산구,2017,06,16,6,"206,900",0.001951839,162,0.002810008
서울특별시,용산구,2017,06,17,7,"171,600",0.001618829,165,0.002862045
서울특별시,용산구,2017,06,18,1,"308,700",0.002912193,215,0.003729331
서울특별시,용산구,2017,06,19,2,"239,450",0.002258907,180,0.003122231
서울특별시,용산구,2017,06,20,3,"210,900",0.001989574,197,0.003417108
서울특별시,용산구,2017,06,21,4,"172,850",0.001630621,170,0.002948773
서울특별시,용산구,2017,06,22,5,"203,800",0.001922595,187,0.003243651
서울특별시,용산구,2017,06,23,6,"180,850",0.001706091,157,0.002723279
서울특별시,용산구,2017,06,24,7,"223,150",0.002105138,181,0.003139576
서울특별시,용산구,2017,06,25,1,"272,900",0.002574466,195,0.003382417
서울특별시,용산구,2017,06,26,2,"196,900",0.001857502,157,0.002723279
서울특별시,용산구,2017,06,27,3,"217,850",0.002055139,206,0.00357322
서울특별시,용산구,2017,06,28,4,"195,650",0.00184571,173,0.003000811
서울특별시,용산구,2017,06,29,5,"213,000",0.002009385,178,0.003087539
서울특별시,용산구,2017,06,30,6,"177,450",0.001674016,151,0.002619205
서울특별시,용산구,2017,07,01,7,"222,500",0.001881391,181,0.002740809
서울특별시,용산구,2017,07,02,1,"271,550",0.002296143,200,0.003028518
서울특별시,용산구,2017,07,03,2,"193,600",0.001637022,180,0.002725666
서울특별시,용산구,2017,07,04,3,"239,400",0.002024293,205,0.003104231
서울특별시,용산구,2017,07,05,4,"201,450",0.001703399,170,0.00257424
서울특별시,용산구,2017,07,06,5,"198,800",0.001680992,171,0.002589383
서울특별시,용산구,2017,07,07,6,"161,400",0.001364749,155,0.002347101
서울특별시,용산구,2017,07,08,7,"225,250",0.001904645,180,0.002725666
서울특별시,용산구,2017,07,09,1,"230,850",0.001951997,171,0.002589383
서울특별시,용산구,2017,07,10,2,"204,850",0.001732149,147,0.002225961
서울특별시,용산구,2017,07,11,3,"266,700",0.002255133,226,0.003422225
서울특별시,용산구,2017,07,12,4,"190,150",0.00160785,160,0.002422814
서울특별시,용산구,2017,07,13,5,"195,750",0.001655202,181,0.002740809
서울특별시,용산구,2017,07,14,6,"192,300",0.00162603,177,0.002680238
서울특별시,용산구,2017,07,15,7,"204,350",0.001727921,159,0.002407672
서울특별시,용산구,2017,07,16,1,"309,050",0.002613232,214,0.003240514
서울특별시,용산구,2017,07,17,2,"193,150",0.001633217,185,0.002801379
서울특별시,용산구,2017,07,18,3,"195,950",0.001656893,191,0.002892235
서울특별시,용산구,2017,07,19,4,"176,600",0.001493275,166,0.00251367
서울특별시,용산구,2017,07,20,5,"158,850",0.001343187,156,0.002362244
서울특별시,용산구,2017,07,21,6,"207,350",0.001753288,186,0.002816522
서울특별시,용산구,2017,07,22,7,"221,700",0.001874627,184,0.002786237
서울특별시,용산구,2017,07,23,1,"277,250",0.002344341,190,0.002877092
서울특별시,용산구,2017,07,24,2,"260,200",0.002200171,198,0.002998233
서울특별시,용산구,2017,07,25,3,"203,550",0.001721156,201,0.003043661
서울특별시,용산구,2017,07,26,4,"194,600",0.001645478,176,0.002665096
서울특별시,용산구,2017,07,27,5,"193,000",0.001631949,178,0.002695381
서울특별시,용산구,2017,07,28,6,"192,050",0.001623916,148,0.002241103
서울특별시,용산구,2017,07,29,7,"234,800",0.001985396,175,0.002649953
서울특별시,용산구,2017,07,30,1,"246,800",0.002086865,180,0.002725666
서울특별시,용산구,2017,07,31,2,"214,850",0.001816705,180,0.002725666
서울특별시,용산구,2017,08,01,3,"261,000",0.002435228,212,0.003218571
서울특별시,용산구,2017,08,02,4,"176,800",0.00164961,159,0.002413928
서울특별시,용산구,2017,08,03,5,"195,800",0.001826888,181,0.002747931
서울특별시,용산구,2017,08,04,6,"194,950",0.001818957,164,0.002489838
서울특별시,용산구,2017,08,05,7,"174,350",0.001626751,150,0.00227729
서울특별시,용산구,2017,08,06,1,"219,600",0.002048951,181,0.002747931
서울특별시,용산구,2017,08,07,2,"219,500",0.002048017,189,0.002869386
서울특별시,용산구,2017,08,08,3,"208,400",0.00194445,181,0.002747931
서울특별시,용산구,2017,08,09,4,"174,450",0.001627684,174,0.002641657
서울특별시,용산구,2017,08,10,5,"161,450",0.001506389,164,0.002489838
서울특별시,용산구,2017,08,11,6,"159,100",0.001484463,156,0.002368382
서울특별시,용산구,2017,08,12,7,"224,850",0.002097935,198,0.003006023
서울특별시,용산구,2017,08,13,1,"192,200",0.001793298,176,0.002672021
서울특별시,용산구,2017,08,14,2,"176,350",0.001645412,163,0.002474656
서울특별시,용산구,2017,08,15,3,"214,600",0.002002299,197,0.002990841
서울특별시,용산구,2017,08,16,4,"142,750",0.001331911,143,0.002171017
서울특별시,용산구,2017,08,17,5,"206,150",0.001923457,173,0.002626475
서울특별시,용산구,2017,08,18,6,"207,450",0.001935586,184,0.002793476
서울특별시,용산구,2017,08,19,7,"182,800",0.001705593,169,0.002565747
서울특별시,용산구,2017,08,20,1,"188,050",0.001754577,165,0.00250502
서울특별시,용산구,2017,08,21,2,"210,800",0.001966843,189,0.002869386
서울특별시,용산구,2017,08,22,3,"176,950",0.00165101,178,0.002702385
서울특별시,용산구,2017,08,23,4,"169,850",0.001584764,155,0.0023532
서울특별시,용산구,2017,08,24,5,"138,250",0.001289924,151,0.002292472
서울특별시,용산구,2017,08,25,6,"192,600",0.00179703,163,0.002474656
서울특별시,용산구,2017,08,26,7,"177,700",0.001658008,167,0.002535383
서울특별시,용산구,2017,08,27,1,"225,450",0.002103533,179,0.002717567
서울특별시,용산구,2017,08,28,2,"187,000",0.00174478,152,0.002307654
서울특별시,용산구,2017,08,29,3,"212,150",0.001979439,201,0.003051569
서울특별시,용산구,2017,08,30,4,"76,000",0.000709109,80,0.001214555
서울특별시,용산구,2017,08,31,5,"95,250",0.000888718,94,0.001427102
서울특별시,용산구,2017,09,01,6,"74,300",0.000734441,79,0.001234344
서울특별시,용산구,2017,09,02,7,"127,700",0.00126229,130,0.002031199
서울특별시,용산구,2017,09,03,1,"240,100",0.002373343,192,0.002999924
서울특별시,용산구,2017,09,04,2,"190,650",0.001884539,188,0.002937426
서울특별시,용산구,2017,09,05,3,"184,150",0.001820288,191,0.002984299
서울특별시,용산구,2017,09,06,4,"131,200",0.001296887,133,0.002078072
서울특별시,용산구,2017,09,07,5,"174,350",0.001723416,190,0.002968675
서울특별시,용산구,2017,09,08,6,"132,450",0.001309243,139,0.00217182
서울특별시,용산구,2017,09,09,7,"173,900",0.001718968,170,0.002656183
서울특별시,용산구,2017,09,10,1,"202,950",0.002006122,181,0.002828053
서울특별시,용산구,2017,09,11,2,"183,000",0.00180892,172,0.002687432
서울특별시,용산구,2017,09,12,3,"189,350",0.001871689,201,0.003140546
서울특별시,용산구,2017,09,13,4,"133,550",0.001320116,145,0.002265568
서울특별시,용산구,2017,09,14,5,"156,600",0.001547961,158,0.002468688
서울특별시,용산구,2017,09,15,6,"120,200",0.001188154,139,0.00217182
서울특별시,용산구,2017,09,16,7,"164,150",0.001622591,148,0.002312441
서울특별시,용산구,2017,09,17,1,"246,950",0.002441054,192,0.002999924
서울특별시,용산구,2017,09,18,2,"192,450",0.001902332,171,0.002671807
서울특별시,용산구,2017,09,19,3,"211,150",0.002087177,190,0.002968675
서울특별시,용산구,2017,09,20,4,"179,800",0.001777289,164,0.002562435
서울특별시,용산구,2017,09,21,5,"148,050",0.001463446,159,0.002484312
서울특별시,용산구,2017,09,22,6,"183,500",0.001813863,165,0.00257806
서울특별시,용산구,2017,09,23,7,"158,650",0.001568225,165,0.00257806
서울특별시,용산구,2017,09,24,1,"222,000",0.002194428,204,0.003187419
서울특별시,용산구,2017,09,25,2,"217,800",0.002152911,187,0.002921801
서울특별시,용산구,2017,09,26,3,"241,100",0.002383228,219,0.003421788
서울특별시,용산구,2017,09,27,4,"145,850",0.001441699,150,0.002343691
서울특별시,용산구,2017,09,28,5,"152,550",0.001507928,168,0.002624934
서울특별시,용산구,2017,09,29,6,"169,200",0.00167251,150,0.002343691
서울특별시,용산구,2017,09,30,7,"194,900",0.001926549,188,0.002937426
서울특별시,용산구,2017,10,01,1,"235,250",0.002094133,176,0.002721546
서울특별시,용산구,2017,10,02,2,"290,850",0.00258907,229,0.003541102
서울특별시,용산구,2017,10,03,3,"258,750",0.002303324,229,0.003541102
서울특별시,용산구,2017,10,04,4,"200,600",0.001785688,163,0.002520523
서울특별시,용산구,2017,10,05,5,"217,500",0.001936127,144,0.002226719
서울특별시,용산구,2017,10,06,6,"185,200",0.001648601,154,0.002381353
서울특별시,용산구,2017,10,07,7,"206,650",0.001839544,170,0.002628766
서울특별시,용산구,2017,10,08,1,"191,650",0.001706018,176,0.002721546
서울특별시,용산구,2017,10,09,2,"233,700",0.002080335,194,0.002999886
서울특별시,용산구,2017,10,10,3,"178,400",0.00158807,184,0.002845252
서울특별시,용산구,2017,10,11,4,"170,200",0.001515075,147,0.002273109
서울특별시,용산구,2017,10,12,5,"151,100",0.001345052,152,0.002350426
서울특별시,용산구,2017,10,13,6,"168,200",0.001497272,155,0.002396816
서울특별시,용산구,2017,10,14,7,"180,450",0.001606318,149,0.002304036
서울특별시,용산구,2017,10,15,1,"212,200",0.001888948,181,0.002798862
서울특별시,용산구,2017,10,16,2,"198,400",0.001766104,170,0.002628766
서울특별시,용산구,2017,10,17,3,"197,650",0.001759428,194,0.002999886
서울특별시,용산구,2017,10,18,4,"159,100",0.001416266,143,0.002211256
서울특별시,용산구,2017,10,19,5,"168,550",0.001500387,155,0.002396816
서울특별시,용산구,2017,10,20,6,"140,350",0.001249359,141,0.002180329
서울특별시,용산구,2017,10,21,7,"175,600",0.001563145,154,0.002381353
서울특별시,용산구,2017,10,22,1,"247,200",0.002200509,192,0.002968959
서울특별시,용산구,2017,10,23,2,"210,750",0.001876041,179,0.002767936
서울특별시,용산구,2017,10,24,3,"215,300",0.001916544,194,0.002999886
서울특별시,용산구,2017,10,25,4,"136,500",0.001215087,138,0.002133939
서울특별시,용산구,2017,10,26,5,"185,750",0.001653497,153,0.002365889
서울특별시,용산구,2017,10,27,6,"163,100",0.001451873,140,0.002164866
서울특별시,용산구,2017,10,28,7,"136,800",0.001217757,137,0.002118476
서울특별시,용산구,2017,10,29,1,"222,000",0.001976185,169,0.002613303
서울특별시,용산구,2017,10,30,2,"211,450",0.001882272,163,0.002520523
서울특별시,용산구,2017,10,31,3,"229,100",0.002039388,201,0.003108129
서울특별시,용산구,2017,11,01,4,"172,250",0.001500414,139,0.002413408
서울특별시,용산구,2017,11,02,5,"155,900",0.001357994,138,0.002396045
서울특별시,용산구,2017,11,03,6,"157,250",0.001369754,138,0.002396045
서울특별시,용산구,2017,11,04,7,"164,350",0.0014316,151,0.00262176
서울특별시,용산구,2017,11,05,1,"226,000",0.001968613,184,0.003194727
서울특별시,용산구,2017,11,06,2,"230,450",0.002007375,165,0.002864837
서울특별시,용산구,2017,11,07,3,"204,650",0.00178264,178,0.003090551
서울특별시,용산구,2017,11,08,4,"155,200",0.001351897,148,0.002569672
서울특별시,용산구,2017,11,09,5,"208,850",0.001819225,171,0.002969013
서울특별시,용산구,2017,11,10,6,"146,950",0.001280034,122,0.002118243
서울특별시,용산구,2017,11,11,7,"180,450",0.001571841,150,0.002604397
서울특별시,용산구,2017,11,12,1,"246,350",0.002145875,185,0.00321209
서울특별시,용산구,2017,11,13,2,"180,000",0.001567922,141,0.002448133
서울특별시,용산구,2017,11,14,3,"212,150",0.00184797,182,0.003160002
서울특별시,용산구,2017,11,15,4,"172,300",0.001500849,123,0.002135606
서울특별시,용산구,2017,11,16,5,"183,550",0.001598845,142,0.002465496
서울특별시,용산구,2017,11,17,6,"179,250",0.001561389,155,0.002691211
서울특별시,용산구,2017,11,18,7,"173,400",0.001510431,133,0.002309232
서울특별시,용산구,2017,11,19,1,"288,400",0.002512159,174,0.003021101
서울특별시,용산구,2017,11,20,2,"181,300",0.001579246,147,0.002552309
서울특별시,용산구,2017,11,21,3,"227,250",0.001979501,177,0.003073189
서울특별시,용산구,2017,11,22,4,"150,400",0.001310086,130,0.002257144
서울특별시,용산구,2017,11,23,5,"202,350",0.001762605,145,0.002517584
서울특별시,용산구,2017,11,24,6,"203,100",0.001769138,135,0.002343958
서울특별시,용산구,2017,11,25,7,"210,250",0.00183142,128,0.002222419
서울특별시,용산구,2017,11,26,1,"281,900",0.00245554,175,0.003038463
서울특별시,용산구,2017,11,27,2,"249,750",0.002175491,152,0.002639123
서울특별시,용산구,2017,11,28,3,"238,450",0.002077061,172,0.002986376
서울특별시,용산구,2017,11,29,4,"204,800",0.001783946,147,0.002552309
서울특별시,용산구,2017,11,30,5,"192,600",0.001677676,130,0.002257144
서울특별시,용산구,2017,12,01,6,"147,900",0.001362067,109,0.002006303
서울특별시,용산구,2017,12,02,7,"197,250",0.00181655,147,0.002705749
서울특별시,용산구,2017,12,03,1,"240,050",0.002210712,164,0.003018658
서울특별시,용산구,2017,12,04,2,"205,150",0.001889304,145,0.002668936
서울특별시,용산구,2017,12,05,3,"227,800",0.002097897,159,0.002926626
서울특별시,용산구,2017,12,06,4,"166,850",0.001536585,133,0.002448058
서울특별시,용산구,2017,12,07,5,"182,300",0.00167887,141,0.00259531
서울특별시,용산구,2017,12,08,6,"167,150",0.001539348,123,0.002263994
서울특별시,용산구,2017,12,09,7,"171,100",0.001575725,138,0.002540091
서울특별시,용산구,2017,12,10,1,"236,400",0.002177097,145,0.002668936
서울특별시,용산구,2017,12,11,2,"201,750",0.001857992,135,0.002484871
서울특별시,용산구,2017,12,12,3,"219,200",0.002018696,161,0.002963439
서울특별시,용산구,2017,12,13,4,"162,800",0.001499287,117,0.002153555
서울특별시,용산구,2017,12,14,5,"165,000",0.001519548,122,0.002245587
서울특별시,용산구,2017,12,15,6,"163,250",0.001503431,133,0.002448058
