"disYear","disMonth","disDate","disDay","cityCode","citySidoName","citySggName","disQuantity","disQuantityRate","disCount","disCountRate"
"2018","01","01",2,"W01","서울특별시","종로구",2991900,3.93,1624,3.54
"2018","01","02",3,"W01","서울특별시","종로구",2933150,3.85,1710,3.73
"2018","01","03",4,"W01","서울특별시","종로구",2454150,3.22,1498,3.27
"2018","01","04",5,"W01","서울특별시","종로구",2514150,3.3,1506,3.29
"2018","01","05",6,"W01","서울특별시","종로구",2288100,3,1418,3.1
"2018","01","06",7,"W01","서울특별시","종로구",2242000,2.94,1379,3.01
"2018","01","07",1,"W01","서울특별시","종로구",2745450,3.6,1577,3.44
"2018","01","08",2,"W01","서울특별시","종로구",3028300,3.97,1706,3.72
"2018","01","09",3,"W01","서울특별시","종로구",2503400,3.29,1506,3.29
"2018","01","10",4,"W01","서울특별시","종로구",2208850,2.9,1468,3.2
"2018","01","11",5,"W01","서울특별시","종로구",2032550,2.67,1311,2.86
"2018","01","12",6,"W01","서울특별시","종로구",2266300,2.97,1383,3.02
"2018","01","13",7,"W01","서울특별시","종로구",2460300,3.23,1425,3.11
"2018","01","14",1,"W01","서울특별시","종로구",2716500,3.56,1569,3.42
"2018","01","15",2,"W01","서울특별시","종로구",2872100,3.77,1707,3.73
"2018","01","16",3,"W01","서울특별시","종로구",2540150,3.33,1521,3.32
"2018","01","17",4,"W01","서울특별시","종로구",2422050,3.18,1514,3.3
"2018","01","18",5,"W01","서울특별시","종로구",2357350,3.09,1476,3.22
"2018","01","19",6,"W01","서울특별시","종로구",2316900,3.04,1497,3.27
"2018","01","20",7,"W01","서울특별시","종로구",2198900,2.89,1351,2.95
"2018","01","21",1,"W01","서울특별시","종로구",2734050,3.59,1583,3.46
"2018","01","22",2,"W01","서울특별시","종로구",2761550,3.62,1623,3.54
"2018","01","23",3,"W01","서울특별시","종로구",2299600,3.02,1423,3.11
"2018","01","24",4,"W01","서울특별시","종로구",2183650,2.87,1304,2.85
"2018","01","25",5,"W01","서울특별시","종로구",2120700,2.78,1311,2.86
"2018","01","26",6,"W01","서울특별시","종로구",2033650,2.67,1261,2.75
"2018","01","27",7,"W01","서울특별시","종로구",2214500,2.91,1306,2.85
"2018","01","28",1,"W01","서울특별시","종로구",2637550,3.46,1500,3.27
"2018","01","29",2,"W01","서울특별시","종로구",2529150,3.32,1534,3.35
"2018","01","30",3,"W01","서울특별시","종로구",2285150,3,1384,3.02
"2018","01","31",4,"W01","서울특별시","종로구",2308750,3.03,1437,3.14
"2018","02","01",5,"W01","서울특별시","종로구",2232100,3.06,1392,3.26
"2018","02","02",6,"W01","서울특별시","종로구",2220250,3.05,1415,3.31
"2018","02","03",7,"W01","서울특별시","종로구",1989850,2.73,1208,2.83
"2018","02","04",1,"W01","서울특별시","종로구",2549800,3.5,1472,3.45
"2018","02","05",2,"W01","서울특별시","종로구",2679750,3.68,1567,3.67
"2018","02","06",3,"W01","서울특별시","종로구",2430850,3.34,1469,3.44
"2018","02","07",4,"W01","서울특별시","종로구",2344850,3.22,1419,3.32
"2018","02","08",5,"W01","서울특별시","종로구",2220450,3.05,1390,3.26
"2018","02","09",6,"W01","서울특별시","종로구",2180500,2.99,1427,3.34
"2018","02","10",7,"W01","서울특별시","종로구",2548750,3.5,1479,3.46
"2018","02","11",1,"W01","서울특별시","종로구",2660750,3.65,1515,3.55
"2018","02","12",2,"W01","서울특별시","종로구",2885150,3.96,1662,3.89
"2018","02","13",3,"W01","서울특별시","종로구",2958750,4.06,1665,3.9
"2018","02","14",4,"W01","서울특별시","종로구",3466500,4.76,2036,4.77
"2018","02","15",5,"W01","서울특별시","종로구",4143250,5.69,2209,5.17
"2018","02","16",6,"W01","서울특별시","종로구",2598050,3.57,1364,3.2
"2018","02","17",7,"W01","서울특별시","종로구",2435950,3.34,1293,3.03
"2018","02","18",1,"W01","서울특별시","종로구",2849250,3.91,1539,3.61
"2018","02","19",2,"W01","서울특별시","종로구",3101600,4.26,1731,4.05
"2018","02","20",3,"W01","서울특별시","종로구",2764950,3.79,1589,3.72
"2018","02","21",4,"W01","서울특별시","종로구",2370150,3.25,1459,3.42
"2018","02","22",5,"W01","서울특별시","종로구",2349750,3.22,1498,3.51
"2018","02","23",6,"W01","서울특별시","종로구",2275250,3.12,1424,3.34
"2018","02","24",7,"W01","서울특별시","종로구",2448350,3.36,1448,3.39
"2018","02","25",1,"W01","서울특별시","종로구",2694800,3.7,1561,3.66
"2018","02","26",2,"W01","서울특별시","종로구",2952800,4.05,1695,3.97
"2018","02","27",3,"W01","서울특별시","종로구",2509000,3.44,1517,3.55
"2018","02","28",4,"W01","서울특별시","종로구",2003450,2.75,1246,2.92
"2018","03","01",5,"W01","서울특별시","종로구",2789100,3.62,1668,3.41
"2018","03","02",6,"W01","서울특별시","종로구",2492150,3.23,1521,3.11
"2018","03","03",7,"W01","서울특별시","종로구",2452650,3.18,1496,3.06
"2018","03","04",1,"W01","서울특별시","종로구",2777850,3.6,1647,3.36
"2018","03","05",2,"W01","서울특별시","종로구",2896200,3.76,1686,3.44
"2018","03","06",3,"W01","서울특별시","종로구",2642950,3.43,1595,3.26
"2018","03","07",4,"W01","서울특별시","종로구",2491250,3.23,1595,3.26
"2018","03","08",5,"W01","서울특별시","종로구",2117400,2.75,1453,2.97
"2018","03","09",6,"W01","서울특별시","종로구",2274850,2.95,1510,3.08
"2018","03","10",7,"W01","서울특별시","종로구",2292250,2.97,1391,2.84
"2018","03","11",1,"W01","서울특별시","종로구",2706150,3.51,1702,3.48
"2018","03","12",2,"W01","서울특별시","종로구",2816000,3.65,1708,3.49
"2018","03","13",3,"W01","서울특별시","종로구",2672150,3.47,1652,3.37
"2018","03","14",4,"W01","서울특별시","종로구",2358450,3.06,1590,3.25
"2018","03","15",5,"W01","서울특별시","종로구",2057350,2.67,1370,2.8
"2018","03","16",6,"W01","서울특별시","종로구",2331100,3.02,1526,3.12
"2018","03","17",7,"W01","서울특별시","종로구",2304700,2.99,1458,2.98
"2018","03","18",1,"W01","서울특별시","종로구",2707700,3.51,1648,3.37
"2018","03","19",2,"W01","서울특별시","종로구",2743650,3.56,1704,3.48
"2018","03","20",3,"W01","서울특별시","종로구",2326250,3.02,1479,3.02
"2018","03","21",4,"W01","서울특별시","종로구",2195500,2.85,1436,2.93
"2018","03","22",5,"W01","서울특별시","종로구",2390250,3.1,1574,3.22
"2018","03","23",6,"W01","서울특별시","종로구",2188200,2.84,1508,3.08
"2018","03","24",7,"W01","서울특별시","종로구",2154950,2.8,1445,2.95
"2018","03","25",1,"W01","서울특별시","종로구",3004750,3.9,1755,3.58
"2018","03","26",2,"W01","서울특별시","종로구",2824900,3.66,1759,3.59
"2018","03","27",3,"W01","서울특별시","종로구",2667300,3.46,1705,3.48
"2018","03","28",4,"W01","서울특별시","종로구",2442350,3.17,1647,3.36
"2018","03","29",5,"W01","서울특별시","종로구",2383150,3.09,1622,3.31
"2018","03","30",6,"W01","서울특별시","종로구",2195050,2.85,1562,3.19
"2018","03","31",7,"W01","서울특별시","종로구",2394550,3.11,1546,3.16
"2018","04","01",1,"W01","서울특별시","종로구",2865250,3.87,1737,3.56
"2018","04","02",2,"W01","서울특별시","종로구",2936050,3.96,1838,3.77
"2018","04","03",3,"W01","서울특별시","종로구",2611200,3.52,1747,3.58
"2018","04","04",4,"W01","서울특별시","종로구",2428800,3.28,1656,3.4
"2018","04","05",5,"W01","서울특별시","종로구",1957500,2.64,1357,2.78
"2018","04","06",6,"W01","서울특별시","종로구",2221250,3,1523,3.12
"2018","04","07",7,"W01","서울특별시","종로구",2126500,2.87,1390,2.85
"2018","04","08",1,"W01","서울특별시","종로구",2516150,3.4,1575,3.23
"2018","04","09",2,"W01","서울특별시","종로구",3101800,4.19,1868,3.83
"2018","04","10",3,"W01","서울특별시","종로구",2459350,3.32,1590,3.26
"2018","04","11",4,"W01","서울특별시","종로구",2471250,3.34,1639,3.36
"2018","04","12",5,"W01","서울특별시","종로구",2281350,3.08,1579,3.24
"2018","04","13",6,"W01","서울특별시","종로구",2266750,3.06,1577,3.23
"2018","04","14",7,"W01","서울특별시","종로구",1973200,2.66,1254,2.57
"2018","04","15",1,"W01","서울특별시","종로구",2990300,4.04,1838,3.77
"2018","04","16",2,"W01","서울특별시","종로구",2767750,3.74,1812,3.72
"2018","04","17",3,"W01","서울특별시","종로구",2637900,3.56,1699,3.48
"2018","04","18",4,"W01","서울특별시","종로구",2299600,3.1,1628,3.34
"2018","04","19",5,"W01","서울특별시","종로구",2269250,3.06,1570,3.22
"2018","04","20",6,"W01","서울특별시","종로구",2296600,3.1,1570,3.22
"2018","04","21",7,"W01","서울특별시","종로구",2199000,2.97,1503,3.08
"2018","04","22",1,"W01","서울특별시","종로구",2549250,3.44,1597,3.28
"2018","04","23",2,"W01","서울특별시","종로구",2278950,3.08,1472,3.02
"2018","04","24",3,"W01","서울특별시","종로구",2980150,4.02,1894,3.88
"2018","04","25",4,"W01","서울특별시","종로구",2319950,3.13,1602,3.29
"2018","04","26",5,"W01","서울특별시","종로구",2269650,3.06,1604,3.29
"2018","04","27",6,"W01","서울특별시","종로구",2177200,2.94,1539,3.16
"2018","04","28",7,"W01","서울특별시","종로구",2291200,3.09,1548,3.17
"2018","04","29",1,"W01","서울특별시","종로구",2718750,3.67,1783,3.66
"2018","04","30",2,"W01","서울특별시","종로구",2832950,3.82,1774,3.64
"2018","05","01",3,"W01","서울특별시","종로구",2789700,3.47,1854,3.43
"2018","05","02",4,"W01","서울특별시","종로구",2364150,2.94,1523,2.82
"2018","05","03",5,"W01","서울특별시","종로구",2475700,3.08,1674,3.1
"2018","05","04",6,"W01","서울특별시","종로구",2493700,3.1,1693,3.14
"2018","05","05",7,"W01","서울특별시","종로구",2243150,2.79,1547,2.87
"2018","05","06",1,"W01","서울특별시","종로구",2181850,2.71,1397,2.59
"2018","05","07",2,"W01","서울특별시","종로구",3135550,3.9,1986,3.68
"2018","05","08",3,"W01","서울특별시","종로구",2624450,3.26,1758,3.26
"2018","05","09",4,"W01","서울특별시","종로구",2522650,3.13,1738,3.22
"2018","05","10",5,"W01","서울특별시","종로구",2359600,2.93,1688,3.13
"2018","05","11",6,"W01","서울특별시","종로구",2383500,2.96,1640,3.04
"2018","05","12",7,"W01","서울특별시","종로구",1919200,2.39,1234,2.29
"2018","05","13",1,"W01","서울특별시","종로구",3188350,3.96,2051,3.8
"2018","05","14",2,"W01","서울특별시","종로구",2893500,3.6,1896,3.51
"2018","05","15",3,"W01","서울특별시","종로구",2881750,3.58,1890,3.5
"2018","05","16",4,"W01","서울특별시","종로구",2229400,2.77,1496,2.77
"2018","05","17",5,"W01","서울특별시","종로구",2155250,2.68,1497,2.77
"2018","05","18",6,"W01","서울특별시","종로구",2634250,3.27,1794,3.32
"2018","05","19",7,"W01","서울특별시","종로구",2672150,3.32,1786,3.31
"2018","05","20",1,"W01","서울특별시","종로구",2767800,3.44,1831,3.39
"2018","05","21",2,"W01","서울특별시","종로구",2786100,3.46,1803,3.34
"2018","05","22",3,"W01","서울특별시","종로구",2752450,3.42,1727,3.2
"2018","05","23",4,"W01","서울특별시","종로구",2713450,3.37,1904,3.53
"2018","05","24",5,"W01","서울특별시","종로구",2593450,3.22,1740,3.22
"2018","05","25",6,"W01","서울특별시","종로구",2551750,3.17,1774,3.29
"2018","05","26",7,"W01","서울특별시","종로구",2513800,3.12,1715,3.18
"2018","05","27",1,"W01","서울특별시","종로구",3016900,3.75,1928,3.57
"2018","05","28",2,"W01","서울특별시","종로구",3011350,3.74,2020,3.74
"2018","05","29",3,"W01","서울특별시","종로구",2564700,3.19,1782,3.3
"2018","05","30",4,"W01","서울특별시","종로구",2472200,3.07,1798,3.33
"2018","05","31",5,"W01","서울특별시","종로구",2575750,3.2,1825,3.38
"2018","06","01",6,"W01","서울특별시","종로구",2557150,2.9,1815,3.04
"2018","06","02",7,"W01","서울특별시","종로구",2760850,3.13,1825,3.06
"2018","06","03",1,"W01","서울특별시","종로구",3284600,3.72,2137,3.58
"2018","06","04",2,"W01","서울특별시","종로구",3210000,3.64,2062,3.45
"2018","06","05",3,"W01","서울특별시","종로구",2591100,2.94,1883,3.15
"2018","06","06",4,"W01","서울특별시","종로구",3050750,3.46,2030,3.4
"2018","06","07",5,"W01","서울특별시","종로구",2875600,3.26,2010,3.36
"2018","06","08",6,"W01","서울특별시","종로구",2573750,2.92,1835,3.07
"2018","06","09",7,"W01","서울특별시","종로구",2667300,3.02,1817,3.04
"2018","06","10",1,"W01","서울특별시","종로구",3409900,3.86,2125,3.56
"2018","06","11",2,"W01","서울특별시","종로구",3091700,3.5,2012,3.37
"2018","06","12",3,"W01","서울특별시","종로구",2643850,3,1905,3.19
"2018","06","13",4,"W01","서울특별시","종로구",3046600,3.45,2113,3.54
"2018","06","14",5,"W01","서울특별시","종로구",2567900,2.91,1804,3.02
"2018","06","15",6,"W01","서울특별시","종로구",2788750,3.16,1938,3.24
"2018","06","16",7,"W01","서울특별시","종로구",2853800,3.23,1902,3.18
"2018","06","17",1,"W01","서울특별시","종로구",3410050,3.86,2187,3.66
"2018","06","18",2,"W01","서울특별시","종로구",3306900,3.75,2195,3.67
"2018","06","19",3,"W01","서울특별시","종로구",3088850,3.5,2070,3.47
"2018","06","20",4,"W01","서울특별시","종로구",2704100,3.06,1975,3.31
"2018","06","21",5,"W01","서울특별시","종로구",2858900,3.24,2003,3.35
"2018","06","22",6,"W01","서울특별시","종로구",2674900,3.03,1947,3.26
"2018","06","23",7,"W01","서울특별시","종로구",3118200,3.53,2016,3.37
"2018","06","24",1,"W01","서울특별시","종로구",3441950,3.9,2188,3.66
"2018","06","25",2,"W01","서울특별시","종로구",3559750,4.03,2295,3.84
"2018","06","26",3,"W01","서울특별시","종로구",2326450,2.64,1524,2.55
"2018","06","27",4,"W01","서울특별시","종로구",3196950,3.62,2233,3.74
"2018","06","28",5,"W01","서울특별시","종로구",2823000,3.2,1937,3.24
"2018","06","29",6,"W01","서울특별시","종로구",2823850,3.2,2020,3.38
"2018","06","30",7,"W01","서울특별시","종로구",2931500,3.32,1934,3.24
"2018","07","01",1,"W01","서울특별시","종로구",3114250,3.05,1873,2.73
"2018","07","02",2,"W01","서울특별시","종로구",3566600,3.49,2243,3.27
"2018","07","03",3,"W01","서울특별시","종로구",3526100,3.45,2361,3.44
"2018","07","04",4,"W01","서울특별시","종로구",3076750,3.01,2137,3.12
"2018","07","05",5,"W01","서울특별시","종로구",2982050,2.92,2071,3.02
"2018","07","06",6,"W01","서울특별시","종로구",2810150,2.75,1998,2.91
"2018","07","07",7,"W01","서울특별시","종로구",2942950,2.88,1995,2.91
"2018","07","08",1,"W01","서울특별시","종로구",3257500,3.19,2027,2.96
"2018","07","09",2,"W01","서울특별시","종로구",2977150,2.91,1953,2.85
"2018","07","10",3,"W01","서울특별시","종로구",3171200,3.1,2205,3.22
"2018","07","11",4,"W01","서울특별시","종로구",2882400,2.82,2109,3.08
"2018","07","12",5,"W01","서울특별시","종로구",3031900,2.97,2174,3.17
"2018","07","13",6,"W01","서울특별시","종로구",2827150,2.77,2051,2.99
"2018","07","14",7,"W01","서울특별시","종로구",3138750,3.07,2116,3.09
"2018","07","15",1,"W01","서울특별시","종로구",3748700,3.67,2349,3.43
"2018","07","16",2,"W01","서울특별시","종로구",3531300,3.45,2389,3.48
"2018","07","17",3,"W01","서울특별시","종로구",3326200,3.25,2324,3.39
"2018","07","18",4,"W01","서울특별시","종로구",3317450,3.25,2286,3.33
"2018","07","19",5,"W01","서울특별시","종로구",3363850,3.29,2265,3.3
"2018","07","20",6,"W01","서울특별시","종로구",3217300,3.15,2201,3.21
"2018","07","21",7,"W01","서울특별시","종로구",3403750,3.33,2207,3.22
"2018","07","22",1,"W01","서울특별시","종로구",3966800,3.88,2459,3.59
"2018","07","23",2,"W01","서울특별시","종로구",3674000,3.59,2426,3.54
"2018","07","24",3,"W01","서울특별시","종로구",3369600,3.3,2305,3.36
"2018","07","25",4,"W01","서울특별시","종로구",3233650,3.16,2276,3.32
"2018","07","26",5,"W01","서울특별시","종로구",3146150,3.08,2210,3.22
"2018","07","27",6,"W01","서울특별시","종로구",3171100,3.1,2154,3.14
"2018","07","28",7,"W01","서울특별시","종로구",3405950,3.33,2184,3.18
"2018","07","29",1,"W01","서울특별시","종로구",3750400,3.67,2354,3.43
"2018","07","30",2,"W01","서울특별시","종로구",3804900,3.72,2466,3.6
"2018","07","31",3,"W01","서울특별시","종로구",3488300,3.41,2415,3.52
"2018","08","01",4,"W01","서울특별시","종로구",3293100,3.41,2320,3.26
"2018","08","02",5,"W01","서울특별시","종로구",3104000,3.21,2250,3.16
"2018","08","03",6,"W01","서울특별시","종로구",3296300,3.41,2334,3.28
"2018","08","04",7,"W01","서울특별시","종로구",3267450,3.38,2244,3.15
"2018","08","05",1,"W01","서울특별시","종로구",3541450,3.66,2346,3.3
"2018","08","06",2,"W01","서울특별시","종로구",3333200,3.45,2335,3.28
"2018","08","07",3,"W01","서울특별시","종로구",3199100,3.31,2331,3.27
"2018","08","08",4,"W01","서울특별시","종로구",3189550,3.3,2323,3.26
"2018","08","09",5,"W01","서울특별시","종로구",3304500,3.42,2311,3.25
"2018","08","10",6,"W01","서울특별시","종로구",3048100,3.15,2250,3.16
"2018","08","11",7,"W01","서울특별시","종로구",3095800,3.2,2177,3.06
"2018","08","12",1,"W01","서울특별시","종로구",3531750,3.65,2412,3.39
"2018","08","13",2,"W01","서울특별시","종로구",3601250,3.72,2600,3.65
"2018","08","14",3,"W01","서울특별시","종로구",3012200,3.11,2228,3.13
"2018","08","15",4,"W01","서울특별시","종로구",3227850,3.34,2315,3.25
"2018","08","16",5,"W01","서울특별시","종로구",3170250,3.28,2393,3.36
"2018","08","17",6,"W01","서울특별시","종로구",2866700,2.96,2186,3.07
"2018","08","18",7,"W01","서울특별시","종로구",3223500,3.33,2266,3.18
"2018","08","19",1,"W01","서울특별시","종로구",3343450,3.46,2401,3.37
"2018","08","20",2,"W01","서울특별시","종로구",3384800,3.5,2508,3.52
"2018","08","21",3,"W01","서울특별시","종로구",2899650,3,2290,3.22
"2018","08","22",4,"W01","서울특별시","종로구",2977000,3.08,2340,3.29
"2018","08","23",5,"W01","서울특별시","종로구",2847650,2.94,2316,3.25
"2018","08","24",6,"W01","서울특별시","종로구",2825450,2.92,2187,3.07
"2018","08","25",7,"W01","서울특별시","종로구",2766200,2.86,2133,3
"2018","08","26",1,"W01","서울특별시","종로구",3445750,3.56,2462,3.46
"2018","08","27",2,"W01","서울특별시","종로구",3106800,3.21,2363,3.32
"2018","08","28",3,"W01","서울특별시","종로구",2231950,2.31,1778,2.5
"2018","08","29",4,"W01","서울특별시","종로구",2666750,2.76,2064,2.9
"2018","08","30",5,"W01","서울특별시","종로구",3141550,3.25,2488,3.5
"2018","08","31",6,"W01","서울특별시","종로구",2762500,2.86,2228,3.13
"2018","09","01",7,"W01","서울특별시","종로구",2914550,2.9,2224,2.98
"2018","09","02",1,"W01","서울특별시","종로구",3445600,3.43,2577,3.45
"2018","09","03",2,"W01","서울특별시","종로구",2893550,2.88,2192,2.94
"2018","09","04",3,"W01","서울특별시","종로구",3456350,3.44,2647,3.55
"2018","09","05",4,"W01","서울특별시","종로구",2893350,2.88,2322,3.11
"2018","09","06",5,"W01","서울특별시","종로구",2843200,2.83,2295,3.08
"2018","09","07",6,"W01","서울특별시","종로구",2899700,2.89,2352,3.15
"2018","09","08",7,"W01","서울특별시","종로구",2821000,2.81,2241,3
"2018","09","09",1,"W01","서울특별시","종로구",3589200,3.57,2581,3.46
"2018","09","10",2,"W01","서울특별시","종로구",3268200,3.25,2594,3.48
"2018","09","11",3,"W01","서울특별시","종로구",3089150,3.08,2422,3.25
"2018","09","12",4,"W01","서울특별시","종로구",2845850,2.83,2326,3.12
"2018","09","13",5,"W01","서울특별시","종로구",2906450,2.89,2397,3.21
"2018","09","14",6,"W01","서울특별시","종로구",3049150,3.04,2427,3.25
"2018","09","15",7,"W01","서울특별시","종로구",3054250,3.04,2340,3.14
"2018","09","16",1,"W01","서울특별시","종로구",3645700,3.63,2660,3.57
"2018","09","17",2,"W01","서울특별시","종로구",3802250,3.79,2789,3.74
"2018","09","18",3,"W01","서울특별시","종로구",3212950,3.2,2556,3.43
"2018","09","19",4,"W01","서울특별시","종로구",3464900,3.45,2624,3.52
"2018","09","20",5,"W01","서울특별시","종로구",3037450,3.02,2279,3.05
"2018","09","21",6,"W01","서울특별시","종로구",4084900,4.07,2966,3.98
"2018","09","22",7,"W01","서울특별시","종로구",4482700,4.46,3067,4.11
"2018","09","23",1,"W01","서울특별시","종로구",4481600,4.46,3015,4.04
"2018","09","24",2,"W01","서울특별시","종로구",3090000,3.08,2020,2.71
"2018","09","25",3,"W01","서울특별시","종로구",3185950,3.17,2078,2.79
"2018","09","26",4,"W01","서울특별시","종로구",4154950,4.14,2749,3.68
"2018","09","27",5,"W01","서울특별시","종로구",3699550,3.68,2582,3.46
"2018","09","28",6,"W01","서울특별시","종로구",3017100,3,2245,3.01
"2018","09","29",7,"W01","서울특별시","종로구",3267800,3.25,2356,3.16
"2018","09","30",1,"W01","서울특별시","종로구",3850700,3.83,2686,3.6
"2018","10","01",2,"W01","서울특별시","종로구",3598250,3.73,2617,3.7
"2018","10","02",3,"W01","서울특별시","종로구",3022800,3.13,2283,3.23
"2018","10","03",4,"W01","서울특별시","종로구",3517050,3.65,2563,3.62
"2018","10","04",5,"W01","서울특별시","종로구",3265400,3.38,2451,3.47
"2018","10","05",6,"W01","서울특별시","종로구",2447100,2.54,1870,2.64
"2018","10","06",7,"W01","서울특별시","종로구",3349300,3.47,2403,3.4
"2018","10","07",1,"W01","서울특별시","종로구",3758700,3.9,2650,3.75
"2018","10","08",2,"W01","서울특별시","종로구",3393200,3.52,2466,3.49
"2018","10","09",3,"W01","서울특별시","종로구",3315500,3.44,2522,3.57
"2018","10","10",4,"W01","서울특별시","종로구",2980950,3.09,2308,3.26
"2018","10","11",5,"W01","서울특별시","종로구",2786400,2.89,2134,3.02
"2018","10","12",6,"W01","서울특별시","종로구",2791100,2.89,2181,3.08
"2018","10","13",7,"W01","서울특별시","종로구",2762250,2.86,2036,2.88
"2018","10","14",1,"W01","서울특별시","종로구",3602650,3.73,2534,3.58
"2018","10","15",2,"W01","서울특별시","종로구",3542800,3.67,2475,3.5
"2018","10","16",3,"W01","서울특별시","종로구",2960500,3.07,2245,3.17
"2018","10","17",4,"W01","서울특별시","종로구",2845000,2.95,2240,3.17
"2018","10","18",5,"W01","서울특별시","종로구",2916950,3.02,2181,3.08
"2018","10","19",6,"W01","서울특별시","종로구",2852700,2.96,2229,3.15
"2018","10","20",7,"W01","서울특별시","종로구",2222350,2.3,1625,2.3
"2018","10","21",1,"W01","서울특별시","종로구",3267350,3.39,2354,3.33
"2018","10","22",2,"W01","서울특별시","종로구",3400200,3.52,2484,3.51
"2018","10","23",3,"W01","서울특별시","종로구",3005750,3.12,2274,3.22
"2018","10","24",4,"W01","서울특별시","종로구",3017200,3.13,2235,3.16
"2018","10","25",5,"W01","서울특별시","종로구",2987750,3.1,2251,3.18
"2018","10","26",6,"W01","서울특별시","종로구",2697050,2.8,2053,2.9
"2018","10","27",7,"W01","서울특별시","종로구",3016450,3.13,2050,2.9
"2018","10","28",1,"W01","서울특별시","종로구",3463750,3.59,2269,3.21
"2018","10","29",2,"W01","서울특별시","종로구",3684350,3.82,2455,3.47
"2018","10","30",3,"W01","서울특별시","종로구",3169450,3.29,2161,3.06
"2018","10","31",4,"W01","서울특별시","종로구",2841500,2.95,2123,3
"2018","11","01",5,"W01","서울특별시","종로구",2923400,2.79,2160,3.21
"2018","11","02",6,"W01","서울특별시","종로구",3013450,2.88,2165,3.22
"2018","11","03",7,"W01","서울특별시","종로구",3017600,2.88,2066,3.07
"2018","11","04",1,"W01","서울특별시","종로구",3531100,3.37,2387,3.55
"2018","11","05",2,"W01","서울특별시","종로구",3661850,3.5,2438,3.63
"2018","11","06",3,"W01","서울특별시","종로구",3283150,3.14,2236,3.33
"2018","11","07",4,"W01","서울특별시","종로구",3033000,2.9,2226,3.31
"2018","11","08",5,"W01","서울특별시","종로구",2544000,2.43,1727,2.57
"2018","11","09",6,"W01","서울특별시","종로구",3732850,3.57,2419,3.6
"2018","11","10",7,"W01","서울특별시","종로구",3451200,3.3,2124,3.16
"2018","11","11",1,"W01","서울특별시","종로구",3927350,3.75,2398,3.57
"2018","11","12",2,"W01","서울특별시","종로구",3750200,3.58,2520,3.75
"2018","11","13",3,"W01","서울특별시","종로구",3457350,3.3,2289,3.4
"2018","11","14",4,"W01","서울특별시","종로구",3390250,3.24,2295,3.41
"2018","11","15",5,"W01","서울특별시","종로구",3408900,3.26,2279,3.39
"2018","11","16",6,"W01","서울특별시","종로구",3241050,3.1,2162,3.22
"2018","11","17",7,"W01","서울특별시","종로구",3576100,3.42,2166,3.22
"2018","11","18",1,"W01","서울특별시","종로구",4165350,3.98,2480,3.69
"2018","11","19",2,"W01","서울특별시","종로구",4067100,3.89,2490,3.7
"2018","11","20",3,"W01","서울특별시","종로구",3464150,3.31,2268,3.37
"2018","11","21",4,"W01","서울특별시","종로구",3429150,3.28,2188,3.25
"2018","11","22",5,"W01","서울특별시","종로구",3422100,3.27,2236,3.33
"2018","11","23",6,"W01","서울특별시","종로구",3478500,3.32,2190,3.26
"2018","11","24",7,"W01","서울특별시","종로구",3325200,3.18,1894,2.82
"2018","11","25",1,"W01","서울특별시","종로구",4108900,3.93,2365,3.52
"2018","11","26",2,"W01","서울특별시","종로구",4400450,4.2,2462,3.66
"2018","11","27",3,"W01","서울특별시","종로구",3476850,3.32,2150,3.2
"2018","11","28",4,"W01","서울특별시","종로구",3475700,3.32,2180,3.24
"2018","11","29",5,"W01","서울특별시","종로구",3403500,3.25,2124,3.16
"2018","11","30",6,"W01","서울특별시","종로구",3522800,3.37,2152,3.2
"2018","12","01",7,"W01","서울특별시","종로구",3403750,3.37,2038,3.19
"2018","12","02",1,"W01","서울특별시","종로구",3943800,3.9,2377,3.72
"2018","12","03",2,"W01","서울특별시","종로구",3936300,3.9,2314,3.62
"2018","12","04",3,"W01","서울특별시","종로구",3510450,3.48,2216,3.47
"2018","12","05",4,"W01","서울특별시","종로구",3338750,3.31,2104,3.3
"2018","12","06",5,"W01","서울특별시","종로구",3082750,3.05,2026,3.17
"2018","12","07",6,"W01","서울특별시","종로구",2872700,2.84,1853,2.9
"2018","12","08",7,"W01","서울특별시","종로구",3075700,3.05,1876,2.94
"2018","12","09",1,"W01","서울특별시","종로구",3613850,3.58,2170,3.4
"2018","12","10",2,"W01","서울특별시","종로구",3799400,3.76,2305,3.61
"2018","12","11",3,"W01","서울특별시","종로구",3154350,3.12,2024,3.17
"2018","12","12",4,"W01","서울특별시","종로구",3012600,2.98,2047,3.21
"2018","12","13",5,"W01","서울특별시","종로구",2829550,2.8,1844,2.89
"2018","12","14",6,"W01","서울특별시","종로구",2957100,2.93,1955,3.06
"2018","12","15",7,"W01","서울특별시","종로구",2777900,2.75,1810,2.84
"2018","12","16",1,"W01","서울특별시","종로구",3656200,3.62,2174,3.41
"2018","12","17",2,"W01","서울특별시","종로구",3551500,3.52,2256,3.53
"2018","12","18",3,"W01","서울특별시","종로구",3300000,3.27,2137,3.35
"2018","12","19",4,"W01","서울특별시","종로구",2904450,2.88,1943,3.04
"2018","12","20",5,"W01","서울특별시","종로구",2947600,2.92,1951,3.06
"2018","12","21",6,"W01","서울특별시","종로구",2944950,2.92,1984,3.11
"2018","12","22",7,"W01","서울특별시","종로구",2844550,2.82,1848,2.89
"2018","12","23",1,"W01","서울특별시","종로구",3544400,3.51,2194,3.44
