"Qtr","gu","nBusiness"
2017-09-01,"양천구",4137
2017-10-01,"양천구",4109
2017-11-01,"양천구",4109
2017-12-01,"양천구",4109
2018-01-01,"양천구",4055
2018-02-01,"양천구",4055
2018-03-01,"양천구",4055
2018-04-01,"양천구",4040
2018-05-01,"양천구",4040
2018-06-01,"양천구",4040
2018-07-01,"양천구",4011
2018-08-01,"양천구",4011
2018-09-01,"양천구",4011
2018-10-01,"양천구",4015
2018-11-01,"양천구",4015
2018-12-01,"양천구",4015
2019-01-01,"양천구",3996
2019-02-01,"양천구",3996
2019-03-01,"양천구",3996
2019-04-01,"양천구",3998
2019-05-01,"양천구",3998
2019-06-01,"양천구",3998
2019-07-01,"양천구",4021
2019-08-01,"양천구",4021
2019-09-01,"양천구",4021
2019-10-01,"양천구",4033
2019-11-01,"양천구",4033
2019-12-01,"양천구",4033
2020-01-01,"양천구",4107
2020-02-01,"양천구",4107
2020-03-01,"양천구",4107
2020-04-01,"양천구",4157
2020-05-01,"양천구",4157
2020-06-01,"양천구",4157
2015-01-01,"영등포구",7861
2015-02-01,"영등포구",7861
2015-03-01,"영등포구",7861
2015-04-01,"영등포구",7846
2015-05-01,"영등포구",7846
2015-06-01,"영등포구",7846
2015-07-01,"영등포구",7817
2015-08-01,"영등포구",7817
2015-09-01,"영등포구",7817
2015-10-01,"영등포구",7789
2015-11-01,"영등포구",7789
2015-12-01,"영등포구",7789
2016-01-01,"영등포구",7735
2016-02-01,"영등포구",7735
2016-03-01,"영등포구",7735
2016-04-01,"영등포구",7811
2016-05-01,"영등포구",7811
2016-06-01,"영등포구",7811
2016-07-01,"영등포구",7758
2016-08-01,"영등포구",7758
2016-09-01,"영등포구",7758
2016-10-01,"영등포구",7729
2016-11-01,"영등포구",7729
2016-12-01,"영등포구",7729
2017-01-01,"영등포구",7670
2017-02-01,"영등포구",7670
2017-03-01,"영등포구",7670
2017-04-01,"영등포구",7655
2017-05-01,"영등포구",7655
2017-06-01,"영등포구",7655
2017-07-01,"영등포구",7659
2017-08-01,"영등포구",7659
2017-09-01,"영등포구",7659
2017-10-01,"영등포구",7623
2017-11-01,"영등포구",7623
2017-12-01,"영등포구",7623
2018-01-01,"영등포구",7551
2018-02-01,"영등포구",7551
2018-03-01,"영등포구",7551
2018-04-01,"영등포구",7577
2018-05-01,"영등포구",7577
2018-06-01,"영등포구",7577
2018-07-01,"영등포구",7523
2018-08-01,"영등포구",7523
2018-09-01,"영등포구",7523
2018-10-01,"영등포구",7562
2018-11-01,"영등포구",7562
2018-12-01,"영등포구",7562
2019-01-01,"영등포구",7519
2019-02-01,"영등포구",7519
2019-03-01,"영등포구",7519
2019-04-01,"영등포구",7543
2019-05-01,"영등포구",7543
2019-06-01,"영등포구",7543
2019-07-01,"영등포구",7541
2019-08-01,"영등포구",7541
2019-09-01,"영등포구",7541
2019-10-01,"영등포구",7578
2019-11-01,"영등포구",7578
2019-12-01,"영등포구",7578
2020-01-01,"영등포구",7739
2020-02-01,"영등포구",7739
2020-03-01,"영등포구",7739
2020-04-01,"영등포구",7752
2020-05-01,"영등포구",7752
2020-06-01,"영등포구",7752
2015-01-01,"용산구",4671
2015-02-01,"용산구",4671
2015-03-01,"용산구",4671
2015-04-01,"용산구",4714
2015-05-01,"용산구",4714
2015-06-01,"용산구",4714
2015-07-01,"용산구",4783
2015-08-01,"용산구",4783
2015-09-01,"용산구",4783
2015-10-01,"용산구",4851
2015-11-01,"용산구",4851
2015-12-01,"용산구",4851
2016-01-01,"용산구",4882
2016-02-01,"용산구",4882
2016-03-01,"용산구",4882
2016-04-01,"용산구",4907
2016-05-01,"용산구",4907
2016-06-01,"용산구",4907
2016-07-01,"용산구",4909
2016-08-01,"용산구",4909
2016-09-01,"용산구",4909
2016-10-01,"용산구",4941
2016-11-01,"용산구",4941
2016-12-01,"용산구",4941
2017-01-01,"용산구",4951
2017-02-01,"용산구",4951
2017-03-01,"용산구",4951
2017-04-01,"용산구",4979
2017-05-01,"용산구",4979
2017-06-01,"용산구",4979
2017-07-01,"용산구",4996
2017-08-01,"용산구",4996
2017-09-01,"용산구",4996
2017-10-01,"용산구",5016
2017-11-01,"용산구",5016
2017-12-01,"용산구",5016
2018-01-01,"용산구",4985
2018-02-01,"용산구",4985
2018-03-01,"용산구",4985
2018-04-01,"용산구",5011
2018-05-01,"용산구",5011
2018-06-01,"용산구",5011
2018-07-01,"용산구",4998
2018-08-01,"용산구",4998
2018-09-01,"용산구",4998
2018-10-01,"용산구",5022
2018-11-01,"용산구",5022
2018-12-01,"용산구",5022
2019-01-01,"용산구",5034
2019-02-01,"용산구",5034
2019-03-01,"용산구",5034
2019-04-01,"용산구",5047
2019-05-01,"용산구",5047
2019-06-01,"용산구",5047
2019-07-01,"용산구",5041
2019-08-01,"용산구",5041
2019-09-01,"용산구",5041
2019-10-01,"용산구",5062
2019-11-01,"용산구",5062
2019-12-01,"용산구",5062
2020-01-01,"용산구",5146
2020-02-01,"용산구",5146
2020-03-01,"용산구",5146
2020-04-01,"용산구",5177
2020-05-01,"용산구",5177
2020-06-01,"용산구",5177
2015-01-01,"은평구",4622
2015-02-01,"은평구",4622
2015-03-01,"은평구",4622
2015-04-01,"은평구",4613
2015-05-01,"은평구",4613
2015-06-01,"은평구",4613
2015-07-01,"은평구",4601
2015-08-01,"은평구",4601
2015-09-01,"은평구",4601
2015-10-01,"은평구",4602
2015-11-01,"은평구",4602
2015-12-01,"은평구",4602
2016-01-01,"은평구",4582
2016-02-01,"은평구",4582
2016-03-01,"은평구",4582
2016-04-01,"은평구",4588
2016-05-01,"은평구",4588
2016-06-01,"은평구",4588
2016-07-01,"은평구",4574
2016-08-01,"은평구",4574
2016-09-01,"은평구",4574
2016-10-01,"은평구",4646
2016-11-01,"은평구",4646
2016-12-01,"은평구",4646
2017-01-01,"은평구",4658
2017-02-01,"은평구",4658
2017-03-01,"은평구",4658
2017-04-01,"은평구",4655
2017-05-01,"은평구",4655
2017-06-01,"은평구",4655
2017-07-01,"은평구",4640
2017-08-01,"은평구",4640
2017-09-01,"은평구",4640
2017-10-01,"은평구",4622
2017-11-01,"은평구",4622
2017-12-01,"은평구",4622
2018-01-01,"은평구",4603
2018-02-01,"은평구",4603
2018-03-01,"은평구",4603
2018-04-01,"은평구",4599
2018-05-01,"은평구",4599
2018-06-01,"은평구",4599
2018-07-01,"은평구",4576
2018-08-01,"은평구",4576
2018-09-01,"은평구",4576
2018-10-01,"은평구",4618
2018-11-01,"은평구",4618
2018-12-01,"은평구",4618
2019-01-01,"은평구",4636
2019-02-01,"은평구",4636
2019-03-01,"은평구",4636
2019-04-01,"은평구",4649
2019-05-01,"은평구",4649
2019-06-01,"은평구",4649
2019-07-01,"은평구",4633
2019-08-01,"은평구",4633
2019-09-01,"은평구",4633
2019-10-01,"은평구",4665
2019-11-01,"은평구",4665
2019-12-01,"은평구",4665
2020-01-01,"은평구",4734
2020-02-01,"은평구",4734
2020-03-01,"은평구",4734
2020-04-01,"은평구",4786
2020-05-01,"은평구",4786
2020-06-01,"은평구",4786
2015-01-01,"종로구",7108
2015-02-01,"종로구",7108
2015-03-01,"종로구",7108
2015-04-01,"종로구",7158
2015-05-01,"종로구",7158
2015-06-01,"종로구",7158
2015-07-01,"종로구",7125
2015-08-01,"종로구",7125
2015-09-01,"종로구",7125
2015-10-01,"종로구",7130
2015-11-01,"종로구",7130
2015-12-01,"종로구",7130
2016-01-01,"종로구",7108
2016-02-01,"종로구",7108
2016-03-01,"종로구",7108
2016-04-01,"종로구",7123
2016-05-01,"종로구",7123
2016-06-01,"종로구",7123
2016-07-01,"종로구",7088
2016-08-01,"종로구",7088
2016-09-01,"종로구",7088
2016-10-01,"종로구",7084
2016-11-01,"종로구",7084
2016-12-01,"종로구",7084
2017-01-01,"종로구",7061
2017-02-01,"종로구",7061
2017-03-01,"종로구",7061
2017-04-01,"종로구",7078
2017-05-01,"종로구",7078
2017-06-01,"종로구",7078
2017-07-01,"종로구",7017
2017-08-01,"종로구",7017
2017-09-01,"종로구",7017
2017-10-01,"종로구",7036
2017-11-01,"종로구",7036
2017-12-01,"종로구",7036
2018-01-01,"종로구",6971
2018-02-01,"종로구",6971
2018-03-01,"종로구",6971
2018-04-01,"종로구",7019
2018-05-01,"종로구",7019
2018-06-01,"종로구",7019
2018-07-01,"종로구",6993
2018-08-01,"종로구",6993
2018-09-01,"종로구",6993
2018-10-01,"종로구",7016
2018-11-01,"종로구",7016
2018-12-01,"종로구",7016
2019-01-01,"종로구",6999
2019-02-01,"종로구",6999
2019-03-01,"종로구",6999
2019-04-01,"종로구",7047
2019-05-01,"종로구",7047
2019-06-01,"종로구",7047
2019-07-01,"종로구",7078
2019-08-01,"종로구",7078
2019-09-01,"종로구",7078
2019-10-01,"종로구",7077
2019-11-01,"종로구",7077
2019-12-01,"종로구",7077
2020-01-01,"종로구",7256
2020-02-01,"종로구",7256
2020-03-01,"종로구",7256
2020-04-01,"종로구",7217
2020-05-01,"종로구",7217
2020-06-01,"종로구",7217
2015-01-01,"중구",6771
2015-02-01,"중구",6771
2015-03-01,"중구",6771
2015-04-01,"중구",6746
2015-05-01,"중구",6746
2015-06-01,"중구",6746
2015-07-01,"중구",6702
2015-08-01,"중구",6702
2015-09-01,"중구",6702
2015-10-01,"중구",6717
2015-11-01,"중구",6717
2015-12-01,"중구",6717
2016-01-01,"중구",6693
2016-02-01,"중구",6693
2016-03-01,"중구",6693
2016-04-01,"중구",6713
2016-05-01,"중구",6713
2016-06-01,"중구",6713
2016-07-01,"중구",6683
2016-08-01,"중구",6683
2016-09-01,"중구",6683
2016-10-01,"중구",6693
2016-11-01,"중구",6693
2016-12-01,"중구",6693
2017-01-01,"중구",6683
2017-02-01,"중구",6683
2017-03-01,"중구",6683
2017-04-01,"중구",6699
2017-05-01,"중구",6699
2017-06-01,"중구",6699
2017-07-01,"중구",6698
2017-08-01,"중구",6698
2017-09-01,"중구",6698
2017-10-01,"중구",6690
2017-11-01,"중구",6690
2017-12-01,"중구",6690
2018-01-01,"중구",6625
2018-02-01,"중구",6625
2018-03-01,"중구",6625
2018-04-01,"중구",6647
2018-05-01,"중구",6647
2018-06-01,"중구",6647
2018-07-01,"중구",6606
2018-08-01,"중구",6606
2018-09-01,"중구",6606
2018-10-01,"중구",6607
2018-11-01,"중구",6607
2018-12-01,"중구",6607
2019-01-01,"중구",6618
2019-02-01,"중구",6618
2019-03-01,"중구",6618
2019-04-01,"중구",6646
2019-05-01,"중구",6646
2019-06-01,"중구",6646
2019-07-01,"중구",6685
2019-08-01,"중구",6685
2019-09-01,"중구",6685
2019-10-01,"중구",6703
2019-11-01,"중구",6703
2019-12-01,"중구",6703
2020-01-01,"중구",6957
2020-02-01,"중구",6957
2020-03-01,"중구",6957
2020-04-01,"중구",6980
2020-05-01,"중구",6980
2020-06-01,"중구",6980
2015-01-01,"중랑구",4584
2015-02-01,"중랑구",4584
2015-03-01,"중랑구",4584
2015-04-01,"중랑구",4574
2015-05-01,"중랑구",4574
2015-06-01,"중랑구",4574
2015-07-01,"중랑구",4545
2015-08-01,"중랑구",4545
2015-09-01,"중랑구",4545
2015-10-01,"중랑구",4530
2015-11-01,"중랑구",4530
2015-12-01,"중랑구",4530
2016-01-01,"중랑구",4537
2016-02-01,"중랑구",4537
2016-03-01,"중랑구",4537
2016-04-01,"중랑구",4553
2016-05-01,"중랑구",4553
2016-06-01,"중랑구",4553
2016-07-01,"중랑구",4508
2016-08-01,"중랑구",4508
2016-09-01,"중랑구",4508
2016-10-01,"중랑구",4515
2016-11-01,"중랑구",4515
2016-12-01,"중랑구",4515
2017-01-01,"중랑구",4481
2017-02-01,"중랑구",4481
2017-03-01,"중랑구",4481
2017-04-01,"중랑구",4436
2017-05-01,"중랑구",4436
2017-06-01,"중랑구",4436
2017-07-01,"중랑구",4440
2017-08-01,"중랑구",4440
2017-09-01,"중랑구",4440
2017-10-01,"중랑구",4419
2017-11-01,"중랑구",4419
2017-12-01,"중랑구",4419
2018-01-01,"중랑구",4377
2018-02-01,"중랑구",4377
2018-03-01,"중랑구",4377
2018-04-01,"중랑구",4351
2018-05-01,"중랑구",4351
2018-06-01,"중랑구",4351
2018-07-01,"중랑구",4344
2018-08-01,"중랑구",4344
2018-09-01,"중랑구",4344
2018-10-01,"중랑구",4344
2018-11-01,"중랑구",4344
2018-12-01,"중랑구",4344
2019-01-01,"중랑구",4325
2019-02-01,"중랑구",4325
2019-03-01,"중랑구",4325
2019-04-01,"중랑구",4360
2019-05-01,"중랑구",4360
2019-06-01,"중랑구",4360
2019-07-01,"중랑구",4344
2019-08-01,"중랑구",4344
2019-09-01,"중랑구",4344
2019-10-01,"중랑구",4368
2019-11-01,"중랑구",4368
2019-12-01,"중랑구",4368
2020-01-01,"중랑구",4403
2020-02-01,"중랑구",4403
2020-03-01,"중랑구",4403
2020-04-01,"중랑구",4433
2020-05-01,"중랑구",4433
2020-06-01,"중랑구",4433
