"Week","gu","disq_t"
2018-08-06,"성동구",88.7515
2018-08-13,"성동구",86.5724
2018-08-20,"성동구",82.0848
2018-08-27,"성동구",77.997
2018-09-03,"성동구",77.48515
2018-09-10,"성동구",79.47175
2018-09-17,"성동구",94.6658
2018-09-24,"성동구",88.0256
2018-10-01,"성동구",82.9538
2018-10-08,"성동구",79.26585
2018-10-15,"성동구",77.422
2018-10-22,"성동구",81.623199
2018-10-29,"성동구",88.85605
2018-11-05,"성동구",97.07535
2018-11-12,"성동구",104.77725
2018-11-19,"성동구",107.2272
2018-11-26,"성동구",104.3984
2018-12-03,"성동구",96.71025
2018-12-10,"성동구",92.96525
2018-12-17,"성동구",93.1462
2018-12-24,"성동구",92.88355
2018-12-31,"성동구",97.76375
2019-01-07,"성동구",89.1232
2019-01-14,"성동구",89.11585
2019-01-21,"성동구",87.97515
2019-01-28,"성동구",98.93965
2019-02-04,"성동구",104.5593
2019-02-11,"성동구",91.37295
2019-02-18,"성동구",91.17925
2019-02-25,"성동구",93.1847
2019-03-04,"성동구",88.0969
2019-03-11,"성동구",84.61645
2019-03-18,"성동구",79.5303
2019-03-25,"성동구",84.53855
2019-04-01,"성동구",85.8765
2019-04-08,"성동구",84.66035
2019-04-15,"성동구",87.5043
2019-04-22,"성동구",87.2347
2019-04-29,"성동구",90.80445
2019-05-06,"성동구",94.67565
2019-05-13,"성동구",95.17425
2019-05-20,"성동구",100.56355
2019-05-27,"성동구",99.10765
2019-06-03,"성동구",106.53965
2019-06-10,"성동구",103.78985
2019-06-17,"성동구",104.8185
2019-06-24,"성동구",106.71545
2019-07-01,"성동구",110.3407
2019-07-08,"성동구",109.87125
2019-07-15,"성동구",110.7623
2019-07-22,"성동구",110.4178
2019-07-29,"성동구",109.5919
2019-08-05,"성동구",111.1476
2019-08-12,"성동구",109.526
2019-08-19,"성동구",100.5857
2019-08-26,"성동구",87.94115
2019-09-02,"성동구",102.4052
2019-09-09,"성동구",118.21555
2019-09-16,"성동구",97.54415
2019-09-23,"성동구",98.062
2019-09-30,"성동구",97.08805
2019-10-07,"성동구",93.4127
2019-10-14,"성동구",90.6648
2019-10-21,"성동구",89.37375
2019-10-28,"성동구",95.14355
2019-11-04,"성동구",94.33065
2019-11-11,"성동구",105.25795
2019-11-18,"성동구",111.23405
2019-11-25,"성동구",105.7997
2019-12-02,"성동구",103.902
2019-12-09,"성동구",101.051649
2019-12-16,"성동구",96.958348
2019-12-23,"성동구",99.4695
2019-12-30,"성동구",104.475898
2020-01-06,"성동구",100.694299
2020-01-13,"성동구",101.929598
2020-01-20,"성동구",119.345899
2020-01-27,"성동구",117.662648
2020-02-03,"성동구",107.8622
2020-02-10,"성동구",104.335649
2020-02-17,"성동구",107.225549
2020-02-24,"성동구",111.23852
2020-03-02,"성동구",107.6441
2020-03-09,"성동구",101.46175
2020-03-16,"성동구",106.829849
2020-03-23,"성동구",105.9009
2020-03-30,"성동구",104.8111
2020-04-06,"성동구",100.4156
2020-04-13,"성동구",102.37245
2020-04-20,"성동구",103.4182
2020-04-27,"성동구",107.133
2020-05-04,"성동구",110.981099
2020-05-11,"성동구",111.96745
2020-05-18,"성동구",112.4172
2020-05-25,"성동구",117.554299
2020-06-01,"성동구",118.1
2020-06-08,"성동구",125.07475
2020-06-15,"성동구",123.61545
2020-06-22,"성동구",124.58625
2020-06-29,"성동구",122.1363
2020-07-06,"성동구",121.595449
2020-07-13,"성동구",124.847447
2020-07-20,"성동구",126.59375
2020-07-27,"성동구",122.749849
2020-08-03,"성동구",124.911
2020-08-10,"성동구",119.742749
2020-08-17,"성동구",127.44555
2020-08-24,"성동구",119.342519
2018-01-01,"성북구",45.88695
2018-01-08,"성북구",41.78665
2018-01-15,"성북구",43.24745
2018-01-22,"성북구",39.45975
2018-01-29,"성북구",40.35315
2018-02-05,"성북구",41.90415
2018-02-12,"성북구",55.1322
2018-02-19,"성북구",44.6042
2018-02-26,"성북구",45.15865
2018-03-05,"성북구",43.9801
2018-03-12,"성북구",43.71605
2018-03-19,"성북구",48.1951
2018-03-26,"성북구",44.3036
2018-04-02,"성북구",40.76215
2018-04-09,"성북구",42.69745
2018-04-16,"성북구",42.02085
2018-04-23,"성북구",42.5561
2018-04-30,"성북구",42.93835
2018-05-07,"성북구",44.62985
2018-05-14,"성북구",45.1213
2018-05-21,"성북구",47.36275
2018-05-28,"성북구",48.39885
2018-06-04,"성북구",50.3019
2018-06-11,"성북구",50.61095
2018-06-18,"성북구",52.0904
2018-06-25,"성북구",51.10255
2018-07-02,"성북구",54.5024
2018-07-09,"성북구",52.9013
2018-07-16,"성북구",56.0824
2018-07-23,"성북구",53.9355
2018-07-30,"성북구",50.8768
2018-08-06,"성북구",47.8278
2018-08-13,"성북구",47.09415
2018-08-20,"성북구",43.845549
2018-08-27,"성북구",42.028851
2018-09-03,"성북구",42.409301
2018-09-10,"성북구",43.39835
2018-09-17,"성북구",53.523597
2018-09-24,"성북구",51.04805
2018-10-01,"성북구",45.756178
2018-10-08,"성북구",43.733334
2018-10-15,"성북구",43.35835
2018-10-22,"성북구",42.7047
2018-10-29,"성북구",44.76885
2018-11-05,"성북구",47.5768
2018-11-12,"성북구",52.9468
2018-11-19,"성북구",54.92535
2018-11-26,"성북구",51.20615
2018-12-03,"성북구",46.9034
2018-12-10,"성북구",44.20695
2018-12-17,"성북구",44.0039
2018-12-24,"성북구",43.4804
2018-12-31,"성북구",45.4322
2019-01-07,"성북구",42.89225
2019-01-14,"성북구",42.671
2019-01-21,"성북구",42.77385
2019-01-28,"성북구",48.48075
2019-02-04,"성북구",51.4208
2019-02-11,"성북구",43.5341
2019-02-18,"성북구",43.836883
2019-02-25,"성북구",44.923348
2019-03-04,"성북구",42.430642
2019-03-11,"성북구",40.269742
2019-03-18,"성북구",40.471927
2019-03-25,"성북구",40.369014
2019-04-01,"성북구",40.428742
2019-04-08,"성북구",39.772161
2019-04-15,"성북구",41.791503
2019-04-22,"성북구",41.742898
2019-04-29,"성북구",42.812933
2019-05-06,"성북구",44.91311
2019-05-13,"성북구",44.624414
2019-05-20,"성북구",47.995764
2019-05-27,"성북구",46.10516
2019-06-03,"성북구",49.62704
2019-06-10,"성북구",48.223366
2019-06-17,"성북구",49.315047
2019-06-24,"성북구",50.935961
2019-07-01,"성북구",64.769022
2019-07-08,"성북구",67.193707
2019-07-15,"성북구",67.437471
2019-07-22,"성북구",69.187122
2019-07-29,"성북구",67.816049
2019-08-05,"성북구",70.382167
2019-08-12,"성북구",68.545395
2019-08-19,"성북구",62.657393
2019-08-26,"성북구",56.609496
2019-09-02,"성북구",65.35155
2019-09-09,"성북구",79.312927
2019-09-16,"성북구",62.996289
2019-09-23,"성북구",61.220067
2019-09-30,"성북구",61.376833
2019-10-07,"성북구",58.069276
2019-10-14,"성북구",56.230334
2019-10-21,"성북구",57.349526
2019-10-28,"성북구",58.576564
2019-11-04,"성북구",60.933123
2019-11-11,"성북구",66.823373
2019-11-18,"성북구",71.556299
2019-11-25,"성북구",68.591083
2019-12-02,"성북구",61.781949
2019-12-09,"성북구",59.828354
2019-12-16,"성북구",56.752578
2019-12-23,"성북구",58.8865
2019-12-30,"성북구",60.42266
2020-01-06,"성북구",57.80861
2020-01-13,"성북구",57.63372
2020-01-20,"성북구",71.93275
2020-01-27,"성북구",68.56595
2020-02-03,"성북구",65.44358
2020-02-10,"성북구",65.683138
2020-02-17,"성북구",66.28407
2020-02-24,"성북구",71.153888
2020-03-02,"성북구",73.163849
2020-03-09,"성북구",71.408579
2020-03-16,"성북구",72.79644
2020-03-23,"성북구",72.610478
2020-03-30,"성북구",71.67094
2020-04-06,"성북구",71.329909
2020-04-13,"성북구",71.86442
2020-04-20,"성북구",73.08105
2020-04-27,"성북구",75.200788
2020-05-04,"성북구",78.55042
2020-05-11,"성북구",80.34967
2020-05-18,"성북구",79.922396
2020-05-25,"성북구",83.12791
2020-06-01,"성북구",85.360779
2020-06-08,"성북구",90.7212
2020-06-15,"성북구",89.02123
2020-06-22,"성북구",88.199699
2020-06-29,"성북구",86.0909
2020-07-06,"성북구",86.31428
2020-07-13,"성북구",88.900479
2020-07-20,"성북구",89.253789
2020-07-27,"성북구",84.75098
2020-08-03,"성북구",85.5437
2020-08-10,"성북구",81.39448
2020-08-17,"성북구",86.63228
2020-08-24,"성북구",80.47994
2018-01-01,"송파구",380.2181
2018-01-08,"송파구",351.28965
2018-01-15,"송파구",363.32025
2018-01-22,"송파구",331.45115
2018-01-29,"송파구",336.9558
2018-02-05,"송파구",348.1139
2018-02-12,"송파구",414.63805
2018-02-19,"송파구",367.41655
2018-02-26,"송파구",371.23685
2018-03-05,"송파구",359.6518
2018-03-12,"송파구",354.5144
2018-03-19,"송파구",344.07895
2018-03-26,"송파구",360.7125
2018-04-02,"송파구",338.08675
2018-04-09,"송파구",346.80165
2018-04-16,"송파구",344.90995
2018-04-23,"송파구",347.70011
2018-04-30,"송파구",346.5933
2018-05-07,"송파구",366.9847
2018-05-14,"송파구",367.3886
2018-05-21,"송파구",388.82595
2018-05-28,"송파구",395.9484
2018-06-04,"송파구",414.6169
2018-06-11,"송파구",415.86775
2018-06-18,"송파구",428.2339
2018-06-25,"송파구",412.39535
2018-07-02,"송파구",436.56855
2018-07-09,"송파구",433.93105
2018-07-16,"송파구",461.89765
2018-07-23,"송파구",446.78825
2018-07-30,"송파구",423.4191
2018-08-06,"송파구",401.4888
2018-08-13,"송파구",389.4507
2018-08-20,"송파구",366.72935
2018-08-27,"송파구",352.34925
2018-09-03,"송파구",350.03925
2018-09-10,"송파구",360.8672
2018-09-17,"송파구",431.338449
2018-09-24,"송파구",386.86375
2018-10-01,"송파구",373.914889
2018-10-08,"송파구",354.90275
2018-10-15,"송파구",341.49275
2018-10-22,"송파구",353.1092
2018-10-29,"송파구",364.95515
2018-11-05,"송파구",388.55835
2018-11-12,"송파구",424.678499
2018-11-19,"송파구",446.6481
2018-11-26,"송파구",430.3703
2018-12-03,"송파구",383.69995
2018-12-10,"송파구",366.54945
2018-12-17,"송파구",364.746899
2018-12-24,"송파구",359.8798
2018-12-31,"송파구",378.8547
2019-01-07,"송파구",353.70584
2019-01-14,"송파구",351.1652
2019-01-21,"송파구",355.298
2019-01-28,"송파구",391.1852
2019-02-04,"송파구",397.35515
2019-02-11,"송파구",362.14745
2019-02-18,"송파구",361.18355
2019-02-25,"송파구",370.51705
2019-03-04,"송파구",357.3392
2019-03-11,"송파구",341.0268
2019-03-18,"송파구",331.25785
2019-03-25,"송파구",347.8431
2019-04-01,"송파구",349.06605
2019-04-08,"송파구",345.0372
2019-04-15,"송파구",356.9645
2019-04-22,"송파구",357.7621
2019-04-29,"송파구",367.3798
2019-05-06,"송파구",387.39615
2019-05-13,"송파구",386.652399
2019-05-20,"송파구",409.874998
2019-05-27,"송파구",400.9771
2019-06-03,"송파구",426.966849
2019-06-10,"송파구",419.0948
2019-06-17,"송파구",424.477699
2019-06-24,"송파구",437.8979
2019-07-01,"송파구",450.2871
2019-07-08,"송파구",444.097049
2019-07-15,"송파구",451.71355
2019-07-22,"송파구",454.02435
2019-07-29,"송파구",448.05985
2019-08-05,"송파구",450.252349
2019-08-12,"송파구",439.377149
2019-08-19,"송파구",402.024399
2019-08-26,"송파구",351.54846
2019-09-02,"송파구",408.769499
2019-09-09,"송파구",457.93495
2019-09-16,"송파구",391.40205
2019-09-23,"송파구",387.5899
2019-09-30,"송파구",386.821549
2019-10-07,"송파구",367.6262
2019-10-14,"송파구",361.12625
2019-10-21,"송파구",359.94875
2019-10-28,"송파구",375.54398
2019-11-04,"송파구",379.5346
2019-11-11,"송파구",413.47786
2019-11-18,"송파구",448.508199
2019-11-25,"송파구",428.724048
2019-12-02,"송파구",395.957449
2019-12-09,"송파구",383.99085
2019-12-16,"송파구",365.70165
2019-12-23,"송파구",374.250399
2019-12-30,"송파구",376.92015
2020-01-06,"송파구",355.45305
2020-01-13,"송파구",371.165049
2020-01-20,"송파구",428.2537
2020-01-27,"송파구",423.26854
2020-02-03,"송파구",390.74245
2020-02-10,"송파구",379.352769
2020-02-17,"송파구",382.7065
2020-02-24,"송파구",406.97625
2020-03-02,"송파구",394.367749
2020-03-09,"송파구",372.561348
2020-03-16,"송파구",391.084099
2020-03-23,"송파구",390.251
2020-03-30,"송파구",383.784
2020-04-06,"송파구",371.51385
2020-04-13,"송파구",380.081
2020-04-20,"송파구",381.600199
2020-04-27,"송파구",389.74695
2020-05-04,"송파구",407.864999
2020-05-11,"송파구",417.00625
2020-05-18,"송파구",415.991597
2020-05-25,"송파구",431.02925
2020-06-01,"송파구",444.813199
2020-06-08,"송파구",468.69355
2020-06-15,"송파구",462.3267
2020-06-22,"송파구",458.770649
2020-06-29,"송파구",448.551749
2020-07-06,"송파구",450.00255
2020-07-13,"송파구",461.221099
2020-07-20,"송파구",460.021548
2020-07-27,"송파구",444.8621
2020-08-03,"송파구",443.7232
2020-08-10,"송파구",421.77855
2020-08-17,"송파구",448.8857
2020-08-24,"송파구",420.27855
2018-01-01,"양천구",92.28455
2018-01-08,"양천구",87.53035
2018-01-15,"양천구",92.4591
2018-01-22,"양천구",81.632
2018-01-29,"양천구",89.8658
2018-02-05,"양천구",88.6429
2018-02-12,"양천구",91.58063
2018-02-19,"양천구",88.61585
2018-02-26,"양천구",94.48235
2018-03-05,"양천구",93.4767
2018-03-12,"양천구",93.3576
2018-03-19,"양천구",90.79895
2018-03-26,"양천구",93.27745
2018-04-02,"양천구",88.9846
2018-04-09,"양천구",91.60255
2018-04-16,"양천구",87.93691
2018-04-23,"양천구",84.692
2018-04-30,"양천구",86.23325
2018-05-07,"양천구",90.79115
2018-05-14,"양천구",91.75645
2018-05-21,"양천구",98.91415
2018-05-28,"양천구",99.07195
2018-06-04,"양천구",104.83965
2018-06-11,"양천구",106.93685
2018-06-18,"양천구",106.6613
2018-06-25,"양천구",103.66295
2018-07-02,"양천구",118.65965
2018-07-09,"양천구",121.7423
2018-07-16,"양천구",125.7227
2018-07-23,"양천구",120.068
2018-07-30,"양천구",126.71245
2018-08-06,"양천구",123.5883
2018-08-13,"양천구",123.3004
2018-08-20,"양천구",115.61355
2018-08-27,"양천구",115.7118
2018-09-03,"양천구",118.51545
2018-09-10,"양천구",119.80045
2018-09-17,"양천구",138.0989
2018-09-24,"양천구",95.1629
2018-10-01,"양천구",117.54045
2018-10-08,"양천구",119.16785
2018-10-15,"양천구",105.52185
2018-10-22,"양천구",106.34595
2018-10-29,"양천구",106.3092
2018-11-05,"양천구",117.8363
2018-11-12,"양천구",129.69055
2018-11-19,"양천구",131.94935
2018-11-26,"양천구",127.6708
2018-12-03,"양천구",115.7892
2018-12-10,"양천구",114.54465
2018-12-17,"양천구",123.5778
2018-12-24,"양천구",115.379
2018-12-31,"양천구",118.88425
2019-01-07,"양천구",118.11015
2019-01-14,"양천구",119.9658
2019-01-21,"양천구",121.24255
2019-01-28,"양천구",139.0144325
2019-02-04,"양천구",94.71155
2019-02-11,"양천구",114.6008
2019-02-18,"양천구",111.915799
2019-02-25,"양천구",108.9285
2019-03-04,"양천구",91.7381
2019-03-11,"양천구",88.69715
2019-03-18,"양천구",84.0341
2019-03-25,"양천구",89.5073
2019-04-01,"양천구",90.432
2019-04-08,"양천구",90.839885
2019-04-15,"양천구",91.5788
2019-04-22,"양천구",89.29215
2019-04-29,"양천구",80.00595
2019-05-06,"양천구",95.16395
2019-05-13,"양천구",96.6253
2019-05-20,"양천구",99.49725
2019-05-27,"양천구",99.878449
2019-06-03,"양천구",99.48575
2019-06-10,"양천구",102.9804
2019-06-17,"양천구",102.2773
2019-06-24,"양천구",100.9495
2019-07-01,"양천구",104.076
2019-07-08,"양천구",106.6646
2019-07-15,"양천구",106.72705
2019-07-22,"양천구",107.9488
2019-07-29,"양천구",108.7893
2019-08-05,"양천구",107.7398
2019-08-12,"양천구",105.479
2019-08-19,"양천구",98.9068
2019-08-26,"양천구",89.18315
2019-09-02,"양천구",89.06545
2019-09-09,"양천구",93.5025
2019-09-16,"양천구",91.016899
2019-09-23,"양천구",97.5943
2019-09-30,"양천구",97.705299
2019-10-07,"양천구",94.29305
2019-10-14,"양천구",91.02855
2019-10-21,"양천구",90.06875
2019-10-28,"양천구",93.67865
2019-11-04,"양천구",89.07531
2019-11-11,"양천구",85.25479
2019-11-18,"양천구",86.37775
2019-11-25,"양천구",94.746399
2019-12-02,"양천구",93.15115
2019-12-09,"양천구",94.81905
2019-12-16,"양천구",92.80345
2019-12-23,"양천구",90.0294
2019-12-30,"양천구",85.048299
2020-01-06,"양천구",88.5346
2020-01-13,"양천구",91.706198
2020-01-20,"양천구",92.22715
2020-01-27,"양천구",97.9819
2020-02-03,"양천구",121.9404
2020-02-10,"양천구",95.3373
2020-02-17,"양천구",84.34055
2020-02-24,"양천구",82.60672
2020-03-02,"양천구",86.4489
2020-03-09,"양천구",85.58215
2020-03-16,"양천구",90.6638
2020-03-23,"양천구",89.05205
2020-03-30,"양천구",91.47005
2020-04-06,"양천구",88.72405
2020-04-13,"양천구",89.460148
2020-04-20,"양천구",92.4243
2020-04-27,"양천구",93.5475
2020-05-04,"양천구",99.33425
2020-05-11,"양천구",101.5949
2020-05-18,"양천구",102.504649
2020-05-25,"양천구",104.846649
2020-06-01,"양천구",103.91055
2020-06-08,"양천구",105.928699
2020-06-15,"양천구",100.25169
2020-06-22,"양천구",105.4178
2020-06-29,"양천구",109.754099
2020-07-06,"양천구",108.643448
2020-07-13,"양천구",111.5255
2020-07-20,"양천구",112.5029
2020-07-27,"양천구",108.51875
2020-08-03,"양천구",109.07445
2020-08-10,"양천구",107.6403
2020-08-17,"양천구",102.2603
2020-08-24,"양천구",90.8959
2018-01-01,"영등포구",194.35775
2018-01-08,"영등포구",178.91805
2018-01-15,"영등포구",185.0277
2018-01-22,"영등포구",167.3615
2018-01-29,"영등포구",170.20915
2018-02-05,"영등포구",177.6981
2018-02-12,"영등포구",223.57875
2018-02-19,"영등포구",185.3148
2018-02-26,"영등포구",193.5406
2018-03-05,"영등포구",187.25855
2018-03-12,"영등포구",183.1229
2018-03-19,"영등포구",177.08855
2018-03-26,"영등포구",185.9923
2018-04-02,"영등포구",173.2766
2018-04-09,"영등포구",178.81625
2018-04-16,"영등포구",174.8964
2018-04-23,"영등포구",179.60075
2018-04-30,"영등포구",177.26195
2018-05-07,"영등포구",186.6324
2018-05-14,"영등포구",185.8106
2018-05-21,"영등포구",196.1024
2018-05-28,"영등포구",200.501799
2018-06-04,"영등포구",211.09655
2018-06-11,"영등포구",210.9759
2018-06-18,"영등포구",216.5131
2018-06-25,"영등포구",206.2894
2018-07-02,"영등포구",218.32155
2018-07-09,"영등포구",219.7791
2018-07-16,"영등포구",232.50275
2018-07-23,"영등포구",226.4338
2018-07-30,"영등포구",214.23015
2018-08-06,"영등포구",201.71495
2018-08-13,"영등포구",196.55775
2018-08-20,"영등포구",184.56385
2018-08-27,"영등포구",175.93595
2018-09-03,"영등포구",176.1255
2018-09-10,"영등포구",182.06805
2018-09-17,"영등포구",221.16285
2018-09-24,"영등포구",203.91105
2018-10-01,"영등포구",189.611
2018-10-08,"영등포구",182.4735
2018-10-15,"영등포구",166.55485
2018-10-22,"영등포구",178.74265
2018-10-29,"영등포구",184.60015
2018-11-05,"영등포구",196.7725
2018-11-12,"영등포구",215.52935
2018-11-19,"영등포구",224.25045
2018-11-26,"영등포구",219.93805
2018-12-03,"영등포구",192.4552
2018-12-10,"영등포구",182.7092
2018-12-17,"영등포구",183.456
2018-12-24,"영등포구",179.9473
2018-12-31,"영등포구",188.2715
2019-01-07,"영등포구",172.6681
2019-01-14,"영등포구",173.48895
2019-01-21,"영등포구",173.47665
2019-01-28,"영등포구",201.47275
2019-02-04,"영등포구",203.2627
2019-02-11,"영등포구",177.827949
2019-02-18,"영등포구",178.9326
2019-02-25,"영등포구",184.77585
2019-03-04,"영등포구",174.46325
2019-03-11,"영등포구",166.9414
2019-03-18,"영등포구",151.39345
2019-03-25,"영등포구",168.0779
2019-04-01,"영등포구",169.89225
2019-04-08,"영등포구",168.18885
2019-04-15,"영등포구",173.70915
2019-04-22,"영등포구",171.75215
2019-04-29,"영등포구",178.6813
2019-05-06,"영등포구",187.1844
2019-05-13,"영등포구",186.049
2019-05-20,"영등포구",199.68425
2019-05-27,"영등포구",193.00405
2019-06-03,"영등포구",206.816249
2019-06-10,"영등포구",204.326
2019-06-17,"영등포구",205.850949
2019-06-24,"영등포구",211.0114
2019-07-01,"영등포구",217.71795
2019-07-08,"영등포구",216.59015
2019-07-15,"영등포구",218.43775
2019-07-22,"영등포구",218.000099
2019-07-29,"영등포구",217.20686
2019-08-05,"영등포구",218.718658
2019-08-12,"영등포구",213.595599
2019-08-19,"영등포구",192.21791
2019-08-26,"영등포구",167.71615
2019-09-02,"영등포구",197.34524
2019-09-09,"영등포구",234.213539
2019-09-16,"영등포구",188.12625
2019-09-23,"영등포구",187.82886
2019-09-30,"영등포구",188.681888
2019-10-07,"영등포구",178.710188
2019-10-14,"영등포구",173.77394
2019-10-21,"영등포구",171.3035
2019-10-28,"영등포구",179.44485
2019-11-04,"영등포구",182.751039
2019-11-11,"영등포구",202.473757
2019-11-18,"영등포구",221.307239
2019-11-25,"영등포구",209.58625
2019-12-02,"영등포구",190.15616
2019-12-09,"영등포구",185.302418
2019-12-16,"영등포구",175.233299
2019-12-23,"영등포구",182.298789
2019-12-30,"영등포구",187.15425
2020-01-06,"영등포구",176.1346
2020-01-13,"영등포구",178.562047
2020-01-20,"영등포구",214.563948
2020-01-27,"영등포구",205.177999
2020-02-03,"영등포구",186.1721
2020-02-10,"영등포구",182.922547
2020-02-17,"영등포구",184.158298
2020-02-24,"영등포구",189.007087
2020-03-02,"영등포구",188.976747
2020-03-09,"영등포구",171.248199
2020-03-16,"영등포구",188.1345
2020-03-23,"영등포구",187.404999
2020-03-30,"영등포구",183.451599
2020-04-06,"영등포구",172.412189
2020-04-13,"영등포구",180.714197
2020-04-20,"영등포구",182.702947
2020-04-27,"영등포구",187.995148
2020-05-04,"영등포구",196.806139
2020-05-11,"영등포구",199.760508
2020-05-18,"영등포구",200.091999
2020-05-25,"영등포구",210.697407
2020-06-01,"영등포구",216.993995
2020-06-08,"영등포구",227.90288
2020-06-15,"영등포구",225.567848
2020-06-22,"영등포구",225.478728
2020-06-29,"영등포구",217.995107
2020-07-06,"영등포구",220.115985
2020-07-13,"영등포구",225.211597
2020-07-20,"영등포구",225.564198
2020-07-27,"영등포구",220.708448
2020-08-03,"영등포구",217.51009
2020-08-10,"영등포구",209.97854
2020-08-17,"영등포구",219.78734
2020-08-24,"영등포구",207.4805
2018-01-01,"용산구",1.3433
2018-01-08,"용산구",1.2152
2018-01-15,"용산구",1.2724
2018-01-22,"용산구",1.10515
2018-01-29,"용산구",1.09055
2018-02-05,"용산구",1.2287
2018-02-12,"용산구",1.48985
2018-02-19,"용산구",1.3906
2018-02-26,"용산구",1.2719
2018-03-05,"용산구",1.2748
2018-03-12,"용산구",1.22225
2018-03-19,"용산구",1.178
2018-03-26,"용산구",1.23605
2018-04-02,"용산구",1.1301
2018-04-09,"용산구",1.20875
2018-04-16,"용산구",1.258
2018-04-23,"용산구",1.15605
2018-04-30,"용산구",1.1754
2018-05-07,"용산구",1.29305
2018-05-14,"용산구",1.24075
2018-05-21,"용산구",1.3759
2018-05-28,"용산구",1.25845
2018-06-04,"용산구",1.3577
2018-06-11,"용산구",1.3793
2018-06-18,"용산구",1.5168
2018-06-25,"용산구",1.3493
2018-07-02,"용산구",1.543
2018-07-09,"용산구",1.50045
2018-07-16,"용산구",1.5048
2018-07-23,"용산구",1.52665
2018-07-30,"용산구",1.25795
2018-08-06,"용산구",1.27475
2018-08-13,"용산구",1.321
2018-08-20,"용산구",1.2696
2018-08-27,"용산구",1.2021
2018-09-03,"용산구",1.14045
2018-09-10,"용산구",1.1643
2018-09-17,"용산구",1.4953
2018-09-24,"용산구",1.4434
2018-10-01,"용산구",1.2719
2018-10-08,"용산구",1.2014
2018-10-15,"용산구",1.17655
2018-10-22,"용산구",1.16015
2018-10-29,"용산구",1.2559
2018-11-05,"용산구",1.3225
2018-11-12,"용산구",1.4766
2018-11-19,"용산구",1.45065
2018-11-26,"용산구",1.4717
2018-12-03,"용산구",1.2504
2018-12-10,"용산구",1.18745
2018-12-17,"용산구",1.27745
2018-12-24,"용산구",1.19035
2018-12-31,"용산구",1.27805
2019-01-07,"용산구",1.2247
2019-01-14,"용산구",1.1988
2019-01-21,"용산구",1.1675
2019-01-28,"용산구",1.33395
2019-02-04,"용산구",1.54685
2019-02-11,"용산구",1.19175
2019-02-18,"용산구",1.13
2019-02-25,"용산구",1.3374
2019-03-04,"용산구",1.11515
2019-03-11,"용산구",1.19015
2019-03-18,"용산구",1.137
2019-03-25,"용산구",1.20525
2019-04-01,"용산구",1.06135
2019-04-08,"용산구",1.07465
2019-04-15,"용산구",1.20545
2019-04-22,"용산구",1.19895
2019-04-29,"용산구",1.237
2019-05-06,"용산구",1.30265
2019-05-13,"용산구",1.24655
2019-05-20,"용산구",1.39485
2019-05-27,"용산구",1.3088
2019-06-03,"용산구",1.28875
2019-06-10,"용산구",1.3571
2019-06-17,"용산구",1.4368
2019-06-24,"용산구",1.3685
2019-07-01,"용산구",1.4318
2019-07-08,"용산구",1.4349
2019-07-15,"용산구",1.5158
2019-07-22,"용산구",1.59045
2019-07-29,"용산구",1.49675
2019-08-05,"용산구",1.4805
2019-08-12,"용산구",1.5022
2019-08-19,"용산구",1.33405
2019-08-26,"용산구",1.166
2019-09-02,"용산구",1.4028
2019-09-09,"용산구",1.60085
2019-09-16,"용산구",1.3423
2019-09-23,"용산구",1.3209
2019-09-30,"용산구",1.28485
2019-10-07,"용산구",1.27995
2019-10-14,"용산구",1.24025
2019-10-21,"용산구",1.20545
2019-10-28,"용산구",1.21485
2019-11-04,"용산구",1.24835
2019-11-11,"용산구",1.2949
2019-11-18,"용산구",1.38505
2019-11-25,"용산구",1.33175
2019-12-02,"용산구",1.49165
2019-12-09,"용산구",1.34875
2019-12-16,"용산구",1.3008
2019-12-23,"용산구",1.3795
2019-12-30,"용산구",2.7905
2020-01-06,"용산구",3.42895
2020-01-13,"용산구",3.49125
2020-01-20,"용산구",3.993
2020-01-27,"용산구",3.91835
2020-02-03,"용산구",3.7413
2020-02-10,"용산구",3.6192
2020-02-17,"용산구",3.745799
2020-02-24,"용산구",3.941249
2020-03-02,"용산구",3.8616
2020-03-09,"용산구",3.73075
2020-03-16,"용산구",3.628599
2020-03-23,"용산구",3.71515
2020-03-30,"용산구",3.6115
2020-04-06,"용산구",3.5529
2020-04-13,"용산구",3.6904
2020-04-20,"용산구",3.62995
2020-04-27,"용산구",3.71985
2020-05-04,"용산구",4.0214
2020-05-11,"용산구",4.0424
2020-05-18,"용산구",4.21635
2020-05-25,"용산구",4.3279
2020-06-01,"용산구",4.3329
2020-06-08,"용산구",4.411399
2020-06-15,"용산구",4.5177
2020-06-22,"용산구",4.52305
2020-06-29,"용산구",4.31255
2020-07-06,"용산구",4.4602
2020-07-13,"용산구",4.573449
2020-07-20,"용산구",4.485599
2020-07-27,"용산구",4.4172
2020-08-03,"용산구",4.40005
2020-08-10,"용산구",4.28365
2020-08-17,"용산구",4.5678
2020-08-24,"용산구",4.3493
2018-01-01,"은평구",31.4837
2018-01-08,"은평구",29.17355
2018-01-15,"은평구",29.47465
2018-01-22,"은평구",26.7126
2018-01-29,"은평구",27.6554
2018-02-05,"은평구",28.69405
2018-02-12,"은평구",36.35885
2018-02-19,"은평구",30.0278
2018-02-26,"은평구",30.6463
2018-03-05,"은평구",29.24445
2018-03-12,"은평구",28.86355
2018-03-19,"은평구",28.25995
2018-03-26,"은평구",29.4885
