"Month","gu","search"
2020-08-01,"마포구",3.36956638204774
2020-08-01,"양천구",3.36956638204774
2020-08-01,"강서구",3.36956638204774
2020-08-01,"구로구",3.36956638204774
2020-08-01,"금천구",3.36956638204774
2020-08-01,"영등포구",3.36956638204774
2020-08-01,"동작구",3.36956638204774
2020-08-01,"관악구",3.36956638204774
2020-08-01,"서초구",3.36956638204774
2020-08-01,"강남구",3.36956638204774
2020-08-01,"강동구",3.36956638204774
2020-08-01,"송파구",3.36956638204774
