"Week","gu","pollutant"
2018-05-07,"강북구",26.4285714285714
2018-05-14,"강북구",37.2
2018-05-21,"강북구",33
2018-05-28,"강북구",35.6666666666667
2018-06-04,"강북구",34.5
2018-06-18,"강북구",30
2018-06-25,"강북구",44
2018-07-02,"강북구",7.8
2018-07-09,"강북구",23
2018-07-16,"강북구",30.4285714285714
2018-07-23,"강북구",39.8571428571429
2018-07-30,"강북구",28.4285714285714
2018-08-06,"강북구",18.7142857142857
2018-08-13,"강북구",19.5714285714286
2018-08-20,"강북구",17.4285714285714
2018-08-27,"강북구",13.7142857142857
2018-09-03,"강북구",20.1428571428571
2018-09-10,"강북구",13.5714285714286
2018-09-17,"강북구",22.7142857142857
2018-09-24,"강북구",9.42857142857143
2018-10-01,"강북구",14.1428571428571
2018-10-08,"강북구",17.7142857142857
2018-10-15,"강북구",24.1428571428571
2018-10-22,"강북구",25.8571428571429
2018-10-29,"강북구",21.7142857142857
2018-11-05,"강북구",43.8571428571429
2018-11-12,"강북구",29.8
2018-11-19,"강북구",24.8571428571429
2018-11-26,"강북구",63.7142857142857
2018-12-03,"강북구",28.8571428571429
2018-12-10,"강북구",42.5714285714286
2018-12-17,"강북구",63.8571428571429
2018-12-24,"강북구",38.4285714285714
2018-12-31,"강북구",54.5714285714286
2019-01-07,"강북구",75.8571428571429
2019-01-14,"강북구",96.5714285714286
2019-01-21,"강북구",55.4285714285714
2019-01-28,"강북구",63.4285714285714
2019-02-04,"강북구",68.8571428571429
2019-02-11,"강북구",53.5714285714286
2019-02-18,"강북구",61.7142857142857
2019-02-25,"강북구",94.5714285714286
2019-03-04,"강북구",132
2019-03-11,"강북구",55.5
2019-03-18,"강북구",48.2857142857143
2019-03-25,"강북구",61.7142857142857
2019-04-01,"강북구",43.4285714285714
2019-04-08,"강북구",31.5714285714286
2019-04-15,"강북구",40.7142857142857
2019-04-22,"강북구",46.2857142857143
2019-04-29,"강북구",54.7142857142857
2019-05-06,"강북구",54.5714285714286
2019-05-13,"강북구",47.8571428571429
2019-05-20,"강북구",59.5714285714286
2019-05-27,"강북구",32.1428571428571
2019-06-03,"강북구",38
2019-06-10,"강북구",22.8571428571429
2019-06-17,"강북구",23.5714285714286
2019-06-24,"강북구",33.2857142857143
2019-07-01,"강북구",32.5714285714286
2019-07-08,"강북구",20.7142857142857
2019-07-15,"강북구",43.2857142857143
2019-07-22,"강북구",31.4285714285714
2019-07-29,"강북구",23.7142857142857
2019-08-05,"강북구",35.5714285714286
2019-08-12,"강북구",26.7142857142857
2019-08-19,"강북구",34.4285714285714
2019-08-26,"강북구",31.5714285714286
2019-09-02,"강북구",22.2
2019-09-09,"강북구",21.7142857142857
2019-09-16,"강북구",23.8571428571429
2019-09-23,"강북구",29.1428571428571
2019-09-30,"강북구",35.2857142857143
2019-10-07,"강북구",28.2857142857143
2019-10-14,"강북구",29.4285714285714
2019-10-21,"강북구",33.2857142857143
2019-10-28,"강북구",72.5714285714286
2019-11-04,"강북구",42.5714285714286
2019-11-11,"강북구",29.8571428571429
2019-11-18,"강북구",42.4285714285714
2019-11-25,"강북구",35.5714285714286
2019-12-02,"강북구",37.5714285714286
2019-12-09,"강북구",61.2857142857143
2019-12-16,"강북구",38.1428571428571
2019-12-23,"강북구",53.2857142857143
2019-12-30,"강북구",50.1428571428571
2020-01-06,"강북구",42.5714285714286
2020-01-13,"강북구",47.5714285714286
2020-01-20,"강북구",53.7142857142857
2020-01-27,"강북구",35.8571428571429
2020-02-03,"강북구",36.8571428571429
2020-02-10,"강북구",60
2020-02-17,"강북구",53.2
2020-02-24,"강북구",26.5714285714286
2020-03-02,"강북구",48.7142857142857
2020-03-09,"강북구",39.4285714285714
2020-03-16,"강북구",48.5714285714286
2020-03-23,"강북구",46.1428571428571
2020-03-30,"강북구",58.4285714285714
2020-04-06,"강북구",49.1428571428571
2020-04-13,"강북구",39.7142857142857
2020-04-20,"강북구",49.2857142857143
2020-04-27,"강북구",42.8571428571429
2020-05-04,"강북구",28.8571428571429
2020-05-11,"강북구",45.2857142857143
2020-05-18,"강북구",29.7142857142857
2020-05-25,"강북구",35.7142857142857
2020-06-01,"강북구",44.4285714285714
2020-06-08,"강북구",46.5714285714286
2020-06-15,"강북구",41.4285714285714
2020-06-22,"강북구",31
2020-06-29,"강북구",33
2020-07-06,"강북구",22.8571428571429
2020-07-13,"강북구",25.7142857142857
2020-07-20,"강북구",16.7142857142857
2020-07-27,"강북구",19
2020-08-03,"강북구",27
2020-08-10,"강북구",27.7142857142857
2020-08-17,"강북구",35.1428571428571
2020-08-24,"강북구",27.5714285714286
2020-08-31,"강북구",22
2020-09-07,"강북구",19.7142857142857
2020-09-14,"강북구",25.5714285714286
2020-09-21,"강북구",14.5714285714286
2020-09-28,"강북구",29.2857142857143
