"Month","gu","pollutant"
2020-10-01,"광진구",0.0153225806451613
2020-11-01,"광진구",0.0201379310344828
2018-01-01,"구로구",0.0245483870967742
2018-02-01,"구로구",0.0190740740740741
2018-03-01,"구로구",0.0225
2018-04-01,"구로구",0.0309047619047619
2018-05-01,"구로구",0.0217619047619048
2018-06-01,"구로구",0.0294285714285714
2018-07-01,"구로구",0.0167407407407407
2018-08-01,"구로구",0.015741935483871
2018-09-01,"구로구",0.0193
2018-10-01,"구로구",0.0288387096774194
2018-11-01,"구로구",0.0400714285714286
2018-12-01,"구로구",0.0333225806451613
2019-01-01,"구로구",0.0121290322580645
2019-02-01,"구로구",0.0183214285714286
2019-03-01,"구로구",0.0304583333333333
2019-04-01,"구로구",0.0275666666666667
2019-05-01,"구로구",0.0456774193548387
2019-06-01,"구로구",0.0449
2019-07-01,"구로구",0.0420967741935484
2019-08-01,"구로구",0.028258064516129
2019-09-01,"구로구",0.0289285714285714
2019-10-01,"구로구",0.0285483870967742
2019-11-01,"구로구",0.0179
2019-12-01,"구로구",0.0156451612903226
2020-01-01,"구로구",0.0306774193548387
2020-02-01,"구로구",0.0352222222222222
2020-03-01,"구로구",0.0318709677419355
2020-04-01,"구로구",0.0199666666666667
2020-05-01,"구로구",0.0156451612903226
2020-06-01,"구로구",0.0143333333333333
2020-07-01,"구로구",0.0136129032258065
2020-08-01,"구로구",0.0113225806451613
2020-09-01,"구로구",0.0119333333333333
2020-10-01,"구로구",0.0224516129032258
2020-11-01,"구로구",0.0277241379310345
2018-01-01,"금천구",0.0387741935483871
2018-02-01,"금천구",0.0382222222222222
2018-03-01,"금천구",0.03215
2018-04-01,"금천구",0.0336190476190476
2018-05-01,"금천구",0.0245714285714286
2018-06-01,"금천구",0.031
2018-07-01,"금천구",0.0191851851851852
2018-08-01,"금천구",0.0180322580645161
2018-09-01,"금천구",0.0194666666666667
2018-10-01,"금천구",0.029741935483871
2018-11-01,"금천구",0.0453928571428571
2018-12-01,"금천구",0.0393870967741935
2019-01-01,"금천구",0.0120322580645161
2019-02-01,"금천구",0.0177857142857143
2019-03-01,"금천구",0.0287083333333333
2019-04-01,"금천구",0.0277
2019-05-01,"금천구",0.0400322580645161
2019-06-01,"금천구",0.0332333333333333
2019-07-01,"금천구",0.0269354838709677
2019-08-01,"금천구",0.0280967741935484
2019-09-01,"금천구",0.0211071428571429
2019-10-01,"금천구",0.0211290322580645
2019-11-01,"금천구",0.0115
2019-12-01,"금천구",0.0101290322580645
2020-01-01,"금천구",0.0368064516129032
2020-02-01,"금천구",0.0346666666666667
2020-03-01,"금천구",0.0284838709677419
2020-04-01,"금천구",0.0211
2020-05-01,"금천구",0.0189354838709677
2020-06-01,"금천구",0.0198333333333333
2020-07-01,"금천구",0.0159032258064516
2020-08-01,"금천구",0.0141612903225806
2020-09-01,"금천구",0.0163333333333333
2020-10-01,"금천구",0.0251290322580645
2020-11-01,"금천구",0.0316206896551724
2018-01-01,"노원구",0.0339677419354839
2018-02-01,"노원구",0.0333703703703704
2018-03-01,"노원구",0.02855
2018-04-01,"노원구",0.0294285714285714
2018-05-01,"노원구",0.0222857142857143
2018-06-01,"노원구",0.0264285714285714
2018-07-01,"노원구",0.0151111111111111
2018-08-01,"노원구",0.012258064516129
2018-09-01,"노원구",0.0156666666666667
2018-10-01,"노원구",0.0250967741935484
2018-11-01,"노원구",0.0371428571428571
2018-12-01,"노원구",0.035
2019-01-01,"노원구",0.0115806451612903
2019-02-01,"노원구",0.0176428571428571
2019-03-01,"노원구",0.0260416666666667
2019-04-01,"노원구",0.0270333333333333
2019-05-01,"노원구",0.038741935483871
2019-06-01,"노원구",0.0353
2019-07-01,"노원구",0.0281290322580645
2019-08-01,"노원구",0.0279354838709677
2019-09-01,"노원구",0.022
2019-10-01,"노원구",0.0186129032258065
2019-11-01,"노원구",0.0124
2019-12-01,"노원구",0.0110322580645161
2020-01-01,"노원구",0.0330322580645161
2020-02-01,"노원구",0.031037037037037
2020-03-01,"노원구",0.0244838709677419
2020-04-01,"노원구",0.0198
2020-05-01,"노원구",0.0170645161290323
2020-06-01,"노원구",0.0158666666666667
2020-07-01,"노원구",0.0126129032258065
2020-08-01,"노원구",0.0142903225806452
2020-09-01,"노원구",0.0138
2020-10-01,"노원구",0.0246129032258065
2020-11-01,"노원구",0.0290689655172414
2018-01-01,"도봉구",0.0317096774193548
2018-02-01,"도봉구",0.0297777777777778
2018-03-01,"도봉구",0.02645
2018-04-01,"도봉구",0.0152380952380952
2018-05-01,"도봉구",0.023
2018-06-01,"도봉구",0.0241428571428571
2018-07-01,"도봉구",0.0127037037037037
2018-08-01,"도봉구",0.0114516129032258
2018-09-01,"도봉구",0.0133333333333333
2018-10-01,"도봉구",0.0198064516129032
2018-11-01,"도봉구",0.0310714285714286
2018-12-01,"도봉구",0.0256774193548387
2019-01-01,"도봉구",0.0167096774193548
2019-02-01,"도봉구",0.0232857142857143
2019-03-01,"도봉구",0.033625
2019-04-01,"도봉구",0.0349666666666667
2019-05-01,"도봉구",0.0481935483870968
2019-06-01,"도봉구",0.0438666666666667
2019-07-01,"도봉구",0.0346774193548387
2019-08-01,"도봉구",0.0331935483870968
2019-09-01,"도봉구",0.026
2019-10-01,"도봉구",0.0236451612903226
2019-11-01,"도봉구",0.0156333333333333
2019-12-01,"도봉구",0.0143548387096774
2020-01-01,"도봉구",0.0261290322580645
2020-02-01,"도봉구",0.0255925925925926
2020-03-01,"도봉구",0.0211935483870968
2020-04-01,"도봉구",0.0189333333333333
2020-05-01,"도봉구",0.0189032258064516
2020-06-01,"도봉구",0.0175333333333333
2020-07-01,"도봉구",0.0105161290322581
2020-08-01,"도봉구",0.00909677419354839
2020-09-01,"도봉구",0.0095
2020-10-01,"도봉구",0.0173225806451613
2020-11-01,"도봉구",0.0225172413793103
2018-01-01,"동대문구",0.0384516129032258
2018-02-01,"동대문구",0.0374074074074074
2018-03-01,"동대문구",0.0345
2018-04-01,"동대문구",0.0423333333333333
2018-05-01,"동대문구",0.029
2018-06-01,"동대문구",0.0385714285714286
2018-07-01,"동대문구",0.0216666666666667
2018-08-01,"동대문구",0.0195161290322581
2018-09-01,"동대문구",0.0206666666666667
2018-10-01,"동대문구",0.0339677419354839
2018-11-01,"동대문구",0.048
2018-12-01,"동대문구",0.034741935483871
2019-01-01,"동대문구",0.0138064516129032
2019-02-01,"동대문구",0.0185714285714286
2019-03-01,"동대문구",0.0320416666666667
2019-04-01,"동대문구",0.0362333333333333
2019-05-01,"동대문구",0.0491290322580645
2019-06-01,"동대문구",0.0412333333333333
