"date","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구"
2018-01-18,4.82988949893542,11.411289,3.85006973031577,5.7089,1.90210818973492,4.9995,2.87845,9.2467,33.7952,45.92285,3.637,13.6927,25.42285,14.57255,11.77215,10.4407,5.55,52.5935,12.9476,23.9741,0.1171,3.65665,2.35735,4.43235,13.606
2018-01-19,5.06318051124876,10.950989,4.03603395683902,4.82535,1.9939829096867,4.6731,2.6614,8.78575,34.2646,58.6001,3.81015,13.22725,36.92935,12.93595,11.4854,9.9777,5.7927,48.0977,13.1183,23.6398,0.16365,3.9224,2.3169,4.643,13.01955
2018-01-20,4.65072031499306,10.958579,3.7072478599906,4.929,1.83154774063976,4.4861,2.7418,9.14525,35.06665,50.92815,3.61225,13.2063,19.0544,13.3024,10.1993,9.8625,5.24735,45.44305,14.3255,24.09785,0.15725,3.9036,2.1989,4.78025,13.48785
2018-01-21,5.43441030177132,16.114279,4.33195389036906,8.6012,2.14018071089565,5.85115,3.7776,13.34455,43.36935,22.63525,5.5061,17.65045,28.39185,19.8484,12.7478,14.3062,7.5839,59.4954,5.7866,33.4212,0.2286,5.97935,2.73405,6.21945,18.2855
2018-01-22,6.23172391162262,12.185909,4.96751977557904,5.2861,2.45417893951341,5.54395,3.25495,10.27465,38.5581,85.2593,3.9401,15.09855,47.29465,14.86685,12.52145,11.4588,6.3557,55.94595,21.0805,27.42575,0.17805,4.1712,2.76155,5.11575,14.9265
2018-01-23,4.46774064631808,9.60219,3.56138852225957,4.5279,1.75948664557363,4.1944,2.6087,7.30305,30.94805,59.2499,3.3901,12.4884,22.5735,12.2174,10.35975,8.8357,5.1095,42.4587,11.3949,21.0345,0.1914,3.17735,2.2996,3.79025,11.5311
2018-01-24,4.31039830947225,11.546969,3.43596557655433,4.6863,1.69752205040589,4.23345,2.3912,7.32025,29.27285,41.31955,3.4223,12.5273,33.25415,12.6764,9.4848,9.30875,5.35015,41.33405,9.7093,20.92785,0.10075,2.97965,2.18365,3.7975,11.27125
2018-01-25,4.21222246276814,10.02893,3.35770625908405,5.19445,1.65885841594982,4.5454,2.4564,7.991,30.2303,37.86205,3.20395,12.28615,21.618,12.7131,10.6655,9.679,4.8995,46.5134,10.15915,21.46885,0.1422,3.41945,2.1207,3.926,11.61805
2018-01-26,4.34085387846593,9.654018,3.46024274983707,4.4498,1.70951606956899,4.1567,2.32815,7.3192,29.0515,46.13205,3.1324,10.9727,36.22215,11.34935,9.6687,8.875,4.69505,42.4856,10.1451,19.8886,0.1079,3.43295,2.03365,3.97275,10.9971
2018-01-27,4.56338135905391,11.356079,3.63762699793716,5,1.79715189298913,4.80825,2.78395,9.0313,34.1544,45.38715,3.7533,13.09175,21.0362,13.31105,10.42295,9.6527,5.5379,44.78665,12.9846,24.15205,0.2129,3.7851,2.2145,4.87735,13.13895
2018-01-28,5.38322138324731,16.575795,4.29114945668991,9.1172,2.12002147926733,5.72065,3.5276,13.1816,43.10535,22.014,5.3135,17.09855,30.78405,19.5071,12.40965,13.90265,7.51195,57.9268,6.15845,32.4639,0.17195,5.7469,2.63755,6.1046,17.58395
2018-01-29,5.91899542235876,12.20318,4.718233225527,5.2786,2.33102013417774,5.4881,3.07905,9.5538,38.4722,79.6023,3.9262,14.78715,40.09585,14.3322,12.49025,11.1199,6.30915,54.32405,19.80435,26.1378,0.14225,4.2392,2.52915,4.92405,14.41635
2018-01-30,5.02886855792969,10.304089,4.0086827280188,4.62075,1.98047016836448,4.3351,2.80075,8.3255,33.81195,67.9958,3.4232,13.34135,35.9885,12.86705,11.00705,9.3274,5.2405,45.6084,11.07485,22.6139,0.2082,3.4738,2.28515,4.16125,12.80485
2018-01-31,5.03592739637954,12.987499,4.0143095690165,5.4893,1.98325008174106,4.89005,2.88725,8.8727,34.38275,50.3924,4.0639,15.1832,34.87345,14.47265,11.2659,10.3695,6.32385,47.167,14.12755,24.44945,0.1538,3.6361,2.30875,4.39435,13.38505
2018-02-01,4.60065221448598,10.592368,3.66733686859851,5.4206,1.81182990981982,5.0956,2.61235,8.3677,32.62655,44.1718,3.4921,12.8252,26.4128,13.45835,11.04715,9.8831,5.21375,49.12485,12.5429,22.3798,0.14805,3.7865,2.2321,4.439,12.01975
2018-02-02,4.93676603661552,10.135688,3.93526466545741,4.87075,1.94419833230581,4.7665,2.5814,8.35025,31.71825,62.8634,3.4951,12.25605,38.90595,12.358,10.53825,9.6983,5.23735,44.6005,12.5381,22.02395,0.15305,3.74615,2.22025,4.40666,12.19185
2018-02-03,4.46014787761206,10.284458,3.55533606723534,4.76435,1.75649645966117,4.289,2.56485,8.40295,31.9313,52.43495,3.42195,12.2706,21.72935,12.44725,9.8144,9.1424,5.055,41.7414,14.0981,22.27245,0.12195,3.43665,1.98985,4.38185,12.19965
2018-02-04,5.0192127631462,15.517126,4.00098576451141,8.48055,1.97666752104924,5.61925,3.336,12.6343,40.12875,20.83805,5.2637,16.14465,26.5277,18.04055,11.7055,13.4909,6.97355,54.3896,5.67995,30.3318,0.16325,5.337,2.5498,5.7638,16.0784
2018-02-05,5.81991607027901,11.731339,4.6392536930914,5.4235,2.2920006810275,5.65265,3.142,9.59885,36.5394,77.3559,4.1877,14.57475,42.37625,14.22895,12.34715,11.60185,5.74815,53.65955,16.64135,25.48235,0.17035,4.17255,2.67975,5.1649,14.3605
2018-02-06,4.64031352441624,10.174589,3.69895225211005,4.56135,1.82744933598901,4.75605,2.61525,8.0852,32.7664,55.61215,3.54035,12.7657,27.7048,12.6044,10.8219,9.4786,5.32845,43.53885,11.61735,21.9279,0.1973,3.24235,2.43085,3.89915,12.7915
2018-02-07,4.81559684142129,12.776839,3.83867656530174,5.41225,1.89647945207608,5.17095,2.7709,8.22315,32.93615,44.97735,4.42905,14.31415,35.26445,14.2753,10.89315,10.18855,6.02085,46.31585,10.43645,24.00525,0.16165,3.73375,2.34485,4.18165,12.9775
2018-02-08,4.82451569445904,11.61616,3.84578608739687,5.83375,1.89999187682407,5.1286,2.67845,8.9383,33.417625,50.87625,3.7028,13.5035,25.3373,14.2305,11.39835,9.5992,5.5842,50.9533,12.8521,23.55275,0.13105,3.8825,2.22045,4.38545,12.56495
2018-02-09,4.96684818493165,10.434218,3.95924417237581,4.7299,1.95604529085207,4.6765,2.4208,8.89245,31.7667,65.7767,3.899,12.5374,33.0444,12.4244,10.8445,9.6082,5.45205,45.79485,14.30095,22.1209,0.1477,3.5524,2.1805,4.42735,12.5717
2018-02-10,5.26317672807602,12.1302,4.1954577657593,5.41965,2.07274546564724,5.0072,2.8903,9.91155,36.8266,61.1906,4.2273,14.5319,28.14375,14.4551,11.10695,10.5802,6.04335,48.67995,16.7092,26.17435,0.16715,4.1382,2.54875,5.172,14.7366
2018-02-11,5.62163347428463,16.738135,4.48119586981104,9.5443,2.21391298361622,6.0661,3.84695,14.3605,45.11965,23.03915,6.0092,18.38075,32.08895,19.97325,12.98135,14.47395,7.7271,59.17155,6.0855,34.4346,0.2535,5.9723,2.66075,6.4021,18.6713
2018-02-12,6.46644287694667,14.112219,5.15462227217328,5.8381,2.54661601624723,6.3941,3.55035,10.7923,41.91405,80.88185,4.75015,16.7327,43.2832,16.1329,14.01155,12.6741,6.7461,60.94895,20.52505,29.5144,0.1626,4.63095,2.88515,5.7323,16.4893
2018-02-13,5.90138985517257,12.978019,4.70419922716668,5.6607,2.32408670567235,5.9883,3.40225,11.0711,42.01245,67.42715,4.90695,17.39815,31.9524,16.3442,13.3985,12.26975,7.4396,56.1902,14.8077,29.38825,0.2539,4.2274,2.95875,5.03615,17.0033
2018-02-14,7.38306189906626,19.765478,5.88529057257066,8.5443,2.90759912967556,7.9661,4.55755,15.93055,51.6317,69.1072,6.758,22.9377,40.77975,20.91155,16.97805,15.5475,8.9537,73.48205,17.28805,38.9172,0.20835,6.1654,3.4665,6.6511,21.5057
2018-02-15,7.9090976569457,19.292159,6.30461162513755,9.9634,3.11476265243865,8.2482,5.07585,15.8284,60.19005,68.33985,7.07115,22.94145,47.8585,24.6211,17.6849,15.7671,10.4542,79.9469,13.23525,40.36945,0.2806,6.955,4.14325,8.14155,25.706
2018-02-16,4.24736623037617,12.06824,3.38572055545806,5.44105,1.672698742566,4.94565,3.32235,9.66985,39.0039,21.5113,4.5563,14.0158,16.39835,16.0775,9.14165,10.2892,6.7704,44.5118,4.5898,23.4264,0.1735,4.378,2.59805,5.06635,17.06165
2018-02-17,4.57078444444955,11.739329,3.64352824992212,5.434,1.80006737777681,4.49505,3.2698,9.86615,37.7918,20.2324,5.10635,13.77335,40.0636,14.8032,9.2732,9.84965,6.5486,44.2923,5.1588,26.8135,0.17195,4.21585,2.43595,5.2292,15.3944
2018-02-18,5.6109461432964,15.58325,4.47267663359565,8.5286,2.20970409647633,5.50365,3.6987,14.5286,43.2754,23.1477,6.05825,17.06855,31.83685,19.2073,11.0501,14.8806,8.2196,55.26585,15.97598,35.14955,0.23895,5.78625,2.84925,6.15565,19.3003
2018-02-19,7.20421425937745,14.374888,5.74272501614207,6.7331,2.83716531121205,6.7805,3.5556,12.62715,42.02375,120.22575,5.108,17.90745,41.1865,16.05215,15.31,13.56605,7.00635,64.9076,16.2521,31.02455,0.2164,4.9001,3.1016,6.1489,17.4646
2018-02-20,5.64097853101767,11.682478,4.4966164746459,5.4949,2.22153145829373,5.55035,3.0264,9.77425,36.665,83.38445,4.2917,14.7702,32.56655,14.32765,12.36265,10.401,6.3563,49.84745,13.6781,25.00615,0.20355,3.854,2.76495,4.38505,14.8604
2018-02-21,5.10517397454575,13.393687,4.06950837937943,6.1745,2.01052078502943,5.2106,3.03805,9.31645,34.75865,48.34895,4.4407,15.23805,37.15658,14.1898,11.5709,10.67765,6.3452,48.2153,12.57675,25.25255,0.1744,3.79375,2.37015,4.43685,13.88065
2018-02-22,4.95951910722396,11.76866,3.95340191444428,6.46135,1.95315895178902,5.2631,2.85865,9.64555,34.8184,44.33795,4.09125,13.78825,27.9082,14.39145,12.0909,10.75885,5.80505,53.4162,13.91305,24.9201,0.1842,3.94455,2.34975,4.5591,13.85445
2018-02-23,5.02955161553036,11.273557,4.00922721654032,5.1726,1.98073917026537,4.7386,2.69105,9.02815,33.4887,57.14345,4.0817,13.15885,37.54546,13.47475,11.3902,9.89045,5.27145,47.1714,12.36865,23.791,0.20285,3.90285,2.27525,4.5202,13.08245
2018-02-24,5.13394171420046,12.419909,4.09244012630214,5.8877,2.02185010285532,5.2169,3.18725,10.5742,37.70645,55.1356,4.303,14.77807,23.1314,14.47505,11.44,10.90875,6.01945,49.07255,15.0149,26.57995,0.1501,4.2128,2.44835,5.02285,14.73765
2018-02-25,4.93187507361574,15.450458,3.93136591195555,8.12195,1.94227217213597,5.0805,3.24925,12.055,39.93135,18.94335,5.15785,13.85835,26.00305,18.6881,12.46455,11.6492,7.8004,54.78605,4.8123,28.7405,0.2591,5.41975,2.6948,5.29765,18.87555
2018-02-26,6.70432029641542,14.092439,5.34424248034246,6.3598,2.64029695611641,6.58615,3.66485,11.3294,43.05645,87.55855,4.89465,16.58175,47.3198,15.90885,13.83215,12.8869,6.9568,61.5339,21.30925,30.01085,0.1866,4.87485,2.9528,5.65425,16.5539
2018-02-27,5.34570067464839,11.525878,4.2612404195435,5.46135,2.10524506520519,5.34105,2.9484,9.3209,37.01915,72.1518,4.1411,14.6978,28.1819,14.18345,12.15215,10.4206,6.185,48.00355,13.81125,25.1614,0.17685,3.77905,2.509,4.49855,14.4641
2018-02-28,4.41741294747489,11.07282,3.52127059617548,4.79955,1.73966657967746,4.19425,2.42575,7.0701,28.2399,46.9635,3.65425,12.49795,33.5183,12.2192,10.09295,9.2917,5.1597,40.56275,12.40365,20.8611,0.13455,3.0409,2.00345,3.76045,12.06085
2018-03-01,5.39947777730931,15.056547,4.304107983115,8.2618,2.12642357610365,6.43245,3.8,12.26775,43.4745,22.3358,4.92895,17.52225,31.82225,18.3535,13.4806,12.69085,7.14285,62.58075,6.12605,32.3327,0.20775,5.11545,2.7891,5.63035,17.2641
2018-03-02,5.69613154038122,12.152787,4.54058082040023,5.69565,2.24325182908524,5.11605,2.8883,9.5983,36.01435,71.45195,4.3983,14.151,42.4273,14.21445,12.1467,10.4733,5.977,50.84635,20.0327,25.8156,0.1447,3.94535,2.49215,4.7268,14.1156
2018-03-03,5.4218072033251,12.546178,4.32190753054101,6.05485,2.13521735577626,5.3317,3.24485,10.4159,38.07345,69.19385,4.5274,14.4093,25.9919,14.5833,11.4703,10.59855,6.2535,49.36455,14.9322,26.8307,0.21475,4.43955,2.45265,5.0709,15.06185
2018-03-04,5.48193965441218,16.748856,4.36984115920707,9.1263,2.15889873144889,6.2031,3.5808,13.2724,44.44755,22.79405,5.4932,17.2454,33.26425,19.13035,12.93265,13.5523,7.4838,58.345,5.86725,32.52825,0.2067,5.45115,2.77785,6.25895,18.2456
2018-03-05,6.62245270475331,13.52701,5.27898302945407,6.5018,2.60805584239969,6.3148,3.72285,11.32905,42.2242,85.686,4.70965,16.75135,46.5252,16.1104,14.57055,12.17295,6.92455,60.4551,20.9842,30.10425,0.1784,4.67445,2.8962,5.4414,16.99965
2018-03-06,5.38719719608916,12.158379,4.29431871277314,5.64505,2.12158723479218,5.1663,3.151,9.6058,37.1839,69.7667,4.4705,14.545,30.9776,14.06235,12.04845,10.04055,6.41915,48.29325,13.7915,25.54695,0.2058,3.82345,2.64295,4.5485,14.72805
2018-03-07,5.02674963998606,13.178789,4.00699366622192,6.06535,1.97963569561415,4.9779,2.926,9.152,34.93595,47.2417,4.4749,14.568,35.3334,14.63355,11.60105,10.46445,6.25675,47.3474,12.1713,25.50865,0.18035,3.68935,2.49125,4.33595,13.94815
2018-03-08,4.61555787557896,11.10791,3.67921867968282,6.1524,1.81770006068862,4.8171,2.7052,8.80985,32.1568,44.65595,3.6569,13.25905,23.5895,13.33955,11.0586,9.5957,5.3651,48.5804,13.0686,23.5084,0.12885,3.60335,2.1174,4.2448,13.3361
2018-03-09,4.98521483284862,11.067059,3.97388485415705,5.39445,1.96327844834533,4.75985,2.65975,8.58185,32.74845,58.1204,3.881,12.68375,38.9361,12.69225,11.42045,9.76,5.37825,45.95255,12.26655,23.06325,0.1782,3.6433,2.27485,4.49075,12.83975
2018-03-10,4.91709903408472,11.805709,3.91958742664137,5.74125,1.93645306886042,4.9651,3.0408,9.6586,35.38525,53.69405,4.15385,13.57205,24.22425,13.43895,11.29145,10.0619,5.7604,46.84485,14.7031,25.59085,0.1616,3.8971,2.29225,4.6012,13.49775
2018-03-11,5.75766958155493,17.747477,4.58963489288741,9.65765,2.26748675456802,6.58415,3.81165,14.2542,46.45015,23.3085,5.89535,18.4498,34.2665,19.86395,13.5113,13.95995,7.8759,62.17825,6.49145,33.9362,0.2416,5.91345,2.70615,6.4498,19.25585
2018-03-12,6.41190046189668,13.364146,5.11114465198165,6.35215,2.52513610984826,6.1934,3.47995,10.5012,40.31465,84.63995,4.54625,16.133,45.3026,15.41815,13.66595,12.0484,6.65895,57.50845,21.91845,28.46405,0.19605,4.4639,2.816,5.3163,15.8688
2018-03-13,5.37816183345253,11.820389,4.28711631690107,5.5528,2.11802892620724,5.21865,2.8388,9.31515,37.0644,71.01575,4.20535,14.21115,30.1515,14.5036,12.05695,10.2479,6.20195,49.04355,13.61265,25.2171,0.1985,3.922,2.67215,4.5935,14.57235
2018-03-14,5.21225301406315,13.825938,4.15486473564557,6.3733,2.0526906769203,5.1393,2.98225,9.91905,35.7725,49.3885,4.51985,15.0709,37.0515,15.40035,11.99435,10.38845,6.4694,49.2849,12.56805,26.21315,0.1178,3.69155,2.35845,4.683,14.281
2018-03-15,4.46923252207929,10.421589,3.56257774733623,5.73265,1.76007417642793,4.63645,2.5976,8.05545,30.5604,46.30285,3.34325,12.29025,25.282,12.60965,10.8789,9.0759,5.1581,46.4434,12.31955,22.0962,0.1376,3.25825,2.05735,3.9402,12.18535
2018-03-16,5.1652969275677,11.58578,4.11743443681367,5.74725,2.03419842017187,4.84575,2.7647,9.51635,33.84195,59.7785,4.17225,13.4286,39.59025,13.37635,11.9115,10.01775,5.91365,47.48145,12.0845,23.8745,0.174,3.88865,2.3311,4.6187,13.5096
2018-03-17,4.90115275571009,11.876637,3.90687610401279,5.5446,1.93017310185519,4.90965,2.8058,9.75195,35.11125,52.51465,4.3422,13.69175,24.3211,13.80105,10.95855,9.8862,5.8089,46.47395,15.19235,25.14705,0.1611,3.8875,2.3047,4.9743,13.88455
2018-03-18,5.43836226906431,16.782769,4.3351041383516,9.12485,2.14173707556097,5.9499,3.64345,13.18975,42.43925,21.4508,5.6728,17.4436,35.38265,18.54155,12.6448,13.5503,7.5051,58.2787,5.66205,32.11085,0.2372,5.7517,2.7077,6.0017,18.06265
2018-03-19,6.16207299387417,12.60301,4.91199865233779,6.27585,2.42674899911807,5.75085,3.25085,10.11105,38.2376,85.48015,4.22505,14.81385,43.22525,14.477,13.0901,11.2178,6.98315,54.8442,20.86615,26.7829,0.2012,4.29225,2.74365,5.01605,14.50645
2018-03-20,5.05684306242828,11.021439,4.03098216013093,5.3731,1.99148709413934,4.76075,2.8111,8.67755,33.778,68.40265,3.9649,13.2451,28.3775,12.81,11.4183,9.4367,8.34185,45.6438,12.7469,23.22765,0.16915,3.45495,2.32625,4.22575,13.21735
2018-03-21,4.61676246189711,11.786857,3.68017889654121,5.3777,1.81817445114858,4.5459,2.5153,7.7357,30.05755,47.3779,4.054,12.8249,35.6506,12.99405,10.6984,9.37925,7.20755,41.69855,11.57005,21.71695,0.13515,3.1482,2.1955,4.1057,12.15975
2018-03-22,4.84668607807698,11.837348,3.86345885670055,6.55655,1.9087230223831,5.05325,2.90705,9.51945,33.5229,45.43675,3.9026,13.3381,26.35997,14.12725,11.74535,10.34325,6.52545,50.8424,12.1842,25.3607,0.1681,3.814,2.39025,4.401,13.48715
2018-03-23,4.8608879402661,10.741789,3.8747796456628,5.21925,1.91431600300623,4.71545,2.4164,8.47545,31.77165,56.09315,3.7882,12.5309,37.8673,12.1726,11.01865,10.0087,5.24735,44.74075,12.4707,22.46875,0.12745,3.76925,2.1882,4.3118,12.5989
2018-03-24,4.83286972922393,11.521159,3.85244537357338,5.69385,1.90328186471036,4.74175,2.693,9.11285,34.7952,54.4649,4.08275,13.32995,25.0808,13.2318,10.27535,9.7231,5.6734,45.2983,14.73625,23.9885,0.16325,3.86155,2.15495,4.797,13.5088
2018-03-25,5.7323611607713,17.762556,4.56946068707947,9.73725,2.257519786493,6.2338,3.819,13.5444,45.11875,22.73055,5.8662,18.05955,37.01645,19.7316,13.44695,14.35295,8.21635,61.01095,6.2247,33.5431,0.2137,5.91975,3.00475,6.5789,19.03835
2018-03-26,6.35458299020892,13.815938,5.06545493945056,6.38065,2.50256333000802,6.17475,3.48425,10.551,40.1185,82.8542,4.62025,15.8863,43.43415,15.64925,13.63255,12.0671,6.67225,57.6687,21.4651,28.3279,0.18235,4.5171,2.8249,5.4436,15.68865
2018-03-27,5.35641467743902,11.50831,4.26978091676271,5.7337,2.10946445624041,5.19435,2.87715,9.29585,35.8465,71.9916,4.1075,14.59745,31.6454,13.63325,11.9683,10.40335,6.19615,48.6731,12.90655,25.00145,0.19095,3.73265,2.6673,4.4692,14.18795
2018-03-28,5.22702570224436,13.91822,4.16664054948446,6.27835,2.0585084603665,5.22235,2.8785,8.8813,35.36315,50.79345,4.3485,14.91995,38.6312,14.80415,11.91725,11.0713,6.5506,48.9146,12.92525,26.04765,0.1456,3.8298,2.44235,4.60025,13.9663
2018-03-29,4.86636098794005,11.716319,3.87914239872096,6.4022,1.9164713998959,5.337,2.6931,9.00975,33.5663,46.1674,3.9843,13.7446,27.965,13.8791,12.05995,10.09935,5.69825,51.14815,12.5062,24.7377,0.13915,3.7801,2.38315,4.48515,13.5948
2018-03-30,5.10181060929845,11.187539,4.06682732617243,5.3209,2.00919622375668,4.75745,2.7619,9.35525,33.2836,59.53215,3.8054,12.74845,40.71505,13.0056,11.40815,9.80275,5.5991,46.9544,12.50325,23.7047,0.17135,3.7315,2.19505,4.5687,13.23015
2018-03-31,5.03557142743141,11.85005,4.01402581402119,6.11985,1.9831098939683,5.08695,3.0656,9.62305,36.17345,55.56985,4.16715,13.98225,25.9606,13.7927,11.2561,10.292,5.98215,47.54695,14.8083,25.20035,0.18175,4.08375,2.39455,4.79485,14.12115
2018-04-01,5.59769362429966,16.95528,4.46211259848656,9.6433,2.20448498640687,6.37355,3.70875,13.3727,45.592349,22.3615,5.79345,17.17085,35.56455,19.22385,12.76315,14.33685,7.6051,59.8066,6.1628,32.97255,0.2249,5.8136,2.86525,6.40915,17.73075
2018-04-02,6.45593061923692,13.9588,5.14624259284222,7.03305,2.54247607650602,6.3494,3.55485,10.66505,41.1665,86.96315,4.80805,16.5442,39.0728,15.50315,14.11705,12.1122,6.73715,59.12515,21.48595,28.9715,0.1779,4.54505,2.93605,5.71505,16.47965
2018-04-03,5.36479022570752,12.188077,4.27645735208705,5.96435,2.11276291657963,5.19055,3.0547,9.27695,36.4383,72.50715,4.0573,14.47665,29.86315,14.20705,12.13445,10.0694,6.22525,48.3603,12.49795,25.34755,0.1529,3.80975,2.6112,4.8953,14.04205
2018-04-04,5.00556192773049,12.776384,3.99010421779297,6.64995,1.97129154591633,4.79955,2.91165,8.57,33.4898,51.3509,4.4215,13.90485,36.55505,14.50525,11.2676,10.3095,5.79515,46.3556,12.1721,23.97385,0.2034,3.42525,2.4288,4.92955,13.3146
2018-04-05,4.02508324388415,9.38321,3.20853120194474,5.5813,1.58515920586679,4.13435,2.1903,7.305,26.6727,42.17535,3.02025,11.04495,23.6215,11.26055,9.74265,8.188,4.3819,41.2672,11.8652,19.0682,0.12215,2.97835,1.9575,4.0041,10.65955
2018-04-06,4.85933655874078,11.163737,3.87354298651105,5.93255,1.91370503757827,4.7193,2.6266,8.7185,31.95785,53.3735,4.09645,12.48665,37.0219,12.67015,11.2395,9.92565,5.4348,45.80725,11.21985,22.7828,0.17125,3.6306,2.22125,4.96745,12.4746
2018-04-07,4.71710837710046,11.483058,3.76016804966168,6.18595,1.85769270247852,4.6682,2.7208,8.7268,32.3974,54.3059,3.8256,12.7843,24.1811,13.0404,10.18095,9.50595,5.27865,44.40725,14.3032,23.4939,0.1416,3.55465,2.1265,5.08745,13.0333
2018-04-08,4.99397282109554,15.439689,3.98086614543822,9.5205,1.96672752128452,5.6762,3.4674,11.70355,38.67495,19.89075,4.84135,15.7897,31.1273,18.0869,11.3541,12.5966,6.90925,52.764,5.44035,29.6388,0.1609,5.26,2.51615,6.41435,16.0871
2018-04-09,6.4848728298538,14.343329,5.16931341652235,7.38735,2.55387410452623,6.6678,3.5342,11.05115,41.82065,81.44345,4.8494,16.6006,40.08518,16.43765,14.3668,12.7675,6.9297,60.29075,20.87425,30.0649,0.20305,4.7191,3.1018,6.187,16.1701
2018-04-10,4.94008357949009,10.720809,3.93790919208751,5.3911,1.94550484780122,4.84595,2.74165,8.31475,33.23545,66.627,3.87065,12.92715,29.19195,13.04055,11.2576,9.4647,5.6372,43.6343,13.01895,22.43535,0.1593,3.4053,2.45935,4.4493,13.0422
2018-04-11,5.18208995458734,13.448079,4.13082073168087,7.1985,2.04081185392259,5.44945,2.9624,9.1364,35.3857,48.77225,4.44065,14.8175,37.51985,14.84325,12.4847,10.9243,6.5243,48.9584,12.3272,25.069,0.1657,3.68735,2.47125,5.1414,13.81285
2018-04-12,4.70852167834999,11.824219,3.75332329908305,6.6033,1.85431108680809,5.08605,2.84985,8.9336,32.7209,45.29875,3.77815,12.84015,24.8254,13.271,11.57575,10.04155,5.57915,48.9445,12.8534,24.0659,0.1569,3.6945,2.28135,4.71635,12.9362
2018-04-13,4.90185301793604,10.539829,3.9074343069282,5.63855,1.93044887928556,4.89945,2.637,8.44425,32.00715,56.3991,3.6888,12.4556,38.2562,12.5631,11.1798,9.5456,5.41175,45.81135,12.45335,22.21375,0.16195,3.7326,2.26675,4.7869,12.3023
2018-04-14,4.34540448641001,9.97282,3.46387019471006,5.9774,1.71130819103277,4.3578,2.49555,7.89085,29.97905,49.62515,3.5022,11.5093,23.52715,12.1388,9.66775,8.62335,5.06425,39.75905,13.77505,21.60305,0.12855,3.4126,1.9732,4.8356,11.54655
2018-04-15,5.62505172753756,17.121667,4.48392067612028,9.86695,2.21525916089593,6.3316,3.78795,13.39715,43.96845,23.11755,5.4895,17.6835,35.23025,19.80135,13.70385,14.27105,7.5511,59.4033,6.30035,33.3643,0.2333,5.5729,2.9903,7.12,17.9159
2018-04-16,6.33390733949372,13.483189,5.04897367274856,7.3483,2.49442084050342,6.1525,3.4468,10.19835,39.918,83.7872,4.516,15.96175,39.57075,15.7522,14.64995,11.8762,6.7855,58.1719,21.33025,28.3482,0.16455,4.55785,2.76775,5.8014,15.5321
2018-04-17,5.11579146772829,11.49375,4.07797194549683,5.7846,2.01470216862866,5.07845,2.9019,8.51555,34.4163,67.7204,3.77835,13.35565,29.74275,13.4652,12.6709,10.2726,5.8732,45.86045,11.80745,23.962,0.2345,3.4549,2.6379,4.7972,13.42365
2018-04-18,4.8869757738184,12.624327,3.89557514798461,6.55325,1.9245899195965,4.8982,2.85755,8.45215,33.0376,47.77995,3.9034,13.6872,34.88195,14.2401,12.7037,9.92965,5.7961,45.51,11.9974,23.58425,0.21975,3.4431,2.2996,4.9379,13.0947
2018-04-19,4.72428091433967,11.30483,3.76588552384412,6.5962,1.86051739273839,4.75795,2.70405,8.94395,32.50745,45.3818,3.03225,13.03725,26.97365,13.32235,14.70665,9.81505,5.3546,48.85655,11.7114,23.53525,0.1523,3.56485,2.26925,4.8153,12.5544
2018-04-20,4.95052913452783,11.203299,3.94623570044263,5.81245,1.94961851868086,5.09345,2.72915,8.34665,32.68655,57.1076,3.2864,12.46165,38.14345,12.78605,11.23085,10.19195,5.5087,45.43145,12.22766,22.86475,0.1474,3.70495,2.2966,4.8091,12.4768
2018-04-21,5.07735531553528,12.081058,4.04733317702381,6.4612,1.99956523436043,5.0588,3.03175,9.4564,36.044,54.59835,3.32805,13.53905,31.0678,14.0819,11.43445,10.2295,6.03855,47.9098,13.9861,24.8722,0.1711,4.0064,2.199,5.3839,13.77955
2018-04-22,4.94237849735272,15.154905,3.93973854942548,8.7656,1.94640863288,5.4944,3.4066,11.23155,39.74665,20.41835,3.9274,15.401,32.33335,17.2315,12.21765,12.28815,6.6642,53.1698,4.87665,27.72975,0.1684,4.91825,2.54925,6.23495,16.0908
2018-04-23,5.30922798101111,11.34694,4.23216679088452,6.3994,2.0908813806355,5.0559,2.7532,8.4427,32.6145,76.66285,3.0148,12.9336,33.85223,12.462,11.77775,9.8639,5.06725,48.7335,16.1965,23.0963,0.14895,3.6939,2.27895,5.0758,12.30175
2018-04-24,5.76423609590705,12.885159,4.59486928554719,7.0515,2.27007278075556,6.0327,3.4253,10.03975,41.08145,68.324,3.97805,16.0153,31.09515,16.26375,14.1443,11.8466,7.16585,52.9384,12.89965,28.74505,0.23755,4.32725,2.98015,5.65685,16.1007
2018-04-25,5.17242076984863,13.401979,4.12311309458325,6.80625,2.0370039333721,5.4403,2.9935,9.0823,36.15945,51.0129,3.77185,14.5537,36.60452,15.0582,12.1015,10.97565,6.4926,48.3485,11.9787,25.28525,0.1329,3.91745,2.31995,5.1156,13.36135
2018-04-26,4.70777357058622,11.363479,3.75272695685681,6.6775,1.85401646683705,5.21375,2.7874,8.7238,32.7974,45.786,3.0618,13.13455,24.82395,13.80015,11.88145,10.0451,5.29735,49.26805,12.4087,23.99415,0.13695,3.73055,2.26965,4.7911,12.83565
