"date","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구"
2018-03-16,NA,11.58578,NA,5.74725,NA,4.84575,2.7647,9.51635,33.84195,59.7785,4.17225,13.4286,39.59025,13.37635,11.9115,10.01775,5.91365,47.48145,12.0845,23.8745,0.174,3.88865,2.3311,4.6187,13.5096
2018-03-17,NA,11.876637,NA,5.5446,NA,4.90965,2.8058,9.75195,35.11125,52.51465,4.3422,13.69175,24.3211,13.80105,10.95855,9.8862,5.8089,46.47395,15.19235,25.14705,0.1611,3.8875,2.3047,4.9743,13.88455
2018-03-18,NA,16.782769,NA,9.12485,NA,5.9499,3.64345,13.18975,42.43925,21.4508,5.6728,17.4436,35.38265,18.54155,12.6448,13.5503,7.5051,58.2787,5.66205,32.11085,0.2372,5.7517,2.7077,6.0017,18.06265
2018-03-19,NA,12.60301,NA,6.27585,NA,5.75085,3.25085,10.11105,38.2376,85.48015,4.22505,14.81385,43.22525,14.477,13.0901,11.2178,6.98315,54.8442,20.86615,26.7829,0.2012,4.29225,2.74365,5.01605,14.50645
2018-03-20,NA,11.021439,NA,5.3731,NA,4.76075,2.8111,8.67755,33.778,68.40265,3.9649,13.2451,28.3775,12.81,11.4183,9.4367,8.34185,45.6438,12.7469,23.22765,0.16915,3.45495,2.32625,4.22575,13.21735
2018-03-21,NA,11.786857,NA,5.3777,NA,4.5459,2.5153,7.7357,30.05755,47.3779,4.054,12.8249,35.6506,12.99405,10.6984,9.37925,7.20755,41.69855,11.57005,21.71695,0.13515,3.1482,2.1955,4.1057,12.15975
2018-03-22,NA,11.837348,NA,6.55655,NA,5.05325,2.90705,9.51945,33.5229,45.43675,3.9026,13.3381,26.35997,14.12725,11.74535,10.34325,6.52545,50.8424,12.1842,25.3607,0.1681,3.814,2.39025,4.401,13.48715
2018-03-23,NA,10.741789,NA,5.21925,NA,4.71545,2.4164,8.47545,31.77165,56.09315,3.7882,12.5309,37.8673,12.1726,11.01865,10.0087,5.24735,44.74075,12.4707,22.46875,0.12745,3.76925,2.1882,4.3118,12.5989
2018-03-24,NA,11.521159,NA,5.69385,NA,4.74175,2.693,9.11285,34.7952,54.4649,4.08275,13.32995,25.0808,13.2318,10.27535,9.7231,5.6734,45.2983,14.73625,23.9885,0.16325,3.86155,2.15495,4.797,13.5088
2018-03-25,NA,17.762556,NA,9.73725,NA,6.2338,3.819,13.5444,45.11875,22.73055,5.8662,18.05955,37.01645,19.7316,13.44695,14.35295,8.21635,61.01095,6.2247,33.5431,0.2137,5.91975,3.00475,6.5789,19.03835
2018-03-26,NA,13.815938,NA,6.38065,NA,6.17475,3.48425,10.551,40.1185,82.8542,4.62025,15.8863,43.43415,15.64925,13.63255,12.0671,6.67225,57.6687,21.4651,28.3279,0.18235,4.5171,2.8249,5.4436,15.68865
2018-03-27,NA,11.50831,NA,5.7337,NA,5.19435,2.87715,9.29585,35.8465,71.9916,4.1075,14.59745,31.6454,13.63325,11.9683,10.40335,6.19615,48.6731,12.90655,25.00145,0.19095,3.73265,2.6673,4.4692,14.18795
2018-03-28,NA,13.91822,NA,6.27835,NA,5.22235,2.8785,8.8813,35.36315,50.79345,4.3485,14.91995,38.6312,14.80415,11.91725,11.0713,6.5506,48.9146,12.92525,26.04765,0.1456,3.8298,2.44235,4.60025,13.9663
2018-03-29,NA,11.716319,NA,6.4022,NA,5.337,2.6931,9.00975,33.5663,46.1674,3.9843,13.7446,27.965,13.8791,12.05995,10.09935,5.69825,51.14815,12.5062,24.7377,0.13915,3.7801,2.38315,4.48515,13.5948
2018-03-30,NA,11.187539,NA,5.3209,NA,4.75745,2.7619,9.35525,33.2836,59.53215,3.8054,12.74845,40.71505,13.0056,11.40815,9.80275,5.5991,46.9544,12.50325,23.7047,0.17135,3.7315,2.19505,4.5687,13.23015
2018-03-31,NA,11.85005,NA,6.11985,NA,5.08695,3.0656,9.62305,36.17345,55.56985,4.16715,13.98225,25.9606,13.7927,11.2561,10.292,5.98215,47.54695,14.8083,25.20035,0.18175,4.08375,2.39455,4.79485,14.12115
2018-04-01,NA,16.95528,NA,9.6433,NA,6.37355,3.70875,13.3727,45.592349,22.3615,5.79345,17.17085,35.56455,19.22385,12.76315,14.33685,7.6051,59.8066,6.1628,32.97255,0.2249,5.8136,2.86525,6.40915,17.73075
2018-04-02,NA,13.9588,NA,7.03305,NA,6.3494,3.55485,10.66505,41.1665,86.96315,4.80805,16.5442,39.0728,15.50315,14.11705,12.1122,6.73715,59.12515,21.48595,28.9715,0.1779,4.54505,2.93605,5.71505,16.47965
2018-04-03,NA,12.188077,NA,5.96435,NA,5.19055,3.0547,9.27695,36.4383,72.50715,4.0573,14.47665,29.86315,14.20705,12.13445,10.0694,6.22525,48.3603,12.49795,25.34755,0.1529,3.80975,2.6112,4.8953,14.04205
2018-04-04,NA,12.776384,NA,6.64995,NA,4.79955,2.91165,8.57,33.4898,51.3509,4.4215,13.90485,36.55505,14.50525,11.2676,10.3095,5.79515,46.3556,12.1721,23.97385,0.2034,3.42525,2.4288,4.92955,13.3146
2018-04-05,NA,9.38321,NA,5.5813,NA,4.13435,2.1903,7.305,26.6727,42.17535,3.02025,11.04495,23.6215,11.26055,9.74265,8.188,4.3819,41.2672,11.8652,19.0682,0.12215,2.97835,1.9575,4.0041,10.65955
2018-04-06,NA,11.163737,NA,5.93255,NA,4.7193,2.6266,8.7185,31.95785,53.3735,4.09645,12.48665,37.0219,12.67015,11.2395,9.92565,5.4348,45.80725,11.21985,22.7828,0.17125,3.6306,2.22125,4.96745,12.4746
2018-04-07,NA,11.483058,NA,6.18595,NA,4.6682,2.7208,8.7268,32.3974,54.3059,3.8256,12.7843,24.1811,13.0404,10.18095,9.50595,5.27865,44.40725,14.3032,23.4939,0.1416,3.55465,2.1265,5.08745,13.0333
2018-04-08,NA,15.439689,NA,9.5205,NA,5.6762,3.4674,11.70355,38.67495,19.89075,4.84135,15.7897,31.1273,18.0869,11.3541,12.5966,6.90925,52.764,5.44035,29.6388,0.1609,5.26,2.51615,6.41435,16.0871
