"Month","gu","disq_t"
2018-12-01,"성동구",425.30665
2019-01-01,"성동구",401.35975
2019-02-01,"성동구",384.09465
2019-03-01,"성동구",378.77055
2019-04-01,"성동구",370.7974
2019-05-01,"성동구",422.4895
2019-06-01,"성동구",454.17795
2019-07-01,"성동구",486.44085
2019-08-01,"성동구",457.67125
2019-09-01,"성동구",447.08295
2019-10-01,"성동구",407.55995
2019-11-01,"성동구",441.68005
2019-12-01,"성동구",447.918347
2020-01-01,"성동구",479.129043
2020-02-01,"성동구",446.863317
2020-03-01,"성동구",472.294599
2020-04-01,"성동구",440.20895
2020-05-01,"성동구",500.925948
2020-06-01,"성동구",523.84195
2020-07-01,"성동구",547.288545
2015-02-01,"성북구",78.6873
2015-03-01,"성북구",81.70365
2015-04-01,"성북구",76.63725
2015-05-01,"성북구",92.81135
2015-06-01,"성북구",119.14385
2015-07-01,"성북구",135.39775
2015-08-01,"성북구",129.8149
2015-09-01,"성북구",126.7683
2015-10-01,"성북구",121.51985
2015-11-01,"성북구",134.77885
2015-12-01,"성북구",123.8906
2016-01-01,"성북구",115.66215
2016-02-01,"성북구",120.6591
2016-03-01,"성북구",112.30065
2016-04-01,"성북구",107.9715
2016-05-01,"성북구",127.2978
2016-06-01,"성북구",134.61615
2016-07-01,"성북구",145.77015
2016-08-01,"성북구",151.87595
2016-09-01,"성북구",168.47855
2016-10-01,"성북구",162.67115
2016-11-01,"성북구",178.51105
2016-12-01,"성북구",163.81795
2017-01-01,"성북구",166.64635
2017-02-01,"성북구",140.52855
2017-03-01,"성북구",146.43515
2017-05-01,"성북구",170.75745
2017-06-01,"성북구",174.9957
2017-07-01,"성북구",194.7185
2017-08-01,"성북구",172.4171
2017-09-01,"성북구",170.17675
2017-10-01,"성북구",193.72085
2017-11-01,"성북구",208.45585
2017-12-01,"성북구",198.14365
2018-01-01,"성북구",188.2543
2018-02-01,"성북구",182.4217
2018-03-01,"성북구",199.4469
2018-04-01,"성북구",182.05645
2018-05-01,"성북구",199.926
2018-06-01,"성북구",218.20065
2018-07-01,"성북구",240.60725
2018-08-01,"성북구",203.225527
2018-09-01,"성북구",203.656721
2018-10-01,"성북구",194.371062
2018-11-01,"성북구",215.49715
2018-12-01,"성북구",202.6235
2019-01-01,"성북구",191.8669
2019-02-01,"성북구",186.444289
2019-03-01,"성북구",184.274767
2019-04-01,"성북구",175.565676
2019-05-01,"성북구",199.328709
2019-06-01,"성북구",213.393714
2019-07-01,"성북구",298.119636
2019-08-01,"성북구",285.937434
2019-09-01,"성북구",289.102112
2019-10-01,"성북구",255.297797
2019-11-01,"성북구",283.069462
2019-12-01,"성북구",265.474696
2020-01-01,"성북구",277.48987
2020-02-01,"성북구",277.310556
2020-03-01,"성북구",323.848016
2020-04-01,"성북구",308.688407
2020-05-01,"성북구",355.901676
2020-06-01,"성북구",376.884218
2020-07-01,"성북구",387.318308
2015-02-01,"송파구",951.61695
2015-03-01,"송파구",1021.37875
2015-04-01,"송파구",1050.77005
2015-05-01,"송파구",1367.00105
2015-06-01,"송파구",1654.82465
2015-07-01,"송파구",1844.62485
2015-08-01,"송파구",1792.28485
2015-09-01,"송파구",1687.0567
2015-10-01,"송파구",1637.81005
2015-11-01,"송파구",1824.875
2015-12-01,"송파구",1697.33925
2016-01-01,"송파구",1560.32621
2016-02-01,"송파구",1541.19625
2016-03-01,"송파구",1484.7766
2016-04-01,"송파구",1421.23275
2016-05-01,"송파구",1637.17945
2016-06-01,"송파구",1730.0483
2016-07-01,"송파구",1854.82985
2016-08-01,"송파구",1725.1054
2016-09-01,"송파구",1658.78895
2016-10-01,"송파구",1571.82715
2016-11-01,"송파구",1689.6194
2016-12-01,"송파구",1578.555
2017-01-01,"송파구",1571.0747
2017-02-01,"송파구",1340.065378
2017-03-01,"송파구",1431.510477
2017-05-01,"송파구",1648.83465
2017-06-01,"송파구",1701.37115
2017-07-01,"송파구",1885.18547
2017-08-01,"송파구",1687.3934
2017-09-01,"송파구",1535.58246
2017-10-01,"송파구",1680.94265
2017-11-01,"송파구",1751.2334
2017-12-01,"송파구",1657.3854
2018-01-01,"송파구",1573.3786
2018-02-01,"송파구",1470.12505
2018-03-01,"송파구",1580.2877
2018-04-01,"송파구",1492.00601
2018-05-01,"송파구",1633.99275
2018-06-01,"송파구",1787.25765
2018-07-01,"송파구",1967.0653
2018-08-01,"송파구",1698.0408
2018-09-01,"송파구",1637.528749
2018-10-01,"송파구",1576.511589
2018-11-01,"송파구",1771.638199
2018-12-01,"송파구",1669.451349
2019-01-01,"송파구",1588.41339
2019-02-01,"송파구",1504.18465
2019-03-01,"송파구",1542.186
2019-04-01,"송파구",1514.53625
2019-05-01,"송파구",1718.594597
2019-06-01,"송파구",1836.416698
2019-07-01,"송파구",1988.182249
2019-08-01,"송파구",1840.690757
2019-09-01,"송파구",1768.016299
2019-10-01,"송파구",1623.612779
2019-11-01,"송파구",1770.856107
2019-12-01,"송파구",1696.102398
2020-01-01,"송파구",1716.074849
2020-02-01,"송파구",1621.872609
2020-03-01,"송파구",1726.465046
2020-04-01,"송파구",1624.373849
2020-05-01,"송파구",1843.766246
2020-06-01,"송파구",1958.394247
2020-07-01,"송파구",2010.454447
2015-02-01,"양천구",270.00215
2015-03-01,"양천구",327.86685
2015-04-01,"양천구",311.78795
2015-05-01,"양천구",312.57535
2015-06-01,"양천구",324.4505
2015-07-01,"양천구",354.6431
2015-08-01,"양천구",357.22475
2015-09-01,"양천구",341.85675
2015-10-01,"양천구",368.3656
2015-11-01,"양천구",386.0131
2015-12-01,"양천구",397.56695
2016-01-01,"양천구",350.2219
2016-02-01,"양천구",330.3371
2016-03-01,"양천구",355.5795
2016-04-01,"양천구",339.77825
2016-05-01,"양천구",360.48315
2016-06-01,"양천구",372.2177
2016-07-01,"양천구",401.24735
2016-08-01,"양천구",398.8871
2016-09-01,"양천구",356.66275
2016-10-01,"양천구",370.89185
2016-11-01,"양천구",375.29785
2016-12-01,"양천구",399.8675
2017-01-01,"양천구",366.262215
2017-02-01,"양천구",342.1938
2017-03-01,"양천구",360.91475
2017-05-01,"양천구",378.216185
2017-06-01,"양천구",384.5938
2017-07-01,"양천구",394.289
2017-08-01,"양천구",401.94885
2017-09-01,"양천구",368.3516
2017-10-01,"양천구",373.83456
2017-11-01,"양천구",378.1611
2017-12-01,"양천구",381.73285
2018-01-01,"양천구",398.91275
2018-02-01,"양천구",361.22258
2018-03-01,"양천구",411.7061
2018-04-01,"양천구",379.86396
2018-05-01,"양천구",408.94645
2018-06-01,"양천구",453.553
2018-07-01,"양천구",536.10585
2018-08-01,"양천구",535.49095
2018-09-01,"양천구",496.9832
2018-10-01,"양천구",501.0157
2018-11-01,"양천구",532.29275
2018-12-01,"양천구",523.8057
2019-01-01,"양천구",540.1468325
2019-02-01,"양천구",444.965099
2019-03-01,"양천구",390.44735
2019-04-01,"양천구",390.152035
2019-05-01,"양천구",417.584249
2019-06-01,"양천구",431.2704
2019-07-01,"양천구",476.758
2019-08-01,"양천구",448.7599
2019-09-01,"양천구",400.206899
2019-10-01,"양천구",410.720999
2019-11-01,"양천구",381.346349
2019-12-01,"양천구",409.32055
2020-01-01,"양천구",401.047597
2020-02-01,"양천구",400.37637
2020-03-01,"양천구",391.9553
2020-04-01,"양천구",385.711048
2020-05-01,"양천구",448.898748
2020-06-01,"양천구",450.142589
2020-07-01,"양천구",488.775497
2015-02-01,"영등포구",792.30295
2015-03-01,"영등포구",818.56775
2015-04-01,"영등포구",771.4451
2015-05-01,"영등포구",851.8225
2015-06-01,"영등포구",962.0914
2015-07-01,"영등포구",1013.425
2015-08-01,"영등포구",967.8361
2015-09-01,"영등포구",922.9322
2015-10-01,"영등포구",885.41095
2015-11-01,"영등포구",981.0018
2015-12-01,"영등포구",912.1496
2016-01-01,"영등포구",838.969
2016-02-01,"영등포구",842.81125
2016-03-01,"영등포구",806.369
2016-04-01,"영등포구",776.4592
2016-05-01,"영등포구",899.012
2016-06-01,"영등포구",946.06755
2016-07-01,"영등포구",1025.5702
2016-08-01,"영등포구",947.4232
2016-09-01,"영등포구",909.4319
2016-10-01,"영등포구",860.54805
2016-11-01,"영등포구",922.65215
2016-12-01,"영등포구",845.3479
2017-01-01,"영등포구",846.27095
2017-02-01,"영등포구",714.3951
2017-03-01,"영등포구",759.9259
2017-05-01,"영등포구",869.15895
2017-06-01,"영등포구",887.6262
2017-07-01,"영등포구",987.4707
2017-08-01,"영등포구",872.6046
2017-09-01,"영등포구",802.8088
2017-10-01,"영등포구",895.59795
2017-11-01,"영등포구",916.07
2017-12-01,"영등포구",854.446349
2018-01-01,"영등포구",798.86615
2018-02-01,"영등포구",759.633
2018-03-01,"영등포구",817.997
2018-04-01,"영등포구",766.4774
2018-05-01,"영등포구",826.562399
2018-06-01,"영등포구",905.24635
2018-07-01,"영등포구",991.8267
2018-08-01,"영등포구",853.78595
2018-09-01,"영등포구",840.15515
2018-10-01,"영등포구",793.9112
2018-11-01,"영등포구",894.37555
2018-12-01,"영등포구",838.79045
2019-01-01,"영등포구",783.0416
2019-02-01,"영등포구",756.787549
2019-03-01,"영등포구",745.1869
2019-04-01,"영등포구",733.2095
2019-05-01,"영등포구",830.62435
2019-06-01,"영등포구",892.316148
2019-07-01,"영등포구",961.756249
2019-08-01,"영등포구",886.990677
2019-09-01,"영등포구",866.538989
2019-10-01,"영등포구",780.017016
2019-11-01,"영등포구",865.320035
2019-12-01,"영등포구",818.809616
2020-01-01,"영등포구",845.098344
2020-02-01,"영등포구",772.740332
2020-03-01,"영등포구",822.808645
2020-04-01,"영등포구",770.79948
2020-05-01,"영등포구",892.108403
2020-06-01,"영등포구",954.763059
2020-07-01,"영등포구",982.443538
2015-02-01,"용산구",8.21475
2015-03-01,"용산구",8.227
2015-04-01,"용산구",7.68875
2015-05-01,"용산구",8.59075
2015-06-01,"용산구",9.6406
2015-07-01,"용산구",9.90535
2015-08-01,"용산구",9.681
2015-09-01,"용산구",8.75595
2015-10-01,"용산구",6.7075
2015-11-01,"용산구",6.83775
2015-12-01,"용산구",6.57505
2016-01-01,"용산구",6.0552
2016-02-01,"용산구",6.1387
2016-03-01,"용산구",5.7614
2016-04-01,"용산구",5.54135
2016-05-01,"용산구",6.458
2016-06-01,"용산구",6.8011
2016-07-01,"용산구",7.65925
2016-08-01,"용산구",6.90895
2016-09-01,"용산구",6.37175
2016-10-01,"용산구",5.9856
2016-11-01,"용산구",6.3134
2016-12-01,"용산구",5.9691
2017-01-01,"용산구",5.8507
2017-02-01,"용산구",4.9925
2017-03-01,"용산구",5.09225
2017-05-01,"용산구",5.92595
2017-06-01,"용산구",6.1569
2017-07-01,"용산구",6.67865
2017-08-01,"용산구",5.7426
2017-09-01,"용산구",5.24255
2017-10-01,"용산구",6.0783
2017-11-01,"용산구",5.97985
2017-12-01,"용산구",5.7239
2018-01-01,"용산구",5.4403
2018-02-01,"용산구",5.19345
2018-03-01,"용산구",5.4601
2018-04-01,"용산구",5.15465
2018-05-01,"용산구",5.6064
2018-06-01,"용산구",5.98895
2018-07-01,"용산구",6.6432
2018-08-01,"용산구",5.5432
2018-09-01,"용산구",5.6318
2018-10-01,"용산구",5.3565
2018-11-01,"용산구",5.9068
2018-12-01,"용산구",5.6177
2019-01-01,"용산구",5.43085
2019-02-01,"용산구",5.15855
2019-03-01,"용산구",5.27915
2019-04-01,"용산구",4.90725
2019-05-01,"용산구",5.6902
2019-06-01,"용산구",5.88395
2019-07-01,"용산구",6.6413
2019-08-01,"용산구",6.11035
2019-09-01,"용산구",6.05
2019-10-01,"용산구",5.4875
2019-11-01,"용산구",5.5879
2019-12-01,"용산구",6.171
2020-01-01,"용산구",16.0204
2020-02-01,"용산구",15.581498
2020-03-01,"용산구",16.604949
2020-04-01,"용산구",15.61935
2020-05-01,"용산구",18.1695
2020-06-01,"용산구",18.953799
2020-07-01,"용산구",19.788948
2015-02-01,"은평구",NA
2015-03-01,"은평구",NA
2015-04-01,"은평구",NA
2015-05-01,"은평구",NA
2015-06-01,"은평구",NA
2015-07-01,"은평구",NA
2015-08-01,"은평구",NA
2015-09-01,"은평구",NA
2015-10-01,"은평구",NA
2015-11-01,"은평구",NA
2015-12-01,"은평구",13.10915
2016-01-01,"은평구",13.57375
2016-02-01,"은평구",13.6617
2016-03-01,"은평구",12.8562
2016-04-01,"은평구",12.20615
2016-05-01,"은평구",14.76525
2016-06-01,"은평구",15.42625
2016-07-01,"은평구",16.6613
2016-08-01,"은평구",15.1427
2016-09-01,"은평구",14.4507
2016-10-01,"은평구",16.8948
2016-11-01,"은평구",41.6797
2016-12-01,"은평구",50.5986
2017-01-01,"은평구",54.7864
2017-02-01,"은평구",48.68765
2017-03-01,"은평구",50.883
2017-05-01,"은평구",62.36775
2017-06-01,"은평구",73.3864
2017-07-01,"은평구",91.8212
2017-08-01,"은평구",112.62155
2017-09-01,"은평구",116.99125
2017-10-01,"은평구",135.8326
2017-11-01,"은평구",143.00715
2017-12-01,"은평구",137.2531
2018-01-01,"은평구",128.1936
2018-02-01,"은평구",123.0818
2018-03-01,"은평구",128.99435
2018-04-01,"은평구",121.6044
2018-05-01,"은평구",133.3696
2018-06-01,"은평구",147.0334
2018-07-01,"은평구",162.16327
2018-08-01,"은평구",140.85796
2018-09-01,"은평구",139.83325
2018-10-01,"은평구",142.04039
2018-11-01,"은평구",164.07405
2018-12-01,"은평구",159.25265
2019-01-01,"은평구",158.03225
2019-02-01,"은평구",153.59475
2019-03-01,"은평구",153.1103
2019-04-01,"은평구",146.71125
2019-05-01,"은평구",170.72295
2019-06-01,"은평구",186.702361
2019-07-01,"은평구",201.242842
2019-08-01,"은평구",197.324247
2019-09-01,"은평구",214.300705
2019-10-01,"은평구",191.4303
2019-11-01,"은평구",208.3728
2019-12-01,"은평구",198.7972
2020-01-01,"은평구",203.28605
2020-02-01,"은평구",189.8841
2020-03-01,"은평구",202.834378
2020-04-01,"은평구",187.40165
2020-05-01,"은평구",215.678805
2020-06-01,"은평구",235.99947
2020-07-01,"은평구",254.369885
2015-02-01,"종로구",7.61405
2015-03-01,"종로구",25.27565
2015-04-01,"종로구",26.50835
2015-05-01,"종로구",30.9645
2015-06-01,"종로구",35.9552
2015-07-01,"종로구",40.1779
2015-08-01,"종로구",41.44625
2015-09-01,"종로구",42.48755
2015-10-01,"종로구",42.40725
2015-11-01,"종로구",49.035
2015-12-01,"종로구",50.66515
2016-01-01,"종로구",47.3207
2016-02-01,"종로구",51.025
2016-03-01,"종로구",49.7797
2016-04-01,"종로구",48.584
2016-05-01,"종로구",57.78125
2016-06-01,"종로구",61.4313
2016-07-01,"종로구",72.05345
2016-08-01,"종로구",70.44065
2016-09-01,"종로구",70.5135
2016-10-01,"종로구",69.4623
2016-11-01,"종로구",74.03415
2016-12-01,"종로구",71.4464
2017-01-01,"종로구",70.4502
2017-02-01,"종로구",60.2342
2017-03-01,"종로구",64.439
2017-05-01,"종로구",74.15895
2017-06-01,"종로구",77.69355
2017-07-01,"종로구",87.26
2017-08-01,"종로구",80.69525
2017-09-01,"종로구",75.60715
2017-10-01,"종로구",82.09255
2017-11-01,"종로구",83.3771
2017-12-01,"종로구",80.39385
2018-01-01,"종로구",76.20085
2018-02-01,"종로구",72.8649
2018-03-01,"종로구",77.0911
2018-04-01,"종로구",74.09485
2018-05-01,"종로구",80.46755
2018-06-01,"종로구",88.23895
2018-07-01,"종로구",102.2243
2018-08-01,"종로구",96.70555
2018-09-01,"종로구",100.44805
2018-10-01,"종로구",96.48175
2018-11-01,"종로구",104.68255
2018-12-01,"종로구",100.9975
2019-01-01,"종로구",97.43455
2019-02-01,"종로구",93.9762
2019-03-01,"종로구",93.0382
2019-04-01,"종로구",91.7632
2019-05-01,"종로구",105.37015
2019-06-01,"종로구",112.58695
2019-07-01,"종로구",123.31725
2019-08-01,"종로구",113.9795
2019-09-01,"종로구",109.6655
2019-10-01,"종로구",98.90595
2019-11-01,"종로구",107.5043
2019-12-01,"종로구",104.13035
2020-01-01,"종로구",109.99925
2020-02-01,"종로구",103.2069
2020-03-01,"종로구",109.9749
2020-04-01,"종로구",102.23355
2020-05-01,"종로구",118.223
2020-06-01,"종로구",127.62775
2020-07-01,"종로구",132.35065
2015-02-01,"중구",14.88315
2015-03-01,"중구",16.1695
2015-04-01,"중구",16.6679
2015-05-01,"중구",29.09815
2015-06-01,"중구",32.6073
2015-07-01,"중구",35.7754
2015-08-01,"중구",33.0634
2015-09-01,"중구",35.9023
2015-10-01,"중구",50.96905
2015-11-01,"중구",56.9446
2015-12-01,"중구",54.19275
2016-01-01,"중구",50.26085
2016-02-01,"중구",49.5048
2016-03-01,"중구",56.58405
2016-04-01,"중구",70.32455
2016-05-01,"중구",80.28475
2016-06-01,"중구",85.7266
2016-07-01,"중구",94.4692
2016-08-01,"중구",99.7323
2016-09-01,"중구",141.6151
2016-10-01,"중구",121.7105
2016-11-01,"중구",162.0455
2016-12-01,"중구",155.2087
2017-01-01,"중구",157.6872
2017-02-01,"중구",135.603
2017-03-01,"중구",143.4722
2017-05-01,"중구",164.88595
2017-06-01,"중구",169.48175
2017-07-01,"중구",189.7844
2017-08-01,"중구",167.84115
2017-09-01,"중구",152.3381
2017-10-01,"중구",170.1598
2017-11-01,"중구",168.9105
2017-12-01,"중구",161.27203
2018-01-01,"중구",149.08865
2018-02-01,"중구",142.92006
2018-03-01,"중구",151.72505
2018-04-01,"중구",159.6013
2018-05-01,"중구",175.6549
2018-06-01,"중구",190.9922
2018-07-01,"중구",228.93775
2018-08-01,"중구",197.08351
2018-09-01,"중구",195.296
2018-10-01,"중구",185.29565
2018-11-01,"중구",204.3211
2018-12-01,"중구",196.67759
2019-01-01,"중구",181.46545
2019-02-01,"중구",178.38315
2019-03-01,"중구",176.0506
2019-04-01,"중구",171.16455
2019-05-01,"중구",195.0089
2019-06-01,"중구",208.72185
2019-07-01,"중구",226.02945
2019-08-01,"중구",208.58025
2019-09-01,"중구",207.66655
2019-10-01,"중구",188.3723
2019-11-01,"중구",203.48415
2019-12-01,"중구",195.3706
2020-01-01,"중구",203.17115
2020-02-01,"중구",185.0796
2020-03-01,"중구",197.464999
2020-04-01,"중구",184.64215
2020-05-01,"중구",210.56675
2020-06-01,"중구",221.635509
2020-07-01,"중구",228.6766
2015-02-01,"중랑구",20.2555
2015-03-01,"중랑구",20.52835
2015-04-01,"중랑구",19.3789
2015-05-01,"중랑구",21.35735
2015-06-01,"중랑구",23.5069
2015-07-01,"중랑구",25.3634
2015-08-01,"중랑구",68.40165
2015-09-01,"중랑구",270.57025
2015-10-01,"중랑구",286.56545
2015-11-01,"중랑구",341.6196
2015-12-01,"중랑구",370.50375
2016-01-01,"중랑구",357.7589
2016-02-01,"중랑구",390.27345
2016-03-01,"중랑구",369.68695
2016-04-01,"중랑구",359.3963
2016-05-01,"중랑구",426.51625
2016-06-01,"중랑구",467.38885
2016-07-01,"중랑구",534.23305
2016-08-01,"중랑구",492.3655
2016-09-01,"중랑구",494.2236
2016-10-01,"중랑구",459.8966
2016-11-01,"중랑구",492.01435
2016-12-01,"중랑구",435.38665
2017-01-01,"중랑구",455.11765
2017-02-01,"중랑구",392.65985
2017-03-01,"중랑구",411.3051
2017-05-01,"중랑구",473.31265
2017-06-01,"중랑구",482.85125
2017-07-01,"중랑구",539.9118
2017-08-01,"중랑구",479.563
2017-09-01,"중랑구",441.5517
2017-10-01,"중랑구",516.4853
2017-11-01,"중랑구",514.23015
2017-12-01,"중랑구",463.631
2018-01-01,"중랑구",438.24125
2018-02-01,"중랑구",433.45895
2018-03-01,"중랑구",454.9625
2018-04-01,"중랑구",421.2763
2018-05-01,"중랑구",479.50115
2018-06-01,"중랑구",525.45265
2018-07-01,"중랑구",583.94485
2018-08-01,"중랑구",490.17225
2018-09-01,"중랑구",500.121
2018-10-01,"중랑구",473.9112
2018-11-01,"중랑구",504.48445
2018-12-01,"중랑구",477.954
2019-01-01,"중랑구",454.99645
2019-02-01,"중랑구",449.3237
2019-03-01,"중랑구",450.201
2019-04-01,"중랑구",442.86025
2019-05-01,"중랑구",503.09475
2019-06-01,"중랑구",543.993
2019-07-01,"중랑구",588.734
2019-08-01,"중랑구",550.5687
2019-09-01,"중랑구",556.704
2019-10-01,"중랑구",499.41445
2019-11-01,"중랑구",561.406969
2019-12-01,"중랑구",521.059847
2020-01-01,"중랑구",554.942049
2020-02-01,"중랑구",486.12995
2020-03-01,"중랑구",533.396199
2020-04-01,"중랑구",491.205399
2020-05-01,"중랑구",562.0599
2020-06-01,"중랑구",598.444449
2020-07-01,"중랑구",626.115498
