기간	자치구	행정동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2019.10	광진구	중곡1동	8,040	3,893	1,833	1,221	840	189	43	12	7	2	-
2019.10	광진구	중곡2동	10,452	4,526	2,360	1,778	1,383	308	77	14	5	1	-
2019.10	광진구	중곡3동	8,466	3,986	1,901	1,312	963	245	45	11	2	1	-
2019.10	광진구	중곡4동	13,218	4,938	3,093	2,563	1,998	472	111	29	9	3	2
2019.10	광진구	능동	6,246	3,499	1,281	727	526	148	52	9	2	2	-
2019.10	광진구	구의1동	11,824	6,329	2,407	1,570	1,138	294	67	17	2	-	-
2019.10	광진구	구의2동	11,667	4,129	2,629	2,282	1,998	478	102	36	6	4	3
2019.10	광진구	구의3동	12,163	4,017	2,570	2,468	2,430	535	100	29	10	3	1
2019.10	광진구	광장동	12,037	2,195	1,929	2,995	3,974	720	164	38	18	3	1
2019.10	광진구	자양1동	11,467	5,584	2,452	1,683	1,346	311	65	18	4	2	2
2019.10	광진구	자양2동	11,261	3,991	2,524	2,221	1,932	453	101	29	5	2	3
2019.10	광진구	자양3동	11,020	2,851	2,409	2,454	2,594	535	126	30	16	2	3
2019.10	광진구	자양4동	9,692	5,055	2,005	1,358	957	250	46	16	4	1	-
2019.10	동대문구	소계	163,666	75,188	33,181	26,171	21,932	5,426	1,322	334	73	25	14
2019.10	동대문구	회기동	6,041	3,898	877	598	490	140	27	7	3	1	-
2019.10	동대문구	휘경1동	7,568	4,080	1,366	1,006	846	202	51	14	-	2	1
2019.10	동대문구	휘경2동	11,532	5,477	2,092	1,793	1,638	406	88	30	4	3	1
2019.10	동대문구	청량리동	10,458	4,973	2,319	1,559	1,176	335	82	12	1	-	1
2019.10	동대문구	용신동	17,088	10,132	3,085	1,911	1,478	363	90	25	4	-	-
2019.10	동대문구	제기동	13,006	6,941	2,585	1,703	1,284	363	101	24	1	3	1
2019.10	동대문구	전농1동	14,990	7,267	2,967	2,383	1,805	441	88	24	9	2	4
2019.10	동대문구	전농2동	7,749	2,221	1,839	1,728	1,449	382	99	25	5	-	1
2019.10	동대문구	답십리1동	12,693	4,851	2,610	2,449	2,097	513	129	35	5	3	1
2019.10	동대문구	답십리2동	12,748	4,355	3,112	2,472	2,184	482	108	26	8	1	-
2019.10	동대문구	장안1동	17,558	7,345	3,804	3,060	2,529	622	153	33	9	3	-
2019.10	동대문구	장안2동	13,206	4,535	2,873	2,706	2,358	548	145	32	6	2	1
2019.10	동대문구	이문1동	10,569	6,335	1,738	1,144	1,013	249	65	15	6	2	2
2019.10	동대문구	이문2동	8,460	2,778	1,914	1,659	1,585	380	96	32	12	3	1
2019.10	중랑구	소계	181,382	74,464	41,378	31,998	25,639	6,211	1,248	329	84	17	14
2019.10	중랑구	면목2동	12,232	5,453	2,730	1,976	1,588	382	83	13	7	-	-
2019.10	중랑구	면목4동	9,275	3,926	2,144	1,630	1,215	283	57	16	4	-	-
2019.10	중랑구	면목5동	4,565	1,913	1,079	800	606	133	25	7	2	-	-
2019.10	중랑구	면목7동	10,017	4,240	2,330	1,724	1,328	303	68	18	5	1	-
2019.10	중랑구	상봉1동	10,242	3,091	2,356	2,214	2,075	404	74	22	5	1	-
2019.10	중랑구	상봉2동	10,959	6,353	2,205	1,307	852	171	49	11	8	2	1
2019.10	중랑구	중화1동	8,986	3,171	2,215	1,812	1,361	344	51	21	7	2	2
2019.10	중랑구	중화2동	14,257	7,323	3,195	1,986	1,337	328	64	18	4	1	1
2019.10	중랑구	묵1동	14,582	4,659	3,280	3,059	2,725	654	151	40	10	2	2
2019.10	중랑구	묵2동	9,180	3,870	2,106	1,639	1,179	306	61	14	2	1	2
2019.10	중랑구	망우3동	8,439	3,686	2,028	1,426	996	234	57	7	2	3	-
2019.10	중랑구	신내1동	14,745	3,459	3,365	3,175	3,400	1,072	201	62	10	-	1
2019.10	중랑구	신내2동	9,065	2,774	2,274	1,983	1,613	334	65	13	7	1	1
2019.10	중랑구	면목본동	17,605	8,372	3,956	2,740	1,974	456	77	24	2	1	3
2019.10	중랑구	면목3.8동	12,576	5,563	2,900	2,126	1,535	348	78	22	4	-	-
2019.10	중랑구	망우본동	14,657	6,611	3,215	2,401	1,855	459	87	21	5	2	1
2019.10	성북구	소계	192,307	74,432	40,792	35,369	31,771	7,578	1,738	455	101	32	39
2019.10	성북구	돈암1동	6,286	1,755	1,571	1,344	1,228	295	70	20	-	2	1
2019.10	성북구	돈암2동	8,616	1,620	1,770	2,229	2,254	562	122	37	16	2	4
2019.10	성북구	안암동	9,186	5,932	1,440	892	726	148	36	8	2	-	2
2019.10	성북구	보문동	7,974	3,799	1,603	1,276	1,009	232	39	11	3	-	2
2019.10	성북구	정릉1동	7,445	2,200	1,641	1,652	1,480	341	95	31	2	1	2
2019.10	성북구	정릉2동	9,645	3,042	2,305	1,993	1,752	408	104	31	3	5	2
2019.10	성북구	정릉3동	7,757	4,009	1,521	1,064	864	234	48	12	1	1	3
2019.10	성북구	정릉4동	10,987	3,651	2,583	2,231	1,914	457	107	32	9	1	2
2019.10	성북구	길음1동	12,854	2,528	2,440	3,171	3,755	737	177	31	7	2	6
2019.10	성북구	길음2동	6,807	2,306	1,462	1,402	1,268	295	58	16	-	-	-
2019.10	성북구	월곡1동	10,827	3,205	2,433	2,287	2,214	523	125	29	9	2	-
2019.10	성북구	월곡2동	9,215	4,077	1,889	1,495	1,317	335	76	14	8	2	2
2019.10	성북구	장위1동	8,997	3,382	2,140	1,660	1,368	334	82	24	5	1	1
2019.10	성북구	장위2동	6,288	2,478	1,558	1,122	832	222	56	15	4	1	-
2019.10	성북구	장위3동	6,485	2,123	1,391	1,381	1,240	279	55	12	3	1	-
2019.10	성북구	성북동	8,033	3,700	1,727	1,217	964	301	84	27	6	1	6
2019.10	성북구	삼선동	12,596	6,122	2,519	1,775	1,644	415	95	16	7	3	-
2019.10	성북구	동선동	9,077	5,739	1,472	965	669	177	40	9	4	1	1
2019.10	성북구	종암동	17,110	6,352	3,541	3,232	3,020	753	156	45	3	4	4
2019.10	성북구	석관동	16,122	6,412	3,786	2,981	2,253	530	113	35	9	2	1
2019.10	강북구	소계	143,881	59,276	33,564	25,196	19,496	4,907	1,095	218	85	21	23
2019.10	강북구	번1동	10,268	5,470	2,144	1,429	940	218	59	3	5	-	-
2019.10	강북구	번2동	7,632	2,752	2,059	1,507	987	245	67	10	3	-	2
2019.10	강북구	번3동	7,606	2,272	2,152	1,541	1,230	317	75	16	2	1	-
2019.10	강북구	수유1동	10,358	4,689	2,322	1,698	1,232	318	72	14	8	1	4
2019.10	강북구	수유2동	9,569	3,439	2,493	1,780	1,366	379	83	22	4	1	2
2019.10	강북구	수유3동	12,658	6,780	2,589	1,797	1,138	279	54	13	4	2	2
2019.10	강북구	삼양동	11,502	4,576	2,738	2,056	1,591	425	80	19	11	4	2
2019.10	강북구	미아동	11,373	5,697	2,431	1,647	1,216	299	66	8	7	1	1
2019.10	강북구	송중동	13,413	5,691	2,935	2,366	1,817	470	97	26	6	2	3
2019.10	강북구	송천동	13,706	6,209	3,171	2,190	1,646	396	72	14	7	1	-
2019.10	강북구	삼각산동	11,770	2,538	2,485	2,729	3,146	685	139	31	14	3	-
2019.10	강북구	우이동	9,455	3,535	2,440	1,753	1,255	350	93	14	6	4	5
2019.10	강북구	인수동	14,571	5,628	3,605	2,703	1,932	526	138	28	8	1	2
2019.10	도봉구	소계	138,530	44,742	33,392	28,551	24,323	5,777	1,285	324	87	38	11
2019.10	도봉구	쌍문1동	9,350	3,146	2,306	1,889	1,465	410	104	21	6	2	1
2019.10	도봉구	쌍문2동	8,632	3,008	2,211	1,705	1,293	312	81	16	3	1	2
2019.10	도봉구	쌍문3동	7,818	3,132	1,902	1,384	1,067	265	49	16	1	1	1
2019.10	도봉구	쌍문4동	7,168	1,509	1,593	1,736	1,854	389	68	13	3	3	-
2019.10	도봉구	방학1동	12,852	4,676	2,993	2,379	2,090	548	121	33	7	3	2
2019.10	도봉구	방학2동	9,550	3,766	2,333	1,769	1,264	315	80	18	4	1	-
2019.10	도봉구	방학3동	10,086	1,796	2,391	2,518	2,582	605	143	34	12	5	-
2019.10	도봉구	창1동	10,939	3,595	2,558	2,299	1,988	381	87	25	3	2	1
2019.10	도봉구	창2동	12,363	3,742	3,043	2,716	2,172	521	119	33	11	6	-
2019.10	도봉구	창3동	6,689	2,603	1,674	1,197	923	230	45	15	1	1	-
2019.10	도봉구	창4동	10,582	2,783	2,310	2,355	2,455	537	103	24	12	3	-
2019.10	도봉구	창5동	10,069	2,810	2,329	2,269	2,077	447	97	26	9	4	1
2019.10	도봉구	도봉1동	10,262	4,109	2,694	1,794	1,213	351	62	25	7	4	3
2019.10	도봉구	도봉2동	12,170	4,067	3,055	2,541	1,880	466	126	25	8	2	-
2019.10	노원구	소계	216,819	69,155	48,453	44,295	43,248	9,235	1,853	394	122	42	22
2019.10	노원구	월계1동	10,488	4,363	2,204	1,797	1,601	432	72	16	1	1	1
2019.10	노원구	월계2동	11,228	3,900	2,907	2,153	1,729	424	91	17	4	2	1
2019.10	노원구	월계3동	12,941	3,755	3,524	2,787	2,235	482	122	25	8	2	1
2019.10	노원구	공릉2동	16,322	5,491	3,107	3,249	3,518	737	160	38	12	9	1
2019.10	노원구	하계1동	12,358	4,794	2,399	2,174	2,361	508	79	21	16	1	5
2019.10	노원구	하계2동	8,295	1,648	1,773	1,994	2,319	456	88	12	3	2	-
2019.10	노원구	중계본동	8,960	2,041	1,418	1,921	2,744	672	126	28	7	2	1
2019.10	노원구	중계1동	9,125	1,417	1,346	2,320	3,331	599	82	18	11	1	-
2019.10	노원구	중계4동	8,491	2,535	1,983	1,675	1,806	388	81	17	3	2	1
2019.10	노원구	상계1동	15,527	4,325	3,617	3,366	3,177	816	173	34	11	4	4
2019.10	노원구	상계2동	8,772	3,187	1,713	1,638	1,749	361	99	20	3	1	1
2019.10	노원구	상계5동	10,968	3,885	2,625	2,179	1,745	417	85	19	9	3	1
2019.10	노원구	상계8동	9,240	2,237	2,246	2,329	2,011	350	50	13	4	-	-
2019.10	노원구	상계9동	8,450	2,045	2,094	2,058	1,857	326	55	11	2	2	-
2019.10	노원구	상계10동	6,596	1,723	1,747	1,499	1,359	202	47	12	4	3	-
2019.10	노원구	상계3.4동	11,555	4,553	2,814	1,974	1,628	430	117	27	10	2	-
2019.10	노원구	상계6.7동	13,989	4,216	3,281	3,038	2,821	527	79	20	3	1	3
2019.10	노원구	중계2.3동	15,382	4,837	3,966	3,173	2,724	558	100	18	3	1	2
2019.10	노원구	공릉1동	18,132	8,203	3,689	2,971	2,533	550	147	28	8	3	-
2019.10	은평구	소계	207,458	76,420	48,038	39,316	32,726	8,338	1,952	472	124	40	32
2019.10	은평구	녹번동	17,022	6,569	4,155	3,183	2,376	583	107	37	9	1	2
2019.10	은평구	불광1동	17,868	6,553	4,290	3,521	2,685	615	154	41	7	2	-
2019.10	은평구	갈현1동	11,220	4,599	2,642	1,987	1,518	361	82	22	7	2	-
2019.10	은평구	갈현2동	12,586	4,222	3,050	2,586	2,079	491	123	23	7	3	2
2019.10	은평구	구산동	13,130	4,038	3,157	2,739	2,368	630	139	36	14	1	8
2019.10	은평구	대조동	14,088	6,821	3,077	2,195	1,496	367	104	22	3	2	1
2019.10	은평구	응암1동	11,361	4,752	2,472	1,949	1,648	410	98	14	6	5	7
2019.10	은평구	응암2동	9,801	2,796	2,292	2,257	1,883	436	92	29	10	4	2
2019.10	은평구	신사1동	11,717	3,715	2,897	2,472	1,991	482	113	35	8	4	-
2019.10	은평구	신사2동	9,196	3,185	2,142	1,832	1,532	380	96	22	4	2	1
2019.10	은평구	증산동	6,919	2,453	1,726	1,264	1,099	300	56	18	3	-	-
2019.10	은평구	수색동	3,864	1,391	922	749	588	163	43	8	-	-	-
2019.10	은평구	진관동	21,543	6,140	4,146	4,230	5,039	1,515	373	69	21	6	4
2019.10	은평구	불광2동	13,802	5,903	3,310	2,348	1,678	440	91	22	7	2	1
2019.10	은평구	응암3동	12,578	5,840	2,884	1,941	1,448	337	91	27	6	-	4
2019.10	은평구	역촌동	20,763	7,443	4,876	4,063	3,298	828	190	47	12	6	-
2019.10	서대문구	소계	139,984	58,728	29,662	24,138	20,800	5,035	1,174	319	92	21	15
2019.10	서대문구	천연동	8,210	3,324	1,744	1,475	1,289	294	56	18	5	2	3
2019.10	서대문구	홍제1동	10,307	3,438	2,462	2,082	1,738	447	95	32	6	4	3
2019.10	서대문구	홍제3동	7,119	2,631	1,699	1,327	1,119	266	60	9	8	-	-
2019.10	서대문구	홍제2동	5,837	1,749	1,393	1,273	1,103	246	52	14	5	1	1
2019.10	서대문구	홍은1동	9,247	3,089	2,138	1,816	1,641	430	103	25	4	-	1
2019.10	서대문구	홍은2동	12,175	4,743	2,772	2,195	1,826	457	120	45	15	2	-
2019.10	서대문구	남가좌1동	6,102	1,464	1,221	1,482	1,482	353	74	21	3	1	1
2019.10	서대문구	남가좌2동	11,201	4,591	2,432	1,955	1,726	371	93	26	7	-	-
2019.10	서대문구	북가좌1동	7,012	1,607	1,656	1,628	1,599	396	89	23	11	1	2
2019.10	서대문구	북가좌2동	14,759	5,548	3,514	2,751	2,229	548	127	36	6	-	-
2019.10	서대문구	충현동	8,815	4,438	1,724	1,250	1,048	265	67	18	3	1	1
2019.10	서대문구	북아현동	7,524	2,835	1,691	1,477	1,216	241	47	12	3	2	-
2019.10	서대문구	신촌동	12,363	9,178	1,528	808	636	151	41	12	4	2	3
2019.10	서대문구	연희동	19,313	10,093	3,688	2,619	2,148	570	150	28	12	5	-
2019.10	마포구	소계	174,466	78,113	35,752	28,594	24,581	5,714	1,242	312	102	26	30
2019.10	마포구	용강동	9,113	3,168	1,961	1,845	1,670	354	85	23	5	2	-
2019.10	마포구	대흥동	7,161	4,820	1,110	601	487	108	25	6	1	-	3
2019.10	마포구	염리동	5,727	2,462	1,188	988	844	186	38	15	4	-	2
2019.10	마포구	신수동	9,937	3,794	2,068	1,929	1,677	355	81	21	10	2	-
2019.10	마포구	서교동	14,080	8,770	2,392	1,486	1,073	274	58	17	5	4	1
2019.10	마포구	합정동	9,558	4,966	2,128	1,260	908	213	52	17	7	1	6
2019.10	마포구	망원1동	10,641	5,056	2,416	1,523	1,264	303	59	15	3	-	2
2019.10	마포구	망원2동	8,273	3,058	1,915	1,490	1,402	324	65	13	6	-	-
2019.10	마포구	연남동	8,665	4,883	1,691	1,067	744	218	43	10	4	2	3
2019.10	마포구	성산1동	9,340	4,166	2,061	1,498	1,169	339	72	21	8	3	3
2019.10	마포구	성산2동	18,798	8,027	3,854	3,221	2,860	658	133	29	14	1	1
2019.10	마포구	상암동	12,763	4,233	2,455	2,461	2,675	733	151	37	11	4	3
2019.10	마포구	도화동	9,595	3,618	2,031	1,824	1,611	386	94	21	6	2	2
2019.10	마포구	서강동	11,674	5,234	2,257	1,934	1,763	389	66	22	6	1	2
2019.10	마포구	공덕동	18,960	8,655	3,980	3,111	2,511	526	140	25	9	3	-
2019.10	마포구	아현동	10,181	3,203	2,245	2,356	1,923	348	80	20	3	1	2
2019.10	양천구	소계	177,244	50,444	37,477	38,268	39,803	8,787	1,844	425	136	28	32
2019.10	양천구	목1동	10,489	1,606	1,713	2,894	3,437	652	132	41	12	1	1
2019.10	양천구	목2동	13,070	4,581	2,866	2,574	2,324	559	125	28	6	3	4
2019.10	양천구	목3동	9,945	3,568	2,398	1,966	1,570	317	90	26	6	3	1
2019.10	양천구	목4동	10,133	2,949	1,890	2,075	2,515	542	126	23	10	1	2
2019.10	양천구	신월1동	10,143	4,370	2,322	1,788	1,270	303	70	15	4	1	-
2019.10	양천구	신월2동	8,581	2,381	2,010	1,911	1,669	462	98	37	9	1	3
2019.10	양천구	신월3동	8,161	3,928	1,790	1,226	884	251	65	13	1	-	3
2019.10	양천구	신월4동	6,886	1,496	1,588	1,637	1,605	419	111	23	5	2	-
2019.10	양천구	신월5동	6,435	2,178	1,484	1,301	1,100	279	70	18	1	3	1
2019.10	양천구	신월6동	2,500	652	556	551	566	136	31	7	-	1	-
2019.10	양천구	신월7동	9,249	2,972	2,583	1,863	1,439	298	73	13	7	-	1
2019.10	양천구	신정1동	7,243	1,391	1,227	1,675	2,347	495	82	15	8	-	3
2019.10	양천구	신정2동	7,178	1,580	1,274	1,543	2,205	477	81	12	3	2	1
2019.10	양천구	신정3동	17,923	4,463	4,108	3,894	4,071	1,127	196	44	16	2	2
2019.10	양천구	신정6동	8,166	1,018	1,455	2,271	2,771	519	103	16	10	1	2
2019.10	양천구	신정7동	11,611	2,951	2,583	2,613	2,805	525	97	23	13	-	1
2019.10	양천구	목5동	13,537	1,655	2,056	3,657	5,077	860	164	42	17	6	3
2019.10	양천구	신정4동	15,994	6,705	3,574	2,829	2,148	566	130	29	8	1	4
2019.10	강서구	소계	262,293	103,007	58,017	47,660	41,028	9,783	2,068	541	126	40	23
2019.10	강서구	염창동	15,648	3,838	3,037	3,773	4,044	779	129	42	5	1	-
2019.10	강서구	등촌1동	12,092	6,413	2,255	1,647	1,405	282	59	25	4	2	-
2019.10	강서구	등촌2동	8,686	2,614	1,990	1,871	1,659	407	106	28	8	3	-
2019.10	강서구	등촌3동	14,767	5,616	3,918	2,650	2,044	418	91	24	4	1	1
2019.10	강서구	화곡본동	16,503	7,015	3,721	2,874	2,199	533	108	34	14	3	2
2019.10	강서구	화곡2동	8,241	2,843	2,042	1,675	1,229	365	63	14	6	3	1
2019.10	강서구	화곡3동	9,445	3,266	2,137	1,908	1,580	415	113	18	3	3	2
2019.10	강서구	화곡4동	9,657	3,565	2,418	1,883	1,357	327	77	24	6	-	-
2019.10	강서구	화곡6동	11,513	5,080	2,430	1,908	1,598	380	91	18	3	2	3
2019.10	강서구	화곡8동	11,674	4,316	3,077	2,163	1,622	388	79	25	1	2	1
2019.10	강서구	가양1동	19,099	12,008	2,566	2,103	1,858	446	87	27	2	1	1
2019.10	강서구	가양2동	8,088	4,013	2,166	1,113	601	132	42	14	5	1	1
2019.10	강서구	가양3동	7,920	3,211	2,404	1,399	685	185	25	10	1	-	-
2019.10	강서구	발산1동	13,529	2,749	2,895	3,094	3,663	908	168	36	10	4	2
2019.10	강서구	공항동	12,705	5,568	2,673	2,110	1,788	458	87	21	-	-	-
2019.10	강서구	방화1동	17,417	4,881	3,786	3,647	3,812	1,015	208	51	10	6	1
2019.10	강서구	방화2동	11,585	5,467	2,541	1,769	1,310	372	93	27	4	-	2
2019.10	강서구	방화3동	11,249	4,532	2,847	1,997	1,373	372	102	14	11	1	-
2019.10	강서구	화곡1동	26,331	12,212	6,020	4,366	2,821	690	156	48	11	3	4
2019.10	강서구	우장산동	16,144	3,800	3,094	3,710	4,380	911	184	41	18	4	2
2019.10	구로구	소계	176,105	65,686	39,934	32,815	28,575	7,013	1,558	360	109	37	18
2019.10	구로구	신도림동	13,408	2,940	2,888	3,302	3,363	690	169	37	12	6	1
2019.10	구로구	구로1동	8,236	2,161	1,796	1,845	1,942	408	59	15	7	2	1
2019.10	구로구	구로3동	13,151	7,598	2,214	1,616	1,292	323	73	29	4	2	-
2019.10	구로구	구로4동	10,556	4,973	2,533	1,642	1,086	244	58	10	6	2	2
2019.10	구로구	구로5동	14,481	6,927	2,859	2,245	1,872	425	111	32	7	2	1
2019.10	구로구	고척1동	9,543	2,928	2,193	1,949	1,932	417	97	17	7	3	-
2019.10	구로구	고척2동	11,643	3,730	2,743	2,349	2,175	504	115	19	6	2	-
2019.10	구로구	개봉2동	12,604	3,132	3,208	2,939	2,484	628	166	34	10	2	1
2019.10	구로구	개봉3동	8,832	2,598	2,323	1,903	1,542	374	72	11	7	2	-
2019.10	구로구	오류1동	11,148	5,421	2,411	1,671	1,224	328	69	11	7	2	4
2019.10	구로구	오류2동	20,134	5,637	4,889	4,150	4,006	1,150	223	53	17	5	4
2019.10	구로구	수궁동	9,857	2,819	2,509	2,158	1,736	496	115	18	3	3	-
2019.10	구로구	가리봉동	5,820	3,887	999	497	323	87	18	6	2	-	1
2019.10	구로구	구로2동	12,744	6,143	2,952	1,866	1,308	350	82	30	9	3	1
2019.10	구로구	개봉1동	13,948	4,792	3,417	2,683	2,290	589	131	38	5	1	2
2019.10	금천구	소계	110,164	49,564	23,836	17,652	14,398	3,596	850	187	53	13	15
2019.10	금천구	가산동	13,722	9,846	1,763	1,114	761	177	52	6	2	1	-
2019.10	금천구	독산1동	19,789	9,555	3,819	2,999	2,590	629	151	33	7	1	5
2019.10	금천구	독산2동	9,247	4,000	2,163	1,602	1,140	270	57	11	3	-	1
2019.10	금천구	독산3동	12,345	5,717	2,824	1,919	1,441	341	77	18	4	4	-
2019.10	금천구	독산4동	7,637	3,353	1,776	1,239	937	257	55	15	3	1	1
2019.10	금천구	시흥1동	15,879	6,656	3,624	2,680	2,234	548	91	35	7	2	2
2019.10	금천구	시흥2동	8,416	2,044	2,036	1,841	1,843	463	147	29	8	2	3
2019.10	금천구	시흥3동	4,734	1,464	1,267	956	770	214	53	5	5	-	-
2019.10	금천구	시흥4동	9,066	3,110	2,235	1,754	1,472	373	89	18	11	2	2
2019.10	금천구	시흥5동	9,329	3,819	2,329	1,548	1,210	324	78	17	3	-	1
2019.10	영등포구	소계	174,440	80,629	34,786	28,061	23,824	5,479	1,207	317	79	27	31
