기간	자치구	행정동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2018.04	성동구	왕십리2동	7,661	2,907	1,619	1,459	1,270	279	101	17	3	3	3
2018.04	성동구	마장동	10,479	4,317	2,175	1,800	1,629	415	105	23	8	5	2
2018.04	성동구	사근동	6,901	4,659	906	611	536	139	32	13	3	2	-
2018.04	성동구	행당1동	6,312	2,693	1,272	1,095	942	228	57	17	6	1	1
2018.04	성동구	행당2동	9,471	2,290	2,195	2,241	2,160	436	99	36	9	3	2
2018.04	성동구	응봉동	6,253	1,649	1,372	1,395	1,404	332	73	18	8	1	1
2018.04	성동구	금호1가동	6,189	1,928	1,471	1,285	1,165	248	70	18	3	1	-
2018.04	성동구	금호4가동	6,353	2,132	1,503	1,386	1,034	238	43	14	2	1	-
2018.04	성동구	성수1가1동	7,635	3,014	1,600	1,328	1,330	279	66	13	4	-	1
2018.04	성동구	성수1가2동	7,333	3,227	1,527	1,221	1,062	232	49	8	5	1	1
2018.04	성동구	성수2가1동	8,621	4,027	1,745	1,360	1,161	246	61	18	3	-	-
2018.04	성동구	성수2가3동	5,610	2,745	1,072	805	732	184	58	9	4	1	-
2018.04	성동구	송정동	5,477	2,610	1,096	827	708	185	38	11	1	1	-
2018.04	성동구	용답동	8,149	4,421	1,520	1,035	907	203	51	10	1	-	1
2018.04	성동구	왕십리도선동	11,475	4,083	2,446	2,265	2,091	458	99	28	4	-	1
2018.04	성동구	금호2.3가동	10,270	3,457	2,461	2,106	1,713	401	85	29	15	2	1
2018.04	성동구	옥수동	10,958	3,118	2,754	2,516	1,973	432	117	33	10	3	2
2018.04	광진구	소계	161,415	69,063	32,125	27,376	25,383	5,694	1,316	322	90	28	18
2018.04	광진구	화양동	15,210	11,609	1,902	855	667	126	39	10	2	-	-
2018.04	광진구	군자동	10,336	5,443	1,980	1,405	1,165	257	59	17	5	3	2
2018.04	광진구	중곡1동	7,710	3,511	1,772	1,236	921	210	41	14	4	1	-
2018.04	광진구	중곡2동	10,217	4,188	2,243	1,831	1,531	319	82	16	3	2	2
2018.04	광진구	중곡3동	8,416	3,720	1,898	1,395	1,075	262	54	9	2	1	-
2018.04	광진구	중곡4동	13,182	4,625	2,958	2,625	2,248	544	138	34	4	3	3
2018.04	광진구	능동	6,106	3,290	1,265	780	548	145	65	11	2	-	-
2018.04	광진구	구의1동	11,482	5,824	2,340	1,652	1,253	306	84	16	5	2	-
2018.04	광진구	구의2동	10,650	3,730	2,303	2,129	1,863	476	99	32	13	2	3
2018.04	광진구	구의3동	12,122	3,896	2,458	2,516	2,551	552	109	26	9	4	1
2018.04	광진구	광장동	11,946	2,091	1,775	2,957	4,148	756	164	32	19	3	1
2018.04	광진구	자양1동	11,368	5,347	2,382	1,704	1,483	349	79	18	2	2	2
2018.04	광진구	자양2동	11,221	3,776	2,423	2,309	2,060	486	122	32	8	3	2
2018.04	광진구	자양3동	11,055	2,716	2,296	2,517	2,735	612	124	42	9	2	2
2018.04	광진구	자양4동	10,394	5,297	2,130	1,465	1,135	294	57	13	3	-	-
2018.04	동대문구	소계	160,524	71,202	31,897	26,339	23,162	5,973	1,472	341	93	29	16
2018.04	동대문구	회기동	5,859	3,652	867	617	542	142	32	3	4	-	-
2018.04	동대문구	휘경1동	6,857	3,798	1,215	862	727	183	54	13	3	2	-
2018.04	동대문구	휘경2동	11,093	4,852	2,003	1,877	1,771	460	95	23	8	2	2
2018.04	동대문구	청량리동	10,531	4,804	2,270	1,658	1,299	384	91	17	5	2	1
2018.04	동대문구	용신동	16,409	9,192	3,015	2,000	1,619	437	105	35	4	1	1
2018.04	동대문구	제기동	12,702	6,499	2,512	1,716	1,429	404	111	21	7	2	1
2018.04	동대문구	전농1동	14,046	6,639	2,735	2,209	1,866	449	109	29	4	5	1
2018.04	동대문구	전농2동	7,641	2,017	1,759	1,727	1,572	412	115	33	3	1	2
2018.04	동대문구	답십리1동	10,620	4,135	2,121	1,978	1,751	483	109	31	10	1	1
2018.04	동대문구	답십리2동	12,026	3,920	2,804	2,383	2,210	527	137	33	8	3	1
2018.04	동대문구	장안1동	17,089	6,830	3,546	3,125	2,663	703	163	43	11	4	1
2018.04	동대문구	장안2동	12,532	4,105	2,587	2,626	2,465	567	146	22	9	3	2
2018.04	동대문구	이문1동	14,416	8,002	2,556	1,832	1,508	383	107	14	9	3	2
2018.04	동대문구	이문2동	8,703	2,757	1,907	1,729	1,740	439	98	24	8	-	1
2018.04	중랑구	소계	179,710	70,502	39,709	32,877	28,013	6,730	1,406	350	93	17	13
2018.04	중랑구	면목2동	12,203	5,205	2,670	2,082	1,711	425	84	17	9	-	-
2018.04	중랑구	면목4동	9,493	3,936	2,115	1,685	1,367	300	66	19	5	-	-
2018.04	중랑구	면목5동	4,672	1,887	1,098	826	664	156	30	10	1	-	-
2018.04	중랑구	면목7동	10,111	4,142	2,267	1,798	1,459	355	64	21	4	1	-
2018.04	중랑구	상봉1동	10,095	2,921	2,235	2,197	2,183	443	88	20	6	2	-
2018.04	중랑구	상봉2동	9,834	5,314	1,965	1,331	957	199	50	11	5	2	-
2018.04	중랑구	중화1동	8,770	2,986	2,054	1,754	1,513	365	70	20	6	1	1
2018.04	중랑구	중화2동	14,294	7,088	3,089	2,139	1,510	368	74	19	4	2	1
2018.04	중랑구	묵1동	14,376	4,415	3,110	3,084	2,863	694	159	35	12	1	3
2018.04	중랑구	묵2동	9,147	3,665	2,078	1,696	1,294	323	70	15	2	2	2
2018.04	중랑구	망우3동	8,480	3,519	1,962	1,533	1,135	249	60	19	1	2	-
2018.04	중랑구	신내1동	14,526	3,171	3,117	3,142	3,688	1,128	217	45	16	1	1
2018.04	중랑구	신내2동	9,003	2,538	2,165	2,023	1,795	362	86	22	9	1	2
2018.04	중랑구	면목본동	17,450	7,997	3,844	2,851	2,154	478	91	27	6	-	2
2018.04	중랑구	면목3.8동	12,573	5,395	2,789	2,188	1,689	383	101	25	3	-	-
2018.04	중랑구	망우본동	14,683	6,323	3,151	2,548	2,031	502	96	25	4	2	1
2018.04	성북구	소계	187,111	70,041	38,371	35,126	32,911	8,026	1,900	541	125	28	42
2018.04	성북구	돈암1동	6,408	1,768	1,493	1,403	1,320	323	79	18	2	-	2
2018.04	성북구	돈암2동	8,511	1,500	1,718	2,151	2,363	567	142	49	16	2	3
2018.04	성북구	안암동	8,745	5,417	1,379	922	778	197	36	10	3	2	1
2018.04	성북구	보문동	8,002	3,646	1,588	1,324	1,142	239	48	11	2	-	2
2018.04	성북구	정릉1동	7,021	1,997	1,477	1,582	1,475	366	89	27	4	1	3
2018.04	성북구	정릉2동	9,643	2,903	2,222	2,065	1,858	445	106	34	6	2	2
2018.04	성북구	정릉3동	7,568	3,667	1,468	1,158	946	253	52	14	5	2	3
2018.04	성북구	정릉4동	11,052	3,566	2,480	2,368	2,007	473	119	30	8	1	-
2018.04	성북구	길음1동	12,999	2,580	2,401	3,175	3,828	760	193	45	9	2	6
2018.04	성북구	길음2동	5,025	1,939	965	897	922	227	56	16	3	-	-
2018.04	성북구	월곡1동	10,754	3,089	2,302	2,276	2,344	565	130	38	7	2	1
2018.04	성북구	월곡2동	8,781	3,552	1,753	1,552	1,408	375	106	23	7	2	3
2018.04	성북구	장위1동	8,919	3,164	2,068	1,716	1,471	379	82	29	6	2	2
2018.04	성북구	장위2동	7,626	2,863	1,793	1,431	1,106	324	78	24	5	2	-
2018.04	성북구	장위3동	4,924	1,731	1,046	927	919	231	49	19	2	-	-
2018.04	성북구	성북동	8,001	3,599	1,695	1,211	1,044	318	85	33	9	1	6
2018.04	성북구	삼선동	12,567	5,899	2,418	1,923	1,769	430	98	21	7	2	-
2018.04	성북구	동선동	8,849	5,399	1,432	979	759	202	51	17	7	-	3
2018.04	성북구	종암동	16,991	6,043	3,423	3,290	3,201	793	172	54	8	4	3
2018.04	성북구	석관동	14,725	5,719	3,250	2,776	2,251	559	129	29	9	1	2
2018.04	강북구	소계	143,166	55,878	32,611	26,244	21,364	5,456	1,198	282	84	24	25
2018.04	강북구	번1동	10,027	5,078	2,113	1,449	1,067	242	64	9	5	-	-
2018.04	강북구	번2동	7,514	2,465	2,031	1,537	1,096	285	79	13	5	1	2
2018.04	강북구	번3동	7,625	2,071	2,089	1,668	1,304	367	96	22	6	1	1
2018.04	강북구	수유1동	10,245	4,435	2,244	1,769	1,326	363	82	16	6	1	3
2018.04	강북구	수유2동	9,513	3,190	2,381	1,901	1,531	388	90	22	7	1	2
2018.04	강북구	수유3동	12,179	6,135	2,533	1,871	1,254	302	62	13	3	3	3
2018.04	강북구	삼양동	12,470	4,766	2,831	2,356	1,882	507	91	21	11	4	1
2018.04	강북구	미아동	11,129	5,268	2,390	1,737	1,304	340	63	16	7	3	1
2018.04	강북구	송중동	13,082	5,312	2,842	2,303	1,940	521	115	40	3	3	3
2018.04	강북구	송천동	13,801	6,051	3,065	2,296	1,818	450	92	18	8	-	3
2018.04	강북구	삼각산동	11,898	2,537	2,365	2,741	3,338	737	130	41	7	1	1
2018.04	강북구	우이동	9,434	3,387	2,293	1,854	1,394	381	92	21	5	4	3
2018.04	강북구	인수동	14,249	5,183	3,434	2,762	2,110	573	142	30	11	2	2
2018.04	도봉구	소계	137,495	41,715	32,076	29,185	26,219	6,376	1,407	372	100	30	15
2018.04	도봉구	쌍문1동	9,089	2,914	2,185	1,867	1,571	412	104	28	5	1	2
2018.04	도봉구	쌍문2동	8,540	2,817	2,102	1,790	1,384	323	96	21	3	1	3
2018.04	도봉구	쌍문3동	7,620	2,888	1,783	1,431	1,150	290	59	16	2	-	1
2018.04	도봉구	쌍문4동	7,173	1,473	1,458	1,741	1,960	447	71	18	5	-	-
2018.04	도봉구	방학1동	12,639	4,341	2,881	2,472	2,166	601	120	44	8	4	2
2018.04	도봉구	방학2동	9,583	3,530	2,298	1,872	1,423	350	83	23	4	-	-
2018.04	도봉구	방학3동	10,147	1,703	2,246	2,587	2,730	684	141	34	19	3	-
2018.04	도봉구	창1동	10,922	3,346	2,498	2,346	2,162	451	93	22	3	1	-
2018.04	도봉구	창2동	12,367	3,473	2,944	2,755	2,405	581	149	41	12	6	1
2018.04	도봉구	창3동	6,645	2,432	1,618	1,259	1,014	249	56	13	1	2	1
2018.04	도봉구	창4동	10,543	2,615	2,177	2,343	2,660	587	118	28	13	2	-
2018.04	도봉구	창5동	9,881	2,475	2,206	2,329	2,204	517	101	33	12	4	-
2018.04	도봉구	도봉1동	10,293	3,911	2,659	1,853	1,346	398	87	21	9	5	4
2018.04	도봉구	도봉2동	12,053	3,797	3,021	2,540	2,044	486	129	30	4	1	1
2018.04	노원구	소계	217,906	66,146	46,852	45,212	46,877	10,202	1,987	434	129	40	27
2018.04	노원구	월계1동	10,410	4,197	2,114	1,786	1,739	466	86	19	3	-	-
2018.04	노원구	월계2동	11,273	3,628	2,867	2,250	1,924	468	107	22	6	-	1
2018.04	노원구	월계3동	13,018	3,481	3,399	2,956	2,486	525	128	29	10	3	1
2018.04	노원구	공릉2동	16,048	5,037	2,957	3,254	3,784	775	184	36	10	11	-
2018.04	노원구	하계1동	12,495	4,724	2,297	2,223	2,578	537	100	13	16	3	4
2018.04	노원구	하계2동	8,357	1,545	1,713	2,034	2,421	543	83	13	4	1	-
2018.04	노원구	중계본동	9,238	2,112	1,369	1,950	2,921	706	136	33	9	1	1
2018.04	노원구	중계1동	9,142	1,397	1,262	2,257	3,459	638	101	18	8	2	-
2018.04	노원구	중계4동	8,432	2,312	1,938	1,695	1,955	427	76	20	6	1	2
2018.04	노원구	상계1동	15,656	4,248	3,476	3,362	3,430	888	199	35	7	4	7
2018.04	노원구	상계2동	8,741	2,990	1,663	1,670	1,899	404	82	21	7	4	1
2018.04	노원구	상계5동	11,172	3,847	2,578	2,195	1,971	457	83	29	9	-	3
2018.04	노원구	상계8동	9,297	2,093	2,157	2,362	2,211	415	49	9	1	-	-
2018.04	노원구	상계9동	8,536	1,966	2,059	2,036	2,027	363	66	17	2	-	-
2018.04	노원구	상계10동	6,692	1,703	1,597	1,635	1,446	232	54	18	3	2	2
2018.04	노원구	상계3.4동	11,923	4,553	2,782	2,103	1,825	508	117	23	10	2	-
2018.04	노원구	상계6.7동	14,057	4,041	3,134	3,113	3,069	579	88	25	5	1	2
2018.04	노원구	중계2.3동	15,501	4,606	3,833	3,283	2,986	651	113	19	6	2	2
2018.04	노원구	공릉1동	17,918	7,666	3,657	3,048	2,746	620	135	35	7	3	1
2018.04	은평구	소계	203,509	71,564	45,741	39,560	34,862	8,957	2,102	527	132	36	28
2018.04	은평구	녹번동	14,738	5,940	3,312	2,644	2,152	519	127	36	5	1	2
2018.04	은평구	불광1동	17,707	6,085	4,120	3,694	2,898	702	145	51	10	1	1
2018.04	은평구	갈현1동	11,101	4,248	2,596	2,077	1,631	429	93	19	4	4	-
2018.04	은평구	갈현2동	12,444	3,905	2,888	2,677	2,251	558	122	29	11	1	2
2018.04	은평구	구산동	12,628	3,561	2,936	2,746	2,517	646	159	37	16	3	7
2018.04	은평구	대조동	15,765	7,258	3,422	2,510	1,942	473	121	33	4	2	-
2018.04	은평구	응암1동	11,241	4,458	2,410	1,998	1,782	454	100	22	9	3	5
2018.04	은평구	응암2동	8,470	2,488	1,865	1,886	1,699	395	104	23	5	4	1
2018.04	은평구	신사1동	11,293	3,428	2,650	2,478	2,073	505	110	34	9	4	2
2018.04	은평구	신사2동	9,031	2,908	2,105	1,810	1,672	405	103	21	5	1	1
2018.04	은평구	증산동	6,947	2,380	1,636	1,298	1,212	325	70	22	4	-	-
2018.04	은평구	수색동	5,441	1,982	1,291	1,007	880	210	54	13	3	1	-
2018.04	은평구	진관동	19,894	4,988	3,735	3,988	5,123	1,577	386	72	18	3	4
2018.04	은평구	불광2동	13,627	5,502	3,248	2,418	1,851	467	100	26	11	3	1
2018.04	은평구	응암3동	12,418	5,488	2,809	2,035	1,565	397	91	25	4	3	1
2018.04	은평구	역촌동	20,764	6,945	4,718	4,294	3,614	895	217	64	14	2	1
2018.04	서대문구	소계	137,769	55,840	28,681	24,275	21,876	5,339	1,292	337	87	24	18
2018.04	서대문구	천연동	8,333	3,311	1,699	1,526	1,402	313	61	16	2	1	2
2018.04	서대문구	홍제1동	9,559	3,169	2,252	1,866	1,695	408	125	27	9	4	4
2018.04	서대문구	홍제3동	7,136	2,572	1,647	1,358	1,159	294	78	18	9	-	1
2018.04	서대문구	홍제2동	5,821	1,620	1,436	1,267	1,158	260	56	15	5	1	3
2018.04	서대문구	홍은1동	9,798	3,250	2,153	1,956	1,812	481	108	26	9	-	3
2018.04	서대문구	홍은2동	12,537	4,660	2,806	2,316	2,066	501	131	39	13	5	-
2018.04	서대문구	남가좌1동	6,094	1,442	1,147	1,492	1,504	387	94	23	4	1	-
2018.04	서대문구	남가좌2동	10,131	4,184	2,196	1,716	1,531	395	84	15	6	2	2
2018.04	서대문구	북가좌1동	7,037	1,502	1,594	1,674	1,734	400	97	29	5	2	-
2018.04	서대문구	북가좌2동	14,740	5,253	3,436	2,869	2,456	557	130	36	3	-	-
2018.04	서대문구	충현동	8,814	4,312	1,685	1,263	1,156	298	76	21	2	1	-
2018.04	서대문구	북아현동	7,551	2,785	1,689	1,474	1,292	243	53	12	-	3	-
2018.04	서대문구	신촌동	11,702	8,457	1,458	851	681	172	57	18	6	-	2
2018.04	서대문구	연희동	18,516	9,323	3,483	2,647	2,230	630	142	42	14	4	1
2018.04	마포구	소계	170,351	73,064	34,898	28,764	25,728	6,101	1,304	345	86	38	23
2018.04	마포구	용강동	9,088	3,092	1,911	1,875	1,732	374	79	16	7	2	-
2018.04	마포구	대흥동	7,224	4,690	1,192	660	522	121	25	9	2	-	3
2018.04	마포구	염리동	5,005	2,372	1,026	754	633	169	37	7	6	-	1
2018.04	마포구	신수동	9,174	3,494	1,846	1,765	1,607	349	77	29	7	-	-
2018.04	마포구	서교동	13,925	8,341	2,445	1,543	1,192	302	69	19	10	4	-
2018.04	마포구	합정동	9,620	4,834	2,126	1,305	1,030	234	64	14	3	2	8
2018.04	마포구	망원1동	10,241	4,734	2,263	1,510	1,289	355	62	20	5	2	1
2018.04	마포구	망원2동	8,190	2,791	1,864	1,557	1,537	345	71	18	3	4	-
2018.04	마포구	연남동	8,789	4,687	1,853	1,114	834	217	59	17	4	2	2
2018.04	마포구	성산1동	9,302	4,050	1,964	1,579	1,252	346	76	28	3	3	1
2018.04	마포구	성산2동	17,407	6,546	3,631	3,247	3,068	736	134	34	7	3	1
2018.04	마포구	상암동	12,535	3,781	2,369	2,493	2,832	834	163	47	10	5	1
2018.04	마포구	도화동	9,626	3,546	2,028	1,836	1,689	394	100	22	4	5	2
2018.04	마포구	서강동	11,552	5,085	2,208	1,966	1,799	399	74	15	4	1	1
2018.04	마포구	공덕동	18,351	7,808	3,902	3,194	2,730	544	138	26	7	2	-
2018.04	마포구	아현동	10,322	3,213	2,270	2,366	1,982	382	76	24	4	3	2
2018.04	양천구	소계	176,452	47,645	35,904	38,561	42,091	9,592	1,973	473	137	43	33
2018.04	양천구	목1동	10,523	1,579	1,658	2,799	3,585	695	147	43	9	4	4
2018.04	양천구	목2동	12,851	4,197	2,750	2,631	2,513	618	104	26	7	2	3
2018.04	양천구	목3동	9,304	3,226	2,091	1,918	1,600	343	85	31	6	3	1
2018.04	양천구	목4동	10,055	2,705	1,863	2,065	2,643	616	122	29	10	1	1
2018.04	양천구	신월1동	10,153	4,150	2,279	1,825	1,431	360	84	21	2	1	-
2018.04	양천구	신월2동	8,716	2,332	1,995	1,956	1,728	524	131	34	8	5	3
2018.04	양천구	신월3동	8,200	3,753	1,798	1,296	981	288	61	17	3	1	2
2018.04	양천구	신월4동	6,908	1,404	1,552	1,683	1,657	461	118	24	7	2	-
2018.04	양천구	신월5동	6,389	2,021	1,417	1,353	1,202	299	74	20	1	2	-
2018.04	양천구	신월6동	2,610	711	555	558	585	152	35	10	3	1	-
2018.04	양천구	신월7동	9,351	2,783	2,444	2,040	1,633	328	92	21	9	-	1
2018.04	양천구	신정1동	7,262	1,413	1,176	1,663	2,370	515	96	18	8	1	2
2018.04	양천구	신정2동	7,229	1,566	1,222	1,498	2,305	536	79	12	5	3	3
2018.04	양천구	신정3동	18,111	4,239	3,896	4,050	4,413	1,220	231	37	18	4	3
2018.04	양천구	신정6동	8,143	975	1,346	2,203	2,959	530	103	15	9	2	1
2018.04	양천구	신정7동	11,243	2,701	2,395	2,584	2,860	558	98	31	12	3	1
2018.04	양천구	목5동	13,577	1,630	1,991	3,489	5,278	944	175	48	13	7	2
2018.04	양천구	신정4동	15,827	6,260	3,476	2,950	2,348	605	138	36	7	1	6
2018.04	강서구	소계	256,361	93,844	55,857	48,829	44,166	10,712	2,181	547	145	52	28
2018.04	강서구	염창동	14,423	2,996	2,709	3,557	4,127	843	142	36	7	5	1
2018.04	강서구	등촌1동	11,598	5,884	2,084	1,712	1,538	301	51	23	1	4	-
2018.04	강서구	등촌2동	8,492	2,301	1,944	1,883	1,805	410	101	32	11	3	2
2018.04	강서구	등촌3동	14,709	5,098	3,850	2,862	2,302	475	99	16	3	4	-
2018.04	강서구	화곡본동	15,902	6,160	3,588	3,002	2,384	584	123	48	10	2	1
2018.04	강서구	화곡2동	8,232	2,666	1,957	1,717	1,395	406	61	21	7	-	2
2018.04	강서구	화곡3동	9,103	2,889	2,040	1,921	1,648	457	116	22	6	2	2
2018.04	강서구	화곡4동	9,834	3,523	2,339	1,983	1,505	369	85	25	3	1	1
2018.04	강서구	화곡6동	10,905	4,323	2,313	1,980	1,754	413	83	23	8	3	5
2018.04	강서구	화곡8동	11,542	4,104	2,860	2,248	1,781	414	104	26	4	1	-
2018.04	강서구	가양1동	17,847	10,681	2,480	2,076	2,016	472	94	20	5	1	2
2018.04	강서구	가양2동	8,113	3,715	2,149	1,258	742	184	50	7	5	2	1
2018.04	강서구	가양3동	7,735	2,842	2,334	1,501	823	186	39	7	3	-	-
2018.04	강서구	발산1동	13,419	2,437	2,863	3,129	3,781	975	190	33	5	5	1
2018.04	강서구	공항동	12,477	5,197	2,564	2,222	1,885	498	84	22	4	1	-
2018.04	강서구	방화1동	17,312	4,603	3,623	3,670	3,998	1,131	215	56	12	3	1
2018.04	강서구	방화2동	11,454	5,140	2,519	1,798	1,431	423	102	29	6	1	5
2018.04	강서구	방화3동	11,263	4,336	2,765	2,099	1,556	392	86	17	8	4	-
2018.04	강서구	화곡1동	25,524	11,197	5,785	4,427	3,082	793	173	43	16	6	2
2018.04	강서구	우장산동	16,477	3,752	3,091	3,784	4,613	986	183	41	21	4	2
2018.04	구로구	소계	171,852	61,608	37,512	32,816	30,156	7,450	1,747	394	119	30	20
2018.04	구로구	신도림동	13,279	2,737	2,796	3,307	3,454	750	177	42	11	4	1
2018.04	구로구	구로1동	7,800	1,678	1,677	1,868	2,073	408	68	18	8	2	-
2018.04	구로구	구로3동	13,583	7,826	2,152	1,713	1,437	347	72	23	11	1	1
2018.04	구로구	구로4동	10,703	4,816	2,523	1,745	1,244	286	65	13	9	2	-
2018.04	구로구	구로5동	14,280	6,496	2,786	2,355	2,000	456	129	43	13	1	1
2018.04	구로구	고척1동	9,480	2,760	2,081	2,018	2,035	440	116	21	6	3	-
2018.04	구로구	고척2동	11,691	3,588	2,567	2,443	2,358	564	143	22	5	-	1
2018.04	구로구	개봉2동	12,750	3,171	3,098	2,946	2,641	660	180	39	11	1	3
2018.04	구로구	개봉3동	8,648	2,438	2,107	1,964	1,641	393	86	15	3	1	-
2018.04	구로구	오류1동	10,335	4,628	2,278	1,664	1,289	365	83	17	5	2	4
2018.04	구로구	오류2동	16,625	4,358	3,834	3,401	3,641	1,072	237	57	16	5	4
2018.04	구로구	수궁동	9,771	2,599	2,381	2,157	1,939	536	128	24	4	3	-
2018.04	구로구	가리봉동	5,958	3,835	1,043	553	382	117	21	3	2	-	2
2018.04	구로구	구로2동	12,976	6,041	2,908	1,970	1,522	394	100	28	9	3	1
2018.04	구로구	개봉1동	13,973	4,637	3,281	2,712	2,500	662	142	29	6	2	2
2018.04	금천구	소계	106,284	45,058	22,497	18,080	15,561	3,862	934	197	54	22	19
2018.04	금천구	가산동	12,476	8,552	1,689	1,148	819	204	54	6	2	2	-
2018.04	금천구	독산1동	17,334	8,049	3,281	2,697	2,487	619	155	29	9	3	5
2018.04	금천구	독산2동	9,448	3,885	2,148	1,688	1,327	308	75	12	1	2	2
2018.04	금천구	독산3동	12,192	5,413	2,679	2,009	1,588	384	98	14	5	2	-
2018.04	금천구	독산4동	7,647	3,153	1,711	1,350	1,070	267	73	15	5	1	2
2018.04	금천구	시흥1동	15,362	5,993	3,403	2,795	2,417	591	110	41	6	3	3
2018.04	금천구	시흥2동	8,543	1,928	2,009	1,892	2,012	510	139	36	10	3	4
2018.04	금천구	시흥3동	4,746	1,402	1,191	1,013	847	229	45	15	1	2	1
2018.04	금천구	시흥4동	9,167	2,984	2,184	1,836	1,626	407	98	16	11	4	1
2018.04	금천구	시흥5동	9,369	3,699	2,202	1,652	1,368	343	87	13	4	-	1
2018.04	영등포구	소계	169,083	74,067	33,547	28,480	25,228	5,953	1,324	344	82	28	30
