기간	자치구	행정동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2018.07	동대문구	제기동	12,716	6,530	2,506	1,738	1,406	394	115	18	6	2	1
2018.07	동대문구	전농1동	14,194	6,680	2,785	2,260	1,882	447	98	29	8	4	1
2018.07	동대문구	전농2동	7,659	2,051	1,774	1,725	1,542	411	119	33	2	-	2
2018.07	동대문구	답십리1동	11,630	4,390	2,311	2,256	1,991	523	117	31	9	1	1
2018.07	동대문구	답십리2동	11,996	3,981	2,808	2,361	2,151	520	128	36	8	3	-
2018.07	동대문구	장안1동	17,084	6,846	3,603	3,085	2,646	686	162	43	9	4	-
2018.07	동대문구	장안2동	12,557	4,150	2,611	2,633	2,410	576	143	22	11	-	1
2018.07	동대문구	이문1동	14,254	7,941	2,544	1,785	1,482	373	103	14	7	3	2
2018.07	동대문구	이문2동	8,691	2,769	1,921	1,712	1,711	442	98	26	11	-	1
2018.07	중랑구	소계	179,758	70,853	39,962	32,748	27,687	6,669	1,373	345	90	18	13
2018.07	중랑구	면목2동	12,162	5,228	2,656	2,062	1,689	418	87	15	7	-	-
2018.07	중랑구	면목4동	9,483	3,953	2,116	1,685	1,334	307	65	19	4	-	-
2018.07	중랑구	면목5동	4,625	1,880	1,089	820	649	151	25	10	1	-	-
2018.07	중랑구	면목7동	10,096	4,163	2,268	1,796	1,435	345	63	21	3	2	-
2018.07	중랑구	상봉1동	10,138	2,950	2,257	2,215	2,155	454	79	22	5	1	-
2018.07	중랑구	상봉2동	9,999	5,421	2,020	1,326	967	200	44	11	8	2	-
2018.07	중랑구	중화1동	8,788	2,996	2,071	1,770	1,492	368	64	19	6	1	1
2018.07	중랑구	중화2동	14,258	7,061	3,116	2,121	1,495	366	75	17	4	2	1
2018.07	중랑구	묵1동	14,461	4,494	3,143	3,061	2,872	679	161	36	12	1	2
2018.07	중랑구	묵2동	9,143	3,682	2,089	1,701	1,266	317	70	13	1	2	2
2018.07	중랑구	망우3동	8,440	3,529	1,981	1,480	1,131	239	59	16	3	2	-
2018.07	중랑구	신내1동	14,482	3,158	3,139	3,141	3,634	1,125	218	47	16	2	2
2018.07	중랑구	신내2동	8,990	2,561	2,187	2,023	1,741	360	87	20	9	1	1
2018.07	중랑구	면목본동	17,427	8,006	3,853	2,845	2,138	464	86	27	5	1	2
2018.07	중랑구	면목3.8동	12,617	5,431	2,843	2,171	1,667	381	93	28	3	-	-
2018.07	중랑구	망우본동	14,649	6,340	3,134	2,531	2,022	495	97	24	3	1	2
2018.07	성북구	소계	186,542	70,017	38,425	34,961	32,614	7,903	1,900	530	122	30	40
2018.07	성북구	돈암1동	6,372	1,754	1,480	1,419	1,310	309	77	18	2	1	2
2018.07	성북구	돈암2동	8,502	1,505	1,713	2,144	2,368	564	139	48	16	2	3
2018.07	성북구	안암동	8,705	5,409	1,374	925	766	183	34	8	3	2	1
2018.07	성북구	보문동	7,988	3,648	1,587	1,309	1,153	235	45	8	1	-	2
2018.07	성북구	정릉1동	7,029	2,008	1,498	1,567	1,468	363	93	25	4	1	2
2018.07	성북구	정릉2동	9,617	2,908	2,212	2,052	1,856	441	107	33	4	2	2
2018.07	성북구	정릉3동	7,542	3,674	1,461	1,169	900	261	53	16	4	1	3
2018.07	성북구	정릉4동	11,060	3,547	2,507	2,377	2,009	454	125	32	7	1	1
2018.07	성북구	길음1동	12,997	2,558	2,392	3,202	3,852	745	186	45	8	3	6
2018.07	성북구	길음2동	4,978	1,900	974	889	920	223	53	15	4	-	-
2018.07	성북구	월곡1동	10,753	3,090	2,347	2,256	2,326	555	135	34	8	1	1
2018.07	성북구	월곡2동	8,862	3,623	1,766	1,545	1,410	373	111	21	7	3	3
2018.07	성북구	장위1동	8,971	3,216	2,095	1,693	1,477	371	80	29	6	2	2
2018.07	성북구	장위2동	7,209	2,723	1,708	1,354	1,030	291	72	23	6	2	-
2018.07	성북구	장위3동	4,863	1,712	1,034	913	902	233	50	17	2	-	-
2018.07	성북구	성북동	8,007	3,588	1,697	1,223	1,037	326	88	32	9	1	6
2018.07	성북구	삼선동	12,617	5,982	2,428	1,900	1,740	430	103	24	8	2	-
2018.07	성북구	동선동	8,848	5,427	1,446	966	732	200	52	15	7	1	2
2018.07	성북구	종암동	16,959	6,051	3,408	3,308	3,157	797	169	54	8	4	3
2018.07	성북구	석관동	14,663	5,694	3,298	2,750	2,201	549	128	33	8	1	1
2018.07	강북구	소계	143,134	56,382	32,663	25,998	21,106	5,388	1,194	265	87	26	25
2018.07	강북구	번1동	10,109	5,185	2,106	1,448	1,049	245	64	8	4	-	-
2018.07	강북구	번2동	7,552	2,502	2,052	1,539	1,093	271	73	13	6	1	2
2018.07	강북구	번3동	7,608	2,081	2,088	1,651	1,302	359	97	24	4	1	1
2018.07	강북구	수유1동	10,265	4,477	2,260	1,740	1,320	361	82	12	9	1	3
2018.07	강북구	수유2동	9,512	3,227	2,373	1,894	1,502	393	89	23	8	1	2
2018.07	강북구	수유3동	12,267	6,242	2,561	1,858	1,218	309	59	11	3	3	3
2018.07	강북구	삼양동	12,226	4,707	2,786	2,307	1,809	493	89	19	9	6	1
2018.07	강북구	미아동	11,148	5,297	2,409	1,725	1,302	325	63	16	7	2	2
2018.07	강북구	송중동	13,058	5,382	2,809	2,280	1,910	515	119	33	4	3	3
2018.07	강북구	송천동	13,745	6,042	3,077	2,249	1,810	449	89	17	10	-	2
2018.07	강북구	삼각산동	11,872	2,523	2,393	2,738	3,323	715	131	39	7	2	1
2018.07	강북구	우이동	9,447	3,430	2,290	1,838	1,385	377	97	18	5	4	3
2018.07	강북구	인수동	14,325	5,287	3,459	2,731	2,083	576	142	32	11	2	2
2018.07	도봉구	소계	137,657	42,047	32,284	29,160	25,991	6,272	1,395	361	96	37	14
2018.07	도봉구	쌍문1동	9,130	2,938	2,197	1,891	1,553	418	99	24	7	1	2
2018.07	도봉구	쌍문2동	8,599	2,856	2,137	1,787	1,375	322	96	20	2	1	3
2018.07	도봉구	쌍문3동	7,638	2,913	1,800	1,422	1,138	288	58	15	3	-	1
2018.07	도봉구	쌍문4동	7,180	1,500	1,478	1,742	1,939	427	71	17	5	1	-
2018.07	도봉구	방학1동	12,703	4,398	2,914	2,445	2,165	609	115	43	9	3	2
2018.07	도봉구	방학2동	9,551	3,539	2,319	1,834	1,399	349	84	22	4	1	-
2018.07	도봉구	방학3동	10,143	1,714	2,234	2,619	2,708	669	143	33	18	5	-
2018.07	도봉구	창1동	10,890	3,371	2,476	2,343	2,146	440	89	22	2	1	-
2018.07	도봉구	창2동	12,379	3,546	2,951	2,748	2,368	557	149	39	13	8	-
2018.07	도봉구	창3동	6,673	2,456	1,630	1,271	1,002	241	56	14	1	2	-
2018.07	도봉구	창4동	10,569	2,634	2,187	2,367	2,651	572	119	26	11	2	-
2018.07	도봉구	창5동	9,878	2,458	2,237	2,356	2,169	513	98	33	9	5	-
2018.07	도봉구	도봉1동	10,290	3,931	2,688	1,812	1,357	380	79	23	9	6	5
2018.07	도봉구	도봉2동	12,034	3,793	3,036	2,523	2,021	487	139	30	3	1	1
2018.07	노원구	소계	217,528	66,215	47,214	45,080	46,411	10,036	1,967	412	133	32	28
2018.07	노원구	월계1동	10,470	4,280	2,141	1,766	1,724	452	86	17	4	-	-
2018.07	노원구	월계2동	11,255	3,645	2,894	2,220	1,901	466	100	22	5	-	2
2018.07	노원구	월계3동	12,989	3,484	3,410	2,961	2,445	519	128	27	11	3	1
2018.07	노원구	공릉2동	16,071	5,080	2,993	3,218	3,772	774	179	33	11	11	-
2018.07	노원구	하계1동	12,299	4,562	2,286	2,242	2,535	531	107	15	16	-	5
2018.07	노원구	하계2동	8,347	1,545	1,737	2,031	2,404	536	77	12	4	1	-
2018.07	노원구	중계본동	9,236	2,135	1,369	1,945	2,912	701	134	28	10	1	1
2018.07	노원구	중계1동	9,105	1,387	1,287	2,260	3,430	616	98	19	7	1	-
2018.07	노원구	중계4동	8,449	2,356	1,933	1,707	1,938	411	79	17	5	1	2
2018.07	노원구	상계1동	15,659	4,250	3,512	3,361	3,421	878	186	30	11	3	7
2018.07	노원구	상계2동	8,729	2,998	1,687	1,648	1,872	404	89	19	9	2	1
2018.07	노원구	상계5동	11,132	3,807	2,626	2,177	1,942	453	84	30	9	1	3
2018.07	노원구	상계8동	9,302	2,116	2,182	2,363	2,175	402	51	12	1	-	-
2018.07	노원구	상계9동	8,510	1,968	2,060	2,040	2,006	359	59	17	1	-	-
2018.07	노원구	상계10동	6,662	1,690	1,630	1,624	1,411	228	56	16	3	2	2
2018.07	노원구	상계3.4동	11,854	4,540	2,804	2,071	1,800	491	112	25	9	2	-
2018.07	노원구	상계6.7동	14,058	4,032	3,152	3,145	3,045	569	83	24	5	1	2
2018.07	노원구	중계2.3동	15,502	4,624	3,882	3,255	2,966	631	115	20	5	2	2
2018.07	노원구	공릉1동	17,899	7,716	3,629	3,046	2,712	615	144	29	7	1	-
2018.07	은평구	소계	203,528	71,874	46,033	39,426	34,558	8,899	2,016	519	138	34	31
2018.07	은평구	녹번동	14,777	5,985	3,341	2,633	2,149	511	118	33	5	1	1
2018.07	은평구	불광1동	17,699	6,112	4,133	3,690	2,866	693	145	46	12	2	-
2018.07	은평구	갈현1동	11,112	4,270	2,624	2,077	1,611	413	88	21	4	3	1
2018.07	은평구	갈현2동	12,486	3,973	2,910	2,667	2,219	564	109	30	11	1	2
2018.07	은평구	구산동	12,738	3,617	2,997	2,752	2,509	647	152	38	16	1	9
2018.07	은평구	대조동	15,699	7,245	3,450	2,465	1,909	475	111	36	6	2	-
2018.07	은평구	응암1동	11,200	4,427	2,406	1,984	1,797	448	98	22	8	4	6
2018.07	은평구	응암2동	8,330	2,406	1,861	1,856	1,697	381	99	21	6	2	1
2018.07	은평구	신사1동	11,286	3,464	2,673	2,427	2,074	497	104	33	8	4	2
2018.07	은평구	신사2동	9,084	2,949	2,108	1,822	1,657	416	99	27	4	1	1
2018.07	은평구	증산동	6,921	2,381	1,644	1,303	1,192	314	60	22	5	-	-
2018.07	은평구	수색동	5,181	1,868	1,238	960	841	204	51	16	2	1	-
2018.07	은평구	진관동	20,105	5,101	3,804	4,054	5,079	1,605	364	71	20	3	4
2018.07	은평구	불광2동	13,649	5,551	3,262	2,412	1,815	464	107	24	10	3	1
2018.07	은평구	응암3동	12,416	5,508	2,798	2,055	1,547	384	91	24	5	2	2
2018.07	은평구	역촌동	20,845	7,017	4,784	4,269	3,596	883	220	55	16	4	1
2018.07	서대문구	소계	137,666	56,080	28,597	24,309	21,646	5,300	1,261	342	90	24	17
2018.07	서대문구	천연동	8,348	3,330	1,694	1,556	1,378	306	63	17	1	1	2
2018.07	서대문구	홍제1동	9,519	3,154	2,261	1,863	1,671	405	121	27	9	4	4
2018.07	서대문구	홍제3동	7,118	2,588	1,625	1,373	1,143	288	74	16	10	-	1
2018.07	서대문구	홍제2동	5,833	1,631	1,416	1,277	1,169	259	56	16	5	1	3
2018.07	서대문구	홍은1동	9,762	3,214	2,159	1,955	1,821	473	102	26	9	-	3
2018.07	서대문구	홍은2동	12,522	4,692	2,786	2,323	2,039	493	130	41	14	4	-
2018.07	서대문구	남가좌1동	6,070	1,430	1,162	1,478	1,486	390	91	27	5	1	-
2018.07	서대문구	남가좌2동	10,096	4,190	2,176	1,719	1,520	383	82	15	7	2	2
2018.07	서대문구	북가좌1동	7,017	1,502	1,594	1,688	1,694	409	98	26	4	2	-
2018.07	서대문구	북가좌2동	14,705	5,296	3,433	2,837	2,424	558	117	38	2	-	-
2018.07	서대문구	충현동	8,774	4,313	1,661	1,264	1,136	301	75	19	4	1	-
2018.07	서대문구	북아현동	7,568	2,804	1,653	1,508	1,295	236	57	11	1	3	-
2018.07	서대문구	신촌동	11,784	8,538	1,477	852	669	167	55	18	6	-	2
2018.07	서대문구	연희동	18,550	9,398	3,500	2,616	2,201	632	140	45	13	5	-
2018.07	마포구	소계	170,955	73,761	35,118	28,672	25,571	6,055	1,282	339	98	34	25
2018.07	마포구	용강동	9,105	3,070	1,930	1,894	1,724	381	79	17	7	3	-
2018.07	마포구	대흥동	7,201	4,688	1,184	653	523	117	23	9	1	-	3
2018.07	마포구	염리동	4,967	2,352	1,016	752	628	166	39	8	5	-	1
2018.07	마포구	신수동	9,181	3,491	1,873	1,759	1,603	342	77	28	7	1	-
2018.07	마포구	서교동	13,901	8,354	2,445	1,507	1,195	302	64	21	10	3	-
2018.07	마포구	합정동	9,607	4,833	2,143	1,300	1,010	231	65	12	3	2	8
2018.07	마포구	망원1동	10,263	4,790	2,265	1,504	1,276	343	60	17	5	2	1
2018.07	마포구	망원2동	8,198	2,800	1,892	1,544	1,523	343	71	16	7	2	-
2018.07	마포구	연남동	8,746	4,697	1,824	1,098	827	223	54	14	5	1	3
2018.07	마포구	성산1동	9,340	4,069	2,002	1,573	1,244	343	73	27	5	3	1
2018.07	마포구	성산2동	17,915	7,007	3,699	3,236	3,070	723	134	32	9	4	1
2018.07	마포구	상암동	12,688	3,939	2,401	2,515	2,786	826	161	44	11	4	1
2018.07	마포구	도화동	9,648	3,562	2,037	1,825	1,688	400	102	24	4	4	2
2018.07	마포구	서강동	11,482	5,028	2,212	1,955	1,795	394	73	17	5	1	2
2018.07	마포구	공덕동	18,440	7,889	3,933	3,210	2,682	554	135	27	8	2	-
2018.07	마포구	아현동	10,273	3,192	2,262	2,347	1,997	367	72	26	6	2	2
2018.07	양천구	소계	176,284	47,819	36,197	38,439	41,712	9,480	1,951	473	138	41	34
2018.07	양천구	목1동	10,530	1,569	1,687	2,795	3,592	688	139	45	7	4	4
2018.07	양천구	목2동	12,808	4,160	2,804	2,595	2,489	605	117	26	7	1	4
2018.07	양천구	목3동	9,425	3,299	2,153	1,911	1,597	336	87	31	7	3	1
2018.07	양천구	목4동	10,059	2,726	1,868	2,080	2,626	597	120	27	12	2	1
2018.07	양천구	신월1동	10,138	4,161	2,291	1,824	1,404	350	82	24	1	1	-
2018.07	양천구	신월2동	8,688	2,342	1,990	1,923	1,735	528	115	38	10	4	3
2018.07	양천구	신월3동	8,233	3,835	1,798	1,281	952	283	63	16	2	1	2
2018.07	양천구	신월4동	6,921	1,407	1,561	1,693	1,661	445	124	22	6	2	-
2018.07	양천구	신월5동	6,378	2,040	1,422	1,326	1,190	303	76	18	1	2	-
2018.07	양천구	신월6동	2,592	693	565	555	584	148	36	8	2	1	-
2018.07	양천구	신월7동	9,360	2,833	2,447	2,033	1,602	336	79	22	7	-	1
2018.07	양천구	신정1동	7,237	1,400	1,205	1,651	2,341	521	91	17	9	-	2
2018.07	양천구	신정2동	7,204	1,549	1,239	1,506	2,279	524	84	12	5	3	3
2018.07	양천구	신정3동	17,896	4,187	3,870	3,992	4,356	1,196	229	45	15	3	3
2018.07	양천구	신정6동	8,170	992	1,372	2,224	2,931	522	102	14	11	1	1
2018.07	양천구	신정7동	11,233	2,713	2,413	2,589	2,824	552	98	26	15	2	1
2018.07	양천구	목5동	13,547	1,609	1,988	3,555	5,210	936	177	47	14	9	2
2018.07	양천구	신정4동	15,865	6,304	3,524	2,906	2,339	610	132	35	7	2	6
2018.07	강서구	소계	256,746	94,616	56,334	48,695	43,635	10,528	2,177	536	145	53	27
2018.07	강서구	염창동	14,508	3,063	2,726	3,581	4,114	831	143	39	7	3	1
2018.07	강서구	등촌1동	11,591	5,913	2,098	1,689	1,513	304	48	21	1	3	1
2018.07	강서구	등촌2동	8,561	2,360	1,963	1,889	1,788	411	102	34	8	6	-
2018.07	강서구	등촌3동	14,722	5,216	3,834	2,815	2,264	475	94	16	4	4	-
2018.07	강서구	화곡본동	16,045	6,331	3,620	3,004	2,332	566	131	43	12	5	1
2018.07	강서구	화곡2동	8,232	2,686	1,971	1,707	1,372	407	61	21	5	-	2
2018.07	강서구	화곡3동	9,128	2,928	2,056	1,908	1,646	442	117	21	5	3	2
2018.07	강서구	화곡4동	9,789	3,490	2,372	1,959	1,492	363	85	24	3	1	-
2018.07	강서구	화곡6동	10,897	4,343	2,299	1,995	1,717	424	84	20	8	2	5
2018.07	강서구	화곡8동	11,572	4,129	2,920	2,240	1,740	410	106	22	4	1	-
2018.07	강서구	가양1동	17,953	10,784	2,502	2,075	2,004	473	85	21	6	1	2
2018.07	강서구	가양2동	8,132	3,755	2,180	1,236	722	174	48	9	5	2	1
2018.07	강서구	가양3동	7,723	2,868	2,383	1,462	781	182	38	6	3	-	-
2018.07	강서구	발산1동	13,367	2,444	2,849	3,139	3,738	964	184	35	8	5	1
2018.07	강서구	공항동	12,518	5,239	2,584	2,200	1,897	485	86	20	7	-	-
2018.07	강서구	방화1동	17,301	4,600	3,694	3,628	3,995	1,094	214	57	13	3	3
2018.07	강서구	방화2동	11,436	5,139	2,539	1,802	1,407	411	101	26	6	1	4
2018.07	강서구	방화3동	11,254	4,344	2,789	2,105	1,508	384	97	16	7	4	-
2018.07	강서구	화곡1동	25,540	11,223	5,842	4,452	3,021	768	169	44	14	5	2
2018.07	강서구	우장산동	16,477	3,761	3,113	3,809	4,584	960	184	41	19	4	2
2018.07	구로구	소계	171,827	61,660	37,789	32,796	29,969	7,360	1,701	387	111	34	20
2018.07	구로구	신도림동	13,331	2,762	2,835	3,340	3,440	739	166	37	7	4	1
2018.07	구로구	구로1동	7,822	1,664	1,717	1,873	2,077	400	64	16	9	2	-
2018.07	구로구	구로3동	13,550	7,789	2,185	1,702	1,417	344	76	24	11	1	1
2018.07	구로구	구로4동	10,647	4,824	2,504	1,731	1,220	281	65	11	9	2	-
2018.07	구로구	구로5동	14,282	6,510	2,809	2,329	1,990	467	125	38	12	1	1
2018.07	구로구	고척1동	9,495	2,769	2,100	2,010	2,034	439	112	22	6	3	-
2018.07	구로구	고척2동	11,667	3,609	2,595	2,420	2,330	545	138	22	7	-	1
2018.07	구로구	개봉2동	12,711	3,130	3,095	2,946	2,652	662	176	39	7	2	2
2018.07	구로구	개봉3동	8,711	2,487	2,152	1,973	1,606	397	78	14	3	1	-
2018.07	구로구	오류1동	10,426	4,702	2,310	1,645	1,298	357	84	20	4	2	4
2018.07	구로구	오류2동	16,583	4,351	3,842	3,394	3,617	1,061	233	59	16	5	5
2018.07	구로구	수궁동	9,804	2,586	2,410	2,183	1,942	529	124	22	3	5	-
2018.07	구로구	가리봉동	5,908	3,791	1,057	557	360	113	23	3	2	-	2
2018.07	구로구	구로2동	12,886	6,030	2,888	1,957	1,489	386	93	30	8	4	1
2018.07	구로구	개봉1동	14,004	4,656	3,290	2,736	2,497	640	144	30	7	2	2
2018.07	금천구	소계	106,464	45,442	22,578	18,045	15,378	3,813	923	195	51	21	18
2018.07	금천구	가산동	12,724	8,811	1,676	1,150	828	195	54	7	1	2	-
2018.07	금천구	독산1동	17,384	8,108	3,297	2,713	2,449	626	149	26	8	3	5
2018.07	금천구	독산2동	9,368	3,880	2,125	1,678	1,308	287	72	13	1	2	2
2018.07	금천구	독산3동	12,185	5,403	2,700	2,014	1,576	373	97	15	5	2	-
2018.07	금천구	독산4동	7,666	3,210	1,705	1,350	1,040	270	68	15	5	1	2
2018.07	금천구	시흥1동	15,310	5,956	3,439	2,765	2,404	585	109	42	6	2	2
2018.07	금천구	시흥2동	8,538	1,939	2,023	1,887	1,999	500	142	32	10	2	4
2018.07	금천구	시흥3동	4,739	1,403	1,211	1,003	833	224	46	14	2	2	1
2018.07	금천구	시흥4동	9,183	3,019	2,184	1,831	1,604	413	99	18	9	5	1
2018.07	금천구	시흥5동	9,367	3,713	2,218	1,654	1,337	340	87	13	4	-	1
2018.07	영등포구	소계	169,466	74,510	33,884	28,366	25,013	5,906	1,324	313	94	26	30
