기간	자치구	행정동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2019.07	구로구	개봉1동	13,952	4,733	3,397	2,717	2,311	611	140	32	7	2	2
2019.07	금천구	소계	109,849	49,021	23,611	17,760	14,662	3,675	844	195	49	17	15
2019.07	금천구	가산동	13,491	9,615	1,759	1,097	778	176	57	6	2	1	-
2019.07	금천구	독산1동	19,774	9,545	3,773	3,001	2,610	655	145	33	5	2	5
2019.07	금천구	독산2동	9,273	3,957	2,163	1,618	1,189	271	57	12	4	-	2
2019.07	금천구	독산3동	12,287	5,647	2,790	1,931	1,473	344	76	17	4	5	-
2019.07	금천구	독산4동	7,626	3,313	1,766	1,248	960	263	57	14	2	2	1
2019.07	금천구	시흥1동	15,847	6,610	3,565	2,694	2,274	559	97	38	6	2	2
2019.07	금천구	시흥2동	8,431	2,022	2,025	1,848	1,877	475	139	33	8	1	3
2019.07	금천구	시흥3동	4,734	1,442	1,251	985	776	219	50	8	3	-	-
2019.07	금천구	시흥4동	9,063	3,083	2,229	1,769	1,478	383	86	19	11	4	1
2019.07	금천구	시흥5동	9,323	3,787	2,290	1,569	1,247	330	80	15	4	-	1
2019.07	영등포구	소계	173,940	79,755	34,606	28,292	24,050	5,571	1,221	306	83	23	33
2019.07	영등포구	여의동	13,408	3,948	2,891	2,994	2,765	600	148	38	14	4	6
2019.07	영등포구	당산1동	10,540	5,314	2,107	1,553	1,192	277	74	13	5	1	4
2019.07	영등포구	당산2동	17,233	8,560	2,907	2,644	2,424	523	123	36	14	1	1
2019.07	영등포구	양평1동	8,908	4,310	1,914	1,385	1,007	222	48	16	3	3	-
2019.07	영등포구	양평2동	10,138	4,171	2,062	1,801	1,660	348	75	14	4	1	2
2019.07	영등포구	신길1동	9,949	5,970	1,787	1,129	791	216	39	10	4	2	1
2019.07	영등포구	신길3동	7,563	2,930	1,598	1,432	1,226	314	46	11	4	1	1
2019.07	영등포구	신길4동	4,278	1,877	960	726	541	139	28	5	2	-	-
2019.07	영등포구	신길5동	4,191	1,788	945	698	560	148	41	8	-	1	2
2019.07	영등포구	신길6동	8,431	3,650	1,814	1,409	1,189	281	59	19	3	1	6
2019.07	영등포구	신길7동	6,535	1,909	1,320	1,386	1,493	335	69	16	4	2	1
2019.07	영등포구	대림1동	6,365	2,990	1,421	943	780	178	37	13	2	-	1
2019.07	영등포구	대림2동	6,834	3,626	1,527	867	593	167	41	9	4	-	-
2019.07	영등포구	대림3동	10,549	4,000	2,426	1,977	1,607	409	95	29	6	-	-
2019.07	영등포구	영등포본동	10,208	4,524	1,987	1,737	1,518	357	61	16	4	2	2
2019.07	영등포구	영등포동	17,059	12,175	2,204	1,354	1,030	226	52	13	2	-	3
2019.07	영등포구	도림동	9,288	4,409	2,057	1,435	1,042	264	59	16	5	1	-
2019.07	영등포구	문래동	12,463	3,604	2,679	2,822	2,632	567	126	24	3	3	3
2019.07	동작구	소계	180,524	76,421	37,349	30,977	27,367	6,455	1,425	376	103	31	20
2019.07	동작구	노량진2동	7,177	4,082	1,404	926	588	128	35	10	3	1	-
2019.07	동작구	상도1동	21,337	9,681	3,897	3,585	3,235	721	165	40	9	2	2
2019.07	동작구	상도2동	12,833	5,145	2,692	2,304	2,082	470	110	23	4	2	1
2019.07	동작구	상도3동	11,815	5,042	2,604	2,048	1,577	385	107	33	11	6	2
2019.07	동작구	상도4동	13,450	5,404	3,062	2,429	1,977	467	79	24	6	-	2
2019.07	동작구	사당1동	13,019	7,431	2,576	1,576	1,098	258	60	11	7	2	-
2019.07	동작구	사당3동	10,708	3,463	2,450	2,212	1,967	464	104	36	7	3	2
2019.07	동작구	사당4동	6,981	3,077	1,565	1,134	929	210	42	16	6	2	-
2019.07	동작구	사당5동	5,717	2,266	1,218	1,062	917	199	41	11	1	1	1
2019.07	동작구	대방동	17,113	6,890	3,226	2,868	3,179	723	160	47	11	4	5
2019.07	동작구	신대방1동	9,857	3,541	1,923	1,798	1,982	475	103	24	7	1	3
2019.07	동작구	신대방2동	9,293	4,117	1,749	1,463	1,449	391	86	32	6	-	-
2019.07	동작구	흑석동	14,282	5,502	2,997	2,709	2,380	568	95	21	9	1	-
2019.07	동작구	노량진1동	14,994	6,640	3,113	2,469	2,086	531	116	28	6	4	1
2019.07	동작구	사당2동	11,948	4,140	2,873	2,394	1,921	465	122	20	10	2	1
2019.07	관악구	소계	267,243	148,899	49,269	33,282	27,109	6,599	1,513	399	117	27	29
2019.07	관악구	보라매동	12,245	5,739	2,663	1,890	1,492	364	77	14	-	3	3
2019.07	관악구	청림동	6,566	1,978	1,553	1,483	1,211	254	61	16	7	1	2
2019.07	관악구	행운동	17,096	10,498	2,885	1,842	1,397	350	97	17	9	-	1
2019.07	관악구	낙성대동	10,699	7,468	1,468	873	654	170	47	12	5	-	2
2019.07	관악구	중앙동	9,237	5,960	1,570	829	659	166	42	7	1	2	1
2019.07	관악구	인헌동	14,066	7,617	2,677	1,815	1,480	373	72	27	5	-	-
2019.07	관악구	남현동	9,367	4,670	1,894	1,365	1,077	266	65	21	5	1	3
2019.07	관악구	서원동	13,759	8,580	2,530	1,402	921	244	63	13	5	1	-
2019.07	관악구	신원동	10,451	5,985	2,152	1,210	846	195	42	15	1	3	2
2019.07	관악구	서림동	14,131	9,070	2,242	1,397	1,049	274	69	21	7	-	2
2019.07	관악구	신사동	13,243	8,100	2,291	1,446	1,094	240	55	11	5	-	1
2019.07	관악구	신림동	16,651	13,482	1,971	666	409	91	26	4	-	1	1
2019.07	관악구	난향동	6,460	1,909	1,504	1,322	1,295	320	77	25	5	1	2
2019.07	관악구	조원동	10,186	6,311	1,813	1,000	831	167	35	19	7	3	-
2019.07	관악구	대학동	15,794	11,694	1,793	1,149	857	226	60	11	4	-	-
2019.07	관악구	은천동	15,897	6,657	3,481	2,648	2,393	543	133	27	12	2	1
2019.07	관악구	성현동	12,931	3,904	3,043	2,621	2,579	621	117	31	12	1	2
2019.07	관악구	청룡동	19,927	14,212	2,643	1,476	1,198	299	75	16	4	2	2
2019.07	관악구	난곡동	12,889	5,016	3,152	2,303	1,847	425	104	30	10	1	1
2019.07	관악구	삼성동	11,499	4,634	2,745	1,944	1,612	432	95	28	4	4	1
2019.07	관악구	미성동	14,149	5,415	3,199	2,601	2,208	579	101	34	9	1	2
2019.07	서초구	소계	173,032	57,932	34,315	34,107	35,238	8,560	2,043	538	194	59	46
2019.07	서초구	서초1동	9,281	3,866	1,712	1,624	1,503	403	129	29	12	2	1
2019.07	서초구	서초2동	8,274	3,660	1,488	1,405	1,325	288	81	17	7	2	1
2019.07	서초구	서초3동	13,489	5,650	2,610	2,299	2,112	580	159	42	22	7	8
2019.07	서초구	서초4동	10,995	2,375	1,910	2,588	3,278	657	126	45	10	5	1
2019.07	서초구	잠원동	13,996	4,706	2,635	2,930	2,985	584	108	28	12	5	3
2019.07	서초구	반포본동	4,155	741	839	968	1,277	248	59	16	4	1	2
2019.07	서초구	반포1동	14,379	6,328	2,243	2,310	2,683	621	138	36	14	6	-
2019.07	서초구	반포2동	5,171	733	842	1,314	1,704	461	86	19	8	2	2
2019.07	서초구	반포3동	7,016	1,283	1,369	1,871	2,007	391	62	23	6	2	2
2019.07	서초구	반포4동	7,350	1,889	1,491	1,765	1,636	422	104	22	10	8	3
2019.07	서초구	방배본동	7,873	2,079	1,545	1,715	1,894	478	112	34	9	3	4
2019.07	서초구	방배1동	7,582	2,888	1,683	1,395	1,225	287	74	19	7	1	3
2019.07	서초구	방배2동	8,850	3,097	2,068	1,673	1,515	388	71	22	6	4	6
2019.07	서초구	방배3동	8,505	2,261	1,895	1,871	1,870	448	113	33	12	-	2
2019.07	서초구	방배4동	9,791	3,402	2,007	1,808	1,927	473	134	28	10	-	2
2019.07	서초구	양재1동	18,236	5,950	3,938	3,405	3,486	1,086	268	75	20	6	2
2019.07	서초구	양재2동	10,808	4,938	2,224	1,648	1,451	398	110	23	13	1	2
2019.07	서초구	내곡동	7,281	2,086	1,816	1,518	1,360	347	109	27	12	4	2
2019.07	강남구	소계	231,093	90,743	43,277	41,136	42,967	9,865	2,195	619	177	78	36
2019.07	강남구	신사동	7,474	2,930	1,576	1,286	1,228	325	83	24	14	6	2
2019.07	강남구	논현1동	14,170	9,310	2,442	1,213	848	256	67	20	9	3	2
2019.07	강남구	논현2동	11,339	6,138	2,091	1,531	1,203	278	73	17	7	1	-
2019.07	강남구	삼성1동	5,925	1,979	1,219	1,184	1,135	287	86	25	8	1	1
2019.07	강남구	삼성2동	13,225	5,641	2,286	2,292	2,329	484	131	46	9	5	2
2019.07	강남구	대치1동	7,413	578	910	1,950	3,148	653	120	35	10	6	3
2019.07	강남구	대치4동	10,162	5,304	1,654	1,395	1,400	312	72	20	4	-	1
2019.07	강남구	역삼1동	23,503	16,577	3,572	1,713	1,178	329	91	28	9	5	1
2019.07	강남구	역삼2동	15,370	6,304	2,287	2,801	3,149	637	128	37	11	7	9
2019.07	강남구	도곡1동	8,549	2,509	1,556	1,819	2,091	436	94	28	10	6	-
2019.07	강남구	도곡2동	11,832	2,213	2,301	2,997	3,421	712	141	36	7	2	2
2019.07	강남구	개포1동	2,793	866	628	512	603	152	22	6	3	1	-
2019.07	강남구	개포4동	7,749	2,910	1,541	1,435	1,413	358	62	21	5	2	2
2019.07	강남구	일원본동	8,199	1,492	1,482	2,012	2,577	505	95	25	6	4	1
2019.07	강남구	일원1동	7,553	3,129	1,769	1,297	990	286	66	14	2	-	-
2019.07	강남구	일원2동	7,314	2,183	1,751	1,561	1,480	284	39	14	1	-	1
2019.07	강남구	수서동	7,839	3,259	2,309	1,272	739	192	49	12	6	1	-
2019.07	강남구	세곡동	17,747	5,769	3,778	3,252	3,379	1,159	319	69	15	5	2
2019.07	강남구	압구정동	10,731	3,024	2,371	2,389	2,249	520	125	33	8	10	2
2019.07	강남구	청담동	12,558	4,710	2,433	2,398	2,256	549	131	52	17	8	4
2019.07	강남구	대치2동	12,996	2,440	1,995	3,228	4,311	825	135	44	12	5	1
2019.07	강남구	개포2동	6,652	1,478	1,326	1,599	1,840	326	66	13	4	-	-
2019.07	송파구	소계	278,256	94,555	58,018	55,430	54,607	12,074	2,690	614	191	47	30
2019.07	송파구	풍납1동	6,598	2,516	1,580	1,197	1,037	202	52	8	5	1	-
2019.07	송파구	풍납2동	10,453	3,923	2,004	2,102	1,890	407	95	26	6	-	-
2019.07	송파구	거여1동	5,452	1,823	1,260	1,053	1,010	240	56	6	3	-	1
2019.07	송파구	거여2동	7,226	2,481	1,788	1,423	1,183	261	67	17	3	1	2
2019.07	송파구	마천1동	9,109	3,537	2,100	1,554	1,376	425	89	24	2	2	-
2019.07	송파구	마천2동	8,644	3,089	2,091	1,629	1,357	344	105	17	11	-	1
2019.07	송파구	방이1동	6,219	1,799	1,192	1,323	1,459	340	78	18	8	1	1
2019.07	송파구	방이2동	13,445	7,133	2,681	1,828	1,386	332	65	15	4	-	1
2019.07	송파구	오륜동	5,973	664	1,049	1,603	2,093	451	80	22	6	3	2
2019.07	송파구	오금동	15,729	4,232	3,547	3,560	3,371	792	177	41	9	-	-
2019.07	송파구	송파1동	12,452	5,835	2,646	1,928	1,522	386	92	34	5	3	1
2019.07	송파구	송파2동	7,324	1,535	1,507	1,763	1,934	450	99	23	9	3	1
2019.07	송파구	석촌동	16,772	8,324	3,486	2,472	1,897	439	121	21	7	5	-
2019.07	송파구	삼전동	16,332	8,223	3,251	2,393	1,914	435	86	22	3	2	3
2019.07	송파구	가락본동	11,840	4,447	2,459	2,268	2,046	497	91	26	4	-	2
2019.07	송파구	가락1동	9,524	1,675	2,405	2,448	2,438	436	94	18	5	3	2
2019.07	송파구	가락2동	12,274	2,837	2,481	2,943	3,188	626	150	37	10	1	1
2019.07	송파구	문정1동	8,549	2,786	1,820	1,739	1,687	402	82	20	10	2	1
2019.07	송파구	문정2동	15,444	8,406	2,760	1,957	1,803	369	106	25	12	3	3
2019.07	송파구	장지동	13,385	3,725	3,155	2,969	2,708	645	136	34	12	1	-
2019.07	송파구	위례동	9,020	1,049	1,755	2,324	2,902	785	168	23	11	3	-
2019.07	송파구	잠실본동	15,029	7,949	2,932	2,038	1,607	373	105	16	8	-	1
2019.07	송파구	잠실4동	7,802	1,319	1,464	2,146	2,308	434	99	17	10	5	-
2019.07	송파구	잠실6동	5,935	943	1,350	1,577	1,561	388	80	25	6	3	2
2019.07	송파구	잠실7동	3,470	499	806	900	991	209	44	13	6	2	-
2019.07	송파구	잠실2동	12,001	1,852	1,883	3,076	4,319	695	137	31	7	1	-
2019.07	송파구	잠실3동	12,255	1,954	2,566	3,217	3,620	711	136	35	9	2	5
2019.07	강동구	소계	178,147	62,942	38,487	34,592	32,287	7,650	1,619	407	106	27	30
2019.07	강동구	강일동	11,209	2,225	2,561	2,249	2,885	1,051	194	30	10	2	2
2019.07	강동구	상일동	4,189	1,167	890	925	912	223	48	17	5	-	2
2019.07	강동구	명일1동	9,027	2,132	1,901	2,197	2,191	469	102	19	12	2	2
2019.07	강동구	명일2동	6,012	1,135	1,064	1,327	1,949	418	86	22	8	1	2
2019.07	강동구	고덕1동	9,111	1,568	1,616	2,283	2,899	603	101	28	6	1	6
2019.07	강동구	고덕2동	3,341	1,464	775	550	404	111	24	8	3	-	2
2019.07	강동구	암사2동	5,899	1,831	1,336	1,285	1,163	212	55	8	4	4	1
2019.07	강동구	암사3동	6,363	1,044	1,336	1,625	1,805	405	100	27	13	3	5
2019.07	강동구	천호1동	12,829	5,129	2,959	2,379	1,802	442	79	28	8	2	1
2019.07	강동구	천호3동	13,698	6,526	2,939	2,194	1,560	372	80	25	1	-	1
2019.07	강동구	성내1동	8,128	2,362	1,839	1,798	1,643	391	71	20	2	-	2
2019.07	강동구	성내2동	12,470	6,111	2,722	1,952	1,274	316	71	17	4	3	-
2019.07	강동구	성내3동	10,201	3,757	2,240	1,947	1,770	391	74	16	4	1	1
2019.07	강동구	둔촌1동	166	115	21	12	14	2	2	-	-	-	-
2019.07	강동구	둔촌2동	11,202	3,537	2,431	2,335	2,287	479	102	28	1	1	1
2019.07	강동구	암사1동	16,222	6,156	3,686	3,092	2,565	555	124	33	10	-	1
2019.07	강동구	천호2동	17,662	8,561	3,844	2,711	1,974	430	108	26	6	2	-
2019.07	강동구	길동	20,418	8,122	4,327	3,731	3,190	780	198	55	9	5	1
2019.08	합계	합계	4,312,172	1,735,122	910,016	767,074	688,227	162,473	36,176	9,097	2,583	800	604
2019.08	종로구	소계	73,802	36,396	14,040	10,921	9,043	2,526	597	189	55	24	11
2019.08	종로구	사직동	4,574	2,248	897	682	516	167	29	26	5	2	2
2019.08	종로구	삼청동	1,396	743	255	180	145	50	15	6	1	1	-
2019.08	종로구	부암동	4,283	1,637	942	739	691	190	53	20	7	2	2
2019.08	종로구	평창동	7,515	2,419	1,681	1,500	1,381	413	79	26	9	7	-
2019.08	종로구	무악동	3,167	732	695	730	775	181	39	8	3	2	2
2019.08	종로구	교남동	4,595	1,616	1,100	920	756	148	37	10	5	3	-
2019.08	종로구	가회동	2,050	927	432	338	248	70	26	7	1	-	1
2019.08	종로구	종로1.2.3.4가동	5,268	4,177	506	303	206	55	16	4	1	-	-
2019.08	종로구	종로5·6가동	3,192	2,123	505	293	194	57	15	2	2	1	-
2019.08	종로구	이화동	4,474	2,692	787	496	364	102	23	8	1	1	-
2019.08	종로구	창신1동	2,937	1,713	563	341	216	84	15	5	-	-	-
2019.08	종로구	창신2동	4,125	1,908	871	649	495	156	32	10	4	-	-
2019.08	종로구	창신3동	2,894	897	672	640	481	163	35	1	4	1	-
2019.08	종로구	숭인1동	2,978	1,350	653	480	356	102	28	9	-	-	-
2019.08	종로구	숭인2동	5,756	3,762	908	565	394	99	22	4	2	-	-
2019.08	종로구	청운효자동	5,345	1,924	1,129	1,004	946	248	64	21	6	3	-
2019.08	종로구	혜화동	9,253	5,528	1,444	1,061	879	241	69	22	4	1	4
2019.08	중구	소계	62,553	30,811	13,027	9,216	7,124	1,754	438	123	26	12	22
2019.08	중구	소공동	1,099	626	201	146	99	18	6	1	-	-	2
2019.08	중구	회현동	3,171	2,121	443	291	225	67	13	10	1	-	-
2019.08	중구	명동	1,413	942	214	137	80	27	6	3	1	-	3
2019.08	중구	필동	2,302	1,421	419	223	173	51	9	4	1	-	1
2019.08	중구	장충동	2,693	1,687	447	241	222	71	19	2	1	-	3
2019.08	중구	광희동	2,942	1,880	515	283	189	47	22	4	1	-	1
2019.08	중구	을지로동	1,328	1,054	152	69	40	10	3	-	-	-	-
2019.08	중구	신당5동	5,237	2,606	1,075	785	584	133	36	14	2	2	-
2019.08	중구	황학동	6,754	3,645	1,412	913	588	153	32	7	2	1	1
2019.08	중구	중림동	5,856	2,493	1,245	1,060	830	164	44	15	5	-	-
2019.08	중구	신당동	4,423	2,738	805	442	334	73	24	4	2	1	-
2019.08	중구	다산동	6,962	3,121	1,635	1,061	877	199	45	15	4	2	3
2019.08	중구	약수동	7,794	2,851	2,004	1,527	1,055	272	64	15	2	1	3
2019.08	중구	청구동	6,408	2,481	1,513	1,166	948	235	49	8	1	4	3
2019.08	중구	동화동	4,171	1,145	947	872	880	234	66	21	3	1	2
2019.08	용산구	소계	109,916	51,772	22,662	16,978	13,714	3,561	882	221	68	35	23
2019.08	용산구	후암동	8,593	4,050	1,739	1,391	1,018	292	73	16	5	5	4
2019.08	용산구	용산2가동	5,474	2,790	1,214	772	524	136	28	9	1	-	-
2019.08	용산구	남영동	5,432	4,186	596	305	253	69	12	7	1	1	2
2019.08	용산구	원효로2동	6,020	2,060	1,304	1,182	1,087	280	74	19	9	2	3
2019.08	용산구	효창동	4,161	1,455	937	794	701	198	59	13	1	2	1
2019.08	용산구	용문동	5,359	1,905	1,285	1,026	855	223	48	10	3	3	1
2019.08	용산구	이촌1동	10,277	2,226	2,252	2,619	2,432	554	143	31	13	6	1
2019.08	용산구	이촌2동	3,868	1,309	1,059	764	542	141	31	12	10	-	-
2019.08	용산구	이태원1동	3,774	2,166	721	436	328	81	32	10	-	-	-
2019.08	용산구	이태원2동	4,871	2,589	1,003	646	455	124	42	8	3	1	-
2019.08	용산구	서빙고동	5,312	1,718	1,128	958	1,089	337	63	17	1	-	1
2019.08	용산구	보광동	7,701	4,053	1,671	1,027	717	183	37	9	2	2	-
2019.08	용산구	청파동	10,704	6,172	1,985	1,219	968	264	69	18	5	1	3
2019.08	용산구	원효로1동	7,705	3,611	1,666	1,207	939	224	44	5	4	3	2
2019.08	용산구	한강로동	9,622	5,373	1,835	1,238	896	199	56	17	4	3	1
2019.08	용산구	한남동	11,043	6,109	2,267	1,394	910	256	71	20	6	6	4
2019.08	성동구	소계	136,592	55,588	29,579	24,907	20,433	4,597	1,093	274	84	19	18
2019.08	성동구	왕십리2동	7,632	2,923	1,665	1,463	1,198	272	89	14	3	2	3
2019.08	성동구	마장동	10,900	4,812	2,294	1,775	1,511	384	84	25	9	3	3
2019.08	성동구	사근동	7,440	5,256	947	573	488	139	23	11	2	1	-
2019.08	성동구	행당1동	7,339	3,055	1,543	1,341	1,090	238	48	16	7	-	1
2019.08	성동구	행당2동	9,487	2,372	2,335	2,194	2,043	402	103	26	9	1	2
2019.08	성동구	응봉동	6,164	1,611	1,390	1,409	1,337	326	71	12	6	1	1
2019.08	성동구	금호1가동	6,623	2,095	1,639	1,425	1,146	243	62	11	2	-	-
2019.08	성동구	금호4가동	6,467	2,141	1,586	1,484	984	214	41	11	5	-	1
2019.08	성동구	성수1가1동	7,654	3,112	1,665	1,328	1,227	250	54	12	3	2	1
2019.08	성동구	성수1가2동	6,989	3,169	1,444	1,162	930	223	43	12	5	-	1
2019.08	성동구	성수2가1동	8,555	4,145	1,774	1,321	1,021	225	56	8	4	1	-
2019.08	성동구	성수2가3동	5,670	2,898	1,064	794	667	180	51	15	1	-	-
2019.08	성동구	송정동	5,577	2,768	1,149	819	636	164	32	7	-	2	-
2019.08	성동구	용답동	6,987	4,087	1,238	808	653	146	40	13	-	1	1
2019.08	성동구	왕십리도선동	11,779	4,403	2,482	2,328	2,010	420	101	25	8	2	-
2019.08	성동구	금호2.3가동	10,345	3,568	2,547	2,134	1,619	347	89	26	11	1	3
2019.08	성동구	옥수동	10,984	3,173	2,817	2,549	1,873	424	106	30	9	2	1
2019.08	광진구	소계	164,082	73,093	33,218	26,884	23,935	5,299	1,198	315	95	29	16
2019.08	광진구	화양동	15,933	12,465	1,972	747	599	108	31	9	1	-	1
2019.08	광진구	군자동	10,610	5,856	2,008	1,363	1,062	238	57	19	4	2	1
2019.08	광진구	중곡1동	8,018	3,852	1,837	1,224	851	189	41	16	7	1	-
2019.08	광진구	중곡2동	10,412	4,500	2,325	1,774	1,409	309	75	14	5	1	-
2019.08	광진구	중곡3동	8,497	3,982	1,906	1,329	974	246	47	10	2	1	-
2019.08	광진구	중곡4동	13,220	4,927	3,058	2,580	2,018	480	116	28	9	2	2
2019.08	광진구	능동	6,246	3,485	1,280	743	520	153	51	10	2	2	-
2019.08	광진구	구의1동	11,789	6,287	2,399	1,581	1,143	294	66	17	2	-	-
2019.08	광진구	구의2동	11,643	4,089	2,629	2,281	2,013	480	104	33	6	4	4
2019.08	광진구	구의3동	12,171	4,020	2,551	2,472	2,450	534	101	28	11	3	1
2019.08	광진구	광장동	12,049	2,202	1,912	3,000	4,008	705	166	36	16	4	-
2019.08	광진구	자양1동	11,439	5,554	2,420	1,703	1,351	315	68	19	6	1	2
2019.08	광진구	자양2동	11,271	3,965	2,526	2,226	1,960	454	99	31	6	2	2
2019.08	광진구	자양3동	11,045	2,846	2,385	2,481	2,615	538	126	32	14	5	3
2019.08	광진구	자양4동	9,739	5,063	2,010	1,380	962	256	50	13	4	1	-
2019.08	동대문구	소계	163,442	74,791	33,074	26,202	22,155	5,437	1,354	323	63	30	13
2019.08	동대문구	회기동	6,036	3,877	888	603	490	136	31	7	3	1	-
2019.08	동대문구	휘경1동	7,492	4,047	1,348	1,001	834	195	51	13	-	3	-
2019.08	동대문구	휘경2동	11,489	5,431	2,078	1,778	1,665	414	89	27	3	3	1
2019.08	동대문구	청량리동	10,507	4,975	2,319	1,576	1,201	336	86	12	1	-	1
2019.08	동대문구	용신동	17,021	10,055	3,060	1,915	1,499	368	94	26	4	-	-
2019.08	동대문구	제기동	13,044	6,936	2,592	1,716	1,303	364	106	22	1	3	1
2019.08	동대문구	전농1동	14,939	7,233	2,955	2,370	1,815	435	88	28	9	2	4
2019.08	동대문구	전농2동	7,760	2,203	1,849	1,722	1,469	388	99	24	5	-	1
2019.08	동대문구	답십리1동	12,687	4,830	2,614	2,459	2,104	510	129	32	5	3	1
2019.08	동대문구	답십리2동	12,743	4,320	3,093	2,505	2,197	479	116	25	7	1	-
2019.08	동대문구	장안1동	17,500	7,289	3,729	3,092	2,561	626	159	33	6	5	-
2019.08	동대문구	장안2동	13,120	4,473	2,870	2,669	2,374	550	143	31	6	2	2
2019.08	동대문구	이문1동	10,646	6,346	1,772	1,149	1,033	254	68	15	5	3	1
2019.08	동대문구	이문2동	8,458	2,776	1,907	1,647	1,610	382	95	28	8	4	1
2019.08	중랑구	소계	181,375	74,069	41,256	32,175	25,928	6,243	1,266	328	79	15	16
2019.08	중랑구	면목2동	12,225	5,427	2,712	2,005	1,596	382	83	13	6	1	-
2019.08	중랑구	면목4동	9,315	3,916	2,163	1,639	1,236	282	61	14	4	-	-
2019.08	중랑구	면목5동	4,543	1,888	1,076	803	608	132	27	7	2	-	-
2019.08	중랑구	면목7동	10,081	4,253	2,335	1,766	1,335	297	72	18	4	1	-
2019.08	중랑구	상봉1동	10,245	3,064	2,366	2,222	2,079	414	73	21	5	1	-
2019.08	중랑구	상봉2동	10,795	6,200	2,177	1,301	868	179	49	11	8	1	1
2019.08	중랑구	중화1동	8,983	3,172	2,216	1,792	1,375	342	57	19	6	2	2
2019.08	중랑구	중화2동	14,343	7,313	3,198	2,031	1,382	326	69	18	3	1	2
2019.08	중랑구	묵1동	14,568	4,644	3,282	3,057	2,723	652	154	42	11	1	2
2019.08	중랑구	묵2동	9,208	3,866	2,099	1,661	1,201	304	58	13	3	1	2
2019.08	중랑구	망우3동	8,474	3,697	2,003	1,442	1,026	241	54	7	1	3	-
2019.08	중랑구	신내1동	14,678	3,392	3,300	3,172	3,459	1,085	202	59	8	-	1
2019.08	중랑구	신내2동	9,077	2,770	2,254	1,994	1,627	341	70	13	6	-	2
2019.08	중랑구	면목본동	17,578	8,316	3,949	2,756	2,003	443	79	25	3	1	3
2019.08	중랑구	면목3.8동	12,544	5,520	2,888	2,133	1,543	359	73	24	4	-	-
2019.08	중랑구	망우본동	14,718	6,631	3,238	2,401	1,867	464	85	24	5	2	1
2019.08	성북구	소계	191,174	73,787	40,404	35,137	31,833	7,634	1,744	468	97	30	40
2019.08	성북구	돈암1동	6,300	1,764	1,556	1,352	1,234	297	73	21	-	1	2
2019.08	성북구	돈암2동	8,585	1,597	1,753	2,229	2,260	563	123	41	13	2	4
2019.08	성북구	안암동	9,138	5,876	1,442	893	724	155	35	8	3	-	2
2019.08	성북구	보문동	7,985	3,800	1,585	1,271	1,039	230	44	11	3	-	2
2019.08	성북구	정릉1동	7,436	2,197	1,604	1,648	1,509	349	95	29	2	1	2
2019.08	성북구	정릉2동	9,652	3,018	2,307	1,993	1,777	408	106	35	3	3	2
2019.08	성북구	정릉3동	7,772	3,999	1,501	1,086	872	247	50	12	1	1	3
2019.08	성북구	정릉4동	11,021	3,652	2,579	2,237	1,931	477	103	30	9	1	2
2019.08	성북구	길음1동	12,850	2,528	2,462	3,151	3,743	740	177	33	8	2	6
2019.08	성북구	길음2동	6,766	2,304	1,440	1,396	1,260	292	59	15	-	-	-
2019.08	성북구	월곡1동	10,763	3,145	2,416	2,280	2,236	525	123	27	8	3	-
2019.08	성북구	월곡2동	9,181	4,010	1,872	1,510	1,338	345	78	17	8	2	1
2019.08	성북구	장위1동	9,036	3,379	2,141	1,664	1,388	343	86	28	5	1	1
2019.08	성북구	장위2동	6,330	2,486	1,561	1,129	850	227	57	15	4	1	-
2019.08	성북구	장위3동	5,364	1,755	1,191	1,080	1,032	245	47	11	2	1	-
2019.08	성북구	성북동	8,029	3,698	1,722	1,204	974	310	81	28	5	1	6
2019.08	성북구	삼선동	12,658	6,151	2,515	1,791	1,662	416	93	19	7	3	1
2019.08	성북구	동선동	9,065	5,716	1,473	962	683	170	45	10	4	1	1
2019.08	성북구	종암동	17,155	6,322	3,541	3,266	3,052	763	157	43	3	4	4
2019.08	성북구	석관동	16,088	6,390	3,743	2,995	2,269	532	112	35	9	2	1
2019.08	강북구	소계	143,644	58,981	33,392	25,200	19,667	4,957	1,094	223	87	18	25
2019.08	강북구	번1동	10,276	5,462	2,132	1,416	973	223	61	5	4	-	-
2019.08	강북구	번2동	7,623	2,699	2,073	1,507	1,010	250	68	11	3	-	2
2019.08	강북구	번3동	7,602	2,209	2,153	1,562	1,250	331	76	17	3	1	-
2019.08	강북구	수유1동	10,336	4,663	2,304	1,702	1,250	321	69	14	8	1	4
2019.08	강북구	수유2동	9,558	3,415	2,471	1,801	1,381	376	83	21	7	1	2
2019.08	강북구	수유3동	12,708	6,792	2,575	1,835	1,148	283	54	12	4	3	2
2019.08	강북구	삼양동	11,562	4,586	2,728	2,099	1,605	430	80	18	11	3	2
2019.08	강북구	미아동	11,372	5,662	2,436	1,651	1,229	310	67	8	7	1	1
2019.08	강북구	송중동	12,984	5,581	2,834	2,211	1,764	462	92	29	6	2	3
2019.08	강북구	송천동	13,744	6,180	3,201	2,219	1,646	403	70	16	6	1	2
2019.08	강북구	삼각산동	11,793	2,540	2,459	2,749	3,172	689	141	29	14	-	-
