기간	자치구	행정동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2019.01	성동구	옥수동	10,954	3,131	2,747	2,578	1,894	443	117	33	8	3	-
2019.01	광진구	소계	162,846	70,916	32,790	27,279	24,673	5,465	1,258	325	86	32	22
2019.01	광진구	화양동	15,479	11,948	1,962	800	607	115	36	8	2	-	1
2019.01	광진구	군자동	10,339	5,544	1,972	1,373	1,115	247	60	17	6	3	2
2019.01	광진구	중곡1동	7,970	3,748	1,808	1,294	874	185	42	13	5	1	-
2019.01	광진구	중곡2동	10,245	4,282	2,293	1,805	1,450	315	75	18	3	2	2
2019.01	광진구	중곡3동	8,472	3,834	1,937	1,369	1,018	254	45	12	2	1	-
2019.01	광진구	중곡4동	13,197	4,788	2,993	2,615	2,120	513	128	30	5	3	2
2019.01	광진구	능동	6,173	3,377	1,276	768	528	149	62	8	3	2	-
2019.01	광진구	구의1동	11,624	6,060	2,358	1,610	1,204	296	75	15	5	1	-
2019.01	광진구	구의2동	11,482	3,930	2,527	2,315	2,051	499	111	36	5	4	4
2019.01	광진구	구의3동	12,173	3,983	2,524	2,471	2,507	544	99	27	13	3	2
2019.01	광진구	광장동	12,015	2,186	1,841	2,972	4,078	720	169	35	11	3	-
2019.01	광진구	자양1동	11,376	5,435	2,418	1,672	1,424	329	76	16	2	2	2
2019.01	광진구	자양2동	11,271	3,880	2,496	2,277	2,000	463	103	39	8	2	3
2019.01	광진구	자양3동	11,076	2,792	2,319	2,523	2,687	569	128	39	11	4	4
2019.01	광진구	자양4동	9,954	5,129	2,066	1,415	1,010	267	49	12	5	1	-
2019.01	동대문구	소계	161,742	72,675	32,657	26,246	22,616	5,707	1,391	322	87	28	13
2019.01	동대문구	회기동	5,936	3,749	871	614	519	144	30	5	4	-	-
2019.01	동대문구	휘경1동	6,816	3,812	1,214	858	702	169	45	12	-	4	-
2019.01	동대문구	휘경2동	11,254	5,067	2,091	1,832	1,701	438	89	24	7	4	1
2019.01	동대문구	청량리동	10,533	4,892	2,310	1,615	1,250	352	95	16	2	-	1
2019.01	동대문구	용신동	16,583	9,535	2,998	1,962	1,538	416	101	27	5	1	-
2019.01	동대문구	제기동	12,860	6,737	2,536	1,731	1,340	380	111	19	3	3	-
2019.01	동대문구	전농1동	14,691	6,957	2,926	2,337	1,888	448	92	28	10	1	4
2019.01	동대문구	전농2동	7,728	2,133	1,835	1,697	1,522	392	115	28	4	-	2
2019.01	동대문구	답십리1동	12,395	4,597	2,572	2,418	2,123	525	119	31	8	1	1
2019.01	동대문구	답십리2동	12,098	4,127	2,847	2,353	2,117	499	115	30	7	3	-
2019.01	동대문구	장안1동	17,262	7,030	3,701	3,098	2,577	658	149	35	10	4	-
2019.01	동대문구	장안2동	12,882	4,337	2,726	2,661	2,419	558	143	26	8	3	1
2019.01	동대문구	이문1동	12,080	6,924	2,091	1,400	1,247	304	85	18	7	3	1
2019.01	동대문구	이문2동	8,624	2,778	1,939	1,670	1,673	424	102	23	12	1	2
2019.01	중랑구	소계	180,740	72,382	40,632	32,567	26,899	6,481	1,329	335	80	21	14
2019.01	중랑구	면목2동	12,208	5,319	2,701	2,033	1,646	404	85	12	7	1	-
2019.01	중랑구	면목4동	9,451	3,985	2,133	1,665	1,292	291	63	16	6	-	-
2019.01	중랑구	면목5동	4,573	1,865	1,089	811	627	146	27	6	2	-	-
2019.01	중랑구	면목7동	10,116	4,212	2,296	1,809	1,387	329	58	18	5	2	-
2019.01	중랑구	상봉1동	10,133	2,996	2,298	2,193	2,124	416	80	21	3	2	-
2019.01	중랑구	상봉2동	10,281	5,678	2,107	1,327	910	190	47	12	7	2	1
2019.01	중랑구	중화1동	8,935	3,112	2,166	1,774	1,437	360	60	17	7	1	1
2019.01	중랑구	중화2동	14,383	7,219	3,163	2,101	1,455	349	66	25	2	2	1
2019.01	중랑구	묵1동	14,487	4,519	3,229	3,060	2,809	659	159	38	11	1	2
2019.01	중랑구	묵2동	9,202	3,777	2,103	1,660	1,260	317	66	10	4	3	2
2019.01	중랑구	망우3동	8,498	3,631	2,018	1,453	1,077	250	54	11	2	2	-
2019.01	중랑구	신내1동	14,700	3,360	3,224	3,148	3,580	1,095	226	57	7	2	1
2019.01	중랑구	신내2동	9,018	2,650	2,182	2,039	1,700	345	77	16	8	-	1
2019.01	중랑구	면목본동	17,501	8,103	3,881	2,879	2,061	455	88	28	3	1	2
2019.01	중랑구	면목3.8동	12,562	5,493	2,842	2,142	1,601	367	88	25	3	1	-
2019.01	중랑구	망우본동	14,692	6,463	3,200	2,473	1,933	508	85	23	3	1	3
2019.01	성북구	소계	186,641	71,158	38,937	34,544	31,712	7,753	1,869	484	112	32	40
2019.01	성북구	돈암1동	6,373	1,763	1,549	1,383	1,277	299	79	18	2	1	2
2019.01	성북구	돈암2동	8,574	1,547	1,770	2,171	2,312	569	143	40	16	3	3
2019.01	성북구	안암동	8,818	5,580	1,391	880	761	156	36	9	1	3	1
2019.01	성북구	보문동	7,920	3,642	1,585	1,304	1,100	234	43	8	2	-	2
2019.01	성북구	정릉1동	7,064	2,081	1,529	1,550	1,427	351	92	26	4	2	2
2019.01	성북구	정릉2동	9,630	2,943	2,232	2,039	1,826	431	115	34	6	1	3
2019.01	성북구	정릉3동	7,608	3,809	1,483	1,099	889	256	54	13	1	1	3
2019.01	성북구	정릉4동	10,992	3,540	2,538	2,333	1,952	475	115	29	9	-	1
2019.01	성북구	길음1동	13,014	2,604	2,408	3,177	3,828	750	194	39	8	1	5
2019.01	성북구	길음2동	4,937	1,887	972	894	892	226	51	14	1	-	-
2019.01	성북구	월곡1동	10,782	3,128	2,367	2,300	2,273	538	139	26	8	1	2
2019.01	성북구	월곡2동	8,947	3,733	1,826	1,553	1,360	352	91	20	7	2	3
2019.01	성북구	장위1동	9,045	3,318	2,116	1,668	1,450	369	84	33	4	2	1
2019.01	성북구	장위2동	6,529	2,519	1,568	1,208	892	255	67	13	6	1	-
2019.01	성북구	장위3동	4,763	1,651	1,041	912	864	229	51	12	2	1	-
2019.01	성북구	성북동	8,042	3,668	1,715	1,199	1,011	324	87	25	6	1	6
2019.01	성북구	삼선동	12,676	6,093	2,476	1,838	1,716	417	106	21	7	2	-
2019.01	성북구	동선동	8,911	5,516	1,462	967	697	192	52	16	6	2	1
2019.01	성북구	종암동	17,131	6,247	3,484	3,287	3,079	814	149	56	6	5	4
2019.01	성북구	석관동	14,885	5,889	3,425	2,782	2,106	516	121	32	10	3	1
2019.01	강북구	소계	143,543	57,643	33,112	25,615	20,423	5,229	1,141	246	85	22	27
2019.01	강북구	번1동	10,226	5,338	2,148	1,441	995	238	55	7	4	-	-
2019.01	강북구	번2동	7,612	2,599	2,096	1,523	1,041	258	73	14	6	-	2
2019.01	강북구	번3동	7,631	2,138	2,131	1,604	1,288	359	78	28	4	1	-
2019.01	강북구	수유1동	10,327	4,542	2,314	1,728	1,295	349	77	9	8	1	4
2019.01	강북구	수유2동	9,480	3,293	2,396	1,845	1,430	388	97	20	8	1	2
2019.01	강북구	수유3동	12,574	6,554	2,569	1,865	1,207	294	62	14	3	3	3
2019.01	강북구	삼양동	11,734	4,613	2,682	2,179	1,678	473	78	18	8	3	2
2019.01	강북구	미아동	11,236	5,435	2,438	1,693	1,268	313	67	11	6	3	2
2019.01	강북구	송중동	13,019	5,488	2,816	2,233	1,843	493	103	34	4	2	3
2019.01	강북구	송천동	13,784	6,114	3,124	2,243	1,752	450	75	14	10	-	2
2019.01	강북구	삼각산동	11,872	2,530	2,464	2,738	3,261	697	138	33	8	2	1
2019.01	강북구	우이동	9,482	3,462	2,369	1,813	1,335	374	97	18	6	4	4
2019.01	강북구	인수동	14,566	5,537	3,565	2,710	2,030	543	141	26	10	2	2
2019.01	도봉구	소계	138,109	43,351	32,629	28,925	25,248	6,073	1,380	356	95	39	13
2019.01	도봉구	쌍문1동	9,162	2,978	2,219	1,892	1,533	405	101	24	7	2	1
2019.01	도봉구	쌍문2동	8,677	2,946	2,177	1,763	1,351	325	90	19	3	-	3
2019.01	도봉구	쌍문3동	7,742	3,021	1,853	1,409	1,094	288	56	16	4	-	1
2019.01	도봉구	쌍문4동	7,170	1,483	1,555	1,696	1,914	425	75	15	5	2	-
2019.01	도봉구	방학1동	12,768	4,519	2,916	2,429	2,143	586	126	38	6	5	-
2019.01	도봉구	방학2동	9,561	3,689	2,310	1,791	1,332	336	78	19	3	3	-
2019.01	도봉구	방학3동	10,139	1,792	2,271	2,577	2,659	634	153	35	11	5	2
2019.01	도봉구	창1동	10,907	3,488	2,503	2,319	2,063	418	90	23	1	2	-
2019.01	도봉구	창2동	12,403	3,655	2,966	2,747	2,274	551	144	44	16	6	-
2019.01	도봉구	창3동	6,697	2,541	1,645	1,251	956	232	53	16	1	2	-
2019.01	도봉구	창4동	10,590	2,704	2,233	2,378	2,558	559	113	32	12	1	-
2019.01	도봉구	창5동	9,881	2,544	2,244	2,335	2,148	474	93	29	9	5	-
2019.01	도봉구	도봉1동	10,293	4,051	2,649	1,826	1,274	380	70	23	10	5	5
2019.01	도봉구	도봉2동	12,119	3,940	3,088	2,512	1,949	460	138	23	7	1	1
2019.01	노원구	소계	217,365	67,448	47,803	44,784	45,069	9,735	1,916	414	133	42	21
2019.01	노원구	월계1동	10,463	4,301	2,139	1,787	1,683	444	89	17	3	-	-
2019.01	노원구	월계2동	11,235	3,756	2,893	2,174	1,843	447	97	17	4	3	1
2019.01	노원구	월계3동	13,021	3,589	3,485	2,920	2,359	513	118	24	10	2	1
2019.01	노원구	공릉2동	16,140	5,208	3,029	3,276	3,634	773	160	39	11	10	-
2019.01	노원구	하계1동	12,169	4,509	2,341	2,187	2,475	517	101	15	19	1	4
2019.01	노원구	하계2동	8,332	1,569	1,767	2,003	2,403	476	92	15	5	2	-
2019.01	노원구	중계본동	9,203	2,160	1,393	1,960	2,838	678	130	29	12	2	1
2019.01	노원구	중계1동	9,123	1,405	1,315	2,303	3,373	604	89	25	8	1	-
2019.01	노원구	중계4동	8,506	2,438	1,967	1,693	1,896	404	83	19	3	2	1
2019.01	노원구	상계1동	15,622	4,296	3,541	3,385	3,313	865	171	34	9	3	5
2019.01	노원구	상계2동	8,759	3,076	1,698	1,665	1,809	382	96	22	8	2	1
2019.01	노원구	상계5동	11,082	3,860	2,644	2,164	1,839	450	89	23	8	4	1
2019.01	노원구	상계8동	9,279	2,170	2,233	2,317	2,104	379	57	18	1	-	-
2019.01	노원구	상계9동	8,490	1,990	2,109	2,041	1,944	331	57	16	1	1	-
2019.01	노원구	상계10동	6,657	1,709	1,697	1,569	1,401	215	48	14	1	2	1
2019.01	노원구	상계3.4동	11,678	4,501	2,810	2,023	1,721	476	110	24	11	2	-
2019.01	노원구	상계6.7동	14,098	4,174	3,220	3,083	2,949	567	78	19	4	1	3
2019.01	노원구	중계2.3동	15,481	4,769	3,868	3,234	2,858	618	105	20	6	1	2
2019.01	노원구	공릉1동	18,027	7,968	3,654	3,000	2,627	596	146	24	9	3	-
2019.01	은평구	소계	205,453	73,890	46,999	39,322	33,854	8,641	2,050	494	135	35	33
2019.01	은평구	녹번동	16,057	6,375	3,779	2,893	2,308	542	117	35	6	1	1
2019.01	은평구	불광1동	17,731	6,322	4,200	3,572	2,784	636	159	46	8	4	-
2019.01	은평구	갈현1동	11,189	4,380	2,684	2,026	1,580	398	90	21	6	3	1
2019.01	은평구	갈현2동	12,634	4,172	2,981	2,639	2,179	508	116	26	11	-	2
2019.01	은평구	구산동	12,952	3,768	3,095	2,762	2,470	640	157	35	15	2	8
2019.01	은평구	대조동	15,679	7,342	3,452	2,449	1,843	437	122	27	6	1	-
2019.01	은평구	응암1동	11,293	4,534	2,458	2,021	1,715	425	101	19	10	3	7
2019.01	은평구	응암2동	8,215	2,389	1,854	1,829	1,632	394	84	20	9	3	1
2019.01	은평구	신사1동	11,669	3,585	2,823	2,485	2,129	482	117	34	7	5	2
2019.01	은평구	신사2동	9,158	3,067	2,133	1,828	1,576	410	113	26	3	1	1
2019.01	은평구	증산동	6,911	2,441	1,649	1,272	1,147	319	57	20	4	1	1
2019.01	은평구	수색동	4,707	1,719	1,117	877	738	186	53	15	1	1	-
2019.01	은평구	진관동	20,293	5,212	3,886	4,128	5,034	1,576	360	69	21	3	4
2019.01	은평구	불광2동	13,720	5,717	3,311	2,357	1,749	439	106	27	9	4	1
2019.01	은평구	응암3동	12,511	5,675	2,795	2,028	1,513	374	90	27	6	-	3
2019.01	은평구	역촌동	20,734	7,192	4,782	4,156	3,457	875	208	47	13	3	1
2019.01	서대문구	소계	138,931	57,408	28,930	24,476	21,220	5,238	1,199	339	86	22	13
2019.01	서대문구	천연동	8,259	3,326	1,684	1,533	1,340	295	55	21	2	1	2
2019.01	서대문구	홍제1동	9,656	3,259	2,260	1,938	1,630	426	98	30	9	4	2
2019.01	서대문구	홍제3동	7,083	2,591	1,663	1,324	1,140	274	72	11	8	-	-
2019.01	서대문구	홍제2동	5,879	1,687	1,415	1,308	1,137	254	51	16	6	1	4
2019.01	서대문구	홍은1동	9,758	3,258	2,174	1,974	1,749	457	113	25	5	1	2
2019.01	서대문구	홍은2동	12,207	4,649	2,730	2,247	1,900	495	124	43	17	2	-
2019.01	서대문구	남가좌1동	6,108	1,462	1,207	1,455	1,503	372	80	24	3	1	1
2019.01	서대문구	남가좌2동	11,050	4,483	2,386	1,952	1,710	410	83	18	5	3	-
2019.01	서대문구	북가좌1동	6,977	1,536	1,604	1,688	1,624	400	97	20	7	1	-
2019.01	서대문구	북가좌2동	14,730	5,415	3,450	2,813	2,333	557	119	41	2	-	-
2019.01	서대문구	충현동	8,815	4,410	1,692	1,248	1,086	284	72	20	3	-	-
2019.01	서대문구	북아현동	7,580	2,862	1,636	1,518	1,251	246	50	12	2	3	-
2019.01	서대문구	신촌동	12,045	8,827	1,494	850	646	153	48	20	4	1	2
2019.01	서대문구	연희동	18,784	9,643	3,535	2,628	2,171	615	137	38	13	4	-
2019.01	마포구	소계	172,900	75,852	35,478	28,649	25,187	5,964	1,269	345	102	30	24
2019.01	마포구	용강동	9,157	3,136	1,946	1,898	1,694	369	82	23	6	3	-
2019.01	마포구	대흥동	7,150	4,702	1,189	598	517	112	19	9	1	-	3
2019.01	마포구	염리동	5,633	2,443	1,168	959	816	185	43	12	6	-	1
2019.01	마포구	신수동	9,204	3,533	1,881	1,754	1,585	336	81	25	9	-	-
2019.01	마포구	서교동	14,011	8,529	2,458	1,487	1,147	290	67	23	7	3	-
2019.01	마포구	합정동	9,554	4,862	2,123	1,275	990	217	59	14	6	2	6
2019.01	마포구	망원1동	10,623	5,008	2,355	1,543	1,299	331	62	19	3	2	1
2019.01	마포구	망원2동	8,279	2,968	1,888	1,536	1,453	341	70	16	5	2	-
2019.01	마포구	연남동	8,681	4,737	1,778	1,070	800	229	46	12	5	1	3
2019.01	마포구	성산1동	9,302	4,074	2,027	1,527	1,214	357	70	21	8	2	2
2019.01	마포구	성산2동	18,560	7,649	3,813	3,234	2,977	699	143	33	9	2	1
2019.01	마포구	상암동	12,862	4,182	2,405	2,512	2,740	801	163	42	11	5	1
2019.01	마포구	도화동	9,638	3,598	2,033	1,822	1,664	392	93	27	4	3	2
2019.01	마포구	서강동	11,428	5,070	2,224	1,909	1,739	388	66	21	8	1	2
2019.01	마포구	공덕동	18,661	8,207	3,948	3,184	2,609	548	126	28	9	2	-
2019.01	마포구	아현동	10,157	3,154	2,242	2,341	1,943	369	79	20	5	2	2
2019.01	양천구	소계	176,516	48,787	36,632	38,372	40,866	9,273	1,908	469	136	44	29
2019.01	양천구	목1동	10,496	1,587	1,649	2,789	3,582	681	151	44	9	3	1
2019.01	양천구	목2동	12,920	4,308	2,858	2,608	2,402	590	119	24	6	1	4
2019.01	양천구	목3동	9,839	3,447	2,314	1,994	1,609	341	91	34	5	3	1
2019.01	양천구	목4동	10,124	2,812	1,873	2,115	2,582	584	117	30	6	3	2
2019.01	양천구	신월1동	10,127	4,223	2,318	1,797	1,353	337	75	19	3	2	-
2019.01	양천구	신월2동	8,693	2,365	2,018	1,929	1,712	491	121	42	8	4	3
2019.01	양천구	신월3동	8,252	3,913	1,803	1,273	905	277	65	11	2	1	2
2019.01	양천구	신월4동	6,878	1,456	1,550	1,658	1,631	438	113	24	5	3	-
2019.01	양천구	신월5동	6,399	2,120	1,439	1,312	1,143	296	67	18	2	2	-
2019.01	양천구	신월6동	2,546	667	563	557	571	143	32	11	2	-	-
2019.01	양천구	신월7동	9,289	2,887	2,484	1,964	1,523	329	77	19	5	-	1
2019.01	양천구	신정1동	7,251	1,393	1,206	1,669	2,361	505	91	16	8	-	2
2019.01	양천구	신정2동	7,186	1,541	1,277	1,494	2,243	528	79	15	4	3	2
2019.01	양천구	신정3동	17,573	4,098	3,874	3,917	4,226	1,178	210	42	20	5	3
2019.01	양천구	신정6동	8,183	998	1,407	2,258	2,848	543	100	15	12	1	1
2019.01	양천구	신정7동	11,188	2,764	2,421	2,549	2,794	516	108	22	13	1	-
2019.01	양천구	목5동	13,551	1,621	2,016	3,597	5,165	908	171	47	15	8	3
2019.01	양천구	신정4동	16,021	6,587	3,562	2,892	2,216	588	121	36	11	4	4
2019.01	강서구	소계	259,101	98,127	57,201	48,116	42,481	10,255	2,184	529	138	46	24
2019.01	강서구	염창동	14,586	3,178	2,751	3,630	4,034	802	149	35	4	2	1
2019.01	강서구	등촌1동	11,828	6,162	2,129	1,690	1,463	305	57	17	2	2	1
2019.01	강서구	등촌2동	8,608	2,458	1,978	1,893	1,719	415	99	32	10	4	-
2019.01	강서구	등촌3동	14,793	5,452	3,920	2,692	2,165	447	91	20	5	1	-
2019.01	강서구	화곡본동	16,291	6,664	3,679	2,952	2,266	551	123	37	15	3	1
2019.01	강서구	화곡2동	8,269	2,784	1,989	1,698	1,317	392	61	18	7	2	1
2019.01	강서구	화곡3동	9,301	3,141	2,053	1,902	1,636	423	119	19	5	1	2
2019.01	강서구	화곡4동	9,737	3,522	2,403	1,918	1,426	364	77	23	2	2	-
2019.01	강서구	화곡6동	11,083	4,597	2,358	1,951	1,644	411	88	22	6	2	4
2019.01	강서구	화곡8동	11,551	4,155	2,966	2,204	1,684	409	100	28	3	2	-
2019.01	강서구	가양1동	18,392	11,281	2,524	2,047	1,957	471	82	24	4	-	2
2019.01	강서구	가양2동	8,108	3,841	2,189	1,190	664	162	45	9	4	3	1
2019.01	강서구	가양3동	7,905	3,080	2,435	1,421	746	179	35	6	3	-	-
2019.01	강서구	발산1동	13,401	2,519	2,880	3,100	3,726	939	188	36	7	4	2
2019.01	강서구	공항동	12,703	5,451	2,642	2,199	1,810	484	92	18	6	-	1
2019.01	강서구	방화1동	17,446	4,840	3,722	3,635	3,880	1,069	229	54	12	4	1
2019.01	강서구	방화2동	11,543	5,309	2,537	1,802	1,384	379	97	25	5	1	4
2019.01	강서구	방화3동	11,229	4,386	2,844	2,044	1,458	366	100	19	9	3	-
2019.01	강서구	화곡1동	25,741	11,451	5,962	4,420	2,944	734	164	47	13	4	2
2019.01	강서구	우장산동	16,586	3,856	3,240	3,728	4,558	953	188	40	16	6	1
2019.01	구로구	소계	172,639	63,185	38,502	32,527	29,039	7,242	1,601	385	105	34	19
2019.01	구로구	신도림동	13,416	2,870	2,842	3,351	3,421	715	163	39	10	4	1
2019.01	구로구	구로1동	7,870	1,744	1,778	1,849	2,012	403	60	15	6	2	1
2019.01	구로구	구로3동	13,401	7,762	2,186	1,658	1,346	342	69	26	8	3	1
2019.01	구로구	구로4동	10,611	4,877	2,551	1,677	1,163	261	63	9	8	2	-
2019.01	구로구	구로5동	14,387	6,745	2,846	2,269	1,907	455	116	38	9	1	1
2019.01	구로구	고척1동	9,529	2,829	2,116	2,005	2,013	428	105	24	6	3	-
2019.01	구로구	고척2동	11,669	3,677	2,661	2,360	2,298	526	120	20	5	1	1
2019.01	구로구	개봉2동	12,648	3,113	3,157	2,938	2,559	669	160	40	8	3	1
2019.01	구로구	개봉3동	8,808	2,590	2,224	1,931	1,589	382	75	13	3	1	-
2019.01	구로구	오류1동	10,598	4,923	2,327	1,645	1,243	352	79	15	7	2	5
2019.01	구로구	오류2동	17,093	4,632	4,114	3,463	3,501	1,078	222	60	15	4	4
2019.01	구로구	수궁동	9,862	2,698	2,464	2,201	1,841	509	121	23	3	2	-
2019.01	구로구	가리봉동	5,885	3,850	1,019	551	335	104	18	4	3	-	1
2019.01	구로구	구로2동	12,849	6,133	2,869	1,914	1,429	378	84	30	7	4	1
2019.01	구로구	개봉1동	14,013	4,742	3,348	2,715	2,382	640	146	29	7	2	2
2019.01	금천구	소계	108,327	47,198	23,152	17,986	15,041	3,775	875	209	55	21	15
2019.01	금천구	가산동	13,249	9,349	1,715	1,141	788	190	55	7	2	2	-
2019.01	금천구	독산1동	18,605	8,543	3,616	2,943	2,631	669	152	36	8	2	5
2019.01	금천구	독산2동	9,327	3,934	2,148	1,647	1,239	281	59	14	2	1	2
2019.01	금천구	독산3동	12,290	5,538	2,797	1,971	1,510	362	84	19	5	4	-
2019.01	금천구	독산4동	7,623	3,249	1,746	1,299	991	258	61	13	3	2	1
2019.01	금천구	시흥1동	15,554	6,313	3,476	2,707	2,335	572	104	39	4	2	2
2019.01	금천구	시흥2동	8,485	2,007	2,022	1,852	1,923	493	140	31	12	2	3
2019.01	금천구	시흥3동	4,714	1,423	1,209	998	797	225	44	14	3	1	-
2019.01	금천구	시흥4동	9,133	3,064	2,189	1,823	1,535	393	95	17	11	5	1
2019.01	금천구	시흥5동	9,347	3,778	2,234	1,605	1,292	332	81	19	5	-	1
2019.01	영등포구	소계	171,649	77,323	34,292	28,139	24,506	5,664	1,268	311	89	24	33
