기간	자치구	동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2020.04	영등포구	여의동	13,664	4,124	3,046	2,951	2,745	581	153	42	11	6	5
2020.04	영등포구	당산1동	10,716	5,511	2,190	1,517	1,131	274	70	14	6	-	3
2020.04	영등포구	당산2동	17,590	8,910	2,997	2,671	2,334	515	116	30	13	3	1
2020.04	영등포구	양평1동	9,045	4,510	1,981	1,335	957	193	48	15	4	2	-
2020.04	영등포구	양평2동	10,095	4,112	2,161	1,806	1,609	314	71	15	5	-	2
2020.04	영등포구	신길1동	10,278	6,380	1,815	1,081	760	190	37	11	2	1	1
2020.04	영등포구	신길3동	7,627	2,997	1,660	1,461	1,162	294	38	10	3	2	-
2020.04	영등포구	신길4동	4,308	1,973	959	727	487	135	22	4	1	-	-
2020.04	영등포구	신길5동	4,838	1,918	1,105	891	703	176	31	10	1	1	2
2020.04	영등포구	신길6동	8,491	3,804	1,879	1,373	1,100	247	64	14	6	-	4
2020.04	영등포구	신길7동	7,833	2,202	1,644	1,695	1,797	399	69	23	3	-	1
2020.04	영등포구	대림1동	6,379	3,086	1,430	928	735	152	36	9	2	-	1
2020.04	영등포구	대림2동	6,850	3,760	1,523	834	534	147	38	10	3	1	-
2020.04	영등포구	대림3동	10,419	4,040	2,485	1,901	1,489	378	89	30	7	-	-
2020.04	영등포구	영등포본동	10,248	4,648	2,066	1,674	1,457	329	54	15	1	3	1
2020.04	영등포구	영등포동	17,863	12,913	2,340	1,321	1,014	216	43	10	3	-	3
2020.04	영등포구	도림동	9,350	4,607	2,074	1,370	988	242	52	13	4	-	-
2020.04	영등포구	문래동	12,729	3,819	2,766	2,796	2,638	555	119	25	6	2	3
2020.04	동작구	계	182,236	79,205	37,993	30,812	26,349	6,093	1,310	354	78	25	17
2020.04	동작구	노량진2동	7,212	4,222	1,446	838	540	123	33	8	1	1	-
2020.04	동작구	상도1동	21,461	9,940	3,960	3,587	3,096	681	140	41	13	1	2
2020.04	동작구	상도2동	12,765	5,192	2,697	2,265	2,039	438	106	22	5	1	-
2020.04	동작구	상도3동	12,020	5,339	2,657	2,013	1,523	355	94	28	5	4	2
2020.04	동작구	상도4동	13,589	5,698	3,117	2,393	1,842	442	72	20	3	-	2
2020.04	동작구	사당1동	13,198	7,690	2,626	1,536	1,058	219	54	9	5	1	-
2020.04	동작구	사당3동	10,534	3,500	2,427	2,153	1,861	444	101	36	7	3	2
2020.04	동작구	사당4동	7,099	3,249	1,621	1,106	880	184	39	16	3	1	-
2020.04	동작구	사당5동	6,169	2,432	1,339	1,182	974	188	41	10	1	1	1
2020.04	동작구	대방동	17,169	7,033	3,265	2,881	3,067	713	150	45	6	5	4
2020.04	동작구	신대방1동	9,992	3,766	1,982	1,760	1,908	455	91	19	7	1	3
2020.04	동작구	신대방2동	9,410	4,315	1,754	1,482	1,377	371	81	23	6	1	-
2020.04	동작구	흑석동	14,349	5,556	3,034	2,751	2,345	533	99	27	4	-	-
2020.04	동작구	노량진1동	15,373	7,139	3,146	2,454	2,001	484	107	34	5	2	1
2020.04	동작구	사당2동	11,896	4,134	2,922	2,411	1,838	463	102	16	7	3	-
2020.04	관악구	계	271,313	154,875	50,031	32,483	25,802	6,239	1,382	352	90	32	27
2020.04	관악구	보라매동	12,439	6,004	2,758	1,845	1,408	334	67	15	1	4	3
2020.04	관악구	청림동	6,552	1,986	1,667	1,419	1,154	251	54	10	7	2	2
2020.04	관악구	행운동	17,287	10,840	2,955	1,728	1,335	320	87	13	6	3	-
2020.04	관악구	낙성대동	10,945	7,793	1,442	851	633	170	40	10	4	-	2
2020.04	관악구	중앙동	9,652	6,437	1,565	830	625	149	35	7	1	2	1
2020.04	관악구	인헌동	14,229	7,884	2,718	1,776	1,407	345	65	28	4	1	1
2020.04	관악구	남현동	9,460	4,842	1,904	1,358	1,009	254	67	16	5	1	4
2020.04	관악구	서원동	14,034	8,942	2,585	1,352	859	217	65	9	4	1	-
2020.04	관악구	신원동	10,673	6,374	2,120	1,154	800	164	41	12	2	3	3
2020.04	관악구	서림동	14,290	9,324	2,278	1,344	998	259	61	20	4	-	2
2020.04	관악구	신사동	13,505	8,475	2,325	1,381	1,032	230	47	9	6	-	-
2020.04	관악구	신림동	16,926	13,924	1,900	620	368	89	20	3	-	1	1
2020.04	관악구	난향동	6,422	1,921	1,556	1,301	1,235	308	73	21	5	1	1
2020.04	관악구	조원동	10,444	6,635	1,823	988	764	182	32	14	4	2	-
2020.04	관악구	대학동	15,956	11,918	1,823	1,127	837	188	53	8	2	-	-
2020.04	관악구	은천동	16,009	6,974	3,474	2,614	2,247	526	134	28	8	4	-
2020.04	관악구	성현동	12,407	3,858	2,980	2,475	2,391	567	94	31	7	2	2
2020.04	관악구	청룡동	21,522	15,179	2,929	1,660	1,329	327	76	16	5	-	1
2020.04	관악구	난곡동	12,968	5,283	3,193	2,243	1,734	393	89	24	7	1	1
2020.04	관악구	삼성동	11,418	4,710	2,779	1,871	1,526	413	91	22	1	3	2
2020.04	관악구	미성동	14,175	5,572	3,257	2,546	2,111	553	91	36	7	1	1
2020.04	서초구	계	173,561	58,741	34,711	34,255	34,717	8,320	2,004	536	184	48	45
2020.04	서초구	서초1동	9,328	3,904	1,773	1,569	1,521	399	120	29	10	2	1
2020.04	서초구	서초2동	8,538	3,817	1,540	1,444	1,337	298	77	17	4	2	2
2020.04	서초구	서초3동	13,781	5,930	2,686	2,297	2,069	561	162	46	18	6	6
2020.04	서초구	서초4동	11,018	2,339	1,919	2,605	3,322	650	120	46	12	4	1
2020.04	서초구	잠원동	14,043	4,709	2,653	2,951	3,013	552	113	30	15	4	3
2020.04	서초구	반포본동	4,126	766	819	979	1,239	241	56	18	4	2	2
2020.04	서초구	반포1동	14,406	6,378	2,220	2,363	2,627	615	148	32	19	4	-
2020.04	서초구	반포2동	5,116	679	832	1,310	1,717	461	88	15	10	2	2
2020.04	서초구	반포3동	7,051	1,311	1,382	1,875	1,973	411	63	26	6	1	3
2020.04	서초구	반포4동	7,315	1,886	1,489	1,787	1,604	391	117	24	9	5	3
2020.04	서초구	방배본동	7,931	2,150	1,572	1,690	1,906	456	108	34	9	2	4
2020.04	서초구	방배1동	7,705	2,947	1,770	1,384	1,208	292	75	20	5	1	3
2020.04	서초구	방배2동	8,702	3,054	2,105	1,632	1,442	364	66	26	5	2	6
2020.04	서초구	방배3동	8,385	2,229	1,864	1,910	1,833	395	106	33	10	2	3
2020.04	서초구	방배4동	9,734	3,417	2,019	1,807	1,877	450	124	27	10	2	1
2020.04	서초구	양재1동	18,253	6,054	4,002	3,482	3,306	1,062	263	64	17	1	2
2020.04	서초구	양재2동	10,794	5,007	2,242	1,615	1,420	381	91	26	9	2	1
2020.04	서초구	내곡동	7,335	2,164	1,824	1,555	1,303	341	107	23	12	4	2
2020.04	강남구	계	233,363	92,752	44,068	41,385	42,589	9,553	2,151	578	174	76	37
2020.04	강남구	신사동	7,406	2,903	1,546	1,318	1,199	310	86	27	12	3	2
2020.04	강남구	논현1동	14,409	9,574	2,505	1,177	815	235	69	22	6	4	2
2020.04	강남구	논현2동	11,436	6,296	2,089	1,549	1,162	247	67	17	8	1	-
2020.04	강남구	삼성1동	6,009	2,101	1,230	1,178	1,090	300	74	26	6	3	1
2020.04	강남구	삼성2동	13,518	5,905	2,326	2,268	2,352	482	120	46	12	2	5
2020.04	강남구	대치1동	7,402	567	910	1,964	3,114	667	132	29	9	7	3
2020.04	강남구	대치4동	10,155	5,354	1,667	1,357	1,376	300	74	19	6	2	-
2020.04	강남구	역삼1동	23,713	16,966	3,478	1,666	1,168	314	82	26	8	4	1
2020.04	강남구	역삼2동	15,659	6,478	2,332	2,815	3,211	624	144	27	10	7	11
2020.04	강남구	도곡1동	8,631	2,572	1,607	1,851	2,067	398	90	29	12	5	-
2020.04	강남구	도곡2동	11,825	2,165	2,305	2,998	3,464	709	131	38	9	4	2
2020.04	강남구	개포1동	2,723	839	603	534	574	135	29	6	2	1	-
2020.04	강남구	개포4동	7,776	2,979	1,592	1,457	1,342	317	62	17	6	3	1
2020.04	강남구	일원본동	8,165	1,461	1,514	2,022	2,580	470	89	22	4	1	2
2020.04	강남구	일원1동	7,527	3,185	1,788	1,260	945	274	60	13	2	-	-
2020.04	강남구	일원2동	7,358	2,255	1,780	1,541	1,450	280	39	11	-	1	1
2020.04	강남구	수서동	7,867	3,412	2,340	1,187	689	180	43	8	8	-	-
2020.04	강남구	세곡동	17,918	5,899	3,938	3,263	3,336	1,099	293	67	17	4	2
2020.04	강남구	압구정동	10,692	2,963	2,401	2,412	2,216	525	132	31	4	7	1
2020.04	강남구	청담동	12,200	4,784	2,358	2,289	2,070	511	119	46	13	9	1
2020.04	강남구	대치2동	12,917	2,465	2,031	3,224	4,203	797	138	38	12	7	2
2020.04	강남구	개포2동	8,057	1,629	1,728	2,055	2,166	379	78	13	8	1	-
2020.04	송파구	계	279,460	96,999	59,156	55,307	53,034	11,606	2,552	569	166	42	29
2020.04	송파구	풍납1동	6,486	2,523	1,590	1,139	981	183	54	13	2	1	-
2020.04	송파구	풍납2동	10,983	4,101	2,208	2,219	1,921	408	98	23	4	1	-
2020.04	송파구	거여1동	5,523	1,900	1,334	1,043	969	210	52	12	-	2	1
2020.04	송파구	거여2동	7,198	2,542	1,791	1,434	1,093	256	60	16	3	1	2
2020.04	송파구	마천1동	9,020	3,534	2,115	1,568	1,308	394	77	20	3	1	-
2020.04	송파구	마천2동	8,753	3,264	2,179	1,615	1,270	312	85	21	6	-	1
2020.04	송파구	방이1동	6,299	1,885	1,204	1,337	1,456	320	71	18	6	2	-
2020.04	송파구	방이2동	14,016	7,768	2,781	1,765	1,330	287	68	12	4	-	1
2020.04	송파구	오륜동	5,970	659	1,089	1,599	2,083	438	67	24	8	1	2
2020.04	송파구	오금동	15,956	4,411	3,704	3,621	3,241	762	175	35	5	1	1
2020.04	송파구	송파1동	12,430	5,969	2,658	1,896	1,427	352	95	24	5	2	2
2020.04	송파구	송파2동	7,486	1,708	1,549	1,777	1,909	432	81	14	11	4	1
2020.04	송파구	석촌동	17,062	8,727	3,544	2,416	1,824	403	117	20	7	4	-
2020.04	송파구	삼전동	16,283	8,295	3,320	2,369	1,789	400	85	16	6	-	3
2020.04	송파구	가락본동	11,961	4,619	2,558	2,194	1,974	496	91	24	3	-	2
2020.04	송파구	가락1동	9,894	1,604	2,501	2,603	2,576	472	105	21	6	3	3
2020.04	송파구	가락2동	12,350	2,975	2,502	2,971	3,121	601	131	41	7	1	-
2020.04	송파구	문정1동	8,535	2,734	1,912	1,739	1,640	402	77	16	12	1	2
2020.04	송파구	문정2동	15,563	8,517	2,803	1,974	1,758	366	100	29	10	3	3
2020.04	송파구	잠실본동	15,303	8,325	2,973	2,025	1,513	348	97	14	7	-	1
2020.04	송파구	잠실4동	7,454	1,196	1,442	2,041	2,229	421	90	20	10	5	-
2020.04	송파구	잠실6동	5,936	965	1,339	1,588	1,542	378	88	27	5	2	2
2020.04	송파구	잠실7동	3,471	530	829	890	950	210	47	11	4	-	-
2020.04	송파구	잠실2동	11,961	1,804	1,880	3,093	4,307	724	126	18	6	3	-
2020.04	송파구	잠실3동	12,177	1,908	2,570	3,297	3,538	687	129	32	11	3	2
2020.04	송파구	장지동	12,368	3,484	3,006	2,769	2,368	583	125	24	9	-	-
2020.04	송파구	위례동	9,022	1,052	1,775	2,325	2,917	761	161	24	6	1	-
2020.04	강동구	계	191,399	66,998	42,539	37,611	34,322	7,825	1,558	396	105	22	23
2020.04	강동구	강일동	11,233	2,365	2,643	2,265	2,734	992	195	31	6	1	1
2020.04	강동구	상일동	10,693	1,921	2,306	2,724	2,998	620	93	23	3	1	4
2020.04	강동구	명일1동	9,966	2,337	2,406	2,393	2,243	464	91	19	12	1	-
2020.04	강동구	명일2동	5,967	1,186	1,079	1,360	1,853	384	70	22	11	-	2
2020.04	강동구	고덕1동	8,936	1,590	1,574	2,316	2,774	545	100	26	8	-	3
2020.04	강동구	고덕2동	8,088	2,087	1,866	1,862	1,868	326	54	17	6	-	2
2020.04	강동구	암사2동	6,340	1,935	1,545	1,352	1,201	235	57	11	-	2	2
2020.04	강동구	암사3동	6,346	1,108	1,386	1,604	1,711	406	85	28	11	4	3
2020.04	강동구	천호1동	12,813	5,275	2,998	2,324	1,691	406	89	20	6	2	2
2020.04	강동구	천호3동	13,668	6,813	2,939	2,058	1,431	335	71	19	2	-	-
2020.04	강동구	성내1동	8,135	2,403	1,895	1,812	1,579	355	68	21	2	-	-
2020.04	강동구	성내2동	12,675	6,488	2,740	1,892	1,179	288	62	16	8	1	1
2020.04	강동구	성내3동	10,416	4,057	2,349	1,888	1,654	379	67	17	3	1	1
2020.04	강동구	둔촌1동	162	114	19	11	14	2	2	-	-	-	-
2020.04	강동구	둔촌2동	11,229	3,652	2,532	2,323	2,167	441	86	24	2	1	1
2020.04	강동구	암사1동	16,148	6,269	3,736	3,085	2,412	505	101	30	8	2	-
2020.04	강동구	천호2동	17,688	8,668	3,998	2,613	1,868	413	97	24	5	2	-
2020.04	강동구	길동	20,896	8,730	4,528	3,729	2,945	729	170	48	12	4	1
2020.05	합계	합계	4,373,610	1,798,547	937,178	767,810	671,849	153,613	33,032	8,105	2,224	710	542
2020.05	종로구	계	74,408	37,348	14,305	10,705	8,892	2,382	533	173	41	15	14
2020.05	종로구	사직동	4,688	2,352	920	678	535	149	30	18	2	2	2
2020.05	종로구	삼청동	1,363	716	252	184	143	44	19	3	1	-	1
2020.05	종로구	부암동	4,341	1,669	966	755	688	184	50	22	3	1	3
2020.05	종로구	평창동	7,510	2,425	1,741	1,475	1,355	392	72	32	12	4	2
2020.05	종로구	무악동	3,209	762	714	739	761	189	29	11	1	2	1
2020.05	종로구	교남동	4,597	1,662	1,085	917	748	144	27	9	4	1	-
2020.05	종로구	가회동	2,077	965	432	343	244	61	23	5	3	-	1
2020.05	종로구	종로1.2.3.4가동	5,243	4,162	524	283	202	50	14	6	2	-	-
2020.05	종로구	종로5·6가동	3,408	2,350	520	287	183	55	10	2	1	-	-
2020.05	종로구	이화동	4,462	2,719	802	467	343	102	21	7	-	1	-
2020.05	종로구	창신1동	2,944	1,751	574	320	210	72	14	3	-	-	-
2020.05	종로구	창신2동	4,148	1,979	916	618	456	136	33	8	2	-	-
2020.05	종로구	창신3동	2,907	944	683	632	461	154	27	3	3	-	-
2020.05	종로구	숭인1동	2,979	1,391	649	459	360	95	20	4	-	1	-
2020.05	종로구	숭인2동	5,820	3,870	911	517	397	98	22	3	2	-	-
2020.05	종로구	청운효자동	5,395	2,022	1,145	988	924	234	57	20	2	3	-
2020.05	종로구	혜화동	9,317	5,609	1,471	1,043	882	223	65	17	3	-	4
2020.05	중구	계	63,234	31,527	13,443	9,092	6,903	1,668	433	114	24	12	18
2020.05	중구	소공동	1,126	619	221	166	96	17	4	1	-	-	2
2020.05	중구	회현동	3,100	2,042	443	298	226	64	14	12	1	-	-
2020.05	중구	명동	1,591	1,110	219	142	83	23	6	4	1	-	3
2020.05	중구	필동	2,326	1,470	420	212	160	50	9	3	1	-	1
2020.05	중구	장충동	2,743	1,769	434	235	214	67	18	2	2	1	1
2020.05	중구	광희동	3,038	1,968	527	283	190	50	15	3	1	-	1
2020.05	중구	을지로동	1,363	1,084	163	64	37	10	5	-	-	-	-
2020.05	중구	신당5동	5,352	2,638	1,173	757	587	148	35	10	3	1	-
2020.05	중구	황학동	6,916	3,773	1,487	894	586	135	33	5	1	1	1
2020.05	중구	중림동	5,859	2,515	1,300	1,030	785	168	46	13	2	-	-
2020.05	중구	신당동	4,496	2,815	842	430	314	69	21	4	1	-	-
2020.05	중구	다산동	6,980	3,187	1,649	1,027	860	185	48	17	3	2	2
2020.05	중구	약수동	7,819	2,901	2,062	1,508	1,022	238	66	13	2	3	4
2020.05	중구	청구동	6,349	2,468	1,530	1,158	905	221	53	7	2	3	2
2020.05	중구	동화동	4,176	1,168	973	888	838	223	60	20	4	1	1
2020.05	용산구	계	111,319	53,157	23,007	17,125	13,439	3,458	818	207	59	28	21
2020.05	용산구	후암동	8,574	4,084	1,756	1,386	963	286	69	17	6	3	4
2020.05	용산구	용산2가동	5,431	2,831	1,203	748	484	134	21	8	2	-	-
2020.05	용산구	남영동	5,456	4,223	600	305	247	65	10	4	-	1	1
2020.05	용산구	원효로2동	6,012	2,145	1,291	1,190	1,041	251	68	14	8	2	2
2020.05	용산구	효창동	4,320	1,508	994	837	722	185	59	12	1	2	-
2020.05	용산구	용문동	5,411	1,980	1,319	1,025	819	210	43	10	2	2	1
2020.05	용산구	이촌1동	10,355	2,211	2,310	2,656	2,424	563	136	38	11	5	1
2020.05	용산구	이촌2동	3,845	1,307	1,051	799	500	138	34	9	6	1	-
2020.05	용산구	이태원1동	3,803	2,211	725	443	306	80	31	6	-	-	1
2020.05	용산구	이태원2동	4,946	2,667	1,032	662	427	112	39	5	-	2	-
2020.05	용산구	서빙고동	5,305	1,724	1,128	960	1,070	343	62	18	-	-	-
2020.05	용산구	보광동	7,715	4,151	1,684	1,000	672	164	35	7	1	1	-
2020.05	용산구	청파동	10,961	6,514	2,008	1,206	910	243	56	16	2	2	4
2020.05	용산구	원효로1동	7,915	3,754	1,694	1,258	946	217	32	5	4	3	2
2020.05	용산구	한강로동	9,972	5,699	1,844	1,216	934	193	59	16	9	1	1
2020.05	용산구	한남동	11,298	6,148	2,368	1,434	974	274	64	22	7	3	4
2020.05	성동구	계	135,712	56,037	29,909	24,607	19,528	4,295	985	253	63	20	15
2020.05	성동구	왕십리2동	7,627	2,932	1,741	1,421	1,179	261	74	14	2	2	1
2020.05	성동구	마장동	10,905	4,913	2,326	1,741	1,457	344	85	23	9	2	5
2020.05	성동구	사근동	7,620	5,436	992	565	470	121	27	9	-	-	-
2020.05	성동구	행당1동	6,694	2,808	1,421	1,239	959	200	43	16	6	1	1
2020.05	성동구	행당2동	9,469	2,398	2,401	2,203	1,938	400	96	24	5	1	3
2020.05	성동구	응봉동	6,147	1,622	1,410	1,456	1,291	294	57	11	5	-	1
2020.05	성동구	금호1가동	6,652	2,165	1,640	1,457	1,078	241	57	12	2	-	-
2020.05	성동구	금호4가동	6,450	2,199	1,599	1,449	950	198	38	14	3	-	-
2020.05	성동구	성수1가1동	7,596	3,132	1,692	1,286	1,186	230	54	7	7	2	-
2020.05	성동구	성수1가2동	6,648	3,029	1,404	1,101	862	198	43	8	2	1	-
2020.05	성동구	성수2가1동	8,513	4,160	1,814	1,292	972	218	44	8	4	1	-
2020.05	성동구	성수2가3동	5,716	2,973	1,082	781	659	164	44	12	-	-	1
2020.05	성동구	송정동	5,570	2,813	1,167	804	590	160	30	4	-	2	-
2020.05	성동구	용답동	6,854	4,128	1,217	744	590	125	37	10	-	1	2
2020.05	성동구	왕십리도선동	11,846	4,452	2,553	2,355	1,955	406	86	28	8	3	-
2020.05	성동구	금호2.3가동	10,347	3,641	2,599	2,095	1,576	322	83	21	7	2	1
2020.05	성동구	옥수동	11,058	3,236	2,851	2,618	1,816	413	87	32	3	2	-
2020.05	광진구	계	166,014	76,130	33,939	26,485	23,029	4,944	1,102	269	76	22	18
2020.05	광진구	화양동	16,533	13,108	1,969	755	565	97	27	10	-	1	1
2020.05	광진구	군자동	10,921	6,229	2,054	1,355	987	225	50	14	5	1	1
2020.05	광진구	중곡1동	8,139	4,098	1,832	1,166	813	172	39	11	5	2	1
2020.05	광진구	중곡2동	10,590	4,685	2,456	1,724	1,327	313	65	14	5	1	-
2020.05	광진구	중곡3동	8,542	4,144	1,945	1,270	899	234	41	7	1	1	-
2020.05	광진구	중곡4동	13,264	4,983	3,166	2,584	1,949	440	102	27	10	1	2
2020.05	광진구	능동	6,471	3,691	1,318	747	519	147	40	7	1	1	-
2020.05	광진구	구의1동	12,079	6,687	2,419	1,539	1,097	258	65	11	2	-	1
2020.05	광진구	구의2동	11,638	4,208	2,619	2,282	1,943	446	95	31	9	2	3
2020.05	광진구	구의3동	12,185	4,123	2,606	2,462	2,339	512	106	24	10	2	1
2020.05	광진구	광장동	12,079	2,252	1,965	3,018	3,942	695	158	34	9	3	3
2020.05	광진구	자양1동	11,607	5,848	2,430	1,667	1,294	291	57	14	3	2	1
2020.05	광진구	자양2동	11,260	4,064	2,607	2,161	1,884	415	97	24	4	2	2
2020.05	광진구	자양3동	11,092	2,950	2,504	2,431	2,575	473	119	25	11	3	1
2020.05	광진구	자양4동	9,614	5,060	2,049	1,324	896	226	41	16	1	-	1
2020.05	동대문구	계	166,073	77,757	33,921	26,194	21,459	5,187	1,171	288	64	22	10
2020.05	동대문구	회기동	6,156	4,027	908	579	474	130	28	5	4	1	-
2020.05	동대문구	휘경1동	7,178	3,891	1,288	948	787	205	42	13	1	2	1
2020.05	동대문구	휘경2동	11,699	5,640	2,139	1,815	1,613	380	87	20	4	-	1
2020.05	동대문구	청량리동	10,483	5,058	2,378	1,513	1,152	297	72	11	1	-	1
2020.05	동대문구	용신동	17,822	10,891	3,173	1,922	1,406	337	66	23	4	-	-
2020.05	동대문구	제기동	13,155	7,105	2,635	1,683	1,263	352	91	18	4	3	1
2020.05	동대문구	전농1동	15,128	7,430	3,017	2,389	1,753	425	81	20	8	1	4
2020.05	동대문구	전농2동	7,732	2,266	1,850	1,697	1,434	370	89	21	4	-	1
2020.05	동대문구	답십리2동	13,021	4,673	3,198	2,481	2,086	456	97	22	7	1	-
2020.05	동대문구	장안1동	17,945	7,702	3,911	3,089	2,477	600	129	29	4	4	-
2020.05	동대문구	장안2동	13,869	4,734	3,072	2,896	2,443	554	129	33	5	3	-
2020.05	동대문구	이문1동	10,459	6,384	1,707	1,102	965	219	60	14	4	3	1
2020.05	동대문구	이문2동	8,626	2,971	1,941	1,656	1,556	371	93	30	5	3	-
2020.05	동대문구	답십리1동	12,800	4,985	2,704	2,424	2,050	491	107	29	9	1	-
2020.05	중랑구	계	182,930	76,794	42,247	31,672	24,845	5,825	1,148	299	66	20	14
2020.05	중랑구	면목2동	12,325	5,670	2,786	1,906	1,521	355	70	11	6	-	-
2020.05	중랑구	면목4동	9,143	3,913	2,149	1,598	1,134	275	56	15	3	-	-
2020.05	중랑구	면목5동	4,498	1,903	1,079	785	571	130	22	7	1	-	-
2020.05	중랑구	면목7동	10,522	4,410	2,558	1,783	1,390	293	70	13	4	1	-
2020.05	중랑구	상봉1동	10,325	3,221	2,415	2,221	2,014	361	70	19	3	1	-
2020.05	중랑구	상봉2동	11,358	6,719	2,268	1,315	832	163	44	12	5	-	-
2020.05	중랑구	중화1동	9,070	3,316	2,257	1,769	1,347	305	46	22	5	2	1
2020.05	중랑구	중화2동	14,015	7,376	3,126	1,919	1,219	306	49	14	2	2	2
2020.05	중랑구	묵1동	14,794	4,918	3,356	3,044	2,653	624	143	44	7	3	2
2020.05	중랑구	묵2동	9,232	3,959	2,161	1,637	1,107	295	60	8	1	2	2
2020.05	중랑구	망우3동	8,462	3,755	2,040	1,415	978	218	45	5	2	4	-
2020.05	중랑구	신내1동	14,875	3,572	3,491	3,154	3,350	1,047	189	54	16	1	1
2020.05	중랑구	신내2동	9,062	2,879	2,290	1,972	1,531	308	60	13	6	1	2
2020.05	중랑구	면목본동	17,748	8,539	4,052	2,699	1,937	426	68	21	2	2	2
2020.05	중랑구	면목3.8동	12,694	5,748	2,972	2,096	1,486	299	69	22	1	-	1
2020.05	중랑구	망우본동	14,807	6,896	3,247	2,359	1,775	420	87	19	2	1	1
2020.05	성북구	계	194,735	76,963	41,742	35,458	31,236	7,240	1,548	392	90	28	38
2020.05	성북구	돈암1동	6,244	1,775	1,590	1,341	1,175	277	70	13	-	2	1
2020.05	성북구	돈암2동	8,674	1,677	1,857	2,210	2,246	526	109	30	13	2	4
2020.05	성북구	안암동	9,394	6,197	1,448	877	688	137	37	6	2	-	2
2020.05	성북구	보문동	7,955	3,814	1,631	1,284	971	209	35	7	1	1	2
2020.05	성북구	정릉1동	7,517	2,247	1,649	1,702	1,469	341	77	25	2	3	2
2020.05	성북구	정릉2동	9,708	3,078	2,381	2,008	1,713	390	101	29	5	1	2
2020.05	성북구	정릉3동	7,914	4,194	1,581	1,048	830	200	46	11	-	1	3
2020.05	성북구	정릉4동	10,982	3,750	2,617	2,199	1,832	446	94	29	10	3	2
2020.05	성북구	길음1동	12,828	2,560	2,471	3,190	3,705	721	137	31	7	2	4
2020.05	성북구	길음2동	7,100	2,412	1,505	1,484	1,335	295	54	13	2	-	-
2020.05	성북구	월곡1동	10,841	3,265	2,499	2,286	2,136	519	100	25	9	2	-
2020.05	성북구	월곡2동	9,496	4,340	1,941	1,487	1,300	331	73	10	9	2	3
2020.05	성북구	장위1동	9,070	3,511	2,169	1,646	1,318	326	70	24	4	1	1
2020.05	성북구	장위2동	6,510	2,683	1,617	1,140	800	213	46	10	-	1	-
2020.05	성북구	장위3동	7,410	2,449	1,606	1,575	1,431	273	60	14	1	1	-
2020.05	성북구	성북동	8,183	3,865	1,788	1,223	928	268	79	19	6	1	6
2020.05	성북구	삼선동	11,828	5,851	2,322	1,650	1,522	381	77	18	5	1	1
2020.05	성북구	동선동	9,289	5,975	1,487	934	668	171	39	10	4	-	1
2020.05	성북구	종암동	17,248	6,567	3,631	3,164	2,978	725	136	39	2	3	3
2020.05	성북구	석관동	16,544	6,753	3,952	3,010	2,191	491	108	29	8	1	1
2020.05	강북구	계	145,315	61,038	34,505	25,005	18,892	4,577	985	205	70	17	21
2020.05	강북구	번1동	10,393	5,600	2,205	1,423	903	202	50	6	4	-	-
2020.05	강북구	번2동	7,666	2,854	2,117	1,455	926	239	59	12	2	-	2
2020.05	강북구	번3동	7,612	2,370	2,185	1,511	1,174	284	73	10	4	1	-
2020.05	강북구	수유1동	10,407	4,790	2,382	1,654	1,183	308	66	15	5	1	3
2020.05	강북구	수유2동	9,652	3,558	2,537	1,790	1,304	364	76	17	3	1	2
2020.05	강북구	수유3동	12,903	7,096	2,616	1,782	1,096	251	41	15	3	2	1
2020.05	강북구	삼양동	11,429	4,603	2,767	2,017	1,542	392	77	17	8	4	2
2020.05	강북구	미아동	11,543	5,920	2,478	1,651	1,142	284	51	8	7	1	1
2020.05	강북구	송중동	14,014	5,890	3,212	2,431	1,890	458	99	22	7	2	3
2020.05	강북구	송천동	13,759	6,351	3,265	2,116	1,591	357	61	14	2	1	1
2020.05	강북구	삼각산동	11,767	2,601	2,513	2,785	3,061	635	129	29	13	1	-
2020.05	강북구	우이동	9,551	3,654	2,497	1,712	1,261	324	77	14	6	2	4
2020.05	강북구	인수동	14,619	5,751	3,731	2,678	1,819	479	126	26	6	1	2
2020.05	도봉구	계	138,867	45,894	34,206	28,353	23,432	5,438	1,138	285	83	30	8
2020.05	도봉구	쌍문1동	9,416	3,234	2,363	1,888	1,435	382	87	20	5	1	1
2020.05	도봉구	쌍문2동	8,663	3,116	2,224	1,717	1,222	294	67	16	4	-	3
2020.05	도봉구	쌍문3동	7,893	3,236	1,941	1,391	1,022	246	42	12	3	-	-
2020.05	도봉구	쌍문4동	7,170	1,544	1,640	1,730	1,811	368	60	15	2	-	-
2020.05	도봉구	방학1동	12,798	4,725	3,026	2,367	2,004	526	110	31	5	2	2
2020.05	도봉구	방학2동	9,555	3,850	2,378	1,738	1,190	312	71	13	2	1	-
2020.05	도봉구	방학3동	10,073	1,819	2,489	2,518	2,502	573	132	26	10	4	-
2020.05	도봉구	창1동	10,945	3,668	2,673	2,249	1,885	374	72	19	4	-	1
2020.05	도봉구	창2동	12,402	3,829	3,161	2,664	2,101	492	104	33	11	7	-
2020.05	도봉구	창3동	6,676	2,667	1,668	1,177	891	219	39	13	2	-	-
2020.05	도봉구	창4동	10,635	2,880	2,409	2,373	2,348	498	97	15	12	3	-
