기간	자치구	동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2020.02	성동구	응봉동	6,159	1,631	1,397	1,441	1,310	295	63	16	5	-	1
2020.02	성동구	금호1가동	6,641	2,137	1,639	1,437	1,105	247	62	12	2	-	-
2020.02	성동구	금호4가동	6,436	2,170	1,588	1,440	971	208	39	17	3	-	-
2020.02	성동구	성수1가1동	7,587	3,107	1,685	1,297	1,190	234	55	11	5	2	1
2020.02	성동구	성수1가2동	6,720	3,060	1,403	1,105	878	215	46	9	3	1	-
2020.02	성동구	성수2가1동	8,506	4,145	1,797	1,298	982	220	51	7	5	1	-
2020.02	성동구	성수2가3동	5,721	2,951	1,086	787	666	171	47	13	-	-	-
2020.02	성동구	송정동	5,514	2,760	1,148	806	608	153	33	4	-	2	-
2020.02	성동구	용답동	6,808	4,031	1,220	761	608	133	39	14	-	1	1
2020.02	성동구	왕십리도선동	11,802	4,429	2,538	2,316	1,954	430	95	28	9	3	-
2020.02	성동구	금호2.3가동	10,344	3,640	2,561	2,132	1,546	342	86	25	8	3	1
2020.02	성동구	옥수동	11,033	3,250	2,821	2,576	1,816	431	96	33	8	2	-
2020.02	광진구	계	165,100	74,965	33,476	26,622	23,259	5,134	1,187	321	88	30	18
2020.02	광진구	화양동	16,324	12,885	1,965	741	583	106	31	12	-	-	1
2020.02	광진구	군자동	10,781	6,085	2,020	1,363	1,004	231	52	17	5	2	2
2020.02	광진구	중곡1동	8,077	3,984	1,846	1,183	820	183	39	14	5	3	-
2020.02	광진구	중곡2동	10,542	4,637	2,398	1,747	1,351	316	69	16	6	2	-
2020.02	광진구	중곡3동	8,478	4,067	1,901	1,299	917	241	44	7	1	1	-
2020.02	광진구	중곡4동	13,226	4,936	3,154	2,547	1,978	458	108	30	11	2	2
2020.02	광진구	능동	6,383	3,626	1,294	724	533	143	48	10	2	3	-
2020.02	광진구	구의1동	11,953	6,535	2,388	1,562	1,104	277	70	14	2	-	1
2020.02	광진구	구의2동	11,623	4,173	2,604	2,267	1,968	458	103	35	9	3	3
2020.02	광진구	구의3동	12,160	4,077	2,570	2,465	2,372	525	110	28	10	2	1
2020.02	광진구	광장동	12,037	2,180	1,926	3,045	3,933	718	180	36	13	4	2
2020.02	광진구	자양1동	11,561	5,750	2,429	1,675	1,317	305	59	19	3	3	1
2020.02	광진구	자양2동	11,261	4,057	2,514	2,206	1,913	427	104	32	4	2	2
2020.02	광진구	자양3동	11,059	2,922	2,450	2,455	2,546	511	123	34	15	2	1
2020.02	광진구	자양4동	9,635	5,051	2,017	1,343	920	235	47	17	2	1	2
2020.02	동대문구	계	164,844	76,501	33,514	26,145	21,623	5,361	1,262	327	75	23	13
2020.02	동대문구	회기동	5,994	3,873	882	578	480	141	29	6	4	1	-
2020.02	동대문구	휘경1동	7,450	4,068	1,339	969	813	197	49	12	-	2	1
2020.02	동대문구	휘경2동	11,525	5,506	2,075	1,814	1,610	397	91	26	4	1	1
2020.02	동대문구	청량리동	10,455	5,015	2,323	1,555	1,150	318	77	15	1	-	1
2020.02	동대문구	용신동	17,562	10,604	3,144	1,909	1,444	356	75	23	7	-	-
2020.02	동대문구	제기동	12,985	6,961	2,583	1,697	1,246	371	98	22	2	3	2
2020.02	동대문구	전농1동	15,084	7,360	3,002	2,383	1,782	433	87	22	10	1	4
2020.02	동대문구	전농2동	7,731	2,257	1,849	1,688	1,430	384	94	20	8	-	1
2020.02	동대문구	답십리2동	13,015	4,627	3,182	2,487	2,090	492	102	26	8	1	-
2020.02	동대문구	장안1동	17,691	7,489	3,863	3,043	2,501	614	139	33	6	3	-
2020.02	동대문구	장안2동	13,713	4,665	3,023	2,813	2,480	546	140	37	5	3	1
2020.02	동대문구	이문1동	10,375	6,248	1,686	1,142	972	240	65	14	5	2	1
2020.02	동대문구	이문2동	8,544	2,899	1,921	1,635	1,566	378	97	36	8	4	-
2020.02	동대문구	답십리1동	12,720	4,929	2,642	2,432	2,059	494	119	35	7	2	1
2020.02	중랑구	계	182,034	75,610	41,816	31,722	25,119	6,106	1,238	311	78	20	14
2020.02	중랑구	면목2동	12,259	5,557	2,755	1,943	1,535	370	76	17	6	-	-
2020.02	중랑구	면목4동	9,226	3,942	2,139	1,611	1,168	287	60	15	4	-	-
2020.02	중랑구	면목5동	4,526	1,921	1,073	790	581	128	24	7	2	-	-
2020.02	중랑구	면목7동	10,412	4,361	2,482	1,790	1,378	308	71	17	4	1	-
2020.02	중랑구	상봉1동	10,283	3,194	2,368	2,216	2,012	392	77	20	3	1	-
2020.02	중랑구	상봉2동	11,222	6,585	2,270	1,289	845	169	44	10	7	2	1
2020.02	중랑구	중화1동	9,028	3,244	2,244	1,776	1,349	337	49	18	7	3	1
2020.02	중랑구	중화2동	13,997	7,292	3,132	1,919	1,258	315	59	16	2	2	2
2020.02	중랑구	묵1동	14,599	4,697	3,325	3,040	2,682	644	155	44	8	2	2
2020.02	중랑구	묵2동	9,192	3,896	2,153	1,632	1,137	296	62	11	1	2	2
2020.02	중랑구	망우3동	8,441	3,737	1,996	1,408	1,007	229	54	5	2	3	-
2020.02	중랑구	신내1동	14,842	3,540	3,462	3,144	3,358	1,072	196	52	17	-	1
2020.02	중랑구	신내2동	9,058	2,846	2,290	1,953	1,558	320	67	14	7	1	2
2020.02	중랑구	면목본동	17,641	8,451	3,964	2,733	1,930	462	75	21	1	2	2
2020.02	중랑구	면목3.8동	12,562	5,593	2,929	2,097	1,502	339	77	22	3	-	-
2020.02	중랑구	망우본동	14,746	6,754	3,234	2,381	1,819	438	92	22	4	1	1
2020.02	성북구	계	193,344	75,661	41,134	35,432	31,328	7,514	1,644	454	101	35	41
2020.02	성북구	돈암1동	6,258	1,775	1,576	1,326	1,200	289	72	17	-	2	1
2020.02	성북구	돈암2동	8,633	1,641	1,833	2,183	2,243	560	114	37	16	2	4
2020.02	성북구	안암동	9,234	6,029	1,433	886	697	138	41	6	2	-	2
2020.02	성북구	보문동	7,959	3,831	1,604	1,255	1,003	218	36	8	2	-	2
2020.02	성북구	정릉1동	7,454	2,190	1,645	1,681	1,474	344	83	30	2	2	3
2020.02	성북구	정릉2동	9,656	3,066	2,333	1,994	1,710	413	99	30	5	4	2
2020.02	성북구	정릉3동	7,742	4,033	1,534	1,061	837	216	46	11	-	1	3
2020.02	성북구	정릉4동	10,965	3,694	2,595	2,224	1,845	457	102	31	12	3	2
2020.02	성북구	길음1동	12,817	2,545	2,415	3,223	3,685	736	165	33	7	3	5
2020.02	성북구	길음2동	6,989	2,370	1,470	1,445	1,325	311	51	16	1	-	-
2020.02	성북구	월곡1동	10,805	3,234	2,462	2,269	2,160	530	109	30	9	2	-
2020.02	성북구	월곡2동	9,326	4,173	1,907	1,503	1,299	335	78	16	8	3	4
2020.02	성북구	장위1동	9,001	3,435	2,142	1,654	1,329	336	75	26	2	1	1
2020.02	성북구	장위2동	6,329	2,557	1,571	1,117	799	217	50	13	3	2	-
2020.02	성북구	장위3동	7,319	2,400	1,564	1,569	1,417	295	57	13	3	1	-
2020.02	성북구	성북동	8,116	3,796	1,770	1,213	930	288	83	22	6	2	6
2020.02	성북구	삼선동	12,115	5,989	2,367	1,705	1,543	397	81	23	7	2	1
2020.02	성북구	동선동	9,155	5,846	1,472	935	658	189	39	11	3	1	1
2020.02	성북구	종암동	17,134	6,441	3,594	3,173	2,980	734	153	49	4	3	3
2020.02	성북구	석관동	16,337	6,616	3,847	3,016	2,194	511	110	32	9	1	1
2020.02	강북구	계	144,553	60,169	33,980	25,104	19,109	4,775	1,061	227	83	23	22
2020.02	강북구	번1동	10,255	5,482	2,156	1,426	914	210	56	6	5	-	-
2020.02	강북구	번2동	7,663	2,834	2,083	1,481	947	237	62	14	2	1	2
2020.02	강북구	번3동	7,558	2,302	2,145	1,521	1,189	309	76	12	3	1	-
2020.02	강북구	수유1동	10,371	4,749	2,355	1,659	1,210	302	68	17	7	1	3
2020.02	강북구	수유2동	9,621	3,509	2,523	1,784	1,314	381	84	18	5	1	2
2020.02	강북구	수유3동	12,724	6,914	2,580	1,778	1,121	260	47	16	4	2	2
2020.02	강북구	삼양동	11,473	4,628	2,732	2,036	1,558	405	82	17	9	4	2
2020.02	강북구	미아동	11,379	5,759	2,427	1,647	1,173	294	60	9	7	1	2
2020.02	강북구	송중동	13,948	5,826	3,151	2,431	1,920	474	107	27	7	2	3
2020.02	강북구	송천동	13,741	6,314	3,205	2,140	1,618	375	68	15	4	2	-
2020.02	강북구	삼각산동	11,756	2,581	2,498	2,768	3,056	668	135	32	15	3	-
2020.02	강북구	우이동	9,494	3,595	2,459	1,738	1,237	349	88	14	6	4	4
2020.02	강북구	인수동	14,570	5,676	3,666	2,695	1,852	511	128	30	9	1	2
2020.02	도봉구	계	138,607	45,411	33,724	28,411	23,707	5,643	1,256	314	93	39	9
2020.02	도봉구	쌍문1동	9,333	3,152	2,336	1,877	1,442	400	95	21	7	2	1
2020.02	도봉구	쌍문2동	8,629	3,067	2,222	1,692	1,248	303	70	20	4	1	2
2020.02	도봉구	쌍문3동	7,851	3,180	1,920	1,390	1,042	257	45	13	2	1	1
2020.02	도봉구	쌍문4동	7,174	1,541	1,586	1,763	1,814	381	69	16	3	1	-
2020.02	도봉구	방학1동	12,780	4,700	2,994	2,355	2,023	535	127	36	5	3	2
2020.02	도봉구	방학2동	9,579	3,835	2,370	1,741	1,204	331	77	17	3	1	-
2020.02	도봉구	방학3동	10,075	1,813	2,430	2,510	2,522	601	150	31	13	5	-
2020.02	도봉구	창1동	10,950	3,649	2,612	2,271	1,924	382	83	22	4	2	1
2020.02	도봉구	창2동	12,372	3,781	3,103	2,687	2,115	516	123	31	10	6	-
2020.02	도봉구	창3동	6,632	2,606	1,647	1,199	900	221	44	13	2	-	-
2020.02	도봉구	창4동	10,611	2,846	2,371	2,345	2,401	511	102	18	14	3	-
2020.02	도봉구	창5동	10,126	2,890	2,344	2,289	2,046	424	92	26	10	5	-
2020.02	도봉구	도봉1동	10,331	4,238	2,674	1,798	1,200	323	60	23	8	5	2
2020.02	도봉구	도봉2동	12,164	4,113	3,115	2,494	1,826	458	119	27	8	4	-
2020.02	노원구	계	217,068	69,749	48,846	44,396	42,668	9,072	1,772	394	107	44	20
2020.02	노원구	월계1동	10,472	4,429	2,189	1,776	1,591	401	68	16	1	1	-
2020.02	노원구	월계2동	11,929	4,088	3,090	2,329	1,875	427	99	14	4	2	1
2020.02	노원구	월계3동	12,964	3,857	3,517	2,815	2,155	477	110	23	6	3	1
2020.02	노원구	공릉2동	16,223	5,490	3,128	3,276	3,418	715	142	32	13	8	1
2020.02	노원구	하계1동	12,016	4,536	2,369	2,161	2,329	492	89	24	10	1	5
2020.02	노원구	하계2동	8,264	1,686	1,760	1,995	2,273	443	82	19	4	2	-
2020.02	노원구	중계본동	8,861	2,009	1,405	1,908	2,708	675	117	29	6	3	1
2020.02	노원구	중계1동	9,103	1,427	1,345	2,361	3,304	565	72	20	8	1	-
2020.02	노원구	중계4동	8,433	2,580	1,953	1,654	1,756	383	82	18	3	2	2
2020.02	노원구	상계1동	15,529	4,384	3,654	3,353	3,126	791	173	32	9	3	4
2020.02	노원구	상계2동	8,742	3,220	1,710	1,628	1,702	359	96	20	5	2	-
2020.02	노원구	상계5동	10,872	3,899	2,608	2,139	1,701	413	83	19	7	2	1
2020.02	노원구	상계8동	9,229	2,307	2,284	2,286	1,948	338	52	11	3	-	-
2020.02	노원구	상계9동	8,444	2,073	2,138	2,059	1,785	322	51	12	1	3	-
2020.02	노원구	상계10동	6,605	1,775	1,744	1,488	1,333	198	46	14	4	3	-
2020.02	노원구	상계3.4동	12,006	4,623	2,929	2,118	1,722	464	110	27	11	2	-
2020.02	노원구	상계6.7동	13,973	4,235	3,317	3,034	2,763	513	81	22	4	1	3
2020.02	노원구	중계2.3동	15,344	4,897	4,025	3,096	2,670	544	91	16	2	2	1
2020.02	노원구	공릉1동	18,059	8,234	3,681	2,920	2,509	552	128	26	6	3	-
2020.02	은평구	계	208,153	77,686	48,565	39,069	32,118	8,133	1,928	462	124	34	34
2020.02	은평구	녹번동	17,171	6,691	4,216	3,190	2,334	579	113	33	10	2	3
2020.02	은평구	불광1동	17,893	6,654	4,373	3,483	2,596	598	137	38	11	3	-
2020.02	은평구	갈현1동	11,239	4,673	2,671	2,001	1,438	353	77	17	6	1	2
2020.02	은평구	갈현2동	12,643	4,342	3,075	2,558	2,038	460	134	24	7	3	2
2020.02	은평구	구산동	13,240	4,168	3,222	2,719	2,334	611	123	43	12	1	7
2020.02	은평구	대조동	13,932	6,919	3,029	2,070	1,426	356	103	20	6	2	1
2020.02	은평구	응암1동	11,487	4,851	2,531	1,956	1,635	380	103	13	6	5	7
2020.02	은평구	응암2동	10,075	2,848	2,405	2,309	1,922	449	97	30	10	2	3
2020.02	은평구	신사1동	11,762	3,793	2,906	2,468	1,972	471	113	30	5	3	1
2020.02	은평구	신사2동	9,191	3,218	2,175	1,812	1,482	375	99	23	6	-	1
2020.02	은평구	증산동	6,914	2,482	1,727	1,251	1,091	288	56	16	3	-	-
2020.02	은평구	수색동	3,806	1,396	910	721	572	158	41	7	1	-	-
2020.02	은평구	진관동	21,587	6,183	4,192	4,237	5,004	1,510	367	71	15	4	4
2020.02	은평구	불광2동	13,858	6,020	3,307	2,331	1,644	432	91	22	7	3	1
2020.02	은평구	응암3동	12,657	5,940	2,912	1,931	1,433	315	91	25	7	1	2
2020.02	은평구	역촌동	20,698	7,508	4,914	4,032	3,197	798	183	50	12	4	-
2020.02	서대문구	계	141,279	59,468	30,085	24,390	20,753	4,976	1,199	282	89	25	12
2020.02	서대문구	천연동	8,176	3,303	1,761	1,502	1,247	281	58	15	5	2	2
2020.02	서대문구	홍제1동	10,326	3,486	2,465	2,074	1,731	433	96	26	11	2	2
2020.02	서대문구	홍제3동	7,077	2,655	1,664	1,345	1,069	271	57	8	8	-	-
2020.02	서대문구	홍제2동	5,820	1,737	1,418	1,256	1,090	258	43	12	4	1	1
2020.02	서대문구	홍은1동	9,493	3,152	2,250	1,835	1,686	423	114	27	5	-	1
2020.02	서대문구	홍은2동	12,189	4,778	2,804	2,201	1,804	423	128	34	14	3	-
2020.02	서대문구	남가좌1동	6,015	1,428	1,212	1,469	1,471	339	76	17	2	1	-
2020.02	서대문구	남가좌2동	12,107	4,764	2,645	2,224	1,921	415	105	25	7	1	-
2020.02	서대문구	북가좌1동	7,002	1,608	1,655	1,630	1,600	386	94	19	7	2	1
2020.02	서대문구	북가좌2동	14,760	5,593	3,543	2,747	2,168	548	128	28	5	-	-
2020.02	서대문구	충현동	8,860	4,509	1,758	1,212	1,048	250	63	16	2	1	1
2020.02	서대문구	북아현동	7,515	2,841	1,681	1,508	1,186	237	42	12	3	5	-
2020.02	서대문구	신촌동	12,544	9,415	1,506	803	602	151	43	13	5	2	4
2020.02	서대문구	연희동	19,395	10,199	3,723	2,584	2,130	561	152	30	11	5	-
2020.02	마포구	계	175,694	79,272	36,110	28,600	24,413	5,633	1,205	303	104	30	24
2020.02	마포구	용강동	9,174	3,199	1,956	1,875	1,666	367	79	22	7	3	-
2020.02	마포구	대흥동	7,431	4,881	1,182	670	553	112	25	4	1	-	3
2020.02	마포구	염리동	5,683	2,439	1,189	984	833	184	38	12	2	-	2
2020.02	마포구	신수동	10,205	3,896	2,154	1,985	1,700	361	78	23	7	1	-
2020.02	마포구	서교동	14,075	8,811	2,391	1,461	1,057	270	61	15	4	4	1
2020.02	마포구	합정동	9,612	5,058	2,112	1,267	896	203	48	13	8	-	7
2020.02	마포구	망원1동	10,657	5,105	2,437	1,486	1,253	295	61	13	5	-	2
2020.02	마포구	망원2동	8,431	3,195	2,005	1,448	1,397	306	61	14	5	-	-
2020.02	마포구	연남동	8,652	4,937	1,686	1,042	719	208	40	13	4	2	1
2020.02	마포구	성산1동	9,427	4,312	2,056	1,487	1,151	316	69	22	8	6	-
2020.02	마포구	성산2동	18,950	8,215	3,917	3,190	2,803	647	132	28	14	3	1
2020.02	마포구	상암동	12,838	4,334	2,525	2,433	2,624	723	148	33	11	5	2
2020.02	마포구	도화동	9,587	3,606	2,057	1,806	1,607	390	92	20	5	2	2
2020.02	마포구	서강동	11,638	5,217	2,213	1,977	1,745	390	64	22	8	1	1
2020.02	마포구	공덕동	19,113	8,845	3,978	3,092	2,504	518	135	27	11	2	1
2020.02	마포구	아현동	10,221	3,222	2,252	2,397	1,905	343	74	22	4	1	1
2020.02	양천구	계	177,425	50,977	37,845	38,222	39,320	8,649	1,796	420	134	35	27
2020.02	양천구	목1동	10,536	1,578	1,757	2,949	3,421	653	124	39	11	3	1
2020.02	양천구	목2동	13,203	4,743	2,887	2,585	2,280	543	121	30	8	3	3
2020.02	양천구	목3동	9,993	3,641	2,416	1,952	1,530	329	87	28	7	2	1
2020.02	양천구	목4동	10,142	2,979	1,896	2,088	2,486	538	118	24	11	1	1
2020.02	양천구	신월1동	10,077	4,349	2,371	1,734	1,243	298	64	14	3	1	-
2020.02	양천구	신월2동	8,546	2,401	2,039	1,886	1,616	455	103	33	8	2	3
2020.02	양천구	신월3동	8,088	3,897	1,798	1,209	853	260	56	11	1	-	3
2020.02	양천구	신월4동	6,891	1,530	1,607	1,635	1,575	406	110	22	4	2	-
2020.02	양천구	신월5동	6,415	2,171	1,497	1,300	1,073	279	73	17	1	3	1
2020.02	양천구	신월6동	2,487	641	587	529	554	137	30	9	-	-	-
2020.02	양천구	신월7동	9,276	3,062	2,593	1,856	1,383	289	69	14	8	1	1
2020.02	양천구	신정1동	7,259	1,405	1,241	1,682	2,339	486	80	16	7	-	3
2020.02	양천구	신정2동	7,164	1,578	1,267	1,543	2,213	467	75	13	4	3	1
2020.02	양천구	신정3동	17,960	4,556	4,158	3,871	4,026	1,085	200	44	14	4	2
2020.02	양천구	신정6동	8,179	1,010	1,479	2,263	2,775	517	109	13	9	2	2
2020.02	양천구	신정7동	11,604	2,980	2,574	2,609	2,797	513	97	23	11	-	-
2020.02	양천구	목5동	13,574	1,644	2,079	3,725	5,050	852	156	41	18	7	2
2020.02	양천구	신정4동	16,031	6,812	3,599	2,806	2,106	542	124	29	9	1	3
2020.02	강서구	계	263,413	104,823	58,851	47,243	40,205	9,569	2,015	520	122	43	22
2020.02	강서구	염창동	15,757	3,916	3,136	3,798	3,975	762	121	41	5	3	-
2020.02	강서구	등촌1동	12,239	6,548	2,320	1,654	1,358	270	60	23	3	3	-
2020.02	강서구	등촌2동	8,702	2,669	2,024	1,850	1,630	393	97	28	9	2	-
2020.02	강서구	등촌3동	14,759	5,723	3,925	2,625	1,975	402	81	23	4	1	-
2020.02	강서구	화곡본동	16,574	7,133	3,768	2,821	2,163	541	104	29	11	3	1
2020.02	강서구	화곡2동	8,184	2,850	2,063	1,636	1,191	357	62	12	10	2	1
2020.02	강서구	화곡3동	9,442	3,296	2,160	1,877	1,578	395	108	18	4	4	2
2020.02	강서구	화곡4동	9,666	3,596	2,462	1,864	1,329	319	71	20	4	1	-
2020.02	강서구	화곡6동	11,822	5,379	2,484	1,894	1,579	368	93	15	4	3	3
2020.02	강서구	화곡8동	11,685	4,387	3,114	2,128	1,575	374	75	29	1	1	1
2020.02	강서구	가양1동	19,301	12,222	2,616	2,102	1,814	439	81	23	2	1	1
2020.02	강서구	가양2동	8,057	4,051	2,146	1,098	577	124	42	13	3	2	1
2020.02	강서구	가양3동	7,921	3,248	2,419	1,375	664	174	31	9	1	-	-
2020.02	강서구	발산1동	13,601	2,797	2,991	3,092	3,589	919	159	38	11	3	2
2020.02	강서구	공항동	12,746	5,622	2,678	2,115	1,759	463	88	19	1	1	-
2020.02	강서구	방화1동	17,442	4,957	3,846	3,620	3,741	1,000	215	52	6	4	1
2020.02	강서구	방화2동	11,610	5,549	2,549	1,728	1,306	362	84	27	3	-	2
2020.02	강서구	방화3동	11,290	4,627	2,876	1,955	1,353	353	99	15	10	2	-
2020.02	강서구	화곡1동	26,516	12,440	6,137	4,307	2,745	667	156	45	11	3	5
2020.02	강서구	우장산동	16,099	3,813	3,137	3,704	4,304	887	188	41	19	4	2
2020.02	구로구	계	177,120	66,837	40,483	32,720	28,166	6,861	1,543	349	113	29	19
2020.02	구로구	신도림동	13,369	2,982	2,889	3,279	3,323	681	163	32	14	5	1
2020.02	구로구	구로1동	8,259	2,195	1,836	1,860	1,894	390	61	16	5	2	-
2020.02	구로구	구로3동	13,201	7,688	2,240	1,609	1,258	308	67	24	5	2	-
2020.02	구로구	구로4동	10,558	5,074	2,529	1,575	1,066	233	60	11	8	1	1
2020.02	구로구	구로5동	14,558	7,042	2,926	2,212	1,811	416	113	29	7	1	1
2020.02	구로구	고척1동	9,568	2,975	2,231	1,912	1,910	419	94	17	8	2	-
2020.02	구로구	고척2동	11,624	3,759	2,768	2,333	2,133	490	116	20	4	-	1
2020.02	구로구	개봉2동	12,517	3,154	3,231	2,910	2,426	589	158	35	10	2	2
2020.02	구로구	개봉3동	8,838	2,630	2,366	1,893	1,497	357	74	11	7	3	-
2020.02	구로구	오류1동	11,403	5,677	2,455	1,642	1,221	318	65	13	7	-	5
2020.02	구로구	수궁동	9,877	2,881	2,555	2,130	1,685	486	114	18	7	1	-
2020.02	구로구	가리봉동	5,858	3,972	970	504	302	85	16	6	2	-	1
2020.02	구로구	구로2동	12,709	6,182	2,971	1,838	1,259	337	84	25	9	3	1
2020.02	구로구	개봉1동	13,886	4,867	3,436	2,641	2,205	562	131	36	4	2	2
2020.02	구로구	오류2동	15,579	4,397	3,901	3,085	3,020	927	179	49	13	4	4
2020.02	구로구	항동	5,316	1,362	1,179	1,297	1,156	263	48	7	3	1	-
2020.02	금천구	계	111,287	50,888	24,200	17,491	14,109	3,513	814	186	56	17	13
2020.02	금천구	가산동	14,025	10,149	1,828	1,085	734	168	53	3	4	1	-
2020.02	금천구	독산1동	20,617	10,159	3,997	3,061	2,583	626	140	37	7	3	4
2020.02	금천구	독산2동	9,267	4,057	2,187	1,576	1,112	265	55	11	3	-	1
2020.02	금천구	독산3동	12,421	5,879	2,833	1,861	1,423	330	71	16	4	4	-
2020.02	금천구	독산4동	7,613	3,389	1,797	1,199	909	249	53	12	3	1	1
2020.02	금천구	시흥1동	15,834	6,730	3,634	2,637	2,158	534	95	34	8	2	2
2020.02	금천구	시흥2동	8,385	2,075	2,014	1,831	1,824	462	137	27	9	3	3
2020.02	금천구	시흥3동	4,714	1,445	1,302	938	757	215	46	7	4	-	-
2020.02	금천구	시흥4동	9,082	3,160	2,249	1,756	1,443	353	84	22	11	3	1
2020.02	금천구	시흥5동	9,329	3,845	2,359	1,547	1,166	311	80	17	3	-	1
2020.02	영등포구	계	176,625	82,407	35,393	28,155	23,579	5,422	1,211	322	84	23	29
2020.02	영등포구	여의동	13,625	4,103	3,000	2,974	2,742	584	156	43	12	6	5
2020.02	영등포구	당산1동	10,692	5,462	2,174	1,528	1,160	271	74	14	5	1	3
2020.02	영등포구	당산2동	17,572	8,889	2,945	2,677	2,365	523	123	32	15	2	1
2020.02	영등포구	양평1동	9,047	4,489	1,944	1,368	972	196	54	18	4	2	-
2020.02	영등포구	양평2동	10,133	4,157	2,136	1,799	1,622	320	78	14	5	-	2
2020.02	영등포구	신길1동	10,248	6,310	1,806	1,110	765	204	37	12	2	1	1
2020.02	영등포구	신길3동	7,667	2,981	1,685	1,469	1,171	302	42	11	4	2	-
2020.02	영등포구	신길4동	4,317	1,974	956	720	500	137	24	5	1	-	-
2020.02	영등포구	신길5동	4,201	1,811	952	695	563	134	33	10	-	1	2
2020.02	영등포구	신길6동	8,505	3,805	1,838	1,398	1,105	268	68	14	5	-	4
2020.02	영등포구	신길7동	7,320	2,096	1,489	1,566	1,683	385	71	23	4	2	1
2020.02	영등포구	대림1동	6,385	3,056	1,427	941	759	151	37	11	2	-	1
2020.02	영등포구	대림2동	6,847	3,707	1,543	841	545	160	36	11	3	1	-
2020.02	영등포구	대림3동	10,429	4,020	2,447	1,913	1,526	395	89	32	7	-	-
2020.02	영등포구	영등포본동	10,232	4,619	2,043	1,675	1,467	343	62	18	1	3	1
2020.02	영등포구	영등포동	17,612	12,727	2,262	1,332	1,003	227	43	12	2	1	3
2020.02	영등포구	도림동	9,324	4,555	2,043	1,402	1,003	246	53	16	5	1	-
2020.02	영등포구	문래동	12,469	3,646	2,703	2,747	2,628	576	131	26	7	-	5
2020.02	동작구	계	181,268	78,268	37,589	30,778	26,519	6,218	1,379	373	93	32	19
2020.02	동작구	노량진2동	7,192	4,191	1,426	857	542	133	31	10	1	1	-
2020.02	동작구	상도1동	21,319	9,812	3,905	3,593	3,099	692	158	44	13	1	2
2020.02	동작구	상도2동	12,841	5,232	2,698	2,280	2,043	453	106	23	3	2	1
2020.02	동작구	상도3동	11,973	5,245	2,649	2,036	1,531	369	100	29	7	5	2
2020.02	동작구	상도4동	13,487	5,571	3,073	2,394	1,906	433	81	22	5	-	2
2020.02	동작구	사당1동	13,194	7,688	2,592	1,545	1,066	229	59	9	5	1	-
2020.02	동작구	사당3동	10,568	3,491	2,418	2,174	1,876	453	104	39	7	4	2
2020.02	동작구	사당4동	7,051	3,171	1,605	1,126	899	190	38	13	6	3	-
2020.02	동작구	사당5동	5,721	2,300	1,218	1,060	900	187	42	11	1	1	1
2020.02	동작구	대방동	17,212	7,046	3,232	2,878	3,095	743	156	45	7	5	5
2020.02	동작구	신대방1동	9,944	3,666	1,982	1,773	1,933	460	95	23	8	1	3
2020.02	동작구	신대방2동	9,362	4,248	1,757	1,467	1,399	376	83	24	6	2	-
2020.02	동작구	흑석동	14,284	5,494	3,024	2,739	2,346	543	105	25	7	1	-
2020.02	동작구	노량진1동	15,194	6,920	3,134	2,459	2,021	502	112	34	8	3	1
2020.02	동작구	사당2동	11,926	4,193	2,876	2,397	1,863	455	109	22	9	2	-
2020.02	관악구	계	269,964	153,178	49,739	32,618	26,028	6,398	1,460	380	102	29	32
2020.02	관악구	보라매동	12,395	5,937	2,744	1,846	1,418	351	76	15	1	4	3
2020.02	관악구	청림동	6,575	1,999	1,632	1,437	1,168	258	57	12	8	1	3
2020.02	관악구	행운동	17,243	10,755	2,937	1,764	1,331	341	92	14	7	2	-
2020.02	관악구	낙성대동	10,801	7,654	1,439	840	636	170	45	10	5	-	2
2020.02	관악구	중앙동	9,510	6,296	1,555	825	635	151	33	11	-	3	1
2020.02	관악구	인헌동	14,197	7,846	2,695	1,779	1,418	358	66	27	5	1	2
2020.02	관악구	남현동	9,442	4,803	1,919	1,334	1,031	265	61	16	8	1	4
2020.02	관악구	서원동	13,946	8,867	2,537	1,388	853	220	64	12	4	1	-
2020.02	관악구	신원동	10,590	6,279	2,116	1,152	808	167	46	14	2	3	3
2020.02	관악구	서림동	14,129	9,160	2,256	1,340	1,015	263	67	22	4	-	2
2020.02	관악구	신사동	13,402	8,364	2,300	1,394	1,046	230	51	10	7	-	-
2020.02	관악구	신림동	16,861	13,815	1,910	649	370	90	22	3	-	1	1
2020.02	관악구	난향동	6,442	1,943	1,533	1,313	1,231	317	76	21	6	-	2
2020.02	관악구	조원동	10,387	6,550	1,827	984	794	174	35	16	5	2	-
2020.02	관악구	대학동	15,733	11,700	1,806	1,123	842	190	61	9	2	-	-
2020.02	관악구	은천동	15,963	6,884	3,487	2,592	2,272	546	141	30	8	3	-
2020.02	관악구	성현동	12,376	3,800	2,953	2,487	2,417	574	98	34	9	2	2
2020.02	관악구	청룡동	21,408	15,079	2,888	1,677	1,329	339	73	16	5	-	2
2020.02	관악구	난곡동	12,950	5,206	3,208	2,250	1,744	406	99	28	7	1	1
2020.02	관악구	삼성동	11,445	4,700	2,778	1,874	1,542	426	95	23	2	3	2
