기간	자치구	동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2020.02	관악구	미성동	14,169	5,541	3,219	2,570	2,128	562	102	37	7	1	2
2020.02	서초구	계	173,635	58,569	34,577	34,161	34,936	8,458	2,088	550	194	55	47
2020.02	서초구	서초1동	9,317	3,898	1,761	1,558	1,522	407	126	31	11	2	1
2020.02	서초구	서초2동	8,490	3,803	1,503	1,442	1,341	295	76	20	5	2	3
2020.02	서초구	서초3동	13,711	5,849	2,669	2,280	2,089	569	175	46	18	9	7
2020.02	서초구	서초4동	11,035	2,332	1,946	2,587	3,331	649	125	45	14	5	1
2020.02	서초구	잠원동	14,083	4,724	2,630	2,964	3,028	557	122	34	16	5	3
2020.02	서초구	반포본동	4,132	759	807	970	1,259	251	60	18	4	2	2
2020.02	서초구	반포1동	14,426	6,367	2,221	2,366	2,634	624	156	36	18	4	-
2020.02	서초구	반포2동	5,123	678	834	1,302	1,719	469	90	17	9	3	2
2020.02	서초구	반포3동	7,030	1,290	1,379	1,855	1,991	418	61	26	6	1	3
2020.02	서초구	반포4동	7,325	1,861	1,489	1,791	1,622	408	115	22	9	5	3
2020.02	서초구	방배본동	7,947	2,169	1,551	1,687	1,903	472	112	36	10	2	5
2020.02	서초구	방배1동	7,677	2,926	1,766	1,376	1,203	301	77	18	5	2	3
2020.02	서초구	방배2동	8,777	3,097	2,087	1,650	1,464	373	67	24	6	3	6
2020.02	서초구	방배3동	8,435	2,241	1,883	1,884	1,861	408	112	33	9	2	2
2020.02	서초구	방배4동	9,739	3,417	2,014	1,801	1,886	450	131	26	12	1	1
2020.02	서초구	양재1동	18,259	6,029	3,998	3,473	3,323	1,074	272	68	18	2	2
2020.02	서초구	양재2동	10,806	4,998	2,215	1,617	1,446	394	95	28	11	1	1
2020.02	서초구	내곡동	7,323	2,131	1,824	1,558	1,314	339	116	22	13	4	2
2020.02	강남구	계	233,849	92,560	43,918	41,524	42,948	9,762	2,224	618	180	71	44
2020.02	강남구	신사동	7,419	2,900	1,538	1,309	1,214	321	90	30	10	4	3
2020.02	강남구	논현1동	14,414	9,569	2,480	1,207	806	250	67	22	7	4	2
2020.02	강남구	논현2동	11,410	6,270	2,062	1,555	1,171	262	65	18	6	1	-
2020.02	강남구	삼성1동	6,016	2,099	1,224	1,185	1,101	294	74	27	10	1	1
2020.02	강남구	삼성2동	13,570	5,948	2,305	2,270	2,361	485	133	50	11	2	5
2020.02	강남구	대치1동	7,423	563	919	1,947	3,140	668	140	27	10	6	3
2020.02	강남구	대치4동	10,184	5,331	1,687	1,362	1,395	299	81	23	5	1	-
2020.02	강남구	역삼1동	23,710	16,934	3,483	1,684	1,175	316	81	21	10	5	1
2020.02	강남구	역삼2동	15,667	6,493	2,311	2,817	3,210	641	136	31	10	7	11
2020.02	강남구	도곡1동	8,614	2,547	1,591	1,859	2,069	409	92	29	12	6	-
2020.02	강남구	도곡2동	11,840	2,148	2,312	2,988	3,478	717	142	39	10	3	3
2020.02	강남구	개포1동	2,737	845	606	530	579	143	25	6	2	1	-
2020.02	강남구	개포4동	7,754	2,947	1,576	1,454	1,353	329	65	20	6	2	2
2020.02	강남구	일원본동	8,177	1,464	1,484	2,025	2,578	498	98	23	3	2	2
2020.02	강남구	일원1동	7,533	3,169	1,775	1,268	970	271	63	15	2	-	-
2020.02	강남구	일원2동	7,339	2,221	1,783	1,520	1,477	277	45	14	-	1	1
2020.02	강남구	수서동	7,876	3,395	2,327	1,216	693	185	44	9	7	-	-
2020.02	강남구	세곡동	17,866	5,860	3,901	3,275	3,322	1,115	297	70	19	5	2
2020.02	강남구	압구정동	10,685	2,962	2,408	2,399	2,215	520	130	39	4	7	1
2020.02	강남구	청담동	12,608	4,778	2,452	2,398	2,220	553	133	48	16	6	4
2020.02	강남구	대치2동	12,979	2,467	2,015	3,219	4,246	833	138	41	12	6	2
2020.02	강남구	개포2동	8,028	1,650	1,679	2,037	2,175	376	85	16	8	1	1
2020.02	송파구	계	279,378	96,471	58,715	55,207	53,587	11,872	2,672	598	178	47	31
2020.02	송파구	풍납1동	6,531	2,529	1,582	1,148	1,007	196	54	12	2	1	-
2020.02	송파구	풍납2동	10,884	4,063	2,158	2,169	1,950	414	99	26	4	1	-
2020.02	송파구	거여1동	5,506	1,884	1,308	1,042	980	223	54	12	1	1	1
2020.02	송파구	거여2동	7,182	2,514	1,785	1,425	1,116	257	62	16	3	2	2
2020.02	송파구	마천1동	9,025	3,523	2,096	1,570	1,326	403	80	23	3	1	-
2020.02	송파구	마천2동	8,722	3,209	2,148	1,630	1,285	332	90	20	7	-	1
2020.02	송파구	방이1동	6,289	1,862	1,213	1,331	1,462	320	81	14	5	1	-
2020.02	송파구	방이2동	13,813	7,579	2,746	1,765	1,335	304	65	13	5	-	1
2020.02	송파구	오륜동	5,980	667	1,060	1,602	2,090	450	75	26	7	1	2
2020.02	송파구	오금동	15,890	4,356	3,646	3,611	3,283	776	168	43	4	2	1
2020.02	송파구	송파1동	12,455	5,926	2,677	1,895	1,461	359	96	29	7	2	3
2020.02	송파구	송파2동	7,469	1,687	1,524	1,783	1,902	447	89	18	14	4	1
2020.02	송파구	석촌동	17,041	8,664	3,519	2,431	1,853	417	123	22	6	6	-
2020.02	송파구	삼전동	16,290	8,265	3,313	2,362	1,818	412	92	19	5	1	3
2020.02	송파구	가락본동	11,952	4,599	2,517	2,185	2,035	490	96	24	4	-	2
2020.02	송파구	가락1동	9,869	1,618	2,487	2,547	2,587	484	116	19	5	3	3
2020.02	송파구	가락2동	12,337	2,970	2,477	2,954	3,117	626	138	40	13	2	-
2020.02	송파구	문정1동	8,563	2,752	1,903	1,730	1,660	406	83	14	12	1	2
2020.02	송파구	문정2동	15,540	8,485	2,803	1,948	1,792	367	99	28	12	3	3
2020.02	송파구	잠실본동	15,241	8,238	2,948	2,013	1,549	359	110	16	7	-	1
2020.02	송파구	잠실4동	7,457	1,199	1,425	2,056	2,210	432	95	26	9	5	-
2020.02	송파구	잠실6동	5,946	969	1,313	1,602	1,564	379	84	26	5	2	2
2020.02	송파구	잠실7동	3,478	530	814	897	956	220	46	11	4	-	-
2020.02	송파구	잠실2동	11,976	1,806	1,872	3,089	4,300	736	143	21	6	3	-
2020.02	송파구	잠실3동	12,196	1,912	2,548	3,275	3,575	702	135	31	12	3	3
2020.02	송파구	장지동	12,726	3,602	3,061	2,843	2,461	598	126	25	9	1	-
2020.02	송파구	위례동	9,020	1,063	1,772	2,304	2,913	763	173	24	7	1	-
2020.02	강동구	계	187,626	65,864	41,344	36,788	33,551	7,872	1,612	430	120	25	20
2020.02	강동구	강일동	11,219	2,338	2,613	2,239	2,772	1,016	198	36	6	1	-
2020.02	강동구	상일동	7,255	1,516	1,514	1,788	1,914	431	70	18	2	1	1
2020.02	강동구	명일1동	9,945	2,288	2,364	2,362	2,312	476	101	24	15	3	-
2020.02	강동구	명일2동	6,004	1,176	1,080	1,359	1,863	407	79	26	11	1	2
2020.02	강동구	고덕1동	9,043	1,607	1,585	2,318	2,809	572	112	28	8	1	3
2020.02	강동구	고덕2동	8,001	2,068	1,843	1,851	1,823	331	56	19	8	-	2
2020.02	강동구	암사2동	6,239	1,923	1,481	1,345	1,185	235	52	11	2	3	2
2020.02	강동구	암사3동	6,361	1,109	1,388	1,607	1,696	417	94	30	14	3	3
2020.02	강동구	천호1동	12,822	5,234	2,989	2,365	1,715	408	82	21	6	1	1
2020.02	강동구	천호3동	13,697	6,696	2,925	2,154	1,473	341	85	21	1	-	1
2020.02	강동구	성내1동	8,164	2,415	1,881	1,806	1,599	369	66	23	4	-	1
2020.02	강동구	성내2동	12,630	6,398	2,729	1,920	1,197	294	66	15	9	1	1
2020.02	강동구	성내3동	10,382	3,995	2,328	1,898	1,673	394	71	18	3	1	1
2020.02	강동구	둔촌1동	163	114	20	11	14	2	2	-	-	-	-
2020.02	강동구	둔촌2동	11,230	3,620	2,508	2,329	2,201	458	83	26	3	1	1
2020.02	강동구	암사1동	16,152	6,230	3,721	3,087	2,417	547	108	32	7	3	-
2020.02	강동구	천호2동	17,635	8,601	3,922	2,672	1,868	430	105	29	7	1	-
2020.02	강동구	길동	20,684	8,536	4,453	3,677	3,020	744	182	53	14	4	1
2020.03	합계	합계	4,354,006	1,779,065	928,798	766,761	674,067	157,905	34,892	8,729	2,450	770	569
2020.03	종로구	계	74,151	36,887	14,300	10,754	8,873	2,495	577	188	43	19	15
2020.03	종로구	사직동	4,668	2,318	912	676	536	166	33	21	2	2	2
2020.03	종로구	삼청동	1,375	723	252	186	142	46	20	4	1	-	1
2020.03	종로구	부암동	4,346	1,665	949	763	703	180	57	20	4	2	3
2020.03	종로구	평창동	7,504	2,397	1,734	1,495	1,337	414	75	34	12	4	2
2020.03	종로구	무악동	3,196	747	713	725	763	194	39	11	1	1	2
2020.03	종로구	교남동	4,593	1,652	1,088	910	737	162	27	12	4	1	-
2020.03	종로구	가회동	2,064	940	438	343	246	64	23	8	1	-	1
2020.03	종로구	종로1.2.3.4가동	5,200	4,115	520	290	202	51	14	6	2	-	-
2020.03	종로구	종로5·6가동	3,402	2,337	514	297	183	55	11	2	2	1	-
2020.03	종로구	이화동	4,437	2,679	794	480	344	106	25	8	-	1	-
2020.03	종로구	창신1동	2,949	1,749	582	314	210	74	17	3	-	-	-
2020.03	종로구	창신2동	4,146	1,960	909	631	457	144	34	9	1	1	-
2020.03	종로구	창신3동	2,891	923	669	638	466	161	28	3	3	-	-
2020.03	종로구	숭인1동	2,968	1,365	653	467	351	103	23	4	1	1	-
2020.03	종로구	숭인2동	5,796	3,820	928	523	397	101	21	4	2	-	-
2020.03	종로구	청운효자동	5,388	1,986	1,171	984	921	236	62	21	3	4	-
2020.03	종로구	혜화동	9,228	5,511	1,474	1,032	878	238	68	18	4	1	4
2020.03	중구	계	63,045	31,398	13,261	9,126	6,936	1,698	446	123	27	12	18
2020.03	중구	소공동	1,124	620	215	164	99	18	5	1	-	-	2
2020.03	중구	회현동	3,118	2,067	443	292	231	59	14	11	1	-	-
2020.03	중구	명동	1,569	1,093	212	142	82	24	7	5	1	-	3
2020.03	중구	필동	2,295	1,437	420	213	160	52	8	3	1	-	1
2020.03	중구	장충동	2,715	1,743	420	239	218	71	18	2	2	1	1
2020.03	중구	광희동	2,990	1,944	509	281	185	51	14	4	1	-	1
2020.03	중구	을지로동	1,355	1,081	155	67	36	12	4	-	-	-	-
2020.03	중구	신당5동	5,324	2,627	1,168	750	577	150	39	10	2	1	-
2020.03	중구	황학동	6,924	3,789	1,481	890	579	137	36	9	1	1	1
2020.03	중구	중림동	5,850	2,506	1,285	1,029	792	173	47	14	4	-	-
2020.03	중구	신당동	4,461	2,790	825	427	323	68	22	4	1	1	-
2020.03	중구	다산동	6,975	3,168	1,634	1,047	870	184	47	17	3	2	3
2020.03	중구	약수동	7,820	2,884	2,036	1,538	1,027	241	72	14	3	2	3
2020.03	중구	청구동	6,350	2,487	1,503	1,160	904	228	53	8	2	3	2
2020.03	중구	동화동	4,175	1,162	955	887	853	230	60	21	5	1	1
2020.03	용산구	계	110,895	52,692	22,895	17,088	13,504	3,518	858	219	70	30	21
2020.03	용산구	후암동	8,561	4,072	1,751	1,371	979	287	71	16	7	3	4
2020.03	용산구	용산2가동	5,437	2,813	1,203	760	490	137	23	8	3	-	-
2020.03	용산구	남영동	5,451	4,209	601	312	243	67	13	4	-	1	1
2020.03	용산구	원효로2동	6,004	2,120	1,285	1,191	1,045	262	71	16	9	3	2
2020.03	용산구	효창동	4,284	1,472	1,008	827	714	188	59	13	1	2	-
2020.03	용산구	용문동	5,403	1,979	1,304	1,018	828	213	44	10	3	3	1
2020.03	용산구	이촌1동	10,331	2,193	2,293	2,649	2,428	570	139	40	13	5	1
2020.03	용산구	이촌2동	3,829	1,282	1,067	780	510	138	35	10	6	1	-
2020.03	용산구	이태원1동	3,758	2,164	713	453	310	80	30	6	1	-	1
2020.03	용산구	이태원2동	4,913	2,628	1,023	666	432	111	44	6	1	2	-
2020.03	용산구	서빙고동	5,294	1,709	1,128	955	1,066	350	65	18	2	-	1
2020.03	용산구	보광동	7,640	4,061	1,684	997	686	164	38	8	1	1	-
2020.03	용산구	청파동	10,930	6,481	1,994	1,195	924	250	59	20	2	1	4
2020.03	용산구	원효로1동	7,901	3,767	1,661	1,248	943	227	41	6	4	2	2
2020.03	용산구	한강로동	9,882	5,604	1,843	1,226	924	197	62	15	8	2	1
2020.03	용산구	한남동	11,277	6,138	2,337	1,440	982	277	64	23	9	4	3
2020.03	성동구	계	135,643	55,723	29,796	24,643	19,631	4,414	1,051	277	69	24	15
2020.03	성동구	왕십리2동	7,610	2,919	1,732	1,423	1,165	270	79	16	1	3	2
2020.03	성동구	마장동	10,864	4,873	2,288	1,745	1,469	356	90	26	10	2	5
2020.03	성동구	사근동	7,473	5,285	981	566	475	129	25	10	2	-	-
2020.03	성동구	행당1동	7,043	2,953	1,492	1,304	1,008	210	52	16	6	1	1
2020.03	성동구	행당2동	9,453	2,373	2,379	2,202	1,960	407	100	23	5	1	3
2020.03	성동구	응봉동	6,163	1,631	1,407	1,440	1,304	300	61	14	5	-	1
2020.03	성동구	금호1가동	6,630	2,149	1,636	1,428	1,094	247	63	11	2	-	-
2020.03	성동구	금호4가동	6,424	2,170	1,596	1,435	960	204	40	16	3	-	-
2020.03	성동구	성수1가1동	7,581	3,112	1,675	1,294	1,191	235	56	10	5	3	-
2020.03	성동구	성수1가2동	6,679	3,033	1,396	1,115	868	211	44	9	2	1	-
2020.03	성동구	성수2가1동	8,505	4,132	1,823	1,296	976	215	49	8	5	1	-
2020.03	성동구	성수2가3동	5,715	2,955	1,093	779	657	168	49	13	-	1	-
2020.03	성동구	송정동	5,528	2,769	1,151	809	605	156	32	4	-	2	-
2020.03	성동구	용답동	6,802	4,046	1,214	758	600	130	38	13	-	1	2
2020.03	성동구	왕십리도선동	11,810	4,449	2,533	2,322	1,954	417	95	28	9	3	-
2020.03	성동구	금호2.3가동	10,340	3,631	2,567	2,136	1,553	331	86	24	8	3	1
2020.03	성동구	옥수동	11,023	3,243	2,833	2,591	1,792	428	92	36	6	2	-
2020.03	광진구	계	165,287	75,294	33,620	26,551	23,124	5,106	1,153	308	84	30	17
2020.03	광진구	화양동	16,383	12,960	1,965	741	573	101	30	11	-	1	1
2020.03	광진구	군자동	10,813	6,125	2,022	1,371	987	229	54	17	5	2	1
2020.03	광진구	중곡1동	8,102	4,023	1,844	1,175	818	184	38	12	5	2	1
2020.03	광진구	중곡2동	10,578	4,668	2,416	1,735	1,350	316	68	17	6	2	-
2020.03	광진구	중곡3동	8,483	4,077	1,914	1,292	909	240	41	8	1	1	-
2020.03	광진구	중곡4동	13,221	4,935	3,157	2,557	1,974	453	103	27	11	2	2
2020.03	광진구	능동	6,387	3,626	1,312	723	522	148	44	9	1	2	-
2020.03	광진구	구의1동	12,060	6,643	2,406	1,562	1,089	277	67	13	2	-	1
2020.03	광진구	구의2동	11,617	4,180	2,586	2,291	1,956	452	103	33	10	3	3
2020.03	광진구	구의3동	12,146	4,089	2,572	2,458	2,348	529	110	26	11	2	1
2020.03	광진구	광장동	12,040	2,204	1,948	3,017	3,936	710	172	37	10	4	2
2020.03	광진구	자양1동	11,569	5,767	2,435	1,668	1,308	308	59	18	3	2	1
2020.03	광진구	자양2동	11,217	4,031	2,544	2,187	1,890	423	103	31	4	2	2
2020.03	광진구	자양3동	11,048	2,914	2,467	2,448	2,549	502	118	32	13	4	1
2020.03	광진구	자양4동	9,623	5,052	2,032	1,326	915	234	43	17	2	1	1
2020.03	동대문구	계	165,279	76,834	33,760	26,174	21,517	5,342	1,226	321	71	22	12
2020.03	동대문구	회기동	6,020	3,898	893	573	478	138	30	5	4	1	-
2020.03	동대문구	휘경1동	7,408	3,986	1,356	973	824	206	46	13	1	2	1
2020.03	동대문구	휘경2동	11,605	5,565	2,108	1,816	1,606	393	89	23	4	-	1
2020.03	동대문구	청량리동	10,434	5,001	2,347	1,542	1,137	319	72	14	1	-	1
2020.03	동대문구	용신동	17,688	10,723	3,161	1,919	1,434	351	73	21	6	-	-
2020.03	동대문구	제기동	13,034	6,995	2,616	1,695	1,236	367	94	23	3	3	2
2020.03	동대문구	전농1동	15,098	7,383	3,008	2,386	1,763	435	87	21	10	1	4
2020.03	동대문구	전농2동	7,733	2,261	1,849	1,700	1,423	377	93	22	7	-	1
2020.03	동대문구	답십리2동	12,990	4,608	3,185	2,489	2,095	481	98	25	8	1	-
2020.03	동대문구	장안1동	17,783	7,565	3,885	3,057	2,487	610	135	36	5	3	-
2020.03	동대문구	장안2동	13,769	4,675	3,056	2,837	2,467	552	138	36	4	4	-
2020.03	동대문구	이문1동	10,435	6,331	1,693	1,124	965	236	63	15	5	2	1
2020.03	동대문구	이문2동	8,552	2,905	1,932	1,639	1,556	385	90	35	6	4	-
2020.03	동대문구	답십리1동	12,730	4,938	2,671	2,424	2,046	492	118	32	7	1	1
2020.03	중랑구	계	182,220	75,948	41,968	31,668	24,990	6,027	1,207	301	76	21	14
2020.03	중랑구	면목2동	12,265	5,582	2,766	1,931	1,525	365	76	14	6	-	-
2020.03	중랑구	면목4동	9,203	3,934	2,133	1,620	1,156	282	60	15	3	-	-
2020.03	중랑구	면목5동	4,489	1,892	1,079	778	581	127	23	7	2	-	-
2020.03	중랑구	면목7동	10,457	4,374	2,503	1,802	1,375	311	70	17	3	2	-
2020.03	중랑구	상봉1동	10,276	3,180	2,395	2,211	2,018	378	72	17	4	1	-
2020.03	중랑구	상봉2동	11,290	6,650	2,260	1,305	839	171	43	12	7	2	1
2020.03	중랑구	중화1동	9,049	3,278	2,249	1,760	1,351	332	50	18	8	2	1
2020.03	중랑구	중화2동	13,993	7,336	3,122	1,915	1,241	302	56	15	2	2	2
2020.03	중랑구	묵1동	14,705	4,806	3,350	3,034	2,674	639	147	43	8	2	2
2020.03	중랑구	묵2동	9,179	3,897	2,147	1,626	1,135	298	62	9	1	2	2
2020.03	중랑구	망우3동	8,437	3,738	2,021	1,407	985	226	50	5	2	3	-
2020.03	중랑구	신내1동	14,863	3,568	3,484	3,145	3,339	1,064	191	53	17	1	1
2020.03	중랑구	신내2동	9,044	2,851	2,285	1,955	1,546	318	67	12	7	1	2
2020.03	중랑구	면목본동	17,655	8,465	3,993	2,711	1,933	454	72	22	1	2	2
2020.03	중랑구	면목3.8동	12,582	5,620	2,951	2,095	1,486	329	77	22	2	-	-
2020.03	중랑구	망우본동	14,733	6,777	3,230	2,373	1,806	431	91	20	3	1	1
2020.03	성북구	계	193,801	76,046	41,346	35,472	31,272	7,436	1,628	425	104	31	41
2020.03	성북구	돈암1동	6,256	1,773	1,583	1,334	1,183	291	73	16	-	2	1
2020.03	성북구	돈암2동	8,646	1,648	1,850	2,189	2,244	547	115	32	15	2	4
2020.03	성북구	안암동	9,302	6,081	1,451	885	697	137	40	7	2	-	2
2020.03	성북구	보문동	7,959	3,821	1,611	1,270	990	219	35	9	2	-	2
2020.03	성북구	정릉1동	7,490	2,220	1,657	1,684	1,465	347	83	26	3	2	3
2020.03	성북구	정릉2동	9,679	3,076	2,356	1,994	1,701	409	103	31	5	2	2
2020.03	성북구	정릉3동	7,779	4,076	1,541	1,052	834	214	46	11	1	1	3
2020.03	성북구	정릉4동	10,978	3,714	2,611	2,219	1,837	452	96	32	12	3	2
2020.03	성북구	길음1동	12,813	2,550	2,426	3,206	3,699	735	151	31	8	2	5
2020.03	성북구	길음2동	7,076	2,408	1,493	1,465	1,340	297	57	15	1	-	-
2020.03	성북구	월곡1동	10,812	3,235	2,478	2,290	2,134	530	107	28	8	2	-
2020.03	성북구	월곡2동	9,385	4,236	1,909	1,499	1,306	331	75	14	8	3	4
2020.03	성북구	장위1동	9,027	3,462	2,145	1,649	1,329	337	75	26	2	1	1
2020.03	성북구	장위2동	6,367	2,577	1,578	1,132	799	217	48	12	3	1	-
2020.03	성북구	장위3동	7,354	2,410	1,584	1,569	1,426	289	59	12	4	1	-
2020.03	성북구	성북동	8,147	3,811	1,789	1,217	929	284	84	18	8	1	6
2020.03	성북구	삼선동	11,951	5,911	2,332	1,681	1,521	394	82	21	6	2	1
2020.03	성북구	동선동	9,181	5,883	1,473	924	664	182	38	12	3	1	1
2020.03	성북구	종암동	17,189	6,494	3,614	3,183	2,975	719	150	44	3	4	3
2020.03	성북구	석관동	16,410	6,660	3,865	3,030	2,199	505	111	28	10	1	1
2020.03	강북구	계	144,805	60,468	34,139	25,055	19,044	4,704	1,055	221	78	20	21
2020.03	강북구	번1동	10,311	5,534	2,164	1,433	912	202	54	8	4	-	-
2020.03	강북구	번2동	7,663	2,840	2,098	1,465	941	239	63	12	3	-	2
2020.03	강북구	번3동	7,593	2,340	2,162	1,516	1,189	297	74	11	3	1	-
2020.03	강북구	수유1동	10,389	4,766	2,362	1,656	1,211	301	66	16	7	1	3
2020.03	강북구	수유2동	9,654	3,529	2,535	1,800	1,308	377	81	17	4	1	2
2020.03	강북구	수유3동	12,776	6,970	2,583	1,786	1,114	253	46	17	4	2	1
2020.03	강북구	삼양동	11,459	4,622	2,740	2,033	1,546	404	83	17	8	4	2
2020.03	강북구	미아동	11,438	5,814	2,438	1,650	1,168	291	59	9	6	1	2
2020.03	강북구	송중동	13,965	5,845	3,173	2,430	1,907	466	110	22	7	2	3
2020.03	강북구	송천동	13,746	6,328	3,231	2,107	1,622	370	69	14	4	1	-
2020.03	강북구	삼각산동	11,749	2,592	2,504	2,766	3,049	655	133	32	15	3	-
2020.03	강북구	우이동	9,507	3,616	2,474	1,716	1,242	343	87	16	6	3	4
2020.03	강북구	인수동	14,555	5,672	3,675	2,697	1,835	506	130	30	7	1	2
2020.03	도봉구	계	138,595	45,486	33,952	28,351	23,552	5,595	1,220	301	94	36	8
2020.03	도봉구	쌍문1동	9,343	3,164	2,349	1,887	1,422	399	93	20	7	1	1
2020.03	도봉구	쌍문2동	8,628	3,065	2,232	1,703	1,232	301	71	17	4	1	2
2020.03	도봉구	쌍문3동	7,870	3,198	1,932	1,391	1,038	251	44	13	3	-	-
2020.03	도봉구	쌍문4동	7,167	1,544	1,602	1,741	1,820	375	67	15	3	-	-
2020.03	도봉구	방학1동	12,763	4,700	3,004	2,354	2,002	538	118	37	5	3	2
2020.03	도봉구	방학2동	9,558	3,828	2,374	1,733	1,196	327	81	15	3	1	-
2020.03	도봉구	방학3동	10,061	1,812	2,446	2,514	2,508	589	145	29	13	5	-
2020.03	도봉구	창1동	10,942	3,647	2,635	2,272	1,901	382	78	20	4	2	1
2020.03	도봉구	창2동	12,387	3,799	3,142	2,655	2,119	509	116	30	11	6	-
2020.03	도봉구	창3동	6,635	2,627	1,642	1,188	895	227	41	13	2	-	-
2020.03	도봉구	창4동	10,618	2,856	2,389	2,360	2,372	510	96	18	14	3	-
2020.03	도봉구	창5동	10,134	2,889	2,389	2,264	2,042	421	90	25	9	5	-
2020.03	도봉구	도봉1동	10,338	4,259	2,685	1,793	1,182	321	61	23	7	5	2
2020.03	도봉구	도봉2동	12,151	4,098	3,131	2,496	1,823	445	119	26	9	4	-
2020.03	노원구	계	217,148	69,843	49,196	44,358	42,453	9,008	1,734	391	107	38	20
2020.03	노원구	월계1동	10,535	4,494	2,208	1,772	1,578	400	66	15	2	-	-
2020.03	노원구	월계2동	11,975	4,089	3,132	2,346	1,861	424	101	15	4	2	1
2020.03	노원구	월계3동	12,971	3,885	3,519	2,819	2,134	473	108	23	7	2	1
2020.03	노원구	공릉2동	16,270	5,556	3,154	3,259	3,393	716	140	30	14	7	1
2020.03	노원구	하계1동	11,881	4,393	2,403	2,167	2,303	488	87	24	9	2	5
2020.03	노원구	하계2동	8,258	1,681	1,775	1,995	2,265	437	80	19	4	2	-
2020.03	노원구	중계본동	8,847	1,999	1,413	1,924	2,700	662	113	27	6	2	1
2020.03	노원구	중계1동	9,086	1,417	1,351	2,359	3,307	556	68	18	9	1	-
2020.03	노원구	중계4동	8,440	2,580	1,969	1,660	1,745	379	80	19	4	2	2
2020.03	노원구	상계1동	15,543	4,386	3,695	3,333	3,123	787	173	31	9	2	4
2020.03	노원구	상계2동	8,751	3,232	1,720	1,620	1,697	359	97	19	5	2	-
2020.03	노원구	상계5동	10,864	3,895	2,638	2,124	1,694	407	77	21	6	1	1
2020.03	노원구	상계8동	9,233	2,326	2,295	2,277	1,933	341	46	13	2	-	-
2020.03	노원구	상계9동	8,420	2,061	2,161	2,040	1,768	323	52	11	1	3	-
2020.03	노원구	상계10동	6,589	1,752	1,753	1,498	1,332	191	44	13	3	3	-
2020.03	노원구	상계3.4동	12,108	4,626	2,983	2,145	1,748	460	108	27	9	2	-
2020.03	노원구	상계6.7동	13,938	4,255	3,308	3,024	2,736	506	78	23	5	-	3
2020.03	노원구	중계2.3동	15,345	4,929	4,051	3,060	2,647	545	90	18	2	2	1
2020.03	노원구	공릉1동	18,094	8,287	3,668	2,936	2,489	554	126	25	6	3	-
2020.03	은평구	계	208,209	77,943	48,665	39,039	31,987	8,059	1,889	438	123	34	32
2020.03	은평구	녹번동	17,190	6,710	4,194	3,222	2,336	570	116	28	9	2	3
2020.03	은평구	불광1동	17,907	6,685	4,408	3,460	2,586	587	133	35	10	3	-
2020.03	은평구	갈현1동	11,225	4,697	2,672	1,976	1,430	350	73	19	5	1	2
2020.03	은평구	갈현2동	12,640	4,351	3,079	2,572	2,016	458	126	26	7	3	2
2020.03	은평구	구산동	13,254	4,211	3,190	2,753	2,313	611	117	40	11	1	7
2020.03	은평구	대조동	13,942	6,948	3,042	2,056	1,424	342	101	18	8	2	1
2020.03	은평구	응암1동	11,494	4,868	2,555	1,946	1,617	376	101	15	4	5	7
2020.03	은평구	응암2동	10,143	2,856	2,428	2,339	1,933	447	96	28	11	2	3
2020.03	은평구	신사1동	11,783	3,837	2,919	2,450	1,955	471	115	28	4	4	-
2020.03	은평구	신사2동	9,168	3,208	2,184	1,792	1,490	372	95	22	4	-	1
2020.03	은평구	증산동	6,890	2,483	1,734	1,242	1,075	280	55	17	4	-	-
2020.03	은평구	수색동	3,795	1,387	898	735	573	158	38	6	-	-	-
2020.03	은평구	진관동	21,602	6,195	4,190	4,219	5,035	1,503	370	65	17	4	4
2020.03	은평구	불광2동	13,849	6,047	3,329	2,316	1,616	420	89	22	7	3	-
2020.03	은평구	응암3동	12,630	5,933	2,917	1,927	1,413	319	88	22	8	1	2
2020.03	은평구	역촌동	20,697	7,527	4,926	4,034	3,175	795	176	47	14	3	-
2020.03	서대문구	계	142,109	59,930	30,271	24,561	20,795	4,982	1,178	270	82	26	14
2020.03	서대문구	천연동	8,160	3,303	1,759	1,500	1,242	275	59	13	5	2	2
2020.03	서대문구	홍제1동	10,344	3,518	2,464	2,068	1,724	437	95	23	11	3	1
2020.03	서대문구	홍제3동	7,090	2,678	1,667	1,342	1,061	270	57	9	6	-	-
2020.03	서대문구	홍제2동	5,826	1,748	1,422	1,262	1,077	256	42	14	3	1	1
2020.03	서대문구	홍은1동	9,554	3,174	2,262	1,856	1,700	419	110	27	5	-	1
2020.03	서대문구	홍은2동	12,209	4,802	2,820	2,189	1,802	417	129	34	13	3	-
2020.03	서대문구	남가좌1동	5,970	1,425	1,191	1,483	1,455	325	72	16	2	1	-
2020.03	서대문구	남가좌2동	12,706	4,858	2,784	2,394	2,080	451	107	25	5	2	-
2020.03	서대문구	북가좌1동	7,002	1,608	1,675	1,637	1,593	374	90	16	6	2	1
2020.03	서대문구	북가좌2동	14,725	5,603	3,529	2,729	2,151	555	121	31	4	-	2
2020.03	서대문구	충현동	8,998	4,647	1,758	1,222	1,029	256	67	15	2	1	1
2020.03	서대문구	북아현동	7,521	2,848	1,687	1,511	1,178	238	41	11	3	4	-
