"측정일자","권역코드","권역명","측정소코드","측정소명","미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)","초미세먼지(㎍/㎥)"
"20191231","100","도심권","111121","중구","26","18","0.023","0.012","0.4","0.002"
"20191231","100","도심권","111123","종로구","27","19","0.021","0.015","0.4","0.003"
"20191231","100","도심권","111131","용산구","14","15","0.02","0.015","0.4","0.003"
"20191231","101","서북권","111181","은평구","24","13","0.024","0.01","0.4","0.003"
"20191231","101","서북권","111191","서대문구","23","9","0.023","0.013","0.5","0.002"
"20191231","101","서북권","111201","마포구","22","12","0.019","0.017","0.4","0.002"
"20191231","102","동북권","111141","광진구","22","11","0.021","0.015","0.4","0.002"
"20191231","102","동북권","111142","성동구","25","17","0.022","0.019","0.3","0.003"
"20191231","102","동북권","111151","중랑구","24","12","0.02","0.017","0.4","0.003"
"20191231","102","동북권","111152","동대문구","25","13","0.022","0.015","0.4","0.003"
"20191231","102","동북권","111161","성북구","26","12","0.025","0.016","0.6","0.003"
"20191231","102","동북권","111171","도봉구","19","12","0.029","0.01","0.3","0.002"
"20191231","102","동북권","111291","강북구","32","17","0.023","0.021","0.3","0.002"
"20191231","102","동북권","111311","노원구","22","17","0.022","0.013","0.4","0.004"
"20191231","103","서남권","111212","강서구","29","16","0.024","0.015","0.4","0.004"
"20191231","103","서남권","111221","구로구","20","14","0.027","0.014","0.2","0.003"
"20191231","103","서남권","111231","영등포구","22","14","0.02","0.016","0.5","0.002"
"20191231","103","서남권","111241","동작구","28","19","0.017","0.017","0.3","0.003"
"20191231","103","서남권","111251","관악구","26","14","0.02","0.019","0.3","0.003"
"20191231","103","서남권","111281","금천구","23","18","0.021","0.017","0.4","0.003"
"20191231","103","서남권","111301","양천구","29","17","0.019","0.017","0.4","0.004"
"20191231","104","동남권","111261","강남구","22","15","0.021","0.018","0.4","0.003"
"20191231","104","동남권","111262","서초구","28","13","0.028","0.019","0.2","0.003"
"20191231","104","동남권","111273","송파구","25","17","0.016","0.022","0.4","0.003"
"20191231","104","동남권","111274","강동구","28","19","0.02","0.018","0.4","0.003"
"20191230","100","도심권","111121","중구","36","31","0.011","0.032","0.6","0.003"
"20191230","100","도심권","111123","종로구","40","29","0.009","0.035","0.7","0.003"
"20191230","100","도심권","111131","용산구","32","27","0.009","0.03","0.6","0.003"
"20191230","101","서북권","111181","은평구","36","23","0.014","0.024","0.6","0.003"
"20191230","101","서북권","111191","서대문구","35","18","0.015","0.027","0.7","0.002"
"20191230","101","서북권","111201","마포구","33","24","0.01","0.037","0.6","0.003"
"20191230","102","동북권","111141","광진구","37","22","0.012","0.026","0.8","0.003"
"20191230","102","동북권","111142","성동구","36","26","0.011","0.035","0.6","0.004"
"20191230","102","동북권","111151","중랑구","39","21","0.011","0.034","0.6","0.002"
"20191230","102","동북권","111152","동대문구","38","25","0.009","0.035","0.7","0.003"
"20191230","102","동북권","111161","성북구","38","25","0.011","0.038","0.9","0.003"
"20191230","102","동북권","111171","도봉구","32","22","0.016","0.026","0.6","0.003"
"20191230","102","동북권","111291","강북구","37","26","0.014","0.035","0.6","0.003"
"20191230","102","동북권","111311","노원구","32","27","0.01","0.035","0.7","0.004"
"20191230","103","서남권","111212","강서구","43","25","0.013","0.034","0.6","0.004"
"20191230","103","서남권","111221","구로구","34","28","0.015","0.029","0.4","0.003"
"20191230","103","서남권","111231","영등포구","34","24","0.01","0.035","0.8","0.003"
"20191230","103","서남권","111241","동작구","43","30","0.01","0.036","0.5","0.003"
"20191230","103","서남권","111251","관악구","39","25","0.008","0.035","0.6","0.003"
"20191230","103","서남권","111281","금천구","31","28","0.009","0.034","0.6","0.003"
"20191230","103","서남권","111301","양천구","42","28","0.01","0.034","0.6","0.004"
"20191230","104","동남권","111261","강남구","36","26","0.011","0.034","0.6","0.003"
"20191230","104","동남권","111262","서초구","40","28","0.016","0.037","0.4","0.003"
"20191230","104","동남권","111273","송파구","35","24","0.008","0.036","0.7","0.003"
"20191230","104","동남권","111274","강동구","41","30","0.011","0.033","0.6","0.003"
"20191229","100","도심권","111121","중구","46","33","0.008","0.035","0.6","0.004"
"20191229","100","도심권","111123","종로구","46","31","0.008","0.038","0.7","0.004"
"20191229","100","도심권","111131","용산구","41","31","0.004","0.035","0.6","0.003"
"20191229","101","서북권","111181","은평구","42","21","0.024","0.016","0.5","0.003"
"20191229","101","서북권","111191","서대문구","43","17","0.02","0.023","0.6","0.003"
"20191229","101","서북권","111201","마포구","43","27","0.006","0.043","0.7","0.003"
"20191229","102","동북권","111141","광진구","45","22","0.009","0.028","0.9","0.003"
"20191229","102","동북권","111142","성동구","44","29","0.007","0.039","0.6","0.004"
"20191229","102","동북권","111151","중랑구","45","21","0.014","0.028","0.6","0.003"
"20191229","102","동북권","111152","동대문구","46","25","0.007","0.039","0.7","0.003"
"20191229","102","동북권","111161","성북구","45","25","0.01","0.039","0.8","0.003"
"20191229","102","동북권","111171","도봉구","40","22","0.012","0.03","0.7","0.003"
"20191229","102","동북권","111291","강북구","48","29","0.01","0.04","0.6","0.003"
"20191229","102","동북권","111311","노원구","39","30","0.009","0.04","0.9","0.006"
"20191229","103","서남권","111212","강서구","53","27","0.006","0.045","0.6","0.004"
"20191229","103","서남권","111221","구로구","44","28","0.01","0.037","0.5","0.004"
"20191229","103","서남권","111231","영등포구","44","28","0.006","0.042","0.9","0.003"
"20191229","103","서남권","111241","동작구","50","31","0.007","0.041","0.6","0.003"
"20191229","103","서남권","111251","관악구","49","29","0.006","0.042","0.6","0.003"
"20191229","103","서남권","111281","금천구","39","31","0.005","0.044","0.6","0.004"
"20191229","103","서남권","111301","양천구","53","31","0.004","0.045","0.7","0.005"
"20191229","104","동남권","111261","강남구","44","29","0.005","0.041","0.7","0.003"
"20191229","104","동남권","111262","서초구","51","29","0.012","0.045","0.5","0.003"
"20191229","104","동남권","111273","송파구","44","27","0.006","0.041","0.7","0.004"
"20191229","104","동남권","111274","강동구","50","34","0.008","0.037","0.6","0.003"
"20191228","100","도심권","111121","중구","43","32","0.004","0.043","0.7","0.004"
"20191228","100","도심권","111123","종로구","44","30","0.005","0.046","0.8","0.004"
"20191228","100","도심권","111131","용산구","40","27","0.005","0.037","0.6","0.003"
"20191228","101","서북권","111181","은평구","39","19","0.008","0.035","0.5","0.004"
"20191228","101","서북권","111191","서대문구","43","17","0.006","0.041","0.8","0.004"
"20191228","101","서북권","111201","마포구","40","25","0.005","0.049","0.7","0.004"
"20191228","102","동북권","111141","광진구","43","20","0.004","0.036","0.9","0.003"
"20191228","102","동북권","111142","성동구","40","27","0.005","0.045","0.6","0.004"
"20191228","102","동북권","111151","중랑구","42","19","0.006","0.04","0.6","0.003"
"20191228","102","동북권","111152","동대문구","42","24","0.005","0.045","0.7","0.003"
"20191228","102","동북권","111161","성북구","45","24","0.005","0.049","0.8","0.003"
"20191228","102","동북권","111171","도봉구","36","20","0.008","0.034","0.7","0.003"
"20191228","102","동북권","111291","강북구","44","27","0.006","0.046","0.6","0.003"
"20191228","102","동북권","111311","노원구","33","27","0.007","0.041","0.7","0.006"
"20191228","103","서남권","111212","강서구","48","23","0.006","0.049","0.7","0.005"
"20191228","103","서남권","111221","구로구","39","24","0.01","0.039","0.5","0.004"
"20191228","103","서남권","111231","영등포구","40","24","0.005","0.046","1","0.003"
"20191228","103","서남권","111241","동작구","42","25","0.007","0.045","0.6","0.004"
"20191228","103","서남권","111251","관악구","46","26","0.008","0.045","0.7","0.003"
"20191228","103","서남권","111281","금천구","34","24","0.009","0.04","0.6","0.004"
"20191228","103","서남권","111301","양천구","48","26","0.005","0.047","0.7","0.005"
"20191228","104","동남권","111261","강남구","42","27","0.005","0.044","0.6","0.003"
"20191228","104","동남권","111262","서초구","47","26","0.01","0.052","0.5","0.004"
"20191228","104","동남권","111273","송파구","43","24","0.005","0.045","0.7","0.004"
"20191228","104","동남권","111274","강동구","48","31","0.006","0.042","0.6","0.003"
"20191227","100","도심권","111121","중구","34","29","0.022","0.02","0.5","0.003"
"20191227","100","도심권","111123","종로구","36","27","0.02","0.023","0.5","0.003"
"20191227","100","도심권","111131","용산구","32","25","0.018","0.022","0.5","0.003"
"20191227","101","서북권","111181","은평구","34","20","0.024","0.018","0.5","0.003"
"20191227","101","서북권","111191","서대문구","34","17","0.022","0.021","0.6","0.003"
"20191227","101","서북권","111201","마포구","33","23","0.016","0.029","0.5","0.003"
"20191227","102","동북권","111141","광진구","32","18","0.018","0.023","0.8","0.003"
"20191227","102","동북권","111142","성동구","33","25","0.021","0.027","0.5","0.004"
"20191227","102","동북권","111151","중랑구","36","20","0.017","0.029","0.6","0.003"
"20191227","102","동북권","111152","동대문구","31","20","0.022","0.022","0.5","0.003"
"20191227","102","동북권","111161","성북구","34","20","0.022","0.028","0.7","0.003"
"20191227","102","동북권","111171","도봉구","28","20","0.028","0.015","0.5","0.003"
"20191227","102","동북권","111291","강북구","38","28","0.024","0.026","0.5","0.003"
"20191227","102","동북권","111311","노원구","33","27","0.017","0.027","0.6","0.005"
"20191227","103","서남권","111212","강서구","40","23","0.021","0.029","0.5","0.005"
"20191227","103","서남권","111221","구로구","30","20","0.022","0.026","0.3","0.004"
"20191227","103","서남권","111231","영등포구","32","22","0.017","0.027","0.7","0.003"
"20191227","103","서남권","111241","동작구","38","26","0.015","0.031","0.5","0.003"
"20191227","103","서남권","111251","관악구","38","23","0.016","0.029","0.5","0.003"
"20191227","103","서남권","111281","금천구","29","26","0.016","0.029","0.5","0.003"
"20191227","103","서남권","111301","양천구","39","26","0.015","0.03","0.6","0.004"
"20191227","104","동남권","111261","강남구","32","23","0.02","0.026","0.5","0.003"
"20191227","104","동남권","111262","서초구","33","23","0.024","0.033","0.3","0.003"
"20191227","104","동남권","111273","송파구","34","23","0.015","0.033","0.6","0.003"
"20191227","104","동남권","111274","강동구","41","30","0.017","0.029","0.5","0.003"
"20191226","100","도심권","111121","중구","48","39","0.012","0.032","0.6","0.003"
"20191226","100","도심권","111123","종로구","50","35","0.012","0.034","0.7","0.004"
"20191226","100","도심권","111131","용산구","42","36","0.01","0.031","0.6","0.003"
"20191226","101","서북권","111181","은평구","45","28","0.016","0.024","0.6","0.003"
"20191226","101","서북권","111191","서대문구","49","26","0.012","0.031","0.9","0.006"
"20191226","101","서북권","111201","마포구","43","31","0.01","0.036","0.6","0.003"
"20191226","102","동북권","111141","광진구","49","29","0.011","0.031","0.9","0.003"
"20191226","102","동북권","111142","성동구","47","34","0.01","0.038","0.6","0.004"
"20191226","102","동북권","111151","중랑구","49","28","0.012","0.034","0.6","0.003"
"20191226","102","동북권","111152","동대문구","47","32","0.013","0.032","0.7","0.003"
"20191226","102","동북권","111161","성북구","48","33","0.013","0.036","0.8","0.003"
"20191226","102","동북권","111171","도봉구","46","30","0.017","0.025","0.6","0.003"
"20191226","102","동북권","111291","강북구","52","38","0.016","0.036","0.6","0.003"
"20191226","102","동북권","111311","노원구","43","36","0.011","0.033","0.7","0.005"
"20191226","103","서남권","111212","강서구","58","34","0.015","0.032","0.6","0.005"
"20191226","103","서남권","111221","구로구","48","35","0.016","0.031","0.5","0.004"
"20191226","103","서남권","111231","영등포구","40","30","0.01","0.035","0.9","0.003"
"20191226","103","서남권","111241","동작구","55","40","0.011","0.04","0.7","0.003"
"20191226","103","서남권","111251","관악구","52","34","0.011","0.037","0.7","0.003"
"20191226","103","서남권","111281","금천구","47","42","0.008","0.041","0.7","0.004"
"20191226","103","서남권","111301","양천구","58","39","0.011","0.034","0.7","0.005"
"20191226","104","동남권","111261","강남구","47","36","0.011","0.038","0.7","0.003"
"20191226","104","동남권","111262","서초구","54","36","0.017","0.041","0.5","0.003"
"20191226","104","동남권","111273","송파구","48","33","0.008","0.041","0.7","0.003"
"20191226","104","동남권","111274","강동구","56","42","0.01","0.036","0.7","0.003"
"20191225","100","도심권","111121","중구","54","47","0.004","0.045","0.9","0.003"
"20191225","100","도심권","111123","종로구","55","42","0.004","0.047","1","0.004"
"20191225","100","도심권","111131","용산구","45","38","0.003","0.036","0.8","0.003"
"20191225","101","서북권","111181","은평구","44","29","0.005","0.04","0.7","0.002"
"20191225","101","서북권","111191","서대문구","49","28","0.005","0.043","1.2","0.006"
"20191225","101","서북권","111201","마포구","50","40","0.004","0.056","0.9","0.003"
"20191225","102","동북권","111141","광진구","43","29","0.004","0.034","1","0.003"
"20191225","102","동북권","111142","성동구","46","37","0.004","0.045","0.8","0.004"
"20191225","102","동북권","111151","중랑구","52","31","0.006","0.042","0.9","0.002"
"20191225","102","동북권","111152","동대문구","52","39","0.004","0.045","0.9","0.003"
"20191225","102","동북권","111161","성북구","58","44","0.004","0.055","1.2","0.003"
"20191225","102","동북권","111171","도봉구","60","41","0.006","0.039","1","0.003"
"20191225","102","동북권","111291","강북구","62","47","0.006","0.046","0.8","0.003"
"20191225","102","동북권","111311","노원구","56","49","0.003","0.049","1.1","0.005"
"20191225","103","서남권","111212","강서구","70","40","0.004","0.053","1","0.006"
"20191225","103","서남권","111221","구로구","47","36","0.009","0.039","0.6","0.003"
"20191225","103","서남권","111231","영등포구","40","31","0.006","0.046","0.9","0.003"
"20191225","103","서남권","111241","동작구","50","38","0.006","0.048","0.8","0.003"
"20191225","103","서남권","111251","관악구","52","37","0.007","0.047","0.9","0.002"
"20191225","103","서남권","111281","금천구","42","39","0.004","0.05","0.9","0.003"
"20191225","103","서남권","111301","양천구","65","45","0.004","0.054","1","0.005"
"20191225","104","동남권","111261","강남구","42","35","0.004","0.042","0.8","0.003"
"20191225","104","동남권","111262","서초구","52","38","0.01","0.051","0.6","0.003"
"20191225","104","동남권","111273","송파구","45","34","0.004","0.046","0.9","0.004"
"20191225","104","동남권","111274","강동구","55","44","0.004","0.041","0.8","0.003"
"20191224","100","도심권","111121","중구","72","64","0.006","0.043","1","0.003"
"20191224","100","도심권","111123","종로구","77","59","0.007","0.047","1.1","0.004"
"20191224","100","도심권","111131","용산구","66","52","0.004","0.037","0.9","0.003"
"20191224","101","서북권","111181","은평구","60","40","0.009","0.031","0.7","0.002"
"20191224","101","서북권","111191","서대문구","69","40","0.007","0.038","1.3","0.007"
"20191224","101","서북권","111201","마포구","63","50","0.005","0.047","0.9","0.003"
"20191224","102","동북권","111141","광진구","61","40","0.005","0.035","1.1","0.003"
"20191224","102","동북권","111142","성동구","66","55","0.009","0.042","0.8","0.005"
"20191224","102","동북권","111151","중랑구","69","43","0.01","0.035","0.8","0.002"
"20191224","102","동북권","111152","동대문구","75","57","0.007","0.045","1","0.003"
"20191224","102","동북권","111161","성북구","70","58","0.008","0.048","1.1","0.003"
"20191224","102","동북권","111171","도봉구","71","50","0.009","0.035","0.9","0.003"
"20191224","102","동북권","111291","강북구","77","60","0.01","0.039","0.9","0.003"
"20191224","102","동북권","111311","노원구","73","63","0.009","0.042","1","0.005"
"20191224","103","서남권","111212","강서구","81","48","0.013","0.042","0.8","0.005"
"20191224","103","서남권","111221","구로구","67","51","0.012","0.038","0.6","0.004"
"20191224","103","서남권","111231","영등포구","54","42","0.007","0.043","1.1","0.003"
"20191224","103","서남권","111241","동작구","77","60","0.005","0.052","0.9","0.003"
"20191224","103","서남권","111251","관악구","70","51","0.01","0.053","1","0.003"
"20191224","103","서남권","111281","금천구","64","61","0.006","0.046","0.9","0.003"
"20191224","103","서남권","111301","양천구","74","54","0.01","0.041","0.8","0.004"
"20191224","104","동남권","111261","강남구","63","52","0.008","0.043","0.9","0.003"
"20191224","104","동남권","111262","서초구","78","55","0.01","0.056","0.7","0.003"
"20191224","104","동남권","111273","송파구","60","48","0.007","0.043","0.9","0.004"
"20191224","104","동남권","111274","강동구","71","58","0.008","0.039","0.8","0.003"
"20191223","100","도심권","111121","중구","51","46","0.016","0.028","0.7","0.003"
"20191223","100","도심권","111123","종로구","53","42","0.012","0.033","0.8","0.004"
"20191223","100","도심권","111131","용산구","45","39","0.01","0.03","0.7","0.003"
"20191223","101","서북권","111181","은평구","49","38","0.016","0.023","0.7","0.002"
"20191223","101","서북권","111191","서대문구","50","32","0.014","0.029","0.9","0.004"
"20191223","101","서북권","111201","마포구","42","36","0.009","0.041","0.7","0.003"
"20191223","102","동북권","111141","광진구","50","36","0.01","0.032","1","0.003"
"20191223","102","동북권","111142","성동구","52","43","0.01","0.039","0.7","0.004"
"20191223","102","동북권","111151","중랑구","51","33","0.012","0.035","0.8","0.002"
"20191223","102","동북권","111152","동대문구","51","38","0.011","0.036","0.8","0.003"
"20191223","102","동북권","111161","성북구","48","39","0.014","0.037","0.9","0.003"
"20191223","102","동북권","111171","도봉구","46","35","0.017","0.027","0.8","0.003"
"20191223","102","동북권","111291","강북구","52","40","0.018","0.034","0.7","0.003"
"20191223","102","동북권","111311","노원구","49","43","0.013","0.036","0.8","0.004"
"20191223","103","서남권","111212","강서구","58","37","0.015","0.034","0.8","0.004"
"20191223","103","서남권","111221","구로구","45","39","0.018","0.03","0.5","0.003"
"20191223","103","서남권","111231","영등포구","38","32","0.01","0.036","1.1","0.003"
"20191223","103","서남권","111241","동작구","53","44","0.011","0.037","0.7","0.003"
"20191223","103","서남권","111251","관악구","48","35","0.011","0.039","0.6","0.003"
"20191223","103","서남권","111281","금천구","40","40","0.012","0.036","0.7","0.003"
"20191223","103","서남권","111301","양천구","56","42","0.012","0.035","0.8","0.005"
"20191223","104","동남권","111261","강남구","50","43","0.011","0.038","0.8","0.003"
"20191223","104","동남권","111262","서초구","56","43","0.018","0.039","0.6","0.003"
"20191223","104","동남권","111273","송파구","47","38","0.008","0.042","0.8","0.003"
"20191223","104","동남권","111274","강동구","61","51","0.01","0.037","0.7","0.003"
"20191222","100","도심권","111121","중구","59","52","0.008","0.036","0.7","0.003"
"20191222","100","도심권","111123","종로구","60","45","0.008","0.039","0.8","0.004"
"20191222","100","도심권","111131","용산구","52","45","0.007","0.033","0.7","0.004"
"20191222","101","서북권","111181","은평구","56","37","0.011","0.029","0.6","0.003"
"20191222","101","서북권","111191","서대문구","59","34","0.011","0.034","0.9","0.006"
"20191222","101","서북권","111201","마포구","53","46","0.007","0.044","0.8","0.004"
"20191222","102","동북권","111141","광진구","59","36","0.008","0.031","0.9","0.003"
"20191222","102","동북권","111142","성동구","57","45","0.008","0.041","0.7","0.004"
"20191222","102","동북권","111151","중랑구","58","36","0.01","0.035","0.7","0.003"
"20191222","102","동북권","111152","동대문구","56","41","0.009","0.037","0.7","0.004"
"20191222","102","동북권","111161","성북구","57","42","0.009","0.043","0.8","0.003"
"20191222","102","동북권","111171","도봉구","56","39","0.01","0.034","0.8","0.003"
"20191222","102","동북권","111291","강북구","63","47","0.008","0.041","0.7","0.003"
"20191222","102","동북권","111311","노원구","56","48","0.007","0.046","1","0.005"
"20191222","103","서남권","111212","강서구","66","42","0.008","0.047","0.8","0.005"
"20191222","103","서남권","111221","구로구","58","45","0.012","0.035","0.6","0.004"
"20191222","103","서남권","111231","영등포구","47","37","0.009","0.04","0.8","0.003"
"20191222","103","서남권","111241","동작구","63","49","0.007","0.045","0.8","0.004"
"20191222","103","서남권","111251","관악구","58","42","0.012","0.044","0.6","0.004"
"20191222","103","서남권","111281","금천구","48","46","0.009","0.042","0.8","0.004"
"20191222","103","서남권","111301","양천구","69","51","0.006","0.044","0.8","0.005"
"20191222","104","동남권","111261","강남구","55","46","0.009","0.036","0.7","0.003"
"20191222","104","동남권","111262","서초구","69","47","0.014","0.044","0.6","0.003"
"20191222","104","동남권","111273","송파구","54","40","0.007","0.041","0.8","0.004"
"20191222","104","동남권","111274","강동구","66","53","0.009","0.037","0.7","0.003"
"20191221","100","도심권","111121","중구","36","29","0.002","0.045","0.8","0.003"
"20191221","100","도심권","111123","종로구","37","26","0.003","0.047","0.8","0.004"
"20191221","100","도심권","111131","용산구","32","23","0.003","0.037","0.6","0.003"
"20191221","101","서북권","111181","은평구","31","19","0.004","0.036","0.5","0.003"
"20191221","101","서북권","111191","서대문구","35","17","0.004","0.042","0.9","0.006"
"20191221","101","서북권","111201","마포구","32","24","0.003","0.048","0.8","0.003"
"20191221","102","동북권","111141","광진구","37","20","0.002","0.037","0.8","0.003"
"20191221","102","동북권","111142","성동구","32","24","0.003","0.046","0.6","0.004"
"20191221","102","동북권","111151","중랑구","35","18","0.004","0.041","0.7","0.003"
"20191221","102","동북권","111152","동대문구","37","22","0.003","0.046","0.7","0.003"
"20191221","102","동북권","111161","성북구","36","22","0.003","0.051","0.8","0.003"
"20191221","102","동북권","111171","도봉구","31","20","0.004","0.037","0.8","0.002"
"20191221","102","동북권","111291","강북구","38","27","0.005","0.046","0.7","0.003"
"20191221","102","동북권","111311","노원구","30","25","0.003","0.043","0.7","0.005"
"20191221","103","서남권","111212","강서구","36","21","0.004","0.047","0.7","0.005"
"20191221","103","서남권","111221","구로구","29","21","0.009","0.037","0.4","0.004"
"20191221","103","서남권","111231","영등포구","26","19","0.006","0.042","0.7","0.004"
"20191221","103","서남권","111241","동작구","33","24","0.005","0.046","0.6","0.003"
"20191221","103","서남권","111251","관악구","30","19","0.004","0.048","0.6","0.004"
"20191221","103","서남권","111281","금천구","27","24","0.004","0.043","0.6","0.004"
"20191221","103","서남권","111301","양천구","38","26","0.003","0.045","0.7","0.005"
"20191221","104","동남권","111261","강남구","32","24","0.003","0.045","0.7","0.003"
"20191221","104","동남권","111262","서초구","41","23","0.008","0.053","0.5","0.003"
"20191221","104","동남권","111273","송파구","34","22","0.003","0.046","0.7","0.004"
"20191221","104","동남권","111274","강동구","42","30","0.003","0.044","0.7","0.003"
"20191220","100","도심권","111121","중구","28","22","0.018","0.021","0.5","0.003"
"20191220","100","도심권","111123","종로구","30","22","0.016","0.023","0.5","0.004"
"20191220","100","도심권","111131","용산구","26","19","0.012","0.025","0.5","0.003"
"20191220","101","서북권","111181","은평구","29","18","0.017","0.019","0.5","0.003"
"20191220","101","서북권","111191","서대문구","29","13","0.017","0.022","0.6","0.005"
"20191220","101","서북권","111201","마포구","29","20","0.01","0.031","0.6","0.003"
"20191220","102","동북권","111141","광진구","27","16","0.013","0.024","0.7","0.003"
"20191220","102","동북권","111142","성동구","29","21","0.015","0.028","0.5","0.004"
"20191220","102","동북권","111151","중랑구","29","15","0.012","0.029","0.6","0.003"
"20191220","102","동북권","111152","동대문구","27","16","0.017","0.022","0.5","0.003"
"20191220","102","동북권","111161","성북구","32","16","0.017","0.028","0.6","0.003"
"20191220","102","동북권","111171","도봉구","25","16","0.019","0.02","0.6","0.003"
"20191220","102","동북권","111291","강북구","31","20","0.019","0.028","0.5","0.003"
"20191220","102","동북권","111311","노원구","29","24","0.015","0.025","0.6","0.005"
"20191220","103","서남권","111212","강서구","36","20","0.016","0.028","0.5","0.005"
"20191220","103","서남권","111221","구로구","28","19","0.018","0.026","0.4","0.004"
"20191220","103","서남권","111231","영등포구","24","18","0.011","0.028","0.6","0.003"
"20191220","103","서남권","111241","동작구","34","23","0.013","0.029","0.5","0.003"
"20191220","103","서남권","111251","관악구","29","18","0.016","0.03","0.4","0.003"
"20191220","103","서남권","111281","금천구","27","23","0.013","0.03","0.5","0.004"
"20191220","103","서남권","111301","양천구","36","24","0.013","0.028","0.6","0.005"
"20191220","104","동남권","111261","강남구","25","19","0.016","0.028","0.5","0.003"
"20191220","104","동남권","111262","서초구","29","20","0.019","0.033","0.4","0.003"
"20191220","104","동남권","111273","송파구","26","14","0.009","0.034","0.6","0.003"
"20191220","104","동남권","111274","강동구","30","87","0.01","0.033","0.6","0.003"
"20191219","100","도심권","111121","중구","27","21","0.015","0.024","0.5","0.003"
"20191219","100","도심권","111123","종로구","29","20","0.015","0.023","0.5","0.004"
"20191219","100","도심권","111131","용산구","21","18","0.011","0.024","0.5","0.003"
"20191219","101","서북권","111181","은평구","29","16","0.016","0.018","0.5","0.003"
"20191219","101","서북권","111191","서대문구","29","12","0.015","0.022","0.7","0.005"
"20191219","101","서북권","111201","마포구","25","15","0.012","0.027","0.5","0.003"
"20191219","102","동북권","111141","광진구","27","14","0.014","0.022","0.6","0.003"
"20191219","102","동북권","111142","성동구","25","18","0.01","0.031","0.5","0.003"
"20191219","102","동북권","111151","중랑구","27","14","0.015","0.024","0.5","0.003"
"20191219","102","동북권","111152","동대문구","26","15","0.015","0.026","0.5","0.003"
"20191219","102","동북권","111161","성북구","30","14","0.017","0.027","0.5","0.003"
"20191219","102","동북권","111171","도봉구","21","13","0.022","0.016","0.5","0.003"
"20191219","102","동북권","111291","강북구","29","19","0.022","0.029","0.5","0.003"
"20191219","102","동북권","111311","노원구","24","20","0.02","0.018","0.5","0.004"
"20191219","103","서남권","111212","강서구","25","13","0.019","0.024","0.4","0.005"
"20191219","103","서남권","111221","구로구","19","12","0.022","0.022","0.3","0.004"
"20191219","103","서남권","111231","영등포구","18","13","0.013","0.025","0.6","0.003"
"20191219","103","서남권","111241","동작구","28","18","0.014","0.027","0.4","0.003"
"20191219","103","서남권","111251","관악구","24","13","0.018","0.028","0.4","0.003"
"20191219","103","서남권","111281","금천구","22","17","0.014","0.028","0.4","0.003"
"20191219","103","서남권","111301","양천구","25","15","0.015","0.025","0.5","0.004"
"20191219","104","동남권","111261","강남구","25","17","0.014","0.029","0.5","0.003"
"20191219","104","동남권","111262","서초구","22","15","0.021","0.031","0.3","0.003"
"20191219","104","동남권","111273","송파구","22","10","0.01","0.033","0.6","0.003"
"20191219","104","동남권","111274","강동구","36","26","0.013","0.027","0.5","0.003"
"20191218","100","도심권","111121","중구","38","32","0.014","0.023","0.5","0.003"
"20191218","100","도심권","111123","종로구","40","30","0.014","0.023","0.6","0.004"
"20191218","100","도심권","111131","용산구","33","28","0.01","0.025","0.6","0.003"
"20191218","101","서북권","111181","은평구","38","23","0.016","0.016","0.3","0.002"
"20191218","101","서북권","111191","서대문구","39","19","0.015","0.021","0.6","0.004"
"20191218","101","서북권","111201","마포구","38","25","0.011","0.028","0.6","0.003"
"20191218","102","동북권","111141","광진구","38","23","0.008","0.027","0.8","0.004"
"20191218","102","동북권","111142","성동구","33","24","0.01","0.031","0.6","0.003"
"20191218","102","동북권","111151","중랑구","42","25","0.01","0.028","0.7","0.003"
"20191218","102","동북권","111152","동대문구","38","26","0.012","0.026","0.6","0.003"
"20191218","102","동북권","111161","성북구","43","27","0.012","0.029","0.7","0.003"
"20191218","102","동북권","111171","도봉구","33","23","0.021","0.015","0.6","0.003"
"20191218","102","동북권","111291","강북구","45","33","0.021","0.029","0.6","0.003"
"20191218","102","동북권","111311","노원구","37","33","0.016","0.021","0.6","0.004"
"20191218","103","서남권","111212","강서구","41","25","0.019","0.022","0.5","0.004"
"20191218","103","서남권","111221","구로구","34","24","0.019","0.023","0.4","0.004"
"20191218","103","서남권","111231","영등포구","30","22","0.011","0.026","0.7","0.003"
"20191218","103","서남권","111241","동작구","45","32","0.01","0.031","0.5","0.003"
"20191218","103","서남권","111251","관악구","37","24","0.011","0.031","0.5","0.003"
"20191218","103","서남권","111281","금천구","35","30","0.012","0.028","0.5","0.004"
"20191218","103","서남권","111301","양천구","41","28","0.015","0.024","0.5","0.005"
"20191218","104","동남권","111261","강남구","36","28","0.011","0.03","0.6","0.003"
"20191218","104","동남권","111262","서초구","40","26","0.018","0.032","0.4","0.003"
"20191218","104","동남권","111273","송파구","32","18","0.008","0.033","0.7","0.003"
"20191218","104","동남권","111274","강동구","45","35","0.009","0.031","0.6","0.003"
"20191217","100","도심권","111121","중구","29","22","0.008","0.034","0.7","0.003"
"20191217","100","도심권","111123","종로구","27","21","0.008","0.036","0.8","0.004"
"20191217","100","도심권","111131","용산구","24","19","0.006","0.032","0.6","0.003"
"20191217","101","서북권","111181","은평구","28","20","0.013","0.023","0.2","0.002"
"20191217","101","서북권","111191","서대문구","26","14","0.01","0.03","0.8","0.004"
